TaxaID,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,HABSTRUCT,HABSTRUCT_Trans,LIFE_CYCLE,AirBreather,Phylum,Class,Order,Family,Subfamily,Tribe,Genus,TolVal_NE,FFG_NE,Habit_NE,BenTaxaID,TSN,ParTSN
Koenikea,FALSE,,,,,,,,FALSE,Arthropoda,Arachnida,Trombidiformes,Unionicolidae,,,Koenikea,,,,,,
Krendowskia,FALSE,,,,,,,,FALSE,Arthropoda,Arachnida,Trombidiformes,Krendowskiidae,,,Krendowskia,,,,,,
Labiobaetis,FALSE,4,4_worse,CG,"SW,CN",,,multi,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Labiobaetis,4,Collector,Clinger,3261,568552,
Labrundinia,FALSE,4,4_middle,PR,SP,,,uni,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Labrundinia,4,Predator,Sprawler,1655,128173,128078
Laccobius,FALSE,4,4_worse,PH,CN,SG,snag,uni,TRUE,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,Laccobius,4,Predator,Swimmer,1559,112858,112858
Laccophilus,FALSE,4,4_worse,PR,SW,RM,root_mat,multi,TRUE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,Laccophilus,8,Predator,Swimmer,1530,112278,111963
Lachlania,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,,,Lachlania,3,Collector,Clinger,2009,101030,101030
Ladona,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Odonata,Libellulidae,,,Ladona,4,Predator,Sprawler,1716,99236,
Lampsilis cardium,FALSE,,,CF,BU,,,,FALSE,Mollusca,Pelecypoda,Unionoida,Unionidae,,,Lampsilis,4,Filterer,Burrower,9340,80016,
Lampsilis radiata,FALSE,,,CF,BU,,,,FALSE,Mollusca,Pelecypoda,Unionoida,Unionidae,,,Lampsilis,4,Filterer,Burrower,2226,79994,
Lampsilis siliquoidea,FALSE,,,CF,BU,,,,FALSE,Mollusca,Pelecypoda,Unionoida,Unionidae,,,Lampsilis,4,Filterer,Burrower,9276,80028,
Lampsilis teres,FALSE,,,CF,BU,,,,FALSE,Mollusca,Pelecypoda,Unionoida,Unionidae,,,Lampsilis,4,Filterer,Burrower,2229,80006,79986
Larsia,FALSE,4,4_middle,PR,SP,,,"multi,uni",FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Larsia,6,Predator,Sprawler,1656,128183,128078
Lasmigona complanata,FALSE,,,CF,BU,,,,FALSE,Mollusca,Pelecypoda,Unionoida,Unionidae,,,Lasmigona,4,Filterer,Burrower,2230,80135,
Lauterborniella,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Lauterborniella,6,Collector,Sprawler,1657,129525,129525
Lebertia,FALSE,,,,,,,,FALSE,Arthropoda,Arachnida,Trombidiformes,Lebertiidae,,,Lebertia,5,Predator,Clinger,6183,83034,
Lepidoptera,FALSE,,,SH,SP,,,,FALSE,Arthropoda,Insecta,Lepidoptera,,,,,5,Collector,Sprawler,2082,117232,
Lepidostoma,FALSE,3,,SH,CB,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,,,Lepidostoma,1,Shredder,Climber,1819,116794,116794
Leptoceridae,FALSE,4,4_middle,CG,CB,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Leptoceridae,4,Collector,Clinger,1832,116547,
Leptocerus,FALSE,,,SH,SW,,,"multi,uni",FALSE,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Leptocerus,4,Collector,Clinger,1822,116677,116677
Leptocerus americanus,FALSE,4,4_middle,CG,CB,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Leptocerus,4,Collector,Clinger,1821,116678,
Leptodea fragilis,FALSE,,,CF,BU,,,,FALSE,Mollusca,Pelecypoda,Unionoida,Unionidae,,,Leptodea,4,Filterer,Burrower,2233,80182,
Leptophlebia,FALSE,4,4_better,CG,SW,,,uni,FALSE,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,,,Leptophlebia,1,Collector,Swimmer,2006,101148,101148
Leptophlebiidae,FALSE,4,4_better,CG,"SW,CN,SP",,,uni,FALSE,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,,,,2,Collector,Swimmer,101,101095,101094
Lestes,FALSE,4,4_middle,PR,CB,,,uni,FALSE,Arthropoda,Insecta,Odonata,Lestidae,,,Lestes,8,Predator,Climber,1712,102061,102061
Lestidae,FALSE,,,PR,CB,,,uni,FALSE,Arthropoda,Insecta,Odonata,Lestidae,,,,8,Predator,Climber,15649,,
Lethocerus,FALSE,,,PR,"SW,CB",,,multi,TRUE,Arthropoda,Insecta,Hemiptera,Belostomatidae,,,Lethocerus,4,Predator,Swimmer,2026,103699,103699
Leucorrhinia,FALSE,,,PR,"CB,SP",,,uni,FALSE,Arthropoda,Insecta,Odonata,Libellulidae,,,Leucorrhinia,6,Predator,Sprawler,1717,101885,101885
Leucotrichia,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Leucotrichia,4,Scraper,Clinger,1809,115630,115630
Leucotrichia pictipes,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Leucotrichia,4,Scraper,Clinger,1808,115631,115630
Leucrocuta,FALSE,3,,SC,CN,,,uni,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Leucrocuta,2,Collector,Swimmer,1990,100676,100504
Libellula,FALSE,4,4_middle,PR,SP,,,uni,FALSE,Arthropoda,Insecta,Odonata,Libellulidae,,,Libellula,8,Predator,Sprawler,1719,101893,101893
Libellula luctuosa,FALSE,4,4_middle,PR,SP,,,uni,FALSE,Arthropoda,Insecta,Odonata,Libellulidae,,,Libellula,8,Predator,Sprawler,1718,101894,101893
Libellulidae,FALSE,4,4_middle,PR,SP,,,uni,FALSE,Arthropoda,Insecta,Odonata,Libellulidae,,,,8,Predator,Sprawler,1725,101797,
Ligumia,FALSE,,,,,,,,FALSE,Mollusca,Pelecypoda,Unionoida,Unionidae,,,Ligumia,4,Filterer,Burrower,2235,80194,
Ligumia recta,FALSE,,,CF,BU,,,,FALSE,Mollusca,Pelecypoda,Unionoida,Unionidae,,,Ligumia,4,Filterer,Burrower,2234,80196,
Limnephilidae,FALSE,4,4_middle,SH,CB,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,,,Shredder,Sprawler,2130,115933,115933
Limnephilus,FALSE,4,4_middle,SH,"SP,CB",,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Limnephilus,1,Shredder,Sprawler,2125,116069,116069
Limnesia,FALSE,,,,,,,,FALSE,Arthropoda,Arachnida,Trombidiformes,Limnesiidae,,,Limnesia,,,,,,
Limnodrilus,FALSE,4,4_middle,CG,"BU,CN",,,,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Limnodrilus,9,Collector,Burrower,1463,68638,68585
Limnodrilus cervix,FALSE,4,4_middle,CG,BU,NF,pool,,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Limnodrilus,9,Collector,Burrower,1461,68652,68638
Limnodrilus claparedianus,FALSE,4,4_middle,CG,BU,NF,pool,,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Limnodrilus,9,Collector,Burrower,427,68654,68638
Limnodrilus hoffmeisteri,FALSE,4,4_middle,CG,BU,,,,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Limnodrilus,9,Collector,Burrower,428,68639,68638
Limnodrilus profundicola,FALSE,4,4_middle,CG,BU,,,,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Limnodrilus,9,Collector,Burrower,1462,68649,68638
Limnodrilus udekemianus,FALSE,4,4_middle,CG,BU,,,,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Limnodrilus,7,Collector,Burrower,1464,68644,68638
Limnophila,FALSE,4,4_middle,PR,BU,,,uni,FALSE,Arthropoda,Insecta,Diptera,Tipulidae,,,Limnophila,2,Predator,Burrower,106,120164,120030
Limnophora,FALSE,4,4_middle,PR,BU,,,multi,FALSE,Arthropoda,Insecta,Diptera,Muscidae,,,Limnophora,8,Predator,Burrower,1929,150730,150730
Limnophyes,FALSE,4,4_worse,CG,SP,,,"multi,uni",FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Limnophyes,3,Collector,Sprawler,1659,128776,128457
Limnoporus,FALSE,,,PR,SK,,,uni,TRUE,Arthropoda,Insecta,Hemiptera,Gerridae,,,Limnoporus,8,Predator,Skater,2036,103872,103872
Limonia,FALSE,4,4_middle,SH,BU,SG,snag,uni,FALSE,Arthropoda,Insecta,Diptera,Tipulidae,,,Limonia,6,Shredder,Burrower,1961,119704,119704
Limoniidae,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Diptera,Limoniidae,,,,,,,,,
Liodessus,FALSE,4,4_middle,PR,SW,,,"multi,uni",TRUE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,Liodessus,5,Predator,Swimmer,1532,112580,111963
Liodessus affinis,FALSE,4,4_middle,PR,SW,,,"multi,uni",TRUE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,Liodessus,5,Predator,Swimmer,1531,112581,112580
Lipogomphus,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Heteroptera,Hebridae,,,Lipogomphus,8,Predator,Sprawler,3251,103986,103986
Lopescladius,FALSE,4,4_middle,CG,"BU,SP",,,multi,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Lopescladius,2,Scraper,Sprawler,1660,128811,128457
Lumbricidae,FALSE,4,4_middle,CG,BU,,,,FALSE,Annelida,Oligochaeta,Tubificida,Lumbricidae,,,,8,Collector,Burrower,1397,69165,69069
Lumbriculidae,FALSE,4,4_middle,CG,BU,,,,FALSE,Annelida,Oligochaeta,Lumbriculida,Lumbriculidae,,,,8,Collector,Burrower,107,68440,68439
Lumbriculus,FALSE,4,4_middle,CG,BU,,,,FALSE,Annelida,Oligochaeta,Lumbriculida,Lumbriculidae,,,Lumbriculus,9,Collector,Burrower,1476,68441,68441
Lumbriculus variegatus,FALSE,4,4_middle,CG,BU,,,,FALSE,Annelida,Oligochaeta,Lumbriculida,Lumbriculidae,,,Lumbriculus,9,Collector,Burrower,1477,68444,68441
Lymnaea,FALSE,4,4_middle,SC,CB,,,multi,FALSE,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,,,Lymnaea,2,Scraper,Sprawler,2172,76484,76483
Lymnaea stagnalis,FALSE,4,4_middle,SC,CB,,,multi,FALSE,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,,,Lymnaea,2,Scraper,Sprawler,2173,76487,
Lymnaeidae,FALSE,4,4_middle,SC,CB,,,multi,FALSE,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,,,,2,Scraper,Sprawler,2177,76483,
Lype,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Trichoptera,Psychomyiidae,,,Lype,2,Scraper,Sprawler,2149,115391,115391
Maccaffertium,FALSE,4,4_middle,SC,CN,,,uni,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Maccaffertium,3,Scraper,Clinger,10672,697957,
Maccaffertium exiguum,FALSE,4,4_middle,SC,CN,,,uni,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Maccaffertium,2,Scraper,Clinger,4669,698216,
Maccaffertium mexicanum,FALSE,4,4_middle,SC,CN,,,uni,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Maccaffertium,3,Scraper,Clinger,4671,698470,
Macrobdella,FALSE,,,,,,,,FALSE,Annelida,Hirudinea,Gnathobdellida,Hirudinidae,,,Macrobdella,6,Predator,Clinger,1366,69418,
Macrobdella decora,FALSE,,,PR,SP,,,,FALSE,Annelida,Hirudinea,Gnathobdellida,Hirudinidae,,,Macrobdella,5,Predator,Clinger,1372,69419,
Macrobdella ditetra,FALSE,,,,,,,,FALSE,Annelida,Hirudinea,Gnathobdellida,Hirudinidae,,,Macrobdella,5,Predator,Clinger,1374,69421,69418
Macromia,FALSE,4,4_middle,PR,SP,,,semi,FALSE,Arthropoda,Insecta,Odonata,Macromiidae,,,Macromia,4,Predator,Climber,1728,101918,101918
Macronychus,FALSE,4,4_middle,CG,CN,,,"semi,uni",FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Macronychus,4,Scraper,Sprawler,234,114212,114093
Macronychus glabratus,FALSE,4,4_middle,CG,CN,SG,snag,"semi,uni",FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Macronychus,4,Scraper,Sprawler,3233,114213,114212
Macropelopia,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Macropelopia,6,Predator,Sprawler,1661,128034,128020
Macropelopiini,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,6,Predator,Sprawler,1662,128020,
Malenka,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Plecoptera,Nemouridae,,,Malenka,2,Shredder,Sprawler,1739,102567,102567
Mallochohelea,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,Mallochohelea,6,Predator,Burrower,396,127702,
Mayatrichia,FALSE,4,4_middle,SC,CN,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Mayatrichia,6,Scraper,Clinger,1811,115811,115811
Megaloptera,FALSE,,,PR,NA,,,,FALSE,Arthropoda,Insecta,Megaloptera,,,,Megaloptera,,,,2092,115000,
Mesenchytraeus,FALSE,,,,,,,,FALSE,Annelida,Oligochaeta,Tubificida,Enchytraeidae,,,Mesenchytraeus,9,Collector,Burrower,11936,68544,
Mesosmittia,FALSE,4,4_middle,CG,SP,,,multi,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Mesosmittia,3,Collector,Sprawler,10673,128818,
Mesovelia,FALSE,4,4_worse,PR,"SK,CB",RM,root_mat,multi,TRUE,Arthropoda,Insecta,Hemiptera,Mesoveliidae,,,Mesovelia,8,Predator,Skater,2047,103954,103954
Metrichia,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Metrichia,4,Scraper,Climber,3252,5986644,598644
Metriocnemus,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Metriocnemus,2,Collector,Sprawler,8211,128821,
Metrobates,FALSE,4,4_middle,PR,SK,,,uni,TRUE,Arthropoda,Insecta,Hemiptera,Gerridae,,,Metrobates,6,Predator,Skater,2037,103857,103857
Micracanthia,FALSE,4,4_middle,PR,CB,,,,TRUE,Arthropoda,Insecta,Hemiptera,Saldidae,,,Micracanthia,4,Predator,Climber,2068,104115,104115
Microchironomus,FALSE,4,4_middle,CG,BU,NF,pool,multi,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Microchironomus,6,Collector,Burrower,1663,129532,129532
Microcylloepus,FALSE,3,,CG,CN,,,semi,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Microcylleopus,6,Collector,Clinger,1536,114146,114093
Microcylloepus pusillus,FALSE,3,,CG,CN,,,semi,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Microcylloepus,6,Collector,Clinger,3237,114147,114146
Micropsectra,FALSE,4,4_middle,CG,CB,,,multi,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Tanytarsini,Micropsectra,8,Collector,Climber,1664,129890,129872
Microtendipes,FALSE,3,,CF,CN,,,multi,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Microtendipes,5,Collector,Sprawler,1665,129535,129229
Microvelia,FALSE,4,4_middle,PR,SK,,,multi,TRUE,Arthropoda,Insecta,Hemiptera,Veliidae,,,Microvelia,8,Predator,Skater,2073,103900,103900
Mideopsis,FALSE,,,,,,,,FALSE,Arthropoda,Arachnida,Trombidiformes,Prostigmata,,,Mideopsis,5,Predator,Clinger,8119,83479,
Molanna,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Trichoptera,Molannidae,,,Molanna,1,Scraper,Sprawler,2133,116474,116474
Molophilus,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Diptera,Tipulidae,,,Molophilus,9,Shredder,Burrower,3242,120758,120397
Mooreobdella,FALSE,4,4_worse,PR,SP,,,,FALSE,Annelida,Hirudinea,Arhynchobdellida,Erpobdellidae,,,Mooreobdella,8,Predator,Clinger,186,69449,69438
Mooreobdella fervida,FALSE,4,4_worse,,,,,,FALSE,Annelida,Hirudinea,Arhynchobdellida,Erpobdellidae,,,Mooreobdella,10,Predator,Clinger,362,69451,69449
Mooreobdella microstoma,FALSE,4,4_worse,,,,,,FALSE,Annelida,Hirudinea,Pharyngobdellida,Erpobdellidae,,,Mooreobdella,5,Predator,Clinger,1377,69450,69449
Moselyana,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Moselyana,4,Collector,Clinger,2126,116379,
Muscidae,FALSE,4,4_middle,PR,SP,,,,FALSE,Arthropoda,Insecta,Diptera,Muscidae,,,Muscidae,8,Predator,Sprawler,1930,150025,
Musculium,FALSE,4,4_middle,CF,BU,,,uni,FALSE,Mollusca,Pelecypoda,Veneroida,Pisidiidae,,,Musculium,5,Filterer,Unidentified,397,81427,81388
Musculium securis,FALSE,4,4_middle,CF,BU,,,uni,FALSE,Mollusca,Pelecypoda,Veneroida,Pisidiidae,,,Musculium,8,Filterer,Burrower,2262,81434,81427
Musculium transversum,FALSE,4,4_middle,CF,BU,,,uni,FALSE,Mollusca,Pelecypoda,Veneroida,Pisidiidae,,,Musculium,8,Filterer,Burrower,416,81428,81427
Myzobdella,FALSE,,,,,,,,FALSE,Annelida,Hirudinea,Rhynchobdellida,Piscicolidae,,,Myzobdella,7,Predator,Climber,1387,69315,
Naididae,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,,8,Collector,Sprawler,110,68854,68509
Naidinae,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,Naidinae,,,,,,,,
Nais,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Nais,9,Collector,Burrower,429,68946,
Nais alpina,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Nais,6,Collector,Climber,1414,68960,
Nais barbata,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Nais,8,Collector,Clinger,1415,68947,
Nais behningi,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Nais,6,Collector,Clinger,1416,68949,68946
Nais bretscheri,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Nais,6,Collector,Clinger,1417,68961,68946
Nais communis,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Nais,8,Collector,Clinger,1418,68950,68946
Nais communis/variabilis complex,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Nais,,,,,,
Nais elinguis,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Nais,9,Collector,Clinger,1419,68952,68946
Nais pardalis,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Nais,8,Collector,Clinger,1420,68954,68946
Nais pseudobtusa,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Nais,6,Collector,Clinger,1421,68956,68946
Nais simplex,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Nais,6,Collector,Clinger,1422,68957,68946
Nais variabilis,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Nais,9,Collector,Clinger,1423,68959,68946
Nanocladius,FALSE,4,4_middle,CG,SP,,,uni,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Nanocladius,2,Collector,Sprawler,1666,128844,128457
Nasiaeschna pentacantha,FALSE,4,4_middle,PR,CB,,root_mat,semi,FALSE,Arthropoda,Insecta,Odonata,Aeshnidae,,,Nasiaeschna,8,Predator,Climber,2103,101654,
Natarsia,FALSE,3,,PR,SP,,,uni,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Natarsia,4,Predator,Sprawler,7907,128070,
Naucoridae,FALSE,,,,,,,,TRUE,Arthropoda,Insecta,Hemiptera,Naucoridae,,,Naucoridae,8,Predator,Clinger,2053,103613,
Nebrioporus,FALSE,,,,,,,,TRUE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,Nebrioporus,8,Predator,Swimmer,3255,728251,
Nectopsyche,FALSE,4,4_middle,SH,"CB,SP",,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Nectopsyche,3,Scraper,Sprawler,417,116651,116547
Nectopsyche candida,FALSE,4,4_middle,SH,"CB,SP",,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Nectopsyche,3,Scraper,Sprawler,1824,116661,116651
Nectopsyche diarina,FALSE,4,4_worse,SH,"CB,SP",,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Nectopsyche,3,Scraper,Sprawler,1825,116663,116651
Nectopsyche pavida,FALSE,4,4_middle,SH,"CB,SP",,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Nectopsyche,3,Scraper,Sprawler,1826,116660,
Nehalennia,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,Nehalennia,8,Predator,Sprawler,2119,102135,102135
Nemata,FALSE,4,4_middle,NA,BU,,,,FALSE,Nemata,,,,,,Nemata,5,Unidentified,Burrower,4678,563965,
Nematoda,FALSE,4,4_middle,PA,BU,,,,FALSE,Nemata,,,,,,Nemata,5,Unidentified,Burrower,422,59490,202423
Nematomorpha,FALSE,4,4_middle,PA,BU,,,,FALSE,Nematomorpha,,,,,,Nematomorpha,6,Unidentified,Unidentified,2279,64183,202423
Nemotelus,FALSE,4,4_worse,CG,SP,,,uni,TRUE,Arthropoda,Insecta,Diptera,Stratiomyidae,,,Nemotelus,8,Collector,Swimmer,3240,130694,130694
Nemoura,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Plecoptera,Nemouridae,,,Nemoura,1,Shredder,Sprawler,1740,102526,
Nemouridae,FALSE,3,,SH,"CN,SP",,,uni,FALSE,Arthropoda,Insecta,Plecoptera,Nemouridae,,,Nemouridae,1,Shredder,Sprawler,1743,102517,
Neoacarus,FALSE,,,,,,,,FALSE,Arthropoda,Arachnida,Trombidiformes,Neoacaridae,,,Neoacarus,,,,,,
Neochoroterpes,FALSE,4,4_better,CG,CN,,,uni,FALSE,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,,,Leptophlebia,2,Collector,Swimmer,6319,568558,
Neoelmis,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Neoelmis,4,Scraper,Clinger,113,114232,114093
Neogerris hesione,FALSE,4,4_middle,PR,SK,,,"multi,uni",TRUE,Arthropoda,Insecta,Hemiptera,Gerridae,,,Neogerris,8,Predator,Skater,2039,103882,103881
Neoperla,FALSE,4,4_better,PR,CN,,,uni,FALSE,Arthropoda,Insecta,Plecoptera,Perlidae,,,Neoperla,2,Predator,Clinger,1749,102942,102942
Neoperla clymene,FALSE,3,,PR,CN,,,uni,FALSE,Arthropoda,Insecta,Plecoptera,Perlidae,,,Neoperla,2,Predator,Clinger,1748,102944,
Neophylax,FALSE,3,,SC,CN,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Neophylax,4,Collector,Clinger,2127,116046,116046
Neoplasta,FALSE,4,4_middle,PR,SP,,,uni,FALSE,Arthropoda,Insecta,Diptera,Empididae,,,Neoplasta,8,Predator,Sprawler,15650,,
Neoplea,FALSE,4,4_worse,PR,"SW,CN",RM,root_mat,"multi,uni",TRUE,Arthropoda,Insecta,Hemiptera,Pleidae,,,Neoplea,8,Predator,Swimmer,2064,103603,103603
Neoplea striola,FALSE,4,4_worse,PR,SW,,,"multi,uni",TRUE,Arthropoda,Insecta,Hemiptera,Pleidae,,,Neoplea,8,Predator,Swimmer,2065,103604,103603
Neoporus,FALSE,4,4_worse,PR,SW,,,multi,TRUE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,Neoporus,4,Predator,Swimmer,6247,728252,
Neotrichia,FALSE,4,4_middle,SC,CN,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Neotrichia,4,Shredder,Clinger,1812,115833,115833
Nepa,FALSE,4,4_worse,PR,CB,,,uni,TRUE,Arthropoda,Insecta,Hemiptera,Nepidae,,,Nepa,4,Predator,Clinger,2055,103765,103765
Nepa apiculata,FALSE,4,4_worse,PR,CB,,,uni,TRUE,Arthropoda,Insecta,Hemiptera,Nepidae,,,Nepa,4,Predator,Clinger,2054,103766,103765
Nepidae,FALSE,,,,,,,,TRUE,Arthropoda,Insecta,Hemiptera,Nepidae,,,Nepidae,6,Predator,Clinger,2061,103747,
Nepticulidae,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Lepidoptera,Nepticulidae,,,Nepticulidae,6,Shredder,Climber,2083,118745,
Neumania,FALSE,,,,,,,,FALSE,Arthropoda,Arachnida,Trombidiformes,Unionicolidae,,,Neumania,5,Predator,Climber,15651,,
Neureclipsis,FALSE,4,4_middle,CF,CN,SG,snag,uni,FALSE,Arthropoda,Insecta,Trichoptera,Polycentropodidae,,,Neureclipsis,6,Filterer,Clinger,2145,117095,117095
Nigronia,FALSE,3,,PR,CN,,,semi,FALSE,Arthropoda,Insecta,Megaloptera,Corydalidae,,,Nigronia,4,Predator,Climber,3968,115028,
Nilotanypus,FALSE,4,4_middle,PR,SP,CS,coarse,"multi,uni",FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Nilotanypus,4,Predator,Sprawler,1668,128202,128078
Noctuidae,FALSE,,,SH,"BU,CB",,,,FALSE,Arthropoda,Insecta,Lepidoptera,Noctuidae,,,,6,Scraper,Climber,2084,117318,117318
Noteridae,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Coleoptera,Noteridae,,,Noteridae,6,Predator,Climber,1565,112606,
Notonecta,FALSE,4,4_middle,PR,"SW,CB",,,multi,TRUE,Arthropoda,Insecta,Hemiptera,Notonectidae,,,Notonecta,8,Predator,Swimmer,2062,103558,103558
Notonectidae,FALSE,4,4_middle,PR,SW,,,multi,TRUE,Arthropoda,Insecta,Hemiptera,Notonectidae,,,,8,Predator,Swimmer,2063,103557,
Nyctiophylax,FALSE,4,4_middle,PR,CN,SG,snag,uni,FALSE,Arthropoda,Insecta,Trichoptera,Polycentropodidae,,,Nyctiophylax,2,Filterer,Clinger,398,117104,117043
Ochrotrichia,FALSE,4,4_middle,CG,"CN,CB",,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Ochrotrichia,4,Scraper,Climber,1813,115714,115714
