Taxon_Group,Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Plecoptera,Moselia infuscata,FALSE,Now two species in NW,Moselia,Moselia,Moselia,Moselia,102909,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Leuctrinae,,,Moselia,,,,,
Trichoptera,Moselyana,FALSE,Single Species in Genus,DNI,Moselyana comosa,Moselyana comosa,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,,,,Moselyana,,,,,
Trichoptera,Moselyana comosa,FALSE,Single Species in Genus,DNI,Moselyana comosa,Moselyana comosa,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,,,,Moselyana,,,,,
Lepidoptera,Munroessa/Synclita,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI,117232,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,,,,,,,,,,,,
Diptera,Muscidae,FALSE,,Muscidae,Muscidae,Muscidae,Muscidae,150025,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Muscidae,,,,,,,,,
Terrestrial,Muscomorpha,TRUE,Terrestrial,DNI,DNI,DNI,DNI,131750,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,,,,,,,,,,
Other Non-Insect,Musculium,FALSE,,Sphaeriidae,Musculium,Musculium,Sphaeriidae,81427,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Sphaeriidae,,,,Musculium,,,,,
Terrestrial,Mycetophilidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,121636,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Mycetophilidae,,,,,,,,,
Trichoptera,Mystacides,FALSE,,Mystacides,Mystacides,Mystacides,DNI,116598,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Mystacidini,,Mystacides,,,,,
Trichoptera,Mystacides alafimbriata,FALSE,,Mystacides,Mystacides,Mystacides,DNI,116598,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Mystacidini,,Mystacides,,,,,
Other Non-Insect,Myzobdella,FALSE,,Hirudinida,Erpobdella,Erpobdella,Hirudinida,69444,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Erpobdelliformes,,Erpobdellidae,Erpobdellinae,,,Erpobdella,,,,,
Oligochaeta,Naididae,FALSE,,DNI,Naididae,Oligochaeta,DNI,68854,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,,,,,,,,,
Oligochaeta,Naidinae,FALSE,,Naidinae,Naidinae,Oligochaeta,Naidinae,974284,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,,,,,,
Oligochaeta,Nais,FALSE,,Naidinae,Nais,Oligochaeta,Naidinae,68946,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Nais,,,,,
Oligochaeta,Nais communis,FALSE,,Naidinae,Nais,Oligochaeta,Naidinae,68946,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Nais,,,,,
Oligochaeta,Nais variabilis,FALSE,,Naidinae,Nais,Oligochaeta,Naidinae,68946,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Nais,,,,,
Other Non-Insect,Najadicola,FALSE,,DNI,Najadicola,Trombidiformes,DNI,83101,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Najadicola,,,,,
Trichoptera,Namamyia,FALSE,,DNI,Namamyia,Namamyia,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,Odontocerinae,,,Namamyia,,,,,
Trichoptera,Namamyia plutonis,FALSE,,DNI,Namamyia,Namamyia,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,Odontocerinae,,,Namamyia,,,,,
Chironomidae,Nanocladius,FALSE,,Nanocladius,Nanocladius,Nanocladius,Nanocladius,128844,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Nanocladius,,,,,
Coleoptera,Narpus,FALSE,,Narpus,Narpus,Narpus,Narpus,114142,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Narpus,,,,,
Coleoptera,Narpus angustus,FALSE,,Narpus,Narpus,Narpus,Narpus,114142,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Narpus,,,,,
Coleoptera,Narpus concolor,FALSE,,Narpus,Narpus,Narpus,Narpus,114142,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Narpus,,,,,
Chironomidae,Natarsia,FALSE,,Natarsia,Natarsia,Natarsia,Natarsia,128070,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Natarsiini,,Natarsia,,,,,
Heteroptera,Naucoridae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103614,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Naucoridae,Ambrysinae,,,Ambrysus,,,,,
Other Non-Insect,Nautarachna,FALSE,,Nautarachna,Nautarachna,Trombidiformes,Nautarachna,83326,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nautarachnidae,,,,Nautarachna,,,,,
Other Non-Insect,Nautarachnidae,FALSE,,Nautarachna,Nautarachnidae,Trombidiformes,Nautarachna,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nautarachnidae,,,,,,,,,
Other Non-Insect,Neanthes,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI,65870,Animalia,Annelida,,Polychaeta,Errantia,Phyllodocida,,,Nereididae,,,,,,,,,
Other Non-Insect,Neanthes limnicola,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI,65870,Animalia,Annelida,,Polychaeta,Errantia,Phyllodocida,,,Nereididae,,,,,,,,,
Plecoptera,Neaviperla/Suwallia,FALSE,Slashed taxon,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,Suwalliini,,,,,,,
Coleoptera,Nebrioporus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Nebrioporus/Stictotarsus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Nectoporus,FALSE,"Genera within Hydroporinae in flux; for MTTI, best to leave at subfamily",Hydroporinae,Nectoporus,Nectoporus,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Nectoporus,,,,,
Coleoptera,Nectoprus,FALSE,misspelled,Hydroporinae,Nectoporus,Nectoporus,Hydroporinae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Nectoporus,,,,,
Trichoptera,Nectopsyche,FALSE,,DNI,Nectopsyche,Nectopsyche,DNI,116651,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Nectopsychini,,Nectopsyche,,,,,
Trichoptera,Nectopsyche gracilis,FALSE,,DNI,Nectopsyche,Nectopsyche,DNI,116651,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Nectopsychini,,Nectopsyche,,,,,
Other Non-Insect,Nemata,FALSE,,Nemata,Nemata,Nemata,Nemata,563956,Animalia,Nemata,,,,,,,,,,,,,,,,
Diptera,Nematocera,FALSE,,DNI,Nematocera,Nematocera,DNI,118832,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,,,,,,,,,,
Other Non-Insect,Nematoda,FALSE,,Nemata,Nemata,Nemata,Nemata,563956,Animalia,Nemata,,,,,,,,,,,,,,,,
Other Non-Insect,Nematomorpha,FALSE,,DNI,Nematomorpha,Nematomorpha,DNI,64183,Animalia,Nematomorpha,,,,,,,,,,,,,,,,
Other Non-Insect,Nemertea,FALSE,,Prostoma,Prostoma,Prostoma,DNI,57577,Animalia,Nemertea,,Enopla,,Hoplonemertea,Monostilifera,,Tetrastemmatidae,,,,Prostoma,,,,,
Diptera,Nemotelus,FALSE,,Stratiomyidae,Nemotelus,Nemotelus,DNI,130694,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Nemotelinae,,,Nemotelus,,,,,
Plecoptera,Nemoura,FALSE,,DNI,Nemouridae,Nemouridae,DNI,102517,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,,,,,,,,,
Plecoptera,Nemouridae,FALSE,,DNI,Nemouridae,Nemouridae,DNI,102517,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,,,,,,,,,
Other Non-Insect,Neoacarus,FALSE,,DNI,Neoacarus,Trombidiformes,DNI,82859,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Neoacaridae,,,,Neoacarus,,,,,
Ephemeroptera,Neochoroterpes,FALSE,,DNI,Neochoroterpes,Neochoroterpes,DNI,568558,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Neochoroterpes,,,,,
Coleoptera,Neoclypeodytes,FALSE,Regionally present??? Mostly SW MesoAmerica,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Neoclypeodytes ornatellus,FALSE,Regionally present??? Mostly SW MesoAmerica,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Megaloptera,Neohermes,FALSE,,Corydalidae,Neohermes,Neohermes,Corydalidae,115048,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,Chauliodinae,,,Neohermes,,,,,
Ephemeroptera,Neoleptophlebia,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Neoleptophlebia/Paraleptophlebia,,,,,
Ephemeroptera,Neoleptophlebia bicornuta group,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Paraleptophlebia,,Bicornuta Gr.,,,
Ephemeroptera,Neoleptophlebia/Paraleptophlebia,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Neoleptophlebia/Paraleptophlebia,,,,,
Other Non-Insect,Neomysis,TRUE,Generally excluded in lotic benthic samples,DNI,DNI,DNI,DNI,90054,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Mysida,,,Mysidae,,,,Mysidae,,,,,
Trichoptera,Neophylax,FALSE,,DNI,Neophylax,Neophylax,DNI,116046,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,Neophylax,,,,,
Trichoptera,Neophylax occidentis,FALSE,,DNI,Neophylax occidentis,Neophylax occidentis,DNI,116065,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,Neophylax,,,,,occidentis
Trichoptera,Neophylax rickeri,FALSE,,Neophylax rickeri,Neophylax rickeri,Neophylax rickeri,Neophylax rickeri,116054,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,Neophylax,,,,,rickeri
Trichoptera,Neophylax splendens,FALSE,,Neophylax splendens,Neophylax splendens,Neophylax splendens,Neophylax splendens,116063,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,Neophylax,,,,,splendens
Other Non-Insect,Neoplanorbis,FALSE,,DNI,Planorbidae,Planorbidae,DNI,76591,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,,,,,,
Diptera,Neoplasta,FALSE,,Neoplasta,Neoplasta,Neoplasta,Neoplasta,136352,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Hemerodromiinae,Hemerodromiini,,Neoplasta,,,,,
Heteroptera,Neoplea striola,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103604,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Pleidae,,,,Neoplea,,,,,striola
Coleoptera,Neoporus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Neoporus,Neoporus,Hydroporinae,728252,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Neoporus,,,,,
Coleoptera,Neoporus undulatus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Neoporus,Neoporus,Hydroporinae,728252,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Neoporus,,,,,
Trichoptera,Neothremma,FALSE,,Neothremma,Neothremma,Neothremma,Neothremma,116388,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Uenoidae,Uenoinae,,,Neothremma,,,,,
Trichoptera,Neothremma alicia,FALSE,,Neothremma,Neothremma,Neothremma,Neothremma,116388,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Uenoidae,Uenoinae,,,Neothremma,,,,,
Trichoptera,Neotrichia,FALSE,,DNI,Neotrichia,Neotrichia,DNI,115833,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Neotrichiini,,Neotrichia,,,,,
Other Non-Insect,Nereididae,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI,65870,Animalia,Annelida,,Polychaeta,Errantia,Phyllodocida,,,Nereididae,,,,,,,,,
Trichoptera,Nerophilus,FALSE,,DNI,Nerophilus,Nerophilus,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,Odontocerinae,,,Nerophilus,,,,,
Trichoptera,Nerophilus californicus,FALSE,,DNI,Nerophilus,Nerophilus,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,Odontocerinae,,,Nerophilus,,,,,
Other Non-Insect,Neumania,FALSE,,DNI,Neumania,Trombidiformes,DNI,83103,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Neumania,,,,,
Trichoptera,Neureclipsis,FALSE,,DNI,Neureclipsis,Neureclipsis,DNI,117095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,Polycentropodinae,,,Neureclipsis,,,,,
Neuroptera,Neuroptera,FALSE,I tend to exclude these,DNI,Neuroptera,Neuroptera,DNI,114999,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neuroptera,,,,,,,,,,,,
Chironomidae,Nilotanypus,FALSE,,Nilotanypus,Nilotanypus,Nilotanypus,Nilotanypus,128202,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Nilotanypus,,,,,
Chironomidae,Nilotanypus fimbriatus,FALSE,,Nilotanypus,Nilotanypus,Nilotanypus,Nilotanypus,128202,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Nilotanypus,,,,,
Chironomidae,Nilothauma,FALSE,,DNI,Nilothauma,Nilothauma,DNI,129548,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Nilothauma,,,,,
Diptera,Nippotipula,FALSE,,Tipula,Tipula,Tipula,Tipula,119037,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,Tipulinae,,,Tipula,,,,,
Ephemeroptera,Nixe,FALSE,most PNW Nixe are Afghanurus,Afghanurus,Afghanurus,Afghanurus,Afghanurus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,
Ephemeroptera,Nixe/Leucocruta,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,
Lepidoptera,Noctuidae,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI,117232,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,,,,,,,,,,,,
Oligochaeta,Nootkadrilus,FALSE,,DNI,Nootkadrilus,Oligochaeta,DNI,974543,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Phallodrilinae,,,Nootkadrilus,,,,,
Heteroptera,Notonecta,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103557,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Notonectidae,,,,,,,,,
Heteroptera,Notonecta kirbyi,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103557,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Notonectidae,,,,,,,,,
Heteroptera,Notonecta undulata,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103557,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Notonectidae,,,,,,,,,
Heteroptera,Notonectidae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103557,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Notonectidae,,,,,,,,,
Trichoptera,Ochrotrichia,FALSE,,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,115714,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Ochrotrichiini,,Ochrotrichia,,,,,
Trichoptera,Ochrotrichia alsea,FALSE,,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,115714,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Ochrotrichiini,,Ochrotrichia,,,,,
Trichoptera,Ochrotrichia stylata,FALSE,,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,115714,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Ochrotrichiini,,Ochrotrichia,,,,,
Coleoptera,Ochthebius,FALSE,,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae,112756,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydraenidae,,,,,,,,,
Odonata,Octogomphus,FALSE,,Octogomphus,Octogomphus,Octogomphus,Octogomphus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Octogomphus,,,,,
Odonata,Octogomphus specularis,FALSE,,Octogomphus,Octogomphus,Octogomphus,Octogomphus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Octogomphus,,,,,
Other Non-Insect,Ocybrachypoda,FALSE,,DNI,Ocybrachypoda,Trombidiformes,DNI,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Ocybrachypoda,,,,,
Odonata,Odonata,FALSE,,DNI,Odonata,Odonata,DNI,101593,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,,,,,,,,,,,,
Trichoptera,Odontoceridae,FALSE,,DNI,Odontoceridae,Odontoceridae,DNI,116496,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,,,,,,,,,
Chironomidae,Odontomesa,FALSE,,Odontomesa,Odontomesa,Odontomesa,Odontomesa,128446,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,Odontomesa,,,,,
Diptera,Odontomyia,FALSE,,Stratiomyidae,Odontomyia,Odontomyia,DNI,130573,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Stratiomyini,,Odontomyia,,,,,
Trichoptera,Oecetis,FALSE,,Oecetis,Oecetis,Oecetis,DNI,116607,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Oecetini,,Oecetis,,,,,
Trichoptera,Oecetis avara,FALSE,,Oecetis,Oecetis,Oecetis,DNI,116607,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Oecetini,,Oecetis,,,,,
Trichoptera,Oecetis avara group,FALSE,,Oecetis,Oecetis,Oecetis,DNI,116607,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Oecetini,,Oecetis,,,,,
Trichoptera,Oecetis Avara Group,FALSE,,Oecetis,Oecetis,Oecetis,DNI,116607,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Oecetini,,Oecetis,,,,,
Trichoptera,Oecetis disjuncta,FALSE,,Oecetis,Oecetis,Oecetis,DNI,116607,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Oecetini,,Oecetis,,,,,
Terrestrial,Olea,TRUE,Marine,DNI,DNI,DNI,DNI,,Animalia,Mollusca,,Gastropoda,,Sacoglossa,,,Stiligeridae,,,,,,,,,
Lepidoptera,Oligia,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI,117232,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,,,,,,,,,,,,
Terrestrial,Oligoceras,TRUE,Sponges excluded,DNI,DNI,DNI,DNI,,Animalia,Porifera,,,,,,,,,,,,,,,,
Oligochaeta,Oligochaeta,FALSE,,DNI,Oligochaeta,Oligochaeta,DNI,68422,Animalia,Annelida,,Clitellata,Oligochaeta,,,,,,,,,,,,,
Oligochaeta,oligochaetous Clitellata,FALSE,,DNI,Oligochaeta,Oligochaeta,DNI,68422,Animalia,Annelida,,Clitellata,Oligochaeta,,,,,,,,,,,,,
Trichoptera,Oligophlebodes,FALSE,,Oligophlebodes,Oligophlebodes,Oligophlebodes,Oligophlebodes,116039,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,Oligophlebodes,,,,,
Terrestrial,Oligota,TRUE,Terrestrial,DNI,DNI,DNI,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,,,Staphylinidae,,,,,,,,,
Trichoptera,Onocosmoecus,FALSE,two species in region,Onocosmoecus,Onocosmoecus,Onocosmoecus,Onocosmoecus,116315,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Onocosmoecus,,,,,
Trichoptera,Onocosmoecus unicolor,FALSE,two species in region,Onocosmoecus,Onocosmoecus,Onocosmoecus,Onocosmoecus,116315,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Onocosmoecus,,,,,
Terrestrial,Opeas,TRUE,Marine,DNI,DNI,DNI,DNI,,Animalia,Mollusca,,Gastropoda,,Stylommatophora,,,Sublinidae,,,,,,,,,
Oligochaeta,Ophidonais,FALSE,,Naidinae,Ophidonais,Oligochaeta,Naidinae,68995,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Ophidonais,,,,,
Oligochaeta,Ophidonais serpentina,FALSE,,Naidinae,Ophidonais,Oligochaeta,Naidinae,68995,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Ophidonais,,,,,
Odonata,Ophiogomphus,FALSE,,Ophiogomphus,Ophiogomphus,Ophiogomphus,Ophiogomphus,101738,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Ophiogomphus,,,,,
Odonata,Ophiogomphus occidentis,FALSE,,Ophiogomphus,Ophiogomphus,Ophiogomphus,Ophiogomphus,101738,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Ophiogomphus,,,,,
Odonata,Ophiogomphus severus,FALSE,,Ophiogomphus,Ophiogomphus,Ophiogomphus,Ophiogomphus,101738,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Ophiogomphus,,,,,
Coleoptera,Optioservus,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus,114177,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Optioservus,,,,,
Coleoptera,Optioservus castanipennis,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus,114177,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Optioservus,,,,,
Coleoptera,Optioservus divergens,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus,114177,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Optioservus,,,,,
