Taxon_AttributeTable,NonTarget,BCG_attr,FFG,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon_Group
Ablabesmyia,FALSE,5,PR,multi,GENE,,FALSE,warm,,21.52460115,25.945,,,128079,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Ablabesmyia,,,,,,Chironomidae
Acalyptonotus,FALSE,,,,,,,,,,,,,83508,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Acalyptonotidae,,,,Acalyptonotus,,,,,,Other Non-Insect
Acamptocladius,FALSE,,,,,,,,,,,,,128460,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Acamptocladius,,,,,,Chironomidae
Acari,FALSE,,,,,,FALSE,eurythermal,,17.9104217,22.397,,,733321,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,,,,,,,,,,,,,,Other Non-Insect
Acentrella,FALSE,4,CG,multi,RHEO,,FALSE,warm,,20.11017415,24.913,,,100801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,,Ephemeroptera
Acentrella insignificans,FALSE,4,CG,multi,RHEO,,FALSE,warm,,23.55654785,28.936,,,568572,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,insignificans,Ephemeroptera
Acentrella turbida,FALSE,4,CG,multi,RHEO,,FALSE,warm,,20.3337399,24.838,,,568574,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,turbida,Ephemeroptera
Acerpenna,FALSE,,,,,,,,Less30,,,,,568546,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acerpenna,,,,,,Ephemeroptera
Acerpenna pygmaea,FALSE,,,,,,,,Less30,,,,,206620,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acerpenna,,,,,pygmaea,Ephemeroptera
Achaeta,FALSE,,,,,,,,Less30,,,,,68560,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Achaeta,,,,,,Oligochaeta
Acilius,FALSE,,,,,,,,Less30,,,,,112074,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Dytiscinae,Aciliini,,Acilius,,,,,,Coleoptera
Acneus,FALSE,2,SC,semi,SPEC,TRUE,,cool,,17.44839373,20.27,,,114082,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Psephenidae,Eubriinae,,,Acneus,,,,,,Coleoptera
Acricotopus,FALSE,,,,,,FALSE,,Less30,,,,,128463,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Acricotopus,,,,,,Chironomidae
Aeshna/Rhionaeschna,FALSE,3,PR,semi,GENE,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Aeshnidae,,,,Aeshna/Rhionaeschna,,,,,,Odonata
Aeshnidae,FALSE,3,PR,semi,GENE,,FALSE,warm,,20.56192453,24.266,,,101596,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Aeshnidae,,,,,,,,,,Odonata
Afghanurus,FALSE,3,SC,uni,RHEO,,FALSE,warm,,20.9564776,23.852,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,,Ephemeroptera
Afghanurus criddlei,FALSE,,,,,,FALSE,cowa,,20.7091543,22.92,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,criddlei,Ephemeroptera
Agabinae,FALSE,,,,,,,cowa,,18.98697305,22.212,,,728212,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Agabinae,,,,,,,,,Coleoptera
Agabinus,FALSE,,,,,,FALSE,,Less30,,,,,112068,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Agabinae,Agabini,,Agabinus,,,,,,Coleoptera
Agabus,FALSE,3,PR,uni,GENE,,FALSE,cowa,,19.2482872,22.264,,,111966,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Agabinae,Agabini,,Agabus,,,,,,Coleoptera
Agapetus,FALSE,3,SC,uni,RHEO,,FALSE,cowa,,19.44226464,22.33,,,117121,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Agapetinae,,,Agapetus,,,,,,Trichoptera
Agathon,FALSE,3,SC,uni,RHEO,,FALSE,,Less30,,,,,121230,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Agathon,,,,,,Diptera
Agathon comstocki,FALSE,,,,,,,,,,,,,121237,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Agathon,,,,,comstocki,Diptera
Agraylea,FALSE,2,PH,uni,SPEC,TRUE,FALSE,cold,,15.0733353,18.857,,,115635,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Agraylea,,,,,,Trichoptera
Albertathyas,FALSE,,,,,,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Albertathyas,,,,,,Other Non-Insect
Albertathyas montana,FALSE,,,,,,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Albertathyas,,,,,montana,Other Non-Insect
Allocladius,FALSE,,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Allocladius,,,,,,Chironomidae
Allocosmoecus partitus,FALSE,2,SC,uni,HEAD,TRUE,FALSE,cool,,17.02025575,20.46,,,115969,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Allocosmoecus,,,,,,Trichoptera
Allognosta,FALSE,,,,,,FALSE,,,,,,,130160,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Beridinae,,,Allognosta,,,,,,Diptera
Allomyia,FALSE,1i,,,,,,,Less30,,,,,116438,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,,,,Allomyia,,,,,,Trichoptera
Alloperla,FALSE,,,,,,,,Less30,,,,,103203,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,,,Alloperla,,,,,,Plecoptera
Alotanypus,FALSE,5,PR,multi,GENE,,,warm,,20.8418904,24.193,,,206646,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Coelotanypodini,,Alotanypus,,,,,,Chironomidae
Altmanella,FALSE,,,,,,,,Less30,,,,,974298,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Altmanella,,,,,,Oligochaeta
Ameletus,FALSE,3,SC,uni,RHEO,,FALSE,cool,,14.95163018,20.01,cool,,100996,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Ameletidae,,,,Ameletus,,,,,,Ephemeroptera
Americorophium,FALSE,NA,CG,multi,BRAC,,FALSE,,Less30,,,,,656484,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Corophiidae,,,,Americorophium,,,,,,Other Non-Insect
Ametor,FALSE,2,PR,semi,GENE,TRUE,FALSE,cool,,17.62559042,21.38,,,112890,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Sperchopsini,,Ametor,,,,,,Coleoptera
Ametropus,FALSE,,,,,,,,,,,,,101074,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Ametropodidae,,,,Ametropus,,,,,,Ephemeroptera
Amiocentrus,FALSE,3,CG,uni,RHEO,,FALSE,cowa,,19.26524638,22.374,,,116933,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Amiocentrus,,,,,,Trichoptera
Amphicosmoecus,FALSE,,,,,,,,Less30,,,,,116253,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Amphicosmoecus,,,,,,Trichoptera
Amphipoda,FALSE,5,CG,UNKN,GENE,,FALSE,warm,,20.67083228,25.06,,,93294,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,,,,,,,,,,,,,Other Non-Insect
Amphizoa,FALSE,1i,PR,semi,SPEC,TRUE,FALSE,,Less30,,,,,111953,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Amphizoidae,,,,Amphizoa,,,,,,Coleoptera
Ampumixis,FALSE,2,CG,semi,RHEO,,TRUE,cool,,17.89781861,20.694,,,114196,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Ampumixis,,,,,,Coleoptera
Ampumixis dispar,FALSE,2,CG,semi,RHEO,,,cool,,17.89781861,20.694,,,114196,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Ampumixis,,,,,,Coleoptera
Anacaena,FALSE,NA,PR,uni,GENE,,FALSE,,Less30,,,,,112878,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Anacaenini,,Anacaena,,,,,,Coleoptera
Anafroptilum/Procloeon,FALSE,3,CG,multi,DEPO,,FALSE,warm,,20.31843565,24.404,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,,Ephemeroptera
Anagapetus,FALSE,2,SC,uni,RHEO,TRUE,FALSE,cold,,14.41193666,18.47992367,,,117154,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Glossosomatinae,Anagapetini,,Anagapetus,,,,,,Trichoptera
Anax,FALSE,,,,,,,,Less30,,,,,101597,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Aeshnidae,,,,Anax,,,,,,Odonata
Ancylidae,FALSE,5,SC,multi,GENE,,FALSE,warm,,22.74905382,26.48,,,76568,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Ancylidae,,,,,,,,,,Other Non-Insect
Anisogammaridae,FALSE,,,,,,FALSE,cowa,,19.79104836,21.958,,,203113,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Anisogammaridae,,,,,,,,,,Other Non-Insect
Anisoptera,FALSE,4,PR,UNKN,GENE,,,warm,,20.29102018,24.52,,,101594,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,,,,,,,,,,,Odonata
Anodonta,FALSE,,,,,,,,,,,,,79930,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,,Unionidae,,,,Anodonta,,,,,,Other Non-Insect
Anopheles,FALSE,NA,,,,,FALSE,,Less30,,,,,125956,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Culicidae,Anophelinae,,,Anopheles,,,,,,Diptera
Antocha,FALSE,4,CG,multi,RHEO,,FALSE,cowa,,19.29468343,22.8,coolwarm,,119656,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limoniinae,,,Antocha,,,,,,Diptera
Apatania,FALSE,2,SC,uni,RHEO,TRUE,TRUE,cold,,16.99629756,19.858,,,115935,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,Apataniinae,Apataniini,,Apatania,,,,,,Trichoptera
Apataniidae,FALSE,2,UNKN,UNKN,RHEO,,,cold,,16.66388255,19.74,,,598182,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,,,,,,,,,,Trichoptera
Apedilum,FALSE,5,CG,multi,GENE,,,warm,,22.93779108,26.732,,,206655,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Apedilum,,,,,,Chironomidae
Apobaetis,FALSE,,,,,,,,,,,,,100936,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Apobaetis,,,,,,Ephemeroptera
Apsectrotanypus,FALSE,NA,PR,multi,GENE,,FALSE,,Less30,,,,,128021,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Apsectrotanypus,,,,,,Chironomidae
Araeopidius monachus,FALSE,NA,,,,,,,Less30,,,,,708487,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Ptilodactylidae,Araeopidiinae,,,Araeopidius,,,,,monachus,Coleoptera
Archilestes,FALSE,,,,,,,,Less30,,,,,102059,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,Archilestes,,,,,,Odonata
Arcteonais,FALSE,,,,,,,,,,,,,68975,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Arcteonais,,,,,,Oligochaeta
Arctopsyche,FALSE,3,PR,semi,RHEO,,TRUE,cool,,17.02430189,20.518,,,115529,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,,Trichoptera
Arctopsychinae,FALSE,3,PR,semi,RHEO,,TRUE,cool,,15.86335494,19.99,,yes,568763,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,,,,,,,Trichoptera
Argia,FALSE,4,PR,uni,RHEO,,FALSE,stenow,,24.06609594,27.92,steno_warm,,102139,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,Argia,,,,,,Odonata
Arhynchobdellida,FALSE,,,,,,,warm,,21.68450719,26.89,,,568835,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,,,,,,,,,,,,,Other Non-Insect
Arrenuridae,FALSE,,,,,,FALSE,cowa,,18.32834465,24.20145123,,,82862,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Arrenuridae,,,,,,,,,,Other Non-Insect
Arrenurus,FALSE,,,,,,,cowa,,18.36406556,24.34217685,,,82864,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Arrenuridae,,,,Arrenurus,,,,,,Other Non-Insect
Asellidae,FALSE,,,,,,FALSE,warm,,22.08084258,24.7,,,92657,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,,,,,,,Other Non-Insect
Asellus,FALSE,,,,,,,,,,,,,92658,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Asellus,,,,,,Other Non-Insect
Asioplax,FALSE,,,,,,,,Less30,,,,,609510,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptohyphidae,,,,Asioplax,,,,,,Ephemeroptera
Assia,FALSE,,,,,,,,,,,,,,Animalia,Nemertea,,Chromadorea,Chromadoria,Plectida,Plectina,Leptolaimoidea,Aphanolaimidae,Anochinae,,,,,,,,,Other Non-Insect
Astacidae,FALSE,,,,,,,warm,,19.87974202,23.756,,,97324,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Astacidae,,,,,,,,,,Other Non-Insect
Atherix,FALSE,3,PR,uni,RHEO,,FALSE,warm,,21.9818226,25.4,,,130929,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Athericidae,,,,Atherix,,,,,,Diptera
Athienemanniidae,FALSE,,,,,,,cold,,15.60700622,18.253,,,83514,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Athienemanniidae,,,,,,,,,,Other Non-Insect
Atractelmis,FALSE,,,,,,,,Less30,,,,,114251,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Atractelmis,,,,,,Coleoptera
Atractides,FALSE,,,,,,FALSE,eurythermal,,18.54058268,21.95,,,83282,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Atractides,,,,,,Other Non-Insect
Attenella,FALSE,3,CG,uni,RHEO,,FALSE,cool,,17.87337689,21.268,,yes,101338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,,Ephemeroptera
Attenella delantala,FALSE,3,CG,uni,RHEO,,FALSE,cool,,17.3517978,20.108,,,101345,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,delantala,Ephemeroptera
Attenella margarita,FALSE,4,CG,uni,RHEO,,FALSE,cowa,,19.95437169,22.87,,,101343,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,margarita,Ephemeroptera
Aturidae,FALSE,,,,,,,,Less30,,,,,82973,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,,,,,,,Other Non-Insect
Aturus,FALSE,,,,,,,,Less30,,,,,82974,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Aturus,,,,,,Other Non-Insect
Aulodrilus,FALSE,,,,,,FALSE,warm,,23.30042623,25.831,,,68679,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Aulodrilus,,,,,,Oligochaeta
Austrolimnophila,FALSE,NA,UNKN,uni,UNKN,TRUE,,,Less30,,,,,120037,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Austrolimnophila,,,,,,Diptera
Baetidae,FALSE,4,CG,multi,UNKN,,FALSE,eurythermal,,17.21110442,22.35,,yes,100755,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,,,,,,,Ephemeroptera
Baetis,FALSE,4,CG,multi,RHEO,,FALSE,eurythermal,,16.84987042,22.25,,yes,100800,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,,,,,Ephemeroptera
Baetis alius,FALSE,2,CG,multi,RHEO,TRUE,,cool,,15.91964121,20.677,,,100803,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Alius Gr.,,,alius,Ephemeroptera
Baetis bicaudatus complex,FALSE,2,CG,multi,RHEO,,FALSE,stenoc,,12.32738854,17.008,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,bicaudatus complex,,Ephemeroptera
Baetis flavistriga complex,FALSE,4,CG,multi,RHEO,,FALSE,warm,,19.88605649,24.678,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,,Ephemeroptera
Baetis notos,FALSE,4,CG,multi,RHEO,,FALSE,warm,,22.09859522,24.74,,,568579,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,,notos,Ephemeroptera
Baetis piscatoris complex,FALSE,4,CG,multi,RHEO,,,cold,,14.53812136,18.842,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,piscatoris complex,,Ephemeroptera
Baetis Rhodani Group,FALSE,4,CG,multi,RHEO,,,eurythermal,,15.48503852,23.618,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,,,Ephemeroptera
Baetis tricaudatus complex,FALSE,4,CG,multi,RHEO,,FALSE,eurythermal,,18.12650686,22.918,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,tricaudatus complex,,Ephemeroptera
Baetisca,FALSE,,,,,,,,,,,,,101494,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Carapacea,,Baetiscidae,,,,Baetisca,,,,,,Ephemeroptera
Baetodes,FALSE,,,,,,,,,,,,,100938,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetodes,,,,,,Ephemeroptera
Bandakiopsis,FALSE,,,,,,,,Less30,,,,,83532,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Anisitsiellidae,,,,Bandakiopsis,,,,,,Other Non-Insect
Banksiola,FALSE,,,,,,,,,,,,,115911,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,Phryganeinae,,,Banksiola,,,,,,Trichoptera
Berosus,FALSE,NA,PH,uni,GENE,,,,Less30,,,,,112812,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Berosini,,Berosus,,,,,,Coleoptera
Bethbilbeckia,FALSE,,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,,,,,,,,,,Chironomidae
Bibiocephala,FALSE,3,SC,uni,RHEO,,,,Less30,,,,,121250,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Bibiocephala,,,,,,Diptera
Bilyjomyia,FALSE,,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Bilyjomyia,,,,,,Chironomidae
Bisancora,FALSE,,,,,,,,,,,,,103300,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,,,Bisancora,,,,,,Plecoptera
Bittacomorpha,FALSE,,,,,,,,,,,,,125765,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,Bittacomorphinae,,,Bittacomorpha,,,,,,Diptera
Bivalvia,FALSE,,,,,,TRUE,warm,,19.80348116,23.594,,,79118,Animalia,Mollusca,,Bivalvia,,,,,,,,,,,,,,,Other Non-Insect
Blepharicera,FALSE,3,SC,uni,RHEO,,FALSE,,Less30,,,,,121255,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Blepharicera,,,,,,Diptera
Blephariceridae,FALSE,3,SC,uni,RHEO,,FALSE,eurythermal,,19.75025669,23.23,,,121227,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,,,,,,,,,,Diptera
Bolshecapnia,FALSE,,,,,,,,Less30,,,,,102763,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Capniidae,Capniinae,,,Bolshecapnia,,,,,,Plecoptera
Boreochlus,FALSE,3,CG,multi,SPEC,TRUE,FALSE,cold,,16.86433016,19.999,,,127954,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Podonominae,Boreochlini,,Boreochlus,,,,,,Chironomidae
Boreoheptagyia,FALSE,3,CG,multi,RHEO,,FALSE,cold,,14.2240358,19.388,,,128343,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Boreoheptagyiini,,Boreoheptagyia,,,,,,Chironomidae
Boreonectes,FALSE,NA,PR,uni,GENE,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Boreonectes,,,,,,Coleoptera
Bothrioneurum,FALSE,,,,,,,,Less30,,,,,68778,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Bothrioneurum,,,,,,Oligochaeta
Brachinus americanus,FALSE,,,,,,,,,,,,,111792,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Carabidae,,,,Brachinus,,,,,americanus,Coleoptera
Brachycentridae,FALSE,3,UNKN,UNKN,RHEO,,FALSE,cool,,17.50971993,21.598,,yes,116905,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,,,,,,,Trichoptera
Brachycentrus,FALSE,3,OM,uni,RHEO,,FALSE,warm,,20.12161139,24.185,,yes,116906,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,,,,,,Trichoptera
Brachycentrus americanus,FALSE,3,OM,uni,RHEO,,FALSE,eurythermal,,18.35456354,22.17,,,116912,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,Oligoplectrodes,,,,americanus,Trichoptera
Brachycentrus occidentalis,FALSE,3,OM,uni,RIVE,,FALSE,warm,,21.29191842,27.495,,,116918,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,Sphinctogaster,,,,occidentalis,Trichoptera
Brachycera,FALSE,,,,,,FALSE,eurythermal,,17.81625685,22.319,,,130052,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,,,,,,,,,,,Diptera
