TaxaID,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,HABSTRUCT,HABSTRUCT_Full,LIFE_CYCLE,AirBreather,Taxon_Group,TSN,Synonyms,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon Authority,Taxon Authority Source,Tetra Tech AddIn,TolVal_NE,FFG_NE,Habit_NE,BenTaxaID
BRACHYCENTRUS,FALSE,4,4_middle,CF,CN,,,uni,FALSE,Trichoptera,116906,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,BRACHYCENTRIDAE,,,,BRACHYCENTRUS,,,,,,"Curtis, 1834",ITIS,,1,Filterer,Climber,1771
BRACHYCENTRUS NUMEROSUS,FALSE,4,4_middle,CF,CN,,,uni,FALSE,Trichoptera,116910,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,BRACHYCENTRIDAE,,,,BRACHYCENTRUS,SPHINCTOGASTER,,,,NUMEROSUS,"(Say, 1823)",ITIS,,1,Filterer,Climber,1770
BRACHYCENTRUS OCCIDENTALIS,FALSE,3,,CF,CN,,,uni,FALSE,Trichoptera,116918,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,BRACHYCENTRIDAE,,,,BRACHYCENTRUS,SPHINCTOGASTER,,,,OCCIDENTALIS,"Banks, 1911",ITIS,,1,Filterer,Climber,10669
BRACHYCERCINAE,FALSE,,,,,,,,FALSE,Ephemeroptera,776913,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,BRACHYCERCINAE,,,,,,,,,"Lestage, 1924",Other,,,,,
BRACHYCERCUS,FALSE,4,4_middle,CG,SP,NF,pool,multi,FALSE,Ephemeroptera,101468,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,BRACHYCERCINAE,BRACHYCERCINI,,BRACHYCERCUS,,,,,,"Curtis, 1834",ITIS,,3,Collector,Sprawler,412
BRANCHIOBDELLIDA,FALSE,4,4_middle,CG,CB,,,,FALSE,Other Non-Insect,69168,,ANIMALIA,ANNELIDA,,CLITELLATA,LUMBRICULATA,BRANCHIOBDELLIDA,,,,,,,,,,,,,,,,6,Collector,Clinger,1395
BRANCHIURA SOWERBYI,FALSE,4,4_middle,CG,CB,,,,FALSE,Oligochaeta,68621,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,RHYACODRILINAE,,,BRANCHIURA,,,,,SOWERBYI,"Beddard, 1892",ITIS,,10,Collector,Clinger,1455
BRATISLAVIA,FALSE,4,4_middle,CG,"BU,CN",,,,FALSE,Oligochaeta,69021,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,,BRATISLAVIA,,,,,,"Kosel, 1976",ITIS,,6,Collector,Clinger,1400
BRILLIA,FALSE,4,4_middle,SH,BU,,,"multi,uni",FALSE,Chironomidae,128477,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,BRILLIA,,,,,,"Kieffer, 1913",ITIS,,4,Shredder,Sprawler,1600
BRUNDINIELLA,FALSE,,,,,,,,FALSE,Chironomidae,128026,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,MACROPELOPIINI,,BRUNDINIELLA,,,,,,"Roback, 1978",Other,,3,Predator,Sprawler,6274
BRYCHIUS,FALSE,,,,,,,,TRUE,Coleoptera,111947,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,HALIPLIDAE,,,,BRYCHIUS,,,,,,"Thomson, 1859",ITIS,,5,Scraper,Clinger,58
CAECIDOTEA,FALSE,4,4_middle,CG,SP,,,,FALSE,Other Non-Insect,92686,,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,ISOPODA,ASELLOTA,,ASELLIDAE,,,,CAECIDOTEA,,,,,,"Packard, 1871",ITIS,,8,Scraper,Clinger,1503
CAENIDAE,FALSE,4,4_middle,CG,SP,,,multi,FALSE,Ephemeroptera,101467,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,,,,,,,,,,"Newman, 1853",Other,,6,Collector,Sprawler,213
CAENIS,FALSE,4,4_middle,CG,SP,,,multi,FALSE,Ephemeroptera,101478,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,CAENINAE,,,CAENIS,,,,,,"Stephens, 1835",ITIS,,7,Collector,Sprawler,60
CALLIBAETIS,FALSE,4,4_worse,CG,SW,,,multi,FALSE,Ephemeroptera,100903,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,,CALLIBAETIS,,,,,,"Eaton, 1881",ITIS,,7,Collector,Swimmer,1966
CALLICORIXA,FALSE,,,PR,SW,,,,TRUE,Heteroptera,103514,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,CORIXIDAE,CORIXINAE,,,CALLICORIXA,,,,,,"White, 1873",ITIS,,10,Predator,Swimmer,3245
CALOPARYPHUS,FALSE,4,4_worse,CG,SP,,,uni,TRUE,Diptera,130409,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,STRATIOMYIDAE,STRATIOMYINAE,OXYCERINI,,CALOPARYPHUS,,,,,,"James, 1939",ITIS,,8,Predator,Sprawler,1946
CALOPTERYGIDAE,FALSE,4,4_middle,PR,CB,,,,FALSE,Odonata,102043,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ZYGOPTERA,,CALOPTERYGIDAE,,,,,,,,,,"Selys, 1850",Other,,,,,2109
CALOPTERYX,FALSE,4,4_worse,PR,CB,RM,root_mat,uni,FALSE,Odonata,102052,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ZYGOPTERA,,CALOPTERYGIDAE,,,,CALOPTERYX,,,,,,"Leach, 1815",ITIS,,4,Predator,Climber,2106
CAMBARIDAE,FALSE,4,4_middle,CG,SP,,,,FALSE,Other Non-Insect,97336,,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,PLEOCYEMATA,,CAMBARIDAE,,,,,,,,,,"Hobbs, 1942",ITIS,,6,Scraper,Sprawler,1499
CAMBARUS,FALSE,4,4_middle,CG,SP,,,,FALSE,Other Non-Insect,97337,,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,PLEOCYEMATA,,CAMBARIDAE,CAMBARINAE,,,CAMBARUS,,,,,,"Erichson, 1846",ITIS,,6,Scraper,Sprawler,1494
CAMELOBAETIDIUS,FALSE,4,4_middle,"CG,SH",SW,,,multi,FALSE,Ephemeroptera,568548,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,,CAMELOBAETIDIUS,,,,,,"Demoulin, 1966",ITIS,,2,Shredder,Swimmer,3268
CAMPELOMA,FALSE,,,SC,CB,,,multi,FALSE,Other Non-Insect,70311,,ANIMALIA,MOLLUSCA,,GASTROPODA,PROSOBRANCHIA,ARCHITAENIOGLOSSA,,,VIVIPARIDAE,,,,CAMPELOMA,,,,,,"Rafinesque, 1819",ITIS,,0,Scraper,Sprawler,2189
CARABIDAE,FALSE,,,,,,,,FALSE,Terrestrial,109234,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,CARABIDAE,,,,,,,,,,"Latreille, 1802",ITIS,,6,Scraper,Clinger,1510
CARDIOCLADIUS,FALSE,4,4_middle,PR,BU,,,multi,FALSE,Chironomidae,128511,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,CARDIOCLADIUS,,,,,,Keiffer,ITIS,,2,Collector,Clinger,1602
CELITHEMIS,FALSE,,,PR,CB,,,uni,FALSE,Odonata,101840,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,LIBELLULIDAE,,,,CELITHEMIS,,,,,,"Hagen, 1861",ITIS,,8,Predator,Climber,1714
CERACLEA,FALSE,4,4_middle,CG,"CN,SP",,,uni,FALSE,Trichoptera,116684,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LEPTOCERIDAE,LEPTOCERINAE,ATHRIPSODINI,,CERACLEA,,,,,,"Stephens, 1829",ITIS,,4,Collector,Climber,1820
CERATOPOGONIDAE,FALSE,4,4_middle,PR,SP,,,multi,FALSE,Diptera,127076,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CERATOPOGONIDAE,,,,,,,,,,"Grassi, 1900",Other,,6,Predator,Sprawler,1590
CERATOPOGONINAE,FALSE,4,4_middle,PR,SP,,,multi,FALSE,Diptera,127338,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CERATOPOGONIDAE,CERATOPOGONINAE,,,,,,,,,"Grassi, 1900",Other,,6,,,14442
CERATOPSYCHE,FALSE,4,4_middle,CF,CN,,,uni,FALSE,Trichoptera,115570,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,,CERATOPSYCHE,,,,,,"Ross & Unzicker, 1977",ITIS,,4,Filterer,Clinger,1780
CERATOPSYCHE BRONTA,FALSE,4,4_middle,CF,CN,,,uni,FALSE,Trichoptera,115577,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,,CERATOPSYCHE,,,,,BRONTA,"(Ross, 1938)",ITIS,,4,Filterer,Clinger,1782
CERATOPSYCHE MOROSA,FALSE,4,4_middle,CF,CN,,,uni,FALSE,Trichoptera,115580,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,,CERATOPSYCHE,,,,,MOROSA,"(Hagen, 1861)",ITIS,,4,Filterer,Clinger,1783
CERATOPSYCHE MOROSA BIFIDA,FALSE,4,4_middle,CF,CN,,,uni,FALSE,Trichoptera,115584,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,,CERATOPSYCHE,,,,,MOROSA BIFIDA,"(Banks, 1905)",ITIS,,4,Filterer,Clinger,3473
CERATOPSYCHE SLOSSONAE,FALSE,3,,CF,CN,,,uni,FALSE,Trichoptera,115586,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,,CERATOPSYCHE,,,,,SLOSSONAE,"(Banks, 1905)",ITIS,,2,Filterer,Clinger,1785
CERATOPSYCHE SPARNA,FALSE,3,,CF,CN,,,uni,FALSE,Trichoptera,115589,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,,CERATOPSYCHE,,,,,SPARNA,"(Ross, 1938)",ITIS,,2,Filterer,Clinger,1786
CERCOBRACHYS,FALSE,4,4_middle,CG,SP,,,,FALSE,Ephemeroptera,568556,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,BRACHYCERCINAE,CERCOBRACHINI,,CERCOBRACHYS,,,,,,"Soldan, 1986",ITIS,,5,Collector,Sprawler,3243
CERCYON,FALSE,,,,,,,,TRUE,Coleoptera,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,,,,CERCYON,,,,,,,,done,5,Predator,Climber,1548
CHAETARTHRIA,FALSE,4,4_middle,PR,SW,,,uni,TRUE,Coleoptera,112845,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,HYDROPHILINAE,CHAETARTHRIINI,,CHAETARTHRIA,,,,,,"Stephens, 1833",ITIS,,6,Collector,Climber,1550
CHAETOCLADIUS,FALSE,4,4_middle,CG,SP,,,"multi,uni",FALSE,Chironomidae,128520,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,CHAETOCLADIUS,,,,,,Kieffer,ITIS,,6,Collector,Sprawler,1603
CHAETOGASTER,FALSE,,,,,,,,FALSE,Oligochaeta,68934,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,,CHAETOGASTER,,,,,,"von Baer, 1827",ITIS,,10,Collector,Clinger,339
CHAOBORUS,FALSE,4,4_middle,PR,SP,NF,pool,uni,FALSE,Diptera,125904,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHAOBORIDAE,CHAOBORINAE,,,CHAOBORUS,,,,,,"Lichtenstein, 1800",ITIS,,8,Predator,Sprawler,1576
CHAULIODES RASTRICORNIS,FALSE,4,4_middle,PR,CN,RM,root_mat,semi,FALSE,Megaloptera,115025,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,MEGALOPTERA,,,CORYDALIDAE,CHAULIODINAE,,,CHAULIODES,,,,,RASTRICORNIS,"Rambur, 1842",ITIS,,4,Predator,Climber,2086
CHELIFERA,FALSE,4,4_middle,PR,SP,,,,FALSE,Diptera,136305,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EMPIDIDAE,HEMERODROMIINAE,HEMERODROMIINI,,CHELIFERA,,,,,,"Macquart, 1823",Other,,9,Collector,Sprawler,3247
CHERNOVSKIIA,FALSE,,,CG,SP,,,,FALSE,Chironomidae,129249,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,CHERNOVSKIIA,,,,,,"Saether, 1977",Other,,4,Collector,Burrower,1606
CHEUMATOPSYCHE,FALSE,4,4_worse,CF,CN,,,multi,FALSE,Trichoptera,115408,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,,CHEUMATOPSYCHE,,,,,,"Wallengren, 1891",ITIS,,5,Filterer,Clinger,390
CHIMARRA,FALSE,3,,CF,CN,CS,coarse,uni,FALSE,Trichoptera,115273,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PHILOPOTAMIDAE,CHIMARRINAE,,,CHIMARRA,,,,,,"Stephens, 1829",ITIS,,1,Filterer,Clinger,2139
CHIRONOMIDAE,FALSE,4,4_middle,CG,BU,,,"uni,multi",FALSE,Chironomidae,127917,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,,,,,,,,,,"Erichson, 1841",Other,,6,Collector,Sprawler,63
CHIRONOMINI,FALSE,,,,,,,,FALSE,Chironomidae,129229,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,,,,,,"Macquart, 1838",Other,,8,Collector,Sprawler,1607
CHIRONOMUS,FALSE,4,4_worse,CG,BU,,,uni,FALSE,Chironomidae,129254,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,CHIRONOMUS,,,,,,"Meigen, 1803",Other,,10,Collector,Burrower,64
CHLOROPERLIDAE,FALSE,3,,PR,CN,CS,coarse,uni,FALSE,Plecoptera,103202,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,CHLOROPERLIDAE,,,,,,,,,,"Okamoto, 1912",Other,,1,Predator,Clinger,1735
CHOROTERPES,FALSE,3,,CG,CN,,,uni,FALSE,Ephemeroptera,101108,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,LEPTOPHLEBIIDAE,,,,CHOROTERPES,,,,,,"Eaton, 1881",ITIS,,1,Collector,Clinger,2005
CHROMAGRION CONDITUM,FALSE,,,,,,,,FALSE,Odonata,102134,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ZYGOPTERA,,COENAGRIONIDAE,,,,CHROMAGRION,,,,,CONDITUM,"(Selys, 1876)",ITIS,,4,Predator,Climber,2114
CHRYSOMELIDAE,FALSE,,,SH,CN,,,,FALSE,Terrestrial,114509,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,CHRYSOMELIDAE,,,,,,,,,,"Latreille, 1802",ITIS,,6,Shredder,Clinger,229
CHRYSOPS,FALSE,4,4_middle,PR,SP,,,uni,FALSE,Diptera,131078,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,TABANIDAE,CHRYSOPSINAE,CHRYSOPSINI,,CHRYSOPS,,,,,,"Meigen, 1803",Other,,6,Shredder,Burrower,1955
CLADOCERA,FALSE,,,,,,,,FALSE,Other Non-Insect,83832,,ANIMALIA,ARTHROPODA,CRUSTACEA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,,,,,,,,,,,,"Latreille, 1829",ITIS,,8,,,14562
CLADOPELMA,FALSE,4,4_middle,CG,BU,NF,pool,multi,FALSE,Chironomidae,129350,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,CLADOPELMA,,,,,,"Kieffer, 1921",ITIS,,8,Collector,Clinger,1610
CLADOTANYTARSUS,FALSE,4,4_middle,CG,CB,,,multi,FALSE,Chironomidae,129873,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,,CLADOTANYTARSUS,,,,,,"Kieffer, 1921",ITIS,,7,Collector,Climber,391
CLATHROSPERCHON,FALSE,,,,,,,,FALSE,Other Non-Insect,83177,,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,RHYNCHOHYDRACARIDAE,,,,CLATHROSPERCHON,,,,,,"Lundblad, 1936",ITIS,,6,Predator,Climber,10699
CLINOCERA,FALSE,4,4_middle,PR,CN,CS,coarse,uni,FALSE,Diptera,135849,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EMPIDIDAE,CLINOCERINAE,,,CLINOCERA,,,,,,"Meigen, 1803",ITIS,,6,Predator,Sprawler,67
CLINOTANYPUS,FALSE,4,4_middle,PR,BU,,,multi,FALSE,Chironomidae,127996,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,COELOTANYPODINI,,CLINOTANYPUS,,,,,,"Kieffer, 1913",Other,,8,Predator,Sprawler,424
CLOEON,FALSE,,,CG,SW,,,,FALSE,Ephemeroptera,100756,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,,CLOEON,,,,,,"Leach, 1815",ITIS,,3,Collector,Clinger,1968
COELOTANYPUS,FALSE,4,4_middle,PR,BU,,,,FALSE,Chironomidae,128010,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,COELOTANYPODINI,,COELOTANYPUS,,,,,,"Kieffer, 1913",ITIS,,6,Predator,Sprawler,1613
COENAGRION,FALSE,4,4_worse,PR,CB,,,uni,FALSE,Odonata,102155,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ZYGOPTERA,,COENAGRIONIDAE,,,,COENAGRION,,,,,,"Kirby, 1890",ITIS,,6,Predator,Climber,2115
COENAGRIONIDAE,FALSE,4,4_worse,PR,CB,,,uni,FALSE,Odonata,102077,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ZYGOPTERA,,COENAGRIONIDAE,,,,,,,,,,"Kirby, 1890",Other,,6,Predator,Climber,2121
COLEOPTERA,FALSE,,,NA,NA,,,,FALSE,Coleoptera,109216,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,,,,,,,,,,,,,"Linnaeus, 1758",ITIS,,4,Predator,Swimmer,222
COLLEMBOLA,FALSE,4,4_middle,CG,NA,,,,FALSE,Terrestrial,99237,,ANIMALIA,ARTHROPODA,HEXAPODA,COLLEMBOLA,,COLLEMBOLA,,,,,,,,,,,,,,,,10,Collector,Unidentified,211
COLYMBETES,FALSE,,,PR,SW,,,uni,TRUE,Coleoptera,112379,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,COLYMBETINAE,COLYMBETINI,,COLYMBETES,,,,,,"Clairville, 1806",ITIS,,4,Predator,Swimmer,1519
CONCHAPELOPIA,FALSE,,,,,,,,FALSE,Chironomidae,128130,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,THIENEMANNIMYIA GR.,CONCHAPELOPIA,,,,,,Fittkau,ITIS,,6,Predator,Sprawler,1614
CONSTEMPELLINA,FALSE,,,CG,,,,,FALSE,Chironomidae,129884,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,,CONSTEMPELLINA,,,,,,Brundin,ITIS,,6,Collector,Sprawler,1615
COPELATUS,FALSE,4,4_middle,PR,SW,,,uni,TRUE,Coleoptera,112561,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,COPELATINAE,COPELATINI,,COPELATUS,,,,,,"Erichson, 1832",ITIS,,8,Predator,Swimmer,3267
COPEPODA,FALSE,,,,,,,,FALSE,Other Non-Insect,85257,,ANIMALIA,ARTHROPODA,CRUSTACEA,MAXILLOPODA,COPEPODA,,,,,,,,,,,,,,"Milne-Edwards, 1840",ITIS,,8,,,14430
COPTOTOMUS,FALSE,4,4_middle,PR,SW,,,uni,TRUE,Coleoptera,112371,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,COPTOTOMINAE,COPTOTOMINI,,COPTOTOMUS,,,,,,"Say, 1830",ITIS,,8,Predator,Swimmer,1520
CORBICULA FLUMINEA,FALSE,6m,,CF,BU,,,multi,FALSE,Other Non-Insect,81387,,ANIMALIA,MOLLUSCA,,BIVALVIA,HETERODONTA,VENEROIDA,,,CORBICULIDAE,,,,CORBICULA,,,,,FLUMINEA,"(O. F. Muller, 1774)",ITIS,,6,Filterer,Burrower,2259
CORDULIA,FALSE,,,,,,,,FALSE,Odonata,102014,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,CORDULIIDAE,CORDULIINAE,,,CORDULIA,,,,,,"Leach, 1815",ITIS,,4,Predator,Climber,1693
CORDULIIDAE,FALSE,4,4_middle,PR,CB,,,uni,FALSE,Odonata,102020,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,CORDULIIDAE,,,,,,,,,,"Selys, 1850",Other,,4,Predator,Climber,1697
CORISELLA,FALSE,4,4_middle,PR,SW,,,multi,FALSE,Heteroptera,103484,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,CORIXIDAE,CORIXINAE,,,CORISELLA,,,,,,"Lundblad, 1928",ITIS,,9,Predator,Swimmer,3257
CORIXIDAE,FALSE,4,4_middle,PR,SW,,,multi,TRUE,Heteroptera,103364,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,CORIXIDAE,,,,,,,,,,"Leach, 1815",ITIS,,10,Predator,Swimmer,2031
CORYDALIDAE,FALSE,4,4_middle,PR,CN,,,"semi,uni",FALSE,Megaloptera,115023,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,MEGALOPTERA,,,CORYDALIDAE,,,,,,,,,,"Leach, 1815",Other,,4,Predator,Climber,2090
CORYDALUS CORNUTUS,FALSE,4,4_middle,PR,CN,,,"semi,uni",FALSE,Megaloptera,115034,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,MEGALOPTERA,,,CORYDALIDAE,CORYDALINAE,,,CORYDALUS,,,,,CORNUTUS,"(Linnaeus, 1758)",ITIS,,4,Predator,Climber,2088
CORYNONEURA,FALSE,4,4_middle,CG,SP,,,multi,FALSE,Chironomidae,128563,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,CORYNONEURA,,,,,,"Winnertz, 1846",Other,,3,Collector,Sprawler,1616
CRAMBIDAE,FALSE,3,,SH,BU,,,,FALSE,Lepidoptera,693963,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,LEPIDOPTERA,,,CRAMBIDAE,,,,,,,,,,"Latreille, 1810",Other,,5,Shredder,Burrower,7860
