TaxaID,NonTarget,BCG_Attr_roman,BCG_Attr,BCG_Attr2,FFG,Habit,HABSTRUCT,LIFE_CYCLE,AirBreather,LargeRiver,Rank,Taxon_Group,Ins,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,Genus,Species,OCC_RefNum,OCC_NotUsedForEPT,OWRB_TOLVAL,OCC_HBI_score,OWRB_FFG,OCC_FFG,OWRB_Habit,OWRB_LIFE_CYCLE
DROMOGOMPHUS,FALSE,IV_better,4,4_better,PR,BU,,semi,0,FALSE,Genus,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,DROMOGOMPHUS,,185,,1,1,PR,,BU,UNI
DUBIRAPHIA,FALSE,IV_middle,4,4_middle,"CG,SC",CN,,"semi,uni",0,TRUE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,DUBIRAPHIA,,54,,4,4,"CG,SC","CG,SC",CN,SEMI
DUGESIA,FALSE,IV_middle,4,4_middle,"CG,PR",SP,,,0,,Genus,OTHER NON-INSECT,,ANIMALIA,PLATYHELMINTHES,,TURBELLARIA,ARCHOOPHORA,TRICLADIDA,,,PLANARIIDAE,,,DUGESIA,,285.5,,,4,,OM,,
DYTISCIDAE,FALSE,IV_middle,4,4_middle,PR,SW,,uni,-1,FALSE,Family,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,,,,,,,7,,PR,,UNKN,SEMI
ECCOPTURA XANTHENES,FALSE,,,,,,,,0,FALSE,Species,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLIDAE,ACRONEURIINAE,ACRONEURIINI,ECCOPTURA,XANTHENES,,,NA,,UN,,CN,UNKN
ECTOPRIA,FALSE,IV_better,4,4_better,SC,CN,,semi,0,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,PSEPHENIDAE,EUBRIINAE,,ECTOPRIA,,80,,4,4,SC,SC,UNKN,UNKN
ELMIDAE,FALSE,IV_middle,4,4_middle,CG,CN,,semi,0,FALSE,Family,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,,,,,,,4,,CG,,CN,SEMI
EMPIDIDAE,FALSE,IV_middle,4,4_middle,PR,SP,,NA,0,FALSE,Family,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EMPIDIDAE,,,,,97,,6,6,PR,,UNKN,UNI
ENCHYTRAEIDAE,FALSE,IV_middle,4,4_middle,CG,BU,,,0,FALSE,Family,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,ENCHYTRAEIDA,,,ENCHYTRAEIDAE,,,,,,,5,,CG,,UNKN,UNI
ENDOCHIRONOMUS,FALSE,IV_worse,4,4_worse,SH,CN,SG,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,ENDOCHIRONOMUS,,,,7.5,,"CF,CG,SH",,UNKN,MULTI
ENDOTRIBELOS,FALSE,,,,CG,BU,,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,,,ENDOTRIBELOS,,,,NA,,CG,,UN,UNKN
ENOCHRUS,FALSE,IV_worse,4,4_worse,CG,"BU,SW",SG,uni,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,HYDROPHILINAE,HYDROPHILINI,ENOCHRUS,,,,7,,CG,,BU,SEMI
EPHEMERA,FALSE,IV_middle,4,4_middle,CG,BU,,uni,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,EPHEMERIDAE,,,EPHEMERA,,,,4,,CG,,BU,UNI
EPHEMERELLA,FALSE,III,3,,CG,CN,,uni,0,FALSE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,EPHEMERELLIDAE,,,EPHEMERELLA,,,,1,,CG,,CN,UNI
EPHEMERIDAE,FALSE,IV_middle,4,4_middle,CG,BU,,uni,0,FALSE,Family,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,EPHEMERIDAE,,,,,135,,4,4,CG,CG,UNKN,UNI
EPHEMEROPTERA,FALSE,,,,CG,NA,,NA,0,FALSE,Order,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,,,,,,,,,,NA,,CG,,UNKN,UNI
EPHORON,FALSE,IV_middle,4,4_middle,CG,BU,,uni,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,POLYMITARCYIDAE,,,EPHORON,,,,2,,CG,,BU,UNI
EPHYDRIDAE,FALSE,V,5,,CG,BU,,NA,0,FALSE,Family,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EPHYDRIDAE,,,,,99.5,,6,6,CG,CG,BU,UNI
EPITHECA,FALSE,IV_middle,4,4_middle,PR,CB,RM,uni,0,FALSE,Genus,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,EPITHECA,,181.3,,5,5,PR,,UNKN,UNI
ERIOPTERA,FALSE,IV_middle,4,4_middle,CG,"BU,SP",,uni,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,TIPULOMORPHA,LIMONIIDAE,CHIONEINAE,,ERIOPTERA,,115.5,,3,3,CG,CG,BU,UNI
ERPETOGOMPHUS,FALSE,IV_middle,4,4_middle,PR,BU,,semi,0,,Genus,ODONATA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,ERPETOGOMPHUS,,186,,,1,,,,
ERPETOGOMPHUS DESIGNATUS,FALSE,IV_better,4,4_better,PR,BU,,semi,0,FALSE,Species,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,ERPETOGOMPHUS,DESIGNATUS,,,3,,PR,,BU,SEMI
ERPOBDELLA,FALSE,IV_worse,4,4_worse,PR,SP,,NA,0,TRUE,Genus,OTHER NON-INSECT,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLIDA,ERPOBDELLIFORMES,,ERPOBDELLIDAE,ERPOBDELLINAE,,ERPOBDELLA,,3.6,,8,8,PR,,UNKN,UNI
ERYTHEMIS,FALSE,IV_middle,4,4_middle,PR,"CB,SP",RM,"multi,uni",0,FALSE,Genus,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,ERYTHEMIS,,192.6,,9,9,PR,,UNKN,UNKN
EUKIEFFERIELLA,FALSE,IV_middle,4,4_middle,CG,SP,,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,EUKIEFFERIELLA,,,,2.7,,"CG,PR,SC",,UNKN,MULTI
EUPARYPHUS,FALSE,,,,CG,SP,,uni,-1,,Genus,DIPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,STRATIOMYIDAE,STRATIOMYINAE,OXYCERINI,EUPARYPHUS,,107.5,,,8,,CG,,
EUPERA,FALSE,,,,CF,BU,,,0,,Genus,BIVALVIA,,ANIMALIA,MOLLUSCA,,BIVALVIA,HETERODONTA,VENEROIDA,,CORBICULOIDEA,SPHAERIIDAE,,,EUPERA,,277,,,8,,CF,,
EUPERA CUBENSIS,FALSE,,,,CF,BU,,,0,FALSE,Species,BIVALVIA,NonIns,ANIMALIA,MOLLUSCA,,BIVALVIA,HETERODONTA,VENEROIDA,,CORBICULOIDEA,SPHAERIIDAE,,,EUPERA,CUBENSIS,,,,,,,,
EURYLOPHELLA,FALSE,III,3,,CG,CN,,uni,0,FALSE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,EPHEMERELLIDAE,,,EURYLOPHELLA,,,,1,,CG,,CN,UNKN
EYLAIS,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,EYLAIDAE,,,EYLAIS,,,,8,,PR,,UNKN,UNKN
FALLCEON,FALSE,IV_middle,4,4_middle,"CG,SH",SW,,multi,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,FALLCEON,,126.6,,4,4,CG,CG,UNKN,MULTI
FAXONIUS,FALSE,IV_middle,4,4_middle,"CG,SH",SP,,NA,0,FALSE,Genus,OTHER NON-INSECT,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,PLEOCYEMATA,,CAMBARIDAE,CAMBARINAE,,FAXONIUS,,32,,6,6,SH,SH,UN,UNKN
FELTRIA,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,FELTRIIDAE,,,FELTRIA,,,,NA,,UN,,UNKN,MULTI
FERRISSIA,FALSE,IV_middle,4,4_middle,SC,CB,,NA,0,TRUE,Genus,GASTROPODA,NonIns,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PLANORBIDAE,,,FERRISSIA,,262,,6,6,SC,SC,CN,UNI
FITTKAUIMYIA SERTA,FALSE,,,,,,,,0,FALSE,Species,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,COELOTANYPODINI,FITTKAUIMYIA,SERTA,,,NA,,UN,,UNKN,UNKN
FORCIPOMYIA,FALSE,IV_middle,4,4_middle,"SC,PR","BU,SP",SG,uni,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CERATOPOGONIDAE,FORCIPOMYIINAE,,FORCIPOMYIA,,88,,6,6,"PR,SC","PR,SC",UNKN,UNI
FORCIPOMYIINAE,FALSE,IV_middle,4,4_middle,"SC,PR","BU,SP",SG,uni,0,FALSE,Subfamily,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CERATOPOGONIDAE,FORCIPOMYIINAE,,,,,,NA,,"CG,PR",,UNKN,UNI
FORELIA,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,PIONIDAE,,,FORELIA,,,,NA,,PR,,UNKN,UNKN
GALBA,FALSE,,,,,,,,0,FALSE,Genus,GASTROPODA,NonIns,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,LYMNAEA SENSU HUBENDICK,LYMNAEIDAE,,,GALBA,,,,6,,SC,,UNKN,UNI
GAMMARUS,FALSE,IV_middle,4,4_middle,CG,SP,,uni,0,,Genus,AMPHIPODA_ISOPODA,,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,GAMMARIDEA,,GAMMARIDAE,,,GAMMARUS,,37,,,8,,CG,,
GASTROPODA,FALSE,,,,SC,CB,,NA,0,FALSE,Class,GASTROPODA,NonIns,ANIMALIA,MOLLUSCA,,GASTROPODA,,,,,,,,,,,,NA,,SC,,UNKN,UNI
GEAYIA,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,KRENDOWSKIIDAE,,,GEAYIA,,,,NA,,PR,,UN,UNKN
GERRIDAE,FALSE,IV_middle,4,4_middle,PR,SK,,uni,-1,FALSE,Family,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,GERRIDAE,,,,,,,NA,,PR,,UNKN,UNI
GERRIS,FALSE,IV_middle,4,4_middle,PR,SK,,multi,-1,FALSE,Genus,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,GERRIDAE,GERRINAE,,GERRIS,,,,NA,,PR,,UNKN,UNI
GILLOTIA,FALSE,,,,,,,,0,TRUE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,GILLOTIA,,,,NA,,CG,,BU,UNKN
GLOSSIPHONIIDAE,FALSE,IV_worse,4,4_worse,PR,SP,,"multi,uni",0,FALSE,Family,OTHER NON-INSECT,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,,,GLOSSIPHONIIDAE,,,,,,,10,,PR,,UNKN,UNI
GLOSSOSOMATIDAE,FALSE,III,3,,SC,CN,,uni,0,FALSE,Family,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,GLOSSOSOMATIDAE,,,,,,,0,,SC,,CN,UNI
GLYPTOTENDIPES,FALSE,IV_worse,4,4_worse,"SH,CG,CF",BU,SG,uni,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,GLYPTOTENDIPES,,,,8.5,,"CF,CG,SH",,BU,MULTI
GOELDICHIRONOMUS,FALSE,IV_middle,4,4_middle,CG,BU,SG,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,GOELDICHIRONOMUS,,,,10,,CG,,BU,MULTI
GOMPHIDAE,FALSE,IV_middle,4,4_middle,PR,BU,,semi,0,FALSE,Family,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,,,184,,1,1,PR,,BU,SEMI
GOMPHURUS,FALSE,IV_middle,4,4_middle,PR,BU,,semi,0,TRUE,Genus,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,GOMPHUS SENSU LATO,GOMPHIDAE,,,GOMPHURUS,,,,1,,PR,,BU,SEMI
GONOMYIA/IDIOCERA/ELLIPTEROIDES,FALSE,,,,,,,,,FALSE,Genus slash,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,TIPULOMORPHA,LIMONIIDAE,,,,,,,,,,,,
GUTTIPELOPIA,FALSE,,,,PR,,,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,GUTTIPELOPIA,,,,5,,PR,,UNKN,MULTI
GYMNOCHTHEBIUS,FALSE,IV_middle,4,4_middle,SC,CN,,,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDRAENIDAE,OCHTHEBIINAE,OCHTHEBIINI,GYMNOCHTHEBIUS,,,,NA,,SC,,UNKN,SEMI
GYRAULUS,FALSE,IV_worse,4,4_worse,SC,CB,,NA,0,FALSE,Genus,GASTROPODA,NonIns,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PLANORBIDAE,,,GYRAULUS,,269,,8,8,SC,SC,UNKN,UNI
GYRETES,FALSE,IV_middle,4,4_middle,PR,SW,RM,uni,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,GYRINIDAE,,,GYRETES,,,,NA,,PR,,UNKN,UNKN
GYRINIDAE,FALSE,IV_middle,4,4_middle,PR,SW,,NA,-1,FALSE,Family,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,GYRINIDAE,,,,,,,NA,,PR,,UNKN,SEMI
GYRINUS,FALSE,IV_middle,4,4_middle,PR,SW,RM,uni,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,GYRINIDAE,,,GYRINUS,,,,NA,,PR,,UNKN,SEMI
HAEMONAIS,FALSE,,,,,,,,0,FALSE,Genus,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,HAEMONAIS,,,,,,,,,
HAGENIUS,FALSE,,,,,,,,,FALSE,,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,HAGENIUS,,,,,,,,,
HAGENIUS BREVISTYLUS,FALSE,III,3,,PR,SP,,semi,0,FALSE,Species,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,HAGENIUS,BREVISTYLUS,,,4,,PR,,SP,UNKN
HALIPLIDAE,FALSE,IV_worse,4,4_worse,PH,CN,,multi,-1,FALSE,Family,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,HALIPLIDAE,,,,,,,2,,SH,,UNKN,SEMI
HALIPLUS,FALSE,IV_worse,4,4_worse,"SH,PH",CB,,multi,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,HALIPLIDAE,,,HALIPLUS,,,,2,,SH,,UNKN,SEMI
HAPLOPERLA,FALSE,,,,PR,CN,,,0,FALSE,Genus,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,CHLOROPERLIDAE,CHLOROPERLINAE,,HAPLOPERLA,,,,1,,PR,,UNKN,UNI
HARNISCHIA,FALSE,IV_middle,4,4_middle,CG,"CB,BU",NF,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,HARNISCHIA,,,,8,,CG,,CN,MULTI
HEBETANCYLUS EXCENTRICUS,FALSE,,,,,,,,0,FALSE,Species,GASTROPODA,NonIns,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PLANORBIDAE,,,HEBETANCYLUS,EXCENTRICUS,,,NA,,SC,,UNKN,UNKN
HEBRIDAE,FALSE,IV_middle,4,4_middle,PR,CB,,NA,-1,FALSE,Family,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,HEBRIDAE,,,,,,,NA,,PR,,UNKN,UNKN
HEBRUS,FALSE,IV_middle,4,4_middle,PR,CB,,uni,-1,FALSE,Genus,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,HEBRIDAE,HEBRINAE,,HEBRUS,,,,NA,,PR,,UNKN,UNKN
HELICHUS,FALSE,IV_middle,4,4_middle,"SC,SH,CG",CN,,semi,0,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,DRYOPIDAE,,,HELICHUS,,45,,5,5,SH,SH,UNKN,SEMI
HELICOPSYCHE,FALSE,IV_middle,4,4_middle,SC,CN,CS,uni,0,TRUE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HELICOPSYCHIDAE,,,HELICOPSYCHE,,225,,3,3,SC,SC,CN,UNI
HELISOMA/PLANORBELLA,FALSE,IV_middle,4,4_middle,SC,CB,,"multi,uni",0,FALSE,Genus slash,GASTROPODA,NonIns,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PLANORBIDAE,,,,,,,,,,,,
HELIUS,FALSE,IV_middle,4,4_middle,"CG,SH",BU,,uni,0,,Genus,DIPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,TIPULOMORPHA,LIMONIIDAE,LIMONIINAE,,HELIUS,,116.5,,,3,,CG,,
HELOBDELLA,FALSE,IV_worse,4,4_worse,PR,SP,,multi,0,FALSE,Genus,OTHER NON-INSECT,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,,,GLOSSIPHONIIDAE,HAEMENTERIINAE,,HELOBDELLA,,4.1,,10,10,"PA,PR","PA,PR",UNKN,UNI
HELOCHARES,FALSE,IV_middle,4,4_middle,"PR,CG",CB,,multi,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,HYDROPHILINAE,HYDROPHILINI,HELOCHARES,,,,7,,OM,,UNKN,UNKN
HELOPHORUS,FALSE,IV_worse,4,4_worse,SH,SW,,uni,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HELOPHORIDAE,,,HELOPHORUS,,,,7,,SH,,UNKN,SEMI
HELOPICUS,FALSE,,,,,,,,0,FALSE,Genus,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLODIDAE,PERLODINAE,PERLODINI,HELOPICUS,,,,NA,,UN,,CN,UNKN
HEMERODROMIA,FALSE,IV_middle,4,4_middle,PR,SP,,"multi,uni",0,TRUE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EMPIDIDAE,HEMERODROMIINAE,HEMERODROMIINI,HEMERODROMIA,,99,,6,6,PR,,UNKN,UNI
HEMIPTERA,FALSE,,,,PR,CB,,NA,-1,FALSE,Order,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,,,,,,,,,,NA,,UN,,UNKN,UNI
HEPTAGENIA,FALSE,IV_middle,4,4_middle,SC,CN,SG,uni,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,HEPTAGENIA,,138,,4,4,OM,OM,CN,UNI
HEPTAGENIIDAE,FALSE,IV_middle,4,4_middle,SC,CN,,uni,0,FALSE,Family,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,,,137,,4,4,SC,SC,CN,UNI
HESPEROCORIXA,FALSE,IV_middle,4,4_middle,PH,SW,,uni,-1,FALSE,Genus,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,CORIXIDAE,CORIXINAE,,HESPEROCORIXA,,,,NA,,PH,,SW,UNI
HETAERINA,FALSE,IV_middle,4,4_middle,PR,"CB,CN",,semi,0,FALSE,Genus,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ZYGOPTERA,,CALOPTERYGIDAE,,,HETAERINA,,177,,5,5,PR,,UNKN,SEMI
HETERELMIS,FALSE,IV_middle,4,4_middle,CG,CN,,semi,0,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,HETERELMIS,,55,,4,4,CG,CG,UNKN,UNKN
HETEROCLOEON,FALSE,,,,SC,SW,,multi,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,HETEROCLOEON,,127,,4,4,SC,SC,UNKN,UNKN
