TaxaID,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,LIFE_CYCLE,AirBreather,HABSTRUCT,HABSTRUCT_Full,BioticIndex_MO,BISource_MO,FFG_MO,PrimaryFFG_MO,SecondaryFFG_MO,FFG_Source,FHG_MO,PrimaryHabit_MO,SecondaryHabit_MO,FHG_Source,Phylum,Class,Subclass,Order,Family,Subfamily,Tribe,Genus
TASSERKIDRILUS SUPERIORENSIS,FALSE,4,4_middle,CG,BU,multi,FALSE,,,8.8,L**,Ga,GA,,EPA,,,,,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,,,TASSERKIDRILUS
TELEBASIS,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,,TELEBASIS
TELMATOSCOPUS,FALSE,4,4_worse,CG,BU,multi,FALSE,,,,,Ga,GA,,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,PSYCHODIDAE,,,TELMATOSCOPUS
TELOGANOPSIS DEFICIENS,FALSE,,,CG,CN,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERELLIDAE,,,TELOGANOPSIS
TELOPELOPIA,FALSE,4,4_middle,PR,"BU,SP",NA,FALSE,,,4,H,"Pr,Pi",PR,PI,MC,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,TELOPELOPIA
TETRAGONEURIA,FALSE,4,4_middle,PR,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,
THERMONECTUS,FALSE,4,4_middle,PR,SW,uni,TRUE,,,3.7,KS,"Pr,Pi",PR,PI,MC,"Sw,Dv",SW,DV,,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,THERMONECTUS
THIENEMANNIELLA,FALSE,4,4_middle,CG,SP,multi,FALSE,,,6,L,Ga,GA,,MC***,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,THIENEMANNIELLA
THIENEMANNIMYIA GROUP,FALSE,4,4_middle,PR,SP,multi,FALSE,,,,B,"Pr,Pi",PR,PI,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,THIENNEMANNIMYIA
TIPULA,FALSE,4,4_middle,SH,BU,uni,FALSE,,,7.7,L,"Sh,Ga",SH,GA,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,TIPULA
TIPULIDAE,FALSE,4,4_middle,SH,BU,uni,FALSE,,,3,H,"Sh,Ga",SH,GA,MC,"Bu,Sp",BU,SP,,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,
TOKUNAGAIA,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,TOKUNAGAIA
TRAMEA,FALSE,4,4_middle,PR,SP,uni,FALSE,,,9.8,KY,Pr,PR,,MC,Sp,SP,,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,TRAMEA
TREPOBATES,FALSE,4,4_middle,PR,SK,"multi,uni",TRUE,,,6.4,KS,"Pr,Pi",PR,PI,MC,Sk,SK,,,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,,TREPOBATES
TRIAENODES,FALSE,3,,SH,"SW,CN",uni,FALSE,RM,root_mat,3.7,L*,Sh,SH,,MC,"Cl,Sw",CL,SW,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,TRIAENODES
TRIBELOS,FALSE,4,4_middle,CG,BU,NA,FALSE,SG,snag,6.6,L,Ga,GA,,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,TRIBELOS
TRICHOCLINOCERA,FALSE,,,PR,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,EMPIDIDAE,,,TRICHOCLINOCERA
TRICHOCORIXA,FALSE,5,,PR,SW,multi,TRUE,,,5.5,KS,"Pr,Ga",PR,GA,MC,"Sw,Cl",SW,CL,,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,,TRICHOCORIXA
TRICHOPTERA,FALSE,,,,SP,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,,,,
TRICORYTHODES,FALSE,4,4_worse,CG,SP,uni,FALSE,,,5.4,L,"Ga,Fi",GA,FI,MC,"Cg,Sp",CG,SP,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,LEPTOHYPHIDAE,,,TRICORYTHODES
TRISSOPELOPIA,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,TRISSOPELOPIA
TROPISTERNUS,FALSE,4,4_middle,PR,CB,multi,TRUE,RM,root_mat,9.8,L,Pr,PR,,EPA,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,TROPISTERNUS
TUBIFEX TUBIFEX,FALSE,,,,,,FALSE,,,,,,,,,,,,,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,TUBIFEX
TUBIFICIDAE,FALSE,4,4_middle,CG,"BU,CN",NA,FALSE,,,9.2,"L,B*",Ga,GA,,EPA,,,,,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,,,
TUBIFICINAE,FALSE,4,4_middle,CG,"BU,CN",NA,FALSE,,,9.2,"L,B*",Ga,GA,,EPA,,,,,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICINAE,,
TVETENIA,FALSE,4,4_middle,CG,SP,multi,FALSE,,,4,L,Ga,GA,,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,TVETENIA
TVETENIA BAVARICA GROUP,FALSE,4,4_middle,CG,SP,multi,FALSE,,,,L,Ga,GA,,MC**,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,TVETENIA
TVETENIA VITRACIES,FALSE,4,4_middle,CG,SP,multi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,TVETENIA
UENOIDAE,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,UENOIDAE,,,
UNIONIDAE,FALSE,4,4_middle,CF,BU,NA,FALSE,NF,pool,4,KY,Fi,FI,,EPA,,,,,MOLLUSCA,BIVALVIA,,UNIONIDA,UNIONIDAE,,,
URANOTAENIA,FALSE,,,,SW,multi,TRUE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CULICIDAE,,,URANOTAENIA
UVARUS,FALSE,4,4_middle,PR,SW,NA,TRUE,,,4.6,KS,"Pr,Pi",PR,PI,MC,"Sw,Cl",SW,CL,,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,UVARUS
VARICHAETADRILUS ANGUSTIPENIS,FALSE,,,,,,FALSE,,,,,,,,,,,,,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,VARICHAETADRILUS
VELIIDAE,FALSE,4,4_middle,PR,SK,"multi,uni",TRUE,,,9,KY,"Pr,Pi",PR,PI,MC,Sk,SK,,,ARTHROPODA,INSECTA,,HEMIPTERA,VELIIDAE,,,
VIVIPARUS,FALSE,,,,,,FALSE,,,,,,,,,,,,,MOLLUSCA,GASTROPODA,,ARCHITAENIOGLOSSA,VIVIPARIDAE,,,VIVIPARUS
WORMALDIA,FALSE,3,,CF,CN,multi,FALSE,,,0.4,L,Fi,FI,,MC,Cg,CG,,,ARTHROPODA,INSECTA,,TRICHOPTERA,PHILOPOTAMIDAE,,,WORMALDIA
XENOCHIRONOMUS,FALSE,3,,PR,BU,NA,FALSE,SG,snag,7,L,Pr,PR,,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,XENOCHIRONOMUS
XESTOCHIRONOMUS,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,XESTOCHIRONOMUS
XYLOTOPUS,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,XYLOTOPUS
ZAVRELIA,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,,TANYTARSINI,ZAVRELIA
ZAVRELIELLA,FALSE,4,4_middle,CG,BU,NA,FALSE,NF,pool,7,KS,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,ZAVRELIELLA
ZAVRELIMYIA,FALSE,4,4_middle,PR,SP,NA,FALSE,,,9.3,L,"Pr,Pi",PR,PI,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,ZAVRELYMIA
ZAVRELIMYIA (PARAMERINA),FALSE,,,PR,SP,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,ZAVRELYMIA
ZEALEUCTRA,FALSE,2,,SH,SP,uni,FALSE,,,0,B,Sh,SH,,KY,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,LEUCTRIDAE,,,ZEALEUCTRA
ZYGOPTERA,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,ODONATA,,,,
