,Taxon_Group,Taxon,NonTarget,BCG_attr,BCG_attr2,BCG_PredContScore,FFG,Habit,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermalPref_ALL,ThermTol_Less30,MTTI_WA.optima,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TolVal2,TolVal,Air,FSBI_2012,BSTI_WA.optima,Hemoglobin,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
83,Hemiptera,Aquarius remigis,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,Aquarius,,,,,remigis
84,Coleoptera,Araeopidius monachus,FALSE,1i,,NA,"SH,MH,XY","CN,BU",semi,LOTI,TRUE,TRUE,,,Less30,NA,NA,NA,,,11,NA,U,NA,NA,U,708487,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Ptilodactylidae,Araeopidiinae,,,Araeopidius,,,,,monachus
85,Odonata,Archilestes,FALSE,NA,,NA,PR,CB,uni,GENE,FALSE,FALSE,,,Less30,NA,NA,NA,,,11,2.5,F,NA,NA,,102059,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,Archilestes,,,,,
86,Oligochaeta,Arcteonais,FALSE,NA,,NA,CG,"BU,SP",uni,GENE,FALSE,FALSE,,,,21.2,NA,NA,,,NA,NA,,NA,33.2,,68975,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Arcteonais,,,,,
87,Hemiptera,Arctocorisa,TRUE,NA,,NA,"PH,PR",SW,UN,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,Corixinae,,,Arctocorisa,,,,,
88,Trichoptera,Arctopora,FALSE,NA,,NA,UN,"CB,SP",UN,LENT,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,,,Arctopora,,,,,
89,Trichoptera,Arctopsyche,FALSE,3,,3.028041601,"CF,PR",CN,semi,LOTI,FALSE,TRUE,cool,Cool,,17.1,17.02430189,20.518,,,3,2,F,15,4.1,U,115529,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,
90,Trichoptera,Arctopsyche Grandis Group,FALSE,3,,NA,"CF,PR",CN,semi,LOTI,FALSE,TRUE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,Grandis Group,,,
91,Trichoptera,Arctopsyche ladogensis,FALSE,2,,NA,"CF,PR",CN,semi,LOTI,TRUE,TRUE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,ladogensis
92,Trichoptera,Arctopsychinae,FALSE,NA,,3.273068666,"CF,PR",CN,semi,LOTI,FALSE,TRUE,,Cool,,NA,15.86335494,19.99,,yes,11,2,F,10,NA,U,568763,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Arctopsychinae,,,,,,,,
93,Plecoptera,Arcynopteryx dichroa,FALSE,NA,,NA,PR,"SP,CN",uni,GENE,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,,,,Arcynopteryx,,,,,dichroa
94,Odonata,Argia,FALSE,5,,3.97712183,PR,"CB,CN,SP",uni,LOTI,FALSE,FALSE,stenow,Warm Stenotherm,,23.8,24.06609594,27.92,Warm Stenotherm,,11,7,F,NA,39.1,,102139,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,Argia,,,,,
95,Leeches,Arhynchobdellida,FALSE,5,,4.513967514,PR,CN,semi,GENE,FALSE,TRUE,,Warm,,21.8,21.68450719,26.89,,yes,NA,NA,,NA,67.1,,568835,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,,,,,,,,,,,,
96,Acari,Arrenuridae,FALSE,4,4_middle,4.144229889,"PR,PA",UN,uni,GENE,FALSE,FALSE,,,,NA,NA,NA,,,11,5,,NA,NA,,82862,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Arrenuridae,,,,,,,,,
97,Acari,Arrenurus,FALSE,4,4_middle,4.148373604,"PR,PA",UN,uni,GENE,FALSE,FALSE,cowa,Cool-Warm,,18.5,18.36406556,24.34217685,,,11,NA,,NA,66.9,,82864,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Arrenuridae,,,,Arrenurus,,,,,
98,Ephemeroptera,Arthroplea bipunctata,FALSE,1i,,NA,CF,"SW,CN",uni,GENE,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Arthropleidae,,,,Arthroplea,,,,,bipunctata
99,Crustacea,Asellidae,FALSE,NA,,4.767204762,OM,NA,multi,NA,FALSE,FALSE,,,,NA,NA,NA,,,11,8,F,NA,NA,,92657,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,,,,,,
100,Crustacea,Asellidae (subterranean),FALSE,1i,,NA,OM,CB,multi,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,,,,,,
101,Crustacea,Asellus,FALSE,6t,,NA,OM,CB,multi,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,92658,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Asellus,,,,,
102,Ephemeroptera,Asioplax,FALSE,3,,NA,"CG,SC","SP,CN",multi,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,11,NA,F,NA,NA,F,609510,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptohyphidae,,,,Asioplax,,,,,
103,Mollusca,Assiminea,FALSE,1i,,NA,SC,CN,semi,LOTI,TRUE,TRUE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Mollusca,,Gastropoda,,Neotaenioglossa,,,Assimineidae,,,,Assiminea,,,,,
104,Crustacea,Astacidae,FALSE,NA,,3.879862785,,UN,,,FALSE,FALSE,,,,20.2,NA,NA,,,11,8,T,NA,19.5,F,97324,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Astacidae,,,,,,,,,
105,Crustacea,Astacidea,FALSE,NA,,NA,OM,SP,semi,GENE,FALSE,TRUE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Infraorder Astacidea,,,,,,,,,,,
106,Trichoptera,Asynarchus,FALSE,NA,,NA,UN,"CB,SP",uni,GENE,TRUE,FALSE,,,,NA,NA,NA,,,11,NA,F,NA,NA,,116221,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Limnephilini,,Asynarchus,,,,,
107,Diptera,Atherix,FALSE,3,,2.893853664,PR,"CN,BU",semi,LOTI,FALSE,TRUE,warm,Warm,,22.6,21.9818226,25.4,,,5,2,F,5,6,,130929,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Athericidae,,,,Atherix,,,,,
108,Acari,Athienemanniidae,FALSE,3,,3.055903196,"PR,PA",UN,uni,LOTI,TRUE,FALSE,cold,Cold,,15.8,15.60700622,18.253,,,NA,NA,,NA,NA,,83514,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Athienemanniidae,,,,,,,,,
109,Coleoptera,Atractelmis wawona,FALSE,3,,NA,"CG,SC","CN,CB",semi,LOTI,TRUE,TRUE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Atractelmis,,,,,wawona
110,Acari,Atractides,FALSE,4,4_middle,3.866125345,"PR,PA",UN,uni,GENE,FALSE,FALSE,cool,Cool,,19.1,18.54058268,21.95,,,11,8,U,NA,11.9,U,83282,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Atractides,,,,,
111,Ephemeroptera,Attenella,FALSE,3,,3.288440466,CG,CN,uni,LOTI,FALSE,FALSE,,Cool,,NA,17.87337689,21.268,,yes,11,2,F,10,8,,101338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,
112,Ephemeroptera,Attenella delantala,FALSE,3,,3.093926907,CG,CN,uni,LOTI,FALSE,FALSE,cool,Cool,,17.5,17.3517978,20.108,,,11,3,F,NA,8,,101345,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,delantala
113,Ephemeroptera,Attenella margarita,FALSE,4,4_middle,3.598185778,CG,CN,uni,LOTI,FALSE,FALSE,cowa,Cool-Warm,,20.2,19.95437169,22.87,,,1,3,F,15,8,F,101343,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,margarita
114,Acari,Aturidae,FALSE,4,4_middle,NA,"PR,PA",UN,uni,UN,FALSE,FALSE,,,Less30,NA,NA,NA,,,11,NA,,NA,NA,,82973,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,,,,,,
115,Acari,Aturus,FALSE,4,4_middle,NA,"PR,PA",UN,uni,GENE,FALSE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,82974,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Aturus,,,,,
116,Diptera,Atylotus/Tabanus/Whitneyomyia,FALSE,4,4_middle,NA,PR,"SP,BU",uni,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Tabanidae,Tabaninae,Tabanini,Atylotus/Tabanus/Whitneyomyia,,,,,,
117,Oligochaeta,Aulodrilus,FALSE,5,,4.289740086,CG,"BU,SP",uni,GENE,FALSE,FALSE,warm,Warm,,21,23.30042623,25.831,,,11,10,F,NA,46.5,T,68679,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Aulodrilus,,,,,
118,Diptera,Austrolimnophila,FALSE,NA,,NA,UN,UN,uni,GENE,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,120037,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Austrolimnophila,,,,,
119,Chironomidae,Axarus,FALSE,NA,,NA,CG,"SP,BU",multi,GENE,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Axurus,,,,,
120,Acari,Axonopsis,FALSE,2,,NA,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Axonopsis,,,,,
121,Ephemeroptera,Baetidae,FALSE,NA,,3.850607872,"CG,SC","SW,CN",multi,GENE,FALSE,FALSE,,Eurythermal,,NA,17.21110442,22.35,,yes,11,4,F,NA,NA,,100755,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,,,,,,
122,Ephemeroptera,Baetis,FALSE,NA,,3.878209114,CG,"SW,CN",multi,LOTI,FALSE,FALSE,,Eurythermal,,NA,16.84987042,22.25,,yes,4,5,F,NA,NA,U,100800,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,,,,
123,Ephemeroptera,Baetis adonis,FALSE,NA,,NA,CG,"SW,CN",multi,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Group,,,adonis
124,Ephemeroptera,Baetis alius,FALSE,2,,2.113129139,CG,"SW,CN",multi,LOTI,TRUE,FALSE,cool,Cool,,15.6,15.91964121,20.677,,,11,1,F,NA,4.6,,100803,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Alius Gr.,,,alius
125,Ephemeroptera,Baetis bicaudatus complex,FALSE,2,,2.027142763,CG,"SW,CN",multi,LOTI,FALSE,FALSE,stenoc,Cold Stenotherm,,12.3,12.32738854,17.008,,,4,1,,5,7.2,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,bicaudatus complex,
126,Ephemeroptera,Baetis flavistriga complex,FALSE,4,4_middle,3.66853404,CG,"SW,CN",multi,LOTI,FALSE,FALSE,warm,Warm,,20.9,19.88605649,24.678,,,NA,NA,,NA,5.4,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
127,Ephemeroptera,Baetis intercalaris complex,FALSE,NA,,NA,CG,"SW,CN",multi,LOTI,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Group,,intercalaris complex,
128,Ephemeroptera,Baetis magnus,FALSE,NA,,NA,CG,"SW,CN",multi,LOTI,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Group,,,magnus
129,Ephemeroptera,Baetis notos,FALSE,4,4_middle,3.880773544,CG,"SW,CN",multi,LOTI,FALSE,FALSE,warm,Warm,,22.2,22.09859522,24.74,,,11,4,F,NA,10.4,,568579,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,,notos
130,Ephemeroptera,Baetis piscatoris complex,FALSE,3,,3.360682487,CG,"SW,CN",multi,LOTI,FALSE,FALSE,cold,Cold,,14.3,14.53812136,18.842,,,11,NA,U,NA,7.5,U,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,piscatoris complex,
131,Ephemeroptera,Baetis Rhodani Group,FALSE,NA,,3.694560051,CG,"SW,CN",multi,LOTI,FALSE,FALSE,eurythermal,Eurythermal,,15.2,15.48503852,23.618,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,,
132,Ephemeroptera,Baetis tricaudatus complex,FALSE,4,4_middle,3.86371851,CG,"SW,CN",multi,LOTI,FALSE,FALSE,eurythermal,Eurythermal,,18.3,18.12650686,22.918,Eurythermal,,5,5,F,NA,11.6,U,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,tricaudatus complex,
133,Ephemeroptera,Baetis vernus complex,FALSE,NA,,NA,CG,"SW,CN",multi,LOTI,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Vernus Group,,vernus complex,
134,Ephemeroptera,Baetisca,FALSE,1i,,NA,"CG,SC","SP,CN",uni,RIVE,TRUE,FALSE,,,,NA,NA,NA,,,11,4,F,NA,NA,,101494,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Carapacea,,Baetiscidae,,,,Baetisca,,,,,
135,Ephemeroptera,Baetodes,FALSE,NA,,NA,SC,CN,multi,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,100938,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetodes,,,,,
136,Acari,Bandakia,FALSE,2,,NA,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Anisitsiellidae,,,,Bandakia,,,,,
137,Acari,Bandakiopsis,FALSE,2,,NA,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,11,NA,F,NA,NA,F,83532,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Anisitsiellidae,,,,Bandakiopsis,,,,,
138,Trichoptera,Banksiola,FALSE,NA,,NA,"MH,PR","CB,SP",uni,GENE,TRUE,FALSE,,,,NA,NA,NA,,,11,4,F,NA,NA,,115911,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Phryganeoidea,Phryganeidae,Phryganeinae,,,Banksiola,,,,,
139,Crustacea,Bathynellacea,FALSE,NA,,NA,CG,SW,multi,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Bathynellacea,,,,,,,,,,,,
140,Hemiptera,Belostoma,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Belostomatinae,,,Belostoma,,,,,
141,Hemiptera,Belostoma flumineum,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Belostomatinae,,,Belostoma,,,,,flumineum
142,Hemiptera,Belostomatidae,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,,,,,,,,,
143,Coleoptera,Berosus,FALSE,5,,NA,"PH,CG,SH","CB,SW",uni,GENE,FALSE,FALSE,,,Less30,18.7,NA,NA,,,11,5,T,NA,32.1,,112812,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Berosini,,Berosus,,,,,
144,Acari,Bharatalbia,FALSE,2,,NA,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,,,,,,,Bharatalbia,,,,,
145,Diptera,Bibiocephala grandis,FALSE,2,,NA,SC,CN,uni,LOTI,TRUE,FALSE,,,Less30,20.1,NA,NA,,,11,0,F,NA,1.6,,121250,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Bibiocephala,,,,,grandis
146,Chironomidae,Bilyjomyia,FALSE,2,,NA,PR,"BU,SP",multi,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Bilyjomyia,,,,,
147,Mollusca,Biomphalaria havenensis,FALSE,6t,,NA,SC,CN,UN,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Biomphalaria,,,,,havenensis
148,Plecoptera,Bisancora,FALSE,1i,,NA,"PR,SC,CG","CN,BU",uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,103300,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,,,Bisancora,,,,,
149,Diptera,Bittacomorpha,FALSE,1i,,NA,CG,BU,uni,GENE,TRUE,FALSE,,,,NA,NA,NA,,,11,7,T,NA,NA,,125765,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,Bittacomorphinae,,,Bittacomorpha,,,,,
150,Diptera,Bittacomorphella,FALSE,1i,,NA,CG,BU,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,Bittacomorphinae,,,Bittacomorphella,,,,,
151,Mollusca,Bivalvia,FALSE,NA,,3.890955687,CF,UN,NA,NA,FALSE,FALSE,,Warm,,NA,19.80348116,23.594,,yes,NA,NA,,NA,NA,,79118,Animalia,Mollusca,,Bivalvia,,,,,,,,,,,,,,
152,Diptera,Blepharicera,FALSE,4,4_middle,NA,SC,CN,uni,LOTI,FALSE,FALSE,,,Less30,20.1,NA,NA,,,11,0,F,NA,1.6,,121255,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Blepharicera,,,,,
153,Diptera,Blephariceridae,FALSE,3,,2.932519913,SC,CN,uni,LOTI,FALSE,FALSE,eurythermal,Eurythermal,,20.1,19.75025669,23.23,,,11,0,F,NA,1.6,,121227,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,,,,,,,,,
154,Chironomidae,Boreochlus,FALSE,3,,2.960941792,"CG,SC",SP,multi,GENE,TRUE,FALSE,cold,Cold,,16.7,16.86433016,19.999,,,11,1,F,NA,24.9,,127954,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Podonominae,Boreochlini,,Boreochlus,,,,,
155,Chironomidae,Boreoheptagyia,FALSE,3,,2.883676291,"CG,SC","SP,CN",multi,LOTI,TRUE,FALSE,cold,Cold,,14.2,14.2240358,19.388,,,11,6,F,NA,NA,,128343,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Boreoheptagyiini,,Boreoheptagyia,,,,,
156,Coleoptera,Boreonectes,FALSE,NA,,NA,PR,SW,uni,UN,FALSE,FALSE,,,Less30,18.9,NA,NA,,,NA,NA,T,NA,13.3,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Boreonectes,,,,,
157,Oligochaeta,Bothrioneurum,FALSE,NA,,NA,CG,"BU,SP",uni,GENE,FALSE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,68778,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Bothrioneurum,,,,,
158,Trichoptera,Brachycentridae,FALSE,NA,,2.969596863,UN,UN,UN,LOTI,FALSE,FALSE,,Cool,,NA,17.50971993,21.598,,yes,11,1,F,NA,NA,,116905,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,,,,,,
159,Trichoptera,Brachycentrus,FALSE,3,,2.994303703,"CF,SC,CG",CN,uni,LOTI,FALSE,FALSE,,Warm,,NA,20.12161139,24.185,,yes,11,1,F,NA,NA,U,116906,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Brachycentrus,,,,,
160,Trichoptera,Brachycentrus americanus complex,FALSE,3,,2.921764374,"CF,SC,CG",CN,uni,LOTI,FALSE,FALSE,eurythermal,Eurythermal,,18.6,18.35456354,22.17,,,4,1,F,15,4.5,U,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Brachycentrus,,,,Brachycentrus americanus complex,
161,Trichoptera,Brachycentrus numerosus complex,FALSE,NA,,NA,"CF,SC,CG",CN,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Brachycentrus,,,,Brachycentrus numerosus complex,
162,Trichoptera,Brachycentrus occidentalis,FALSE,4,4_middle,3.570297718,"CF,SC,CG",CN,uni,LOTI,FALSE,FALSE,warm,Warm,,21.5,21.29191842,27.495,,,3,2,F,NA,NA,,116918,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Brachycentrus,Sphinctogaster,,,,occidentalis
163,Diptera,Brachycera,FALSE,NA,,3.866017103,UN,UN,UN,UN,FALSE,FALSE,,Eurythermal,,NA,17.81625685,22.319,,yes,NA,NA,,NA,NA,,130052,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,,,,,,,,,,
164,Ephemeroptera,Brachycercinae,FALSE,NA,,NA,CG,SP,multi,LOTI,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,Brachycercinae,,,,,,,,
165,Ephemeroptera,Brachycercus,FALSE,NA,,NA,CG,SP,multi,LOTI,FALSE,FALSE,,,,NA,NA,NA,,,11,3,F,NA,NA,,101468,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,Brachycercinae,Brachycercini,,Brachycercus,,,,,
