FinalID,NonTarget,Rank,FFG,FFGSource,Habit,HabitSource,TolVal,TolVal2,LongLived,BCG_Attr_GP,BCG_Attr_RR,BCG_Cool_8,BCG_Cold_9,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,TolVal_RBP,TolValSource,BenTaxaID,TSN,ParTSN
Mystacides sepulchralis,FALSE,Species,"CG,SH",USEPA 1990 Draft,SP,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Mystacidini,Mystacides,,Mystacides sepulchralis,4,USEPA 1990 Draft,1171,116599,116598
Myxosargus,FALSE,Genus,,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Stratiomyidae,Stratiomyinae,Prosopochrysini,Myxosargus,,,,WSA,302,130473,130472
Naididae,FALSE,Family,CG,WSA,BU,WSA,,,FALSE,4,4,4,4,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,,,,9,WSA,36,68854,68509
Nais,FALSE,Genus,CG,WSA,BU,WSA,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Nais,,,8,WSA,40,198375,68854
Nais barbata,FALSE,Species,CG,USEPA 1990 Draft,BU,Tt add in,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Nais,,barbata,8,USEPA 1990 Draft,1486,68947,68946
Nais behningi,FALSE,Species,CG,RBP2 1999,BU,Tt add in,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Nais,,behningi,6,USEPA 1990 Draft,1552,68949,68946
Nais bretscheri,FALSE,Species,CG,USEPA 1990 Draft,BU,Tt add in,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Nais,,bretscheri,6,USEPA 1990 Draft,1553,68961,68946
Nais communis,FALSE,Species,CG,USEPA 1990 Draft,BU,Tt add in,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Nais,,communis,8,USEPA 1990 Draft,1487,68950,68946
Nais elinguis,FALSE,Species,CG,RBP2 1999,BU,Tt add in,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Nais,,Nais elinguis,10,USEPA 1990 Draft,1591,68952,68946
Nais pardalis,FALSE,Species,CG,USEPA 1990 Draft,BU,Tt add in,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Nais,,pardalis,8,USEPA 1990 Draft,1488,68954,68946
Nais simplex,FALSE,Species,CG,RBP2 1999,BU,Tt add in,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Nais,,simplex,6,USEPA 1990 Draft,1554,68957,68946
Nais variabilis,FALSE,Species,CG,RBP2 1999,BU,Tt add in,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Nais,,variabilis,10,USEPA 1990 Draft,1555,68959,68946
Nanocladius,FALSE,Genus,CG,WSA,SP,WSA,7.774763152,20.33230657,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Nanocladius,,,5,WSA,511,128844,128457
Nanocladius distinctus,FALSE,Species,CG,WSA,SP,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Nanocladius,,Nanocladius distinctus,4,WSA,512,128853,128844
Nanocladius downesi,FALSE,Species,CG,WSA,SP,WSA,,,FALSE,,,4,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Nanocladius,,Nanocladius downesi,4,WSA,513,128855,128844
Nasiaeschna,FALSE,Genus,"CF,CG,PR",WSA,CB,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Aeshnidae,,,Nasiaeschna,,,2,USEPA 1990 Draft,907,101653,101596
Nasiaeschna pentacantha,FALSE,Species,PR,WSA,"CB,BU",WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Aeshnidae,,,Nasiaeschna,,Nasiaeschna pentacantha,8,WSA,908,101654,101653
Natarsia,FALSE,Genus,PR,WSA,SP,WSA,2.843708336,19.90596568,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Natarsiini,Natarsia,,,9,WSA,562,128070,128069
Naucoridae,FALSE,Family,PR,WSA,CB,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Naucoridae,,,,,,5,WSA,856,103613,103358
Nebrioporus,FALSE,Genus,,,,,,,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Nebrioporus,,,,,1730,112153,728229
Nectopsyche,FALSE,Genus,SH,WSA,"CB,SP",WSA,9.931489517,21.98661487,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Nectopsychini,Nectopsyche,,,4,WSA,1172,116651,116547
Nectopsyche candida,FALSE,Species,"CG,SH","WSA, Tt add in",CB,WSA,9.931489517,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Nectopsychini,Nectopsyche,,Nectopsyche candida,4,WSA,1173,116661,116651
Nectopsyche diarina,FALSE,Species,SH,Tt add in,CB,WSA,9.931489517,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Nectopsychini,Nectopsyche,,Nectopsyche diarina,4,WSA,1174,116663,116651
Nectopsyche exquisita,FALSE,Species,"CG,SH","WSA, Tt add in",CB,WSA,9.931489517,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Nectopsychini,Nectopsyche,,Nectopsyche exquisita,3,WSA,1175,116659,116651
Nectopsyche halia,FALSE,Species,"SC,SH","RBP2 1999, Tt add in",CB,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,,Nectopsyche,,Nectopsyche halia,,RBP2 1999 (ID),1176,,116651
Nehalennia,FALSE,Genus,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Coenagrionidae,,,Nehalennia,,,,,1731,102135,102077
Nemata,FALSE,Phylum,SH,WSA,,WSA,,,FALSE,,,,,Nemata,,,,,,,,,,,,,WSA,1395,563956,202423
Nematocera,FALSE,SubOrder,,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Nematocera,,,,,,,WSA,606,118832,118831
Nematoda,FALSE,Genus,PR,WSA,,WSA,,,FALSE,,,,,Nemata,,,,,,,,,,,,6,WSA,1398,59490,202423
Nematomorpha,FALSE,Phylum,PR,WSA,BU,WSA,,,FALSE,,,,,Nematomorpha,,,,,,,,,,,,5,WSA,1399,64183,202423
Nemertea,FALSE,Phylum,PR,WSA,,WSA,,,FALSE,,,,,Nemertea,,Enopla,,Hoplonemertea,Monostilifera,Tetrastemmatidae,,,Prostoma,,,8,WSA,1401,57411,202423
Nemotaulius,FALSE,Genus,,,,,,22.4138748,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,,Limnephilidae,Limnephilinae,Limnephilini,Nemotaulius,,,,,1732,116432,568768
Nemotaulius hostilis,FALSE,Species,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,,Limnephilidae,,,Nemotaulius,Nemotaulius (Macrotaulius),hostilis,3,USEPA 1990 Draft,1489,116434,116432
Nemotelus,FALSE,Genus,CG,WSA,SP,WSA,,,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Stratiomyidae,Nemotelinae,,NEMOTELUS,,,4,WSA,303,130694,130685
Nemoura,FALSE,Genus,SH,WSA,SP,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Nemouridae,Nemourinae,,Nemoura,,,2,WSA,985,102526,102517
Nemoura trispinosa,FALSE,Species,SH,Tt add in,SP,Tt add in,,,FALSE,,,2,,Arthropoda,,Insecta,Pterygota,Plecoptera,,Nemouridae,Nemourinae,,Nemoura,,Nemoura trispinosa,1,USEPA 1990 Draft,1592,102535,102526
Nemouridae,FALSE,Family,SH,WSA,CN,WSA,,,FALSE,3,3,2,2,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Nemouridae,,,,,,2,WSA,983,102517,102468
Neoacaridae,FALSE,Family,,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Neoacaridae,,,,,,,WSA,113,82858,82770
Neobidessus,FALSE,Genus,,WSA,SW,WSA,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Bidessini,Neobidessus,,,,WSA,147,112590,111963
Neocylloepus,FALSE,Genus,,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Neocylloepus,,,,WSA,159,114253,114093
Neoelmis,FALSE,Genus,,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Neoelmis,,,,WSA,160,114232,114093
Neoephemera,FALSE,Genus,CG,Tt add in,SP,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Neoephemeridae,,,Neoephemera,,,,,1788,101461,101460
Neoephemera purpurea,FALSE,Species,CG,WSA,SP,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Neoephemeridae,,,Neoephemera,,Neoephemera purpurea,2,WSA,732,101464,101461
Neoephemeridae,FALSE,Family,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Neoephemeridae,,,,,,,,1824,101460,101459
Neogerris,FALSE,Genus,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Gerridae,Gerrinae,,Neogerris,,,,,,,
Neoheterocerus,FALSE,Genus,,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Heteroceridae,,,Neoheterocerus,,,,WSA,166,114263,114262
Neoleptophlebia,FALSE,Genus,CG,,SW,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Leptophlebiidae,,,Neoleptophlebia,,,,,,,
Neoperla,FALSE,Genus,PR,WSA,CN,WSA,,,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Perlinae,Neoperlini,Neoperla,,,1,WSA,1020,102942,102914
Neoperla harpi,FALSE,Species,PR,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Perlinae,Neoperlini,Neoperla,,Neoperla harpi,,WSA,1021,102953,102942
Neoperla robisoni,FALSE,Species,PR,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Perlinae,Neoperlini,Neoperla,,Neoperla robisoni,,WSA,1022,102949,102942
Neoperla stewarti,FALSE,Species,PR,Tt add in,CN,Tt add in,,,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Perlinae,Neoperlini,Neoperla,,stewarti,,,1733,102945,102942
Neophylax,FALSE,Genus,SC,WSA,CN,WSA,,19.75640448,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Uenoidae,Thremmatinae,,Neophylax,,,2,WSA,1227,116046,568760
Neophylax concinnus,FALSE,Species,SC,Tt add in,CN,Tt add in,,,FALSE,,,3,,Arthropoda,,Insecta,Pterygota,Trichoptera,,Limnephilidae,Thremmatinae,,Neophylax,,Neophylax concinnus,,,1593,116047,116046
Neophylax consimilis,FALSE,Species,SC,Tt add in,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Uenoidae,Thremmatinae,,Neophylax,,Neophylax consimilis,2,WSA,1228,116058,116046
Neophylax fuscus,FALSE,Species,SC,USEPA 1990 Draft,CN,WSA,,,FALSE,,,3,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Uenoidae,Thremmatinae,,Neophylax,,Neophylax fuscus,0,WSA,1229,116049,116046
Neophylax mitchelli,FALSE,Species,SC,Tt add in,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Uenoidae,Thremmatinae,,Neophylax,,Neophylax mitchelli,,WSA,1230,116050,116046
Neophylax oligius,FALSE,Species,SC,Tt add in,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Uenoidae,Thremmatinae,,Neophylax,,Neophylax oligius,2,WSA,1231,116057,116046
Neoplasta,FALSE,Genus,,WSA,SP,WSA,,18.95113562,FALSE,4,,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,Hemerodromiinae,Hemerodromiini,Neoplasta,,,,WSA,283,136352,136304
Neoplea,FALSE,Genus,PR,WSA,SW,WSA,8.916249195,21.848091,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Hemiptera,,Pleidae,,,Neoplea,,,,WSA,835,103603,103602
Neoplea striola,FALSE,Species,PR,Tt add in,SW,Tt add in,8.916249195,,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Pleidae,,,Neoplea,,striola,,,1734,103604,103603
Neoporus,FALSE,Genus,PR,WSA,SW,WSA,10,20.49896271,FALSE,4,4,4,4,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Neoporus,,,5,WSA,181,728252,728229
Neoporus dimidiatus,FALSE,Species,PR,Tt add in,SW,Tt add in,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Neoporus,,dimidiatus,,,1639,728416,728252
Neostempellina,FALSE,Tribe,,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,,,,,WSA,420,,
Neotrichia,FALSE,Genus,"PR,SC",WSA,CN,WSA,9,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Neotrichiini,Neotrichia,,,0,WSA,1267,115833,115629
Neozavrelia,FALSE,Genus,,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Neozavrelia,,,,WSA,428,130042,128457
Nepa,FALSE,Genus,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Nepidae,Nepinae,,Nepa,,,,,1735,103765,717621
Nepa apiculata,FALSE,Species,,,,,,,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Nepidae,Nepinae,,Nepa,,apiculata,,,1736,103766,103765
Nephelopsis,FALSE,Genus,,WSA,,WSA,,17.04781618,FALSE,5,5,5,5,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,,Erpobdellidae,Erpobdellinae,,Nephelopsis,,,,WSA,8,69455,568847
Nephelopsis obscura,FALSE,Species,,,,,,,FALSE,5,5,,,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,,Erpobdellidae,Erpobdellinae,,Nephelopsis,,obscura,,,1737,69456,69455
Nepidae,FALSE,Family,,,,,,21.10681121,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Nepidae,,,,,,,,1825,103747,103358
Nepticula,FALSE,Genus,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Nepticulidae,Nepticulinae,Nepticulini,Nepticula,,,,,1738,118746,694278
Nepticulidae,FALSE,Family,SH,WSA,BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Nepticulidae,,,,,,5,USEPA 1990 Draft,870,118745,118744
Neumania,FALSE,Genus,PR,RBP2 1999,,WSA,,,FALSE,,,,,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Unionicolidae,,,Neumania,,,,WSA,124,83103,83072
Neureclipsis,FALSE,Genus,CF,WSA,CN,WSA,1.132762768,20.20947079,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Neureclipsis,,,4,WSA,1129,117095,117043
Neurocordulia,FALSE,Genus,"CF,CG,PR",WSA,CB,WSA,,19.18949639,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Corduliinae,,Neurocordulia,,,5,WSA,917,101934,101797
Neurocordulia yamaskanensis,FALSE,Species,"CF,CG,PR",Tt add in,CB,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Corduliinae,,Neurocordulia,,yamaskanensis,,,1739,101937,101934
Neuroptera,FALSE,Order,PR,,,,,,FALSE,,,,,Arthropoda,,Insecta,,Neuroptera,,,,,,,,,,,,
Nigronia,FALSE,Genus,PR,WSA,CN,WSA,0.412865405,19.47264311,TRUE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Megaloptera,,Corydalidae,Chauliodinae,,Nigronia,,,2,WSA,885,115028,115023
Nigronia fasciatus,FALSE,Species,PR,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Megaloptera,,Corydalidae,Chauliodinae,,Nigronia,,Nigronia fasciatus,3,WSA,886,115029,115028
Nigronia serricornis,FALSE,Species,PR,WSA,CN,WSA,,,FALSE,,,3,,Arthropoda,,Insecta,Pterygota,Megaloptera,,Corydalidae,Chauliodinae,,Nigronia,,Nigronia serricornis,3,WSA,887,115031,115028
Nilobezzia,FALSE,Genus,PR,WSA,BU,WSA,,,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Nilobezzia,,,10,WSA,335,127720,127683
Nilotanypus,FALSE,Genus,PR,WSA,SP,WSA,5.631406089,20.97812148,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Nilotanypus,,,4,WSA,580,128202,128078
Nilotanypus fimbriatus,FALSE,Species,PR,WSA,SP,WSA,,,FALSE,,,4,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Nilotanypus,,Nilotanypus fimbriatus,5,WSA,581,128203,128202
Nilothauma,FALSE,Genus,,WSA,,WSA,0.633890969,22.04759503,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Nilothauma,,,2,WSA,376,129548,129229
Nimbocera,FALSE,Genus,CF,RBP2 1999,sp,RBP2 1999,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Nimbocera,,,7,WSA,429,129932,129872
Nixe,FALSE,Genus,"PR,SC",WSA,CN,WSA,0,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Nixe,,,2,WSA,802,100692,100504
Noctuidae,FALSE,Family,SH,WSA,BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Noctuidae,,,,,,6,WSA,871,117318,117294
Noteridae,FALSE,Family,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Noteridae,,,,,,,,1826,112606,109226
Notonecta,FALSE,Genus,PR,WSA,"CB,SW",WSA,6.767793066,21.22191417,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Notonectidae,Notonectinae,Notonectini,Notonecta,,,10,WSA,860,103558,103557
Notonectidae,FALSE,Family,,,,,,21.40480643,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Notonectidae,,,,,,,,1740,103557,676836
Nyctiophylax,FALSE,Genus,PR,WSA,CN,WSA,4.375785311,21.52545419,FALSE,3,3,4,4,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Nyctiophylax,,,2,WSA,1125,117104,117043
Nyctiophylax (Paranyctiophylax),FALSE,SubGenus,PR,,CN,,,,FALSE,3,3,4,4,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Nyctiophylax,,,,,1544,568780,117104
Nyctiophylax celta,FALSE,Species,PR,USEPA 1990 Draft,CN,WSA,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Nyctiophylax,Nyctiophylax (Paranyctiophylax),celta,5,USEPA 1990 Draft,1126,117107,117104
Nymphomyia,FALSE,Genus,CG,,CN,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,,,,Nymphomyia,,,,,,,
Nymphula,FALSE,Genus,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Pyralidae,Nymphulinae,Nymphulini,Nymphula,,,,,1741,117659,694284
Nymphuliella,FALSE,Genus,,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,Microlepidoptera,Pyralidae,Nymphulinae,Nymphulini,Nymphuliella,,,,WSA,875,117758,117641
Ochlerotatus,FALSE,Genus,CF,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Culicidae,,,Ochlerotatus,,,,,,,
Ochrotrichia,FALSE,Genus,"CG,PR,SC",WSA,"CN,CB",WSA,,23.88379064,FALSE,,,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Ochrotrichiini,Ochrotrichia,,,4,WSA,1268,115714,115629
Ochthebius,FALSE,Genus,SC,WSA,CN,WSA,9.791569668,20.39443306,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydraenidae,,,Ochthebius,,,4,WSA,242,112777,112756
Ochthera,FALSE,Genus,PR,WSA,BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Ephydridae,Parydrinae,Ochtherini,Ochthera,,,,WSA,293,147360,147359
Ochthera empiformis,FALSE,Species,PR,Tt add in,BU,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Ephydridae,,Ochtherini,Ochthera,,Ochthera empiformis,,WSA,294,136334,
Octogomphus,FALSE,Genus,PR,RBP2 1999,BU,RBP2 1999,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Octogomphus,,,,RBP2 1999 (ID),937,101736,101664
Odonata,FALSE,Order,PR,WSA,CB,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,,,,,,,,5,WSA,972,101593,563889
Odontoceridae,FALSE,Family,SC,WSA,SP,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Odontoceridae,,,,,,0,WSA,1209,116496,115095
Odontomesa,FALSE,Genus,CG,WSA,SP,WSA,,17.00710734,FALSE,4,4,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Prodiamesinae,,Odontomesa,,,7,WSA,546,128446,128437
Odontomesa fulva,FALSE,Species,CG,WSA,SP,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Prodiamesinae,,Odontomesa,,Odontomesa fulva,4,WSA,547,128447,128446
Odontomyia,FALSE,Genus,CG,WSA,SP,WSA,10,21.74673754,FALSE,5,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Stratiomyidae,Stratiomyinae,Stratiomyini,Odontomyia,,,7,RBP2 1999 (MACS),306,130573,130483
Odontomyia/Hedriodiscus,FALSE,Genus,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Stratiomyidae,,,Odontomyia/Hedriodiscus,,,,,,,
Oecetis,FALSE,Genus,PR,WSA,"CN,SP",WSA,4.305552394,20.77776002,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Oecetini,Oecetis,,,3,WSA,1184,116607,555650
Oecetis avara,FALSE,Species,PR,WSA,"CN,SP",WSA,4.305552394,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Oecetini,Oecetis,,Oecetis avara,8,USEPA 1990 Draft,1185,116608,116607
Oecetis disjuncta,FALSE,Species,PR,Tt add in,"CN,SP",Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Oecetini,Oecetis,,disjuncta,,,1594,116641,116607
Oecetis furva,FALSE,Species,PR,Tt add in,"CN,SP",Tt add in,4.305552394,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Oecetini,Oecetis,,furva,,,,,
Oecetis georgia/persimilis,FALSE,Species,PR,Tt add in,"CN,SP",Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Oecetini,Oecetis,,Oecetis georgia/persimilis,,WSA,1186,,
Oecetis immobilis,FALSE,Species,PR,Tt add in,"CN,SP",Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Oecetini,Oecetis,,Oecetis immobilis,,WSA,1187,116644,116607
Oecetis inconspicua,FALSE,Species,PR,WSA,"CN,SP",WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Oecetini,Oecetis,,Oecetis inconspicua,8,WSA,1188,116613,116607
Oecetis morsei,FALSE,Species,PR,Tt add in,"CN,SP",WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Oecetini,Oecetis,,Oecetis morsei,0,WSA,1189,603184,116607
Oecetis nocturna,FALSE,Species,PR,"WSA, Tt add in","SP,CN","WSA, Tt add in",,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Oecetini,Oecetis,,Oecetis nocturna,6,WSA,1190,116631,116607
