Taxon_Group,Taxon,NonTarget,BCG_attr,BCG_PredContScore,BCG_attr2,FFG,Habit,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermalPref_ALL,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TolVal2,TolVal,Air,FSBI_2012,Hemoglobin,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Chironomidae,Aagaardia,FALSE,UN,,,UN,UN,multi,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Aagaardia,,,,,
Hemiptera,Abedus,FALSE,UN,,,PR,"SW,SP",uni,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Belostomatinae,,,Abedus,,,,,
Chironomidae,Abiskomyia,FALSE,UN,,,UN,UN,multi,GENE,,FALSE,,,,,,,,,,,,,128458,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Abiskomyia,,,,,
Chironomidae,Ablabesmyia,FALSE,5,3.650743484,,PR,SP,multi,GENE,,FALSE,warm,Warm,,21.52460115,25.945,,,3,8,F,,T,128079,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Ablabesmyia,,,,,
Chironomidae,Acalcarella,FALSE,UN,,,CG,BU,multi,GENE,TRUE,FALSE,,,,,,,,,,,,,129230,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Acalcarella,,,,,
Acari,Acalyptonotus,FALSE,2,,,"PR,PA",UN,uni,LENT,TRUE,FALSE,,,,,,,,,,,,,83508,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Acalyptonotidae,,,,Acalyptonotus,,,,,
Chironomidae,Acamptocladius,FALSE,UN,,,"CG,MH",BU,multi,LENT,,FALSE,,,,,,,,11,NA,F,,,128460,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Acamptocladius,,,,,
Acari,Acari,FALSE,NA,3.984494686,,"PR,PA",UN,uni,NA,,FALSE,,Eurythermal,,17.9104217,22.397,,yes,5,5,F,,,733321,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,,,,,,,,,,,,,
Ephemeroptera,Acentrella,FALSE,4,3.679972649,,CG,"SW,CN",multi,LOTI,,FALSE,warm,Warm,,20.11017415,24.913,,,11,4,F,5,,100801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,
Ephemeroptera,Acentrella insignificans,FALSE,4,3.812254429,,CG,"SW,CN",multi,LOTI,,FALSE,warm,Warm,,23.55654785,28.936,,,4,4,F,5,,568572,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,insignificans
Ephemeroptera,Acentrella parvula,FALSE,UN,,,CG,"SW,CN",multi,LOTI,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,parvula
Ephemeroptera,Acentrella turbida,FALSE,4,3.562333345,,CG,"SW,CN",multi,LOTI,,FALSE,warm,Warm,,20.3337399,24.838,,,3,4,F,5,,568574,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,turbida
Acari,Acercopsis,FALSE,UN,,,"PR,PA",UN,uni,LENT,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,,,,,,,Acercopsis,,,,,
Ephemeroptera,Acerpenna,FALSE,UN,,,CG,"SW,CN",multi,LOTI,TRUE,FALSE,,,Less30,,,,,11,4,F,,,568546,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acerpenna,,,,,
Ephemeroptera,Acerpenna pygmaea,FALSE,UN,,,CG,"SW,CN",multi,LOTI,TRUE,FALSE,,,Less30,,,,,11,4,F,,,206620,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acerpenna,,,,,pygmaea
Oligochaeta,Achaeta,FALSE,UN,,,CG,"BU,SP",uni,GENE,,FALSE,,,Less30,,,,,11,NA,F,,F,68560,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Achaeta,,,,,
Coleoptera,Acilius,FALSE,UN,,,PR,SW,uni,LENT,,FALSE,,,Less30,,,,,11,5,T,,,112074,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Dytiscinae,Aciliini,,Acilius,,,,,
Coleoptera,Acneus,FALSE,2,1.898306608,,SC,CN,semi,LOTI,TRUE,TRUE,cool,Cool,,17.44839373,20.27,,,,NA,,,,114082,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Psephenidae,Eubriinae,,,Acneus,,,,,
Chironomidae,Acricotopus,FALSE,UN,,,UN,SP,multi,GENE,TRUE,FALSE,,,Less30,,,,,11,10,F,,,128463,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Acricotopus,,,,,
Mollusca,Acroloxus coloradensis,FALSE,2,,,SC,CN,semi,LENT,TRUE,TRUE,,,,,,,,,,,,,,Animalia,Mollusca,,Gastropoda,,Basommatophora,,Acroloxoidea,Acroloxidae,,,,Acroloxus,,,,,coloradensis
Odonata,Aeshna/Rhionaeschna,FALSE,4,,,PR,"CB,SP",semi,GENE,,TRUE,,,Less30,,,,,11,5,F,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Aeshnidae,,,,Aeshna/Rhionaeschna,,,,,
Odonata,Aeshnidae,FALSE,4,4.034885406,,PR,"CB,SP",semi,GENE,,TRUE,warm,Warm,,20.56192453,24.266,,,11,5,F,,,101596,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Aeshnidae,,,,,,,,,
Coleoptera,Agabetes,FALSE,UN,,,PR,SW,uni,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Laccophilinae,Agabetini,,Agabetes,,,,,
Coleoptera,Agabinae,FALSE,4,3.927875757,,PR,"SW,CB",uni,GENE,,FALSE,cowa,Cool-Warm,,18.98697305,22.212,,,,NA,,,,728212,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Agabinae,,,,,,,,
Coleoptera,Agabinus,FALSE,UN,,,PR,SW,uni,GENE,,FALSE,,,Less30,,,,,11,5,T,,,112068,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Agabinae,Agabini,,Agabinus,,,,,
Coleoptera,Agabus,FALSE,4,3.835838795,,PR,SW,uni,GENE,,FALSE,cowa,Cool-Warm,,19.2482872,22.264,,,7,5,T,,,111966,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Agabinae,Agabini,,Agabus,,,,,
Trichoptera,Agapetus,FALSE,3,2.992869139,,"SC,CG",CN,uni,LOTI,,FALSE,cowa,Cool-Warm,,19.44226464,22.33,,,2,0,F,5,,117121,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatoidea,Glossosomatidae,Agapetinae,,,Agapetus,,,,,
Diptera,Agathon,FALSE,3,,,SC,CN,uni,LOTI,,FALSE,,,Less30,,,,,11,0,F,,,121230,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Agathon,,,,,
Trichoptera,Agraylea,FALSE,2,2.119366169,,"PH,CG","CN,CB",uni,UN,TRUE,FALSE,cold,Cold,,15.0733353,18.857,,,2,8,F,,,115635,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Hydroptilini,,Agraylea,,,,,
Trichoptera,Agraylea multipunctata,FALSE,5,,,"PH,CG","CB,CN",multi,GENE,,FALSE,,,,,,,,2,8,F,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Hydroptilini,,Agraylea,,,,,multipunctata
Trichoptera,Agraylea saltesea,FALSE,2,,,"PH,CG","CB,CN",uni,LOTI,TRUE,FALSE,,,,,,,,2,8,F,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Hydroptilini,,Agraylea,,,,,saltesea
Trichoptera,Agrypnia,FALSE,UN,,,"SH,MH","CB,SP",uni,LENT,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Phryganeoidea,Phryganeidae,,,,Agrypnia,,,,,
Acari,Albertathyas montana,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,,NA,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Albertathyas,,,,,montana
Acari,Albia,FALSE,2,,,"PR,PA",UN,uni,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Albia,,,,,
Polychaeta,Alitta succinea,FALSE,UN,,,UN,,UN,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Annelida,,Polychaeta,Errantia,Phyllodocida,,,Nereididae,,,,Alitta,,,,,succinea
Chironomidae,Allocladius,FALSE,UN,,,UN,UN,multi,GENE,TRUE,FALSE,,,Less30,,,,,,NA,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Allocladius,,,,,
Trichoptera,Allocosmoecus partitus,FALSE,2,2.882529259,,"SC,SH","SP,CN",uni,LOTI,TRUE,FALSE,cool,Cool,,17.02025575,20.46,,,11,0,F,,,115969,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Allocosmoecus,,,,,partitus
Diptera,Allognosta,FALSE,4,,,CG,SP,multi,GENE,,FALSE,,,,,,,,11,NA,,,,130160,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Beridinae,,,Allognosta,,,,,
Trichoptera,Allomyia,FALSE,1i,,,"SC,MH","CN,BU",semi,LOTI,TRUE,FALSE,,,Less30,,,,,11,0,F,,,116438,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Apataniidae,,,,Allomyia,,,,,
Oligochaeta,Allonais,FALSE,UN,,,CG,"BU,SP",uni,GENE,,FALSE,,,,,,,,1,4,F,,,,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Allonais,,,,,
Plecoptera,Alloperla,FALSE,UN,,,"PR,SC,CG","CN,BU",uni,LOTI,,FALSE,,,Less30,,,,,11,1,F,,,103203,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,,,Alloperla,,,,,
Chironomidae,Alotanypus,FALSE,5,4.81114912,,PR,"BU,SP",multi,GENE,,FALSE,warm,Warm,,20.8418904,24.193,,,8,6,F,,T,206646,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Coelotanypodini,,Alotanypus,,,,,
Oligochaeta,Altmanella,FALSE,UN,,,CG,"BU,SP",uni,GENE,,FALSE,,,Less30,,,,,,NA,,,,974298,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Altmanella,,,,,
Hemiptera,Ambrysus,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Naucoridae,,,,Ambrysus,,,,,
Ephemeroptera,Ameletus,FALSE,3,2.760185003,,"SC,CG","SW,CN",uni,LOTI,,FALSE,cool,Cool,,14.95163018,20.01,Cool,,1,0,F,,U,100996,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Ameletidae,,,,Ameletus,,,,,
Acari,Ameribrachypoda,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Ameribrachypoda,,,,,
Crustacea,Americorophium,FALSE,UN,,,CG,BU,multi,LOTI,TRUE,FALSE,,,Less30,,,,,11,NA,,,,656484,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Corophiidae,,,,Americorophium,,,,,
Acari,Amerothyasella,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Amerothyasella,,,,,
Coleoptera,Ametor,FALSE,2,2.899915457,,"PR,CG",CN,semi,GENE,TRUE,TRUE,cool,Cool,,17.62559042,21.38,,,11,5,T,,,112890,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Sperchopsini,,Ametor,,,,,
Ephemeroptera,Ametropus,FALSE,1i,,,"CF,CG","BU,SW",uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,101074,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Ametropodidae,,,,Ametropus,,,,,
Trichoptera,Amiocentrus,FALSE,3,2.857426167,,"CG,SC,MH",CN,uni,LOTI,,FALSE,cowa,Cool-Warm,,19.26524638,22.374,,,11,1,F,5,,116933,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Amiocentrus,,,,,
Oligochaeta,Amphichaeta,FALSE,UN,,,CG,"BU,SP",uni,GENE,,FALSE,,,,,,,,1,4,F,,,,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Amphichaeta,,,,,
Trichoptera,Amphicosmoecus canax,FALSE,UN,,,SH,"CB,SP",uni,GENE,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Amphicosmoecus,,,,,canax
Polychaeta,Amphicteis floridus,FALSE,UN,,,UN,,UN,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Annelida,,Polychaeta,Sedentaria,Terebellida,,,Ampharetidae,,,,Amphicteis,,,,,floridus
Crustacea,Amphipoda,FALSE,NA,4.687583923,,CG,SW,multi,GENE,,FALSE,,Warm,,20.67083228,25.06,,yes,11,4,F,,,93294,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,,,,,,,,,,,,
Coleoptera,Amphizoa,FALSE,1i,,,PR,CN,semi,LOTI,TRUE,FALSE,,,Less30,,,,,,1,,,,111953,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Amphizoidae,,,,Amphizoa,,,,,
Coleoptera,Ampumixis dispar,FALSE,2,2.102625608,,"CG,SC","CN,CB",semi,LOTI,,TRUE,cool,Cool,,17.89781861,20.694,,,11,4,F,20,,114196,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Ampumixis,,,,,dispar
Trichoptera,Anabolia,FALSE,UN,,,"SH,CG","CB,SP",uni,GENE,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,,,Anabolia,,,,,
Coleoptera,Anacaena,FALSE,UN,,,"PR,CG",BU,uni,GENE,,FALSE,,,Less30,,,,,11,5,T,,,112878,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Anacaenini,,Anacaena,,,,,
Ephemeroptera,Anafroptilum/Procloeon,FALSE,3,3.103220701,,CG,"SW,CN",multi,LOTI,,FALSE,warm,Warm,,20.31843565,24.404,,,1,2,F,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,
Trichoptera,Anagapetus,FALSE,2,2.149814844,,SC,CN,uni,LOTI,TRUE,FALSE,cold,Cold,,14.41193666,18.47992367,,,11,0,F,5,,117154,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatoidea,Glossosomatidae,Glossosomatinae,Anagapetini,,Anagapetus,,,,,
Odonata,Anax,FALSE,UN,,,PR,"CB,SP",semi,LENT,,TRUE,,,Less30,,,,,11,8,F,,,101597,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Aeshnidae,,,,Anax,,,,,
Ephemeroptera,Anepeorus rusticus,FALSE,UN,,,PR,CN,uni,LOTI,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Anepeorus,,,,,rusticus
Diptera,Angarotipula,FALSE,UN,,,"SH,MH",BU,semi,LENT,TRUE,TRUE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,Tipulinae,,,Angarotipula,,,,,
Acari,Anisitsiellidae,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Anisitsiellidae,,,,,,,,,
Crustacea,Anisogammaridae,FALSE,3,4.00966692,,"CG,SH",SW,multi,LOTI,,FALSE,cowa,Cool-Warm,,19.79104836,21.958,,,,4,,,,203113,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Anisogammaridae,,,,,,,,,
Crustacea,Anisogammarus pugettensis,FALSE,UN,,,"CG,SH",SW,multi,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Anisogammaridae,,,,Anisogammarus,,,,,pugettensis
Odonata,Anisoptera,FALSE,NA,3.575006485,,PR,UN,UN,GENE,,FALSE,,Warm,,20.29102018,24.52,,yes,11,NA,F,,,101594,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,,,,,,,,,,
Mollusca,Anodonta,FALSE,2,,,CF,"BU,SP",semi,GENE,TRUE,TRUE,,,,,,,,,,,,,79930,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,,Unionidae,,,,Anodonta,,,,,
Diptera,Anopheles,FALSE,UN,,,CF,SW,multi,GENE,,FALSE,,,Less30,,,,,11,8,T,,,125956,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Culicidae,Anophelinae,,,Anopheles,,,,,
Ephemeroptera,Anthropotamus,FALSE,1i,,,CF,BU,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Potamanthidae,,,,Anthropotamus,,,,,
Diptera,Antocha,FALSE,4,3.828157187,,CG,CN,multi,LOTI,,FALSE,cowa,Cool-Warm,,19.29468343,22.8,Cool-Warm,,4,3,T,5,,119656,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limoniinae,,,Antocha,,,,,
Trichoptera,Apatania,FALSE,2,2.195014,,"SC,CG",CN,uni,GENE,TRUE,TRUE,cold,Cold,,16.99629756,19.858,,,2,3,F,10,,115935,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Apataniidae,Apataniinae,Apataniini,,Apatania,,,,,
Trichoptera,Apataniidae,FALSE,NA,2.09467268,,UN,UN,UN,UN,,FALSE,cold,Cold,,16.66388255,19.74,,,11,3,F,,,598182,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Apataniidae,,,,,,,,,
Chironomidae,Apedilum,FALSE,5,4.599654198,,CG,UN,multi,GENE,,FALSE,warm,Warm,,22.93779108,26.732,,,11,NA,F,,T,206655,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Apedilum,,,,,
Mollusca,Aplexa elongata,FALSE,UN,,,"SC,CG","CN,SP",uni,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Physidae,,,,Aplexa,,,,,elongata
Ephemeroptera,Apobaetis,FALSE,UN,,,CG,"SW,CN",multi,LOTI,TRUE,FALSE,,,,,,,,,NA,,,,100936,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Apobaetis,,,,,
Crustacea,Apohyale,FALSE,UN,,,"CG,SH",SW,multi,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Hyalellidae,,,,Apohyale,,,,,
Chironomidae,Apsectrotanypus,FALSE,UN,,,PR,"BU,SP",multi,GENE,TRUE,FALSE,,,Less30,,,,,11,8,F,,T,128021,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Apsectrotanypus,,,,,
Coleoptera,Apteraliplus parvulus,FALSE,UN,,,"MH,PH,PR","CN,CB,SW",uni,LENT,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,Apteraliplus,,,,,parvulus
Hemiptera,Aquarius,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,Aquarius,,,,,
Hemiptera,Aquarius nyctalis,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,Aquarius,,,,,nyctalis
Hemiptera,Aquarius remigis,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,Aquarius,,,,,remigis
Coleoptera,Araeopidius monachus,FALSE,1i,,,"SH,MH,XY","CN,BU",semi,LOTI,TRUE,TRUE,,,Less30,,,,,11,NA,U,,U,708487,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Ptilodactylidae,Araeopidiinae,,,Araeopidius,,,,,monachus
Odonata,Archilestes,FALSE,UN,,,PR,CB,uni,GENE,,FALSE,,,Less30,,,,,11,2.5,F,,,102059,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,Archilestes,,,,,
Oligochaeta,Arcteonais,FALSE,UN,,,CG,"BU,SP",uni,GENE,,FALSE,,,,,,,,,NA,,,,68975,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Arcteonais,,,,,
Hemiptera,Arctocorisa,TRUE,UN,,,"PH,PR",SW,UN,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,Corixinae,,,Arctocorisa,,,,,
Trichoptera,Arctopora,FALSE,UN,,,UN,"CB,SP",UN,LENT,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,,,Arctopora,,,,,
Trichoptera,Arctopsyche,FALSE,3,3.028041601,,"CF,PR",CN,semi,LOTI,,TRUE,cool,Cool,,17.02430189,20.518,,,3,2,F,15,U,115529,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,
Trichoptera,Arctopsyche Grandis Group,FALSE,3,,,"CF,PR",CN,semi,LOTI,,TRUE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,Grandis Group,,,
Trichoptera,Arctopsyche ladogensis,FALSE,2,,,"CF,PR",CN,semi,LOTI,TRUE,TRUE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,ladogensis
Trichoptera,Arctopsychinae,FALSE,NA,3.273068666,,"CF,PR",CN,semi,LOTI,,TRUE,,Cool,,15.86335494,19.99,,yes,11,2,F,10,U,568763,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Arctopsychinae,,,,,,,,
Plecoptera,Arcynopteryx dichroa,FALSE,UN,,,PR,"SP,CN",uni,GENE,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,,,,Arcynopteryx,,,,,dichroa
Odonata,Argia,FALSE,5,3.97712183,,PR,"CB,CN,SP",uni,LOTI,,FALSE,stenow,Warm Stenotherm,,24.06609594,27.92,Warm Stenotherm,,11,7,F,,,102139,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,Argia,,,,,
Leeches,Arhynchobdellida,FALSE,5,4.513967514,,PR,CN,semi,GENE,,TRUE,,Warm,,21.68450719,26.89,,yes,,NA,,,,568835,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,,,,,,,,,,,,
Acari,Arrenuridae,FALSE,4,4.144229889,,"PR,PA",UN,uni,GENE,,FALSE,,,,,,,,11,5,,,,82862,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Arrenuridae,,,,,,,,,
