Taxon_Group,Taxon,NonTarget,BCG_attr,BCG_PredContScore,BCG_attr2,FFG,Habit,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermalPref_ALL,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TolVal2,TolVal,Air,FSBI_2012,Hemoglobin,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Plecoptera,Isoperla,FALSE,4,3.050838947,,PR,"SP,CN",uni,LOTI,,FALSE,cool,Cool,,15.94140652,21.534,,,3,2,F,,,102995,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Isoperlinae,,,Isoperla,,,,,
Crustacea,Isopoda,FALSE,NA,4.767204762,,NA,NA,UN,NA,,FALSE,,Warm,,22.14549522,25.06862808,,yes,11,8,F,,,92120,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,,,,,,,,,,,,
Ephemeroptera,Iswaeon,FALSE,UN,,,CG,"SW,CN",multi,LOTI,TRUE,FALSE,,,Less30,,,,,,NA,,,,776928,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Iswaeon,,,,,
Trichoptera,Ithytrichia,FALSE,UN,,,"PH,SC",CN,multi,LOTI,TRUE,FALSE,,,,,,,,11,1,F,,,115823,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Orthotrichiini,,Ithytrichia,,,,,
Mollusca,Juga,FALSE,4,3.793441772,,"SC,SH,CG","CN,SP",semi,LOTI,,TRUE,cowa,Cool-Warm,,20.05889862,22.74,,,11,7,F,,,71570,Animalia,Mollusca,,Gastropoda,,Neotaenioglossa,,,Semisulcospiridae,,,,Juga,,,,,
Plecoptera,Kathroperla,FALSE,2,1.937495708,,"PR,SC,CG","CN,BU",semi,LOTI,,TRUE,cold,Cold,,15.08708168,18.83,,,2,1,F,,,103236,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Paraperlinae,,,Kathroperla,,,,,
Chironomidae,Kiefferulus,FALSE,UN,,,CG,BU,multi,LENT,TRUE,FALSE,,,,,,,,11,NA,F,,T,129522,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Kiefferulus,,,,,
Oligochaeta,Kincaidiana,FALSE,UN,,,CG,"BU,SP",uni,GENE,,FALSE,,,Less30,,,,,11,4,F,,,68470,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Kincaidiana,,,,,
Acari,Koenikea,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,Less30,,,,,,NA,,,,83093,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Koenikea,,,,,
Plecoptera,Kogotus/Rickera,FALSE,4,3.555639029,,PR,"SP,CN",uni,LOTI,,FALSE,cold,Cold,,16.10262511,19.716,,,,NA,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Diploperlini,,Kogotus/Rickera,,,,,
Acari,Kongsbergia,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,NA,,,,83000,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Kongsbergia,,,,,
Acari,Krendowskia,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,,,,,,,NA,,,,83502,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Krendowskiidae,,,,Krendowskia,,,,,
Acari,Krendowskiidae,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Krendowskiidae,,,,,,,,,
Chironomidae,Krenopelopia,FALSE,2,,,PR,SP,multi,LOTI,TRUE,FALSE,,,Less30,,,,,11,7,F,,,128170,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Krenopelopia,,,,,
Chironomidae,Krenosmittia,FALSE,3,2.907991409,,CG,"SP,BU",multi,LOTI,TRUE,FALSE,cold,Cold,,14.76324455,19.382,,,11,1,F,,,128771,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Krenosmittia,,,,,
Ephemeroptera,Labiobaetis,FALSE,4,3.765043974,,CG,"SW,CN",multi,LOTI,,FALSE,cowa,Cool-Warm,,20.15874345,21.805,,,11,4,F,,,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Chironomidae,Labrundinia,FALSE,UN,,,PR,SP,multi,GENE,TRUE,FALSE,,,Less30,,,,,11,7,F,,T,128173,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Labrundinia,,,,,
Coleoptera,Laccobius,FALSE,4,,,PH,"CB,SW",uni,GENE,,FALSE,,,Less30,,,,,11,5,T,,,112858,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Laccobiini,,Laccobius,,,,,
Coleoptera,Laccophilinae,FALSE,UN,,,PR,"SW,CB",uni,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Laccophilinae,,,,,,,,
Coleoptera,Laccophilus,FALSE,UN,,,PR,SW,uni,GENE,,FALSE,,,Less30,,,,,11,5,T,,,112278,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Laccophilinae,Laccophilini,,Laccophilus,,,,,
Coleoptera,Laccornis,FALSE,UN,,,PR,SW,uni,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Laccornini,,Laccornis,,,,,
Ephemeroptera,Lachlania,FALSE,UN,,,CF,"CN,BU",uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Oligoneuriidae,,,,Lachlania,,,,,
Odonata,Ladona,FALSE,UN,,,PR,SP,UN,LENT,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Libellulidae,,,,Ladona,,,,,
Mollusca,Lanx,FALSE,2,,,SC,CN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,,,,,,76477,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,Lanx,,,,,
Coleoptera,Lara,FALSE,4,3.642529488,,"SH,XY","CN,CB",semi,LOTI,,TRUE,cool,Cool,,17.68613192,20.81,,,1,1,F,,U,114137,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Larinae,Larini,,Lara,,,,,
Chironomidae,Larsia,FALSE,3,2.992580652,,PR,SP,multi,GENE,,FALSE,eurythermal,Eurythermal,,17.49079065,22.302,,,3,6,F,,,128183,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Larsia,,,,,
Chironomidae,Lasiodiamesa,FALSE,UN,,,"CG,SC",SP,multi,LENT,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Podonominae,,,Lasiodiamesa,,,,,
Chironomidae,Lauterborniella,FALSE,UN,,,CG,UN,multi,GENE,TRUE,FALSE,,,Less30,,,,,11,6,F,,T,129525,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Lauterborniella,,,,,
Acari,Laversia,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,NA,,,,82971,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Laversiidae,,,,Laversia,,,,,
Acari,Lebertia,FALSE,4,4.031443596,,"PR,PA",UN,uni,GENE,,FALSE,eurythermal,Eurythermal,,18.2091266,22.072,,,11,8,,,,83034,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,Lebertia,,,,,
Acari,Lebertiidae,FALSE,UN,4.084753036,,"PR,PA",UN,uni,GENE,,FALSE,,Eurythermal,,18.02639351,21.95,,yes,11,5,,,,83033,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,,,,,,
Coleoptera,Leconectes striatellus,FALSE,UN,,,PR,SW,uni,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,Deronectina,Leconectes,,,,,striatellus
Plecoptera,Lednia,FALSE,1i,,,"SH,CG","SP,CN",semi,LOTI,TRUE,TRUE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Lednia,,,,,
Trichoptera,Lepania cascada,FALSE,1i,,,CG,"SP,BU",semi,LOTI,TRUE,TRUE,,,,,,,,11,0,F,,,116348,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Goeridae,Lepaniinae,,,Lepania,,,,,cascada
Lepidoptera,Lepidoptera,TRUE,NA,4.078101158,,MH,UN,uni,UN,,FALSE,,Warm,,24.93628295,27.95,,yes,11,7,F,,,117232,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,,,,,,,,,,,,
Trichoptera,Lepidostoma,FALSE,3,3.074639559,,"SH,CG","CB,SP",uni,LOTI,,FALSE,eurythermal,Eurythermal,,18.83171357,22.02,,,1,1,F,,,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostoma Astanea Group,FALSE,1i,,,"SH,CG","CB,SP",uni,LENT,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,Lepidostoma Astanea Group,,,
Trichoptera,Lepidostoma Canthum/Pluviale Groups,FALSE,4,,,"SH,CG","CB,SP",uni,LOTI,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,Lepidostoma Canthum/Pluviale Groups,,,
Trichoptera,Lepidostoma Panel Case Group,FALSE,4,,,"SH,CG","CB,SP",uni,LOTI,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,Lepidostoma Panel Case Group,,,
Trichoptera,Lepidostoma Spiral Case Group,FALSE,1i,,,"SH,CG","CB,SP",uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,Lepidostoma Spiral Case Group,,,
Trichoptera,Leptoceridae,FALSE,NA,3.829621553,,UN,UN,uni,UN,,FALSE,,Warm,,23.17710433,27.296,,yes,11,4,F,,,116547,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,,,,,,,,,
Trichoptera,Leptocerus americanus,FALSE,UN,,,MH,"CB,SW",uni,LENT,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,,,,Leptocerus,,,,,americanus
Ephemeroptera,Leptohyphidae,FALSE,NA,3.813941956,,"CG,SC","SP,CN",multi,GENE,,FALSE,stenow,Warm Stenotherm,,24.22020522,27.616,,,11,4,F,,,568545,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptohyphidae,,,,,,,,,
Ephemeroptera,Leptophlebiidae,FALSE,NA,3.122951508,,CG,"CN,SP,SW",uni,GENE,,FALSE,,Eurythermal,,17.64307495,22.08,,yes,11,2,F,,U,101095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,,,,,,
Odonata,Lestes,FALSE,UN,,,PR,CB,uni,GENE,,FALSE,,,,,,,,11,9,F,,,102061,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,Lestes,,,,,
Odonata,Lestidae,FALSE,UN,,,PR,CB,uni,GENE,,FALSE,,,Less30,,,,,11,9,F,,,102061,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,,,,,,
Hemiptera,Lethocerus,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Lethocerinae,,,Lethocerus,,,,,
Hemiptera,Lethocerus americanus,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Lethocerinae,,,Lethocerus,,,,,americanus
Odonata,Leucorrhinia,FALSE,UN,,,PR,CB,UN,LENT,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Libellulidae,,,,Leucorrhinia,,,,,
Trichoptera,Leucotrichia,FALSE,5,3.76296258,,"SC,CG",CN,multi,LOTI,,FALSE,warm,Warm,,22.45463596,27.002,,,1,2,F,,,115630,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Leucotrichiini,,Leucotrichia,,,,,
Ephemeroptera,Leucrocuta,FALSE,UN,,,"SC,CG",CN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,11,1,F,,,100676,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Leucrocuta,,,,,
Plecoptera,Leuctridae,FALSE,3,2.903985739,,SH,"SP,CN",uni,LOTI,,FALSE,,Cold,,15.35283437,19.662,,yes,0,0,F,,,102840,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,,,,,,,,,
Odonata,Libellulidae,FALSE,UN,,,PR,"CB,SP",UN,GENE,,FALSE,,,Less30,,,,,11,9,F,,,101797,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Libellulidae,,,,,,,,,
Trichoptera,Limnephilidae,FALSE,NA,2.943781376,,UN,UN,UN,UN,,FALSE,,Cool,,16.04420894,21.418,,yes,11,3,F,,,115933,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,,,,,,,,,
Trichoptera,Limnephiloidea,FALSE,UN,3.186210155,,UN,NA,UN,UN,,FALSE,,Eurythermal,,16.9680582,22.05,,yes,,NA,,,,598162,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,,,,,,,,,,
Trichoptera,Limnephilus,FALSE,UN,,,"SH,MH,CG","CB,SP",uni,GENE,,FALSE,,,Less30,,,,,2,3,F,,,116069,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Limnephilini,,Limnephilus,,,,,
Acari,Limnesia,FALSE,4,3.843703508,,"PR,PA",UN,uni,GENE,,FALSE,warm,Warm,,20.12441661,24.365,,,,NA,,,,83051,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Limnesia,,,,,
Acari,Limnesiidae,FALSE,UN,3.662541389,,"PR,PA",SW,uni,GENE,,FALSE,warm,Warm,,20.08907404,24.26,,,11,NA,,,,83050,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,,,,,,
Acari,Limnochares,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,Less30,,,,,,NA,,,,83146,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnocharidae,,,,Limnochares,,,,,
Oligochaeta,Limnodrilus,FALSE,5,,,CG,"BU,SP",uni,GENE,,FALSE,,,Less30,,,,,11,10,F,,T,68638,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Limnodrilus,,,,,
Chironomidae,Limnophyes,FALSE,5,4.394705296,,CG,SP,multi,GENE,,FALSE,eurythermal,Eurythermal,,18.95992803,23.244,,,11,8,F,,,128776,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Limnophyes,,,,,
Hemiptera,Limnoporus,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,Gerrinae,,,Limnoporus,,,,,
Diptera,Limoniidae,FALSE,UN,2.901993275,,UN,UN,uni,GENE,,FALSE,,Cool-Warm,,19.45541675,22.771,,yes,,NA,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,
Chironomidae,Lipiniella,FALSE,UN,,,UN,UN,multi,GENE,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Lipiniella,,,,,
Diptera,Lipsothrix,FALSE,UN,,,"SH,XY",BU,semi,LOTI,TRUE,TRUE,,,Less30,,,,,,NA,,,,120749,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limoniinae,,,Lipsothrix,,,,,
Crustacea,Lirceus,FALSE,6t,,,OM,CB,multi,GENE,,FALSE,,,,,,,,,NA,,,,92666,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Lirceus,,,,,
Acari,Ljania,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,NA,,,,83449,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Ljania,,,,,
Chironomidae,Lopescladius,FALSE,3,3.108162403,,CG,SP,multi,LOTI,TRUE,FALSE,warm,Warm,,23.36830776,26.932,,,11,2,F,,,128811,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Lopescladius,,,,,
Oligochaeta,Lumbriculidae,FALSE,4,4.092959881,,CG,"BU,SP",uni,GENE,,TRUE,cool,Cool,,18.36323759,21.424,,,1,4,F,,,68440,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,,,,,,
Coleoptera,Lutrochus,FALSE,UN,,,"SH,XY,MH",CN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,,3,,,,114037,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Lutrochidae,,,,Lutrochus,,,,,
Mollusca,Lymnaeidae,FALSE,5,4.716871738,,SC,CN,uni,GENE,,FALSE,warm,Warm,,21.67354241,26.385,,,3,6,F,,,76483,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,,,,,,
Ephemeroptera,Maccaffertium,FALSE,5,,,"SC,CG",CN,multi,LOTI,TRUE,FALSE,,,Less30,,,,,,NA,,,,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Ephemeroptera,Macdunnoa,FALSE,UN,,,"SC,CG",CN,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Macdunnoa,,,,,
Mollusca,Macoma,FALSE,UN,,,CF,"BU,SP",uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Mollusca,,Bivalvia,Autobranchia,Sphaeriida,,Tellinoidea,Tellinidae,,,,Macoma,,,,,
Odonata,Macromia,FALSE,UN,,,PR,SP,UN,GENE,,FALSE,,,Less30,,,,,11,2,F,,,101918,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Macromiidae,,,,Macromia,,,,,
Chironomidae,Macropelopia,FALSE,3,3.155644417,,PR,SP,multi,GENE,TRUE,FALSE,cool,Cool,,17.48659678,20.848,,,5,6,F,,T,128034,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Macropelopia,,,,,
Chironomidae,Macropelopiini,FALSE,NA,3.926223278,,PR,UN,multi,GENE,,FALSE,,Eurythermal,,18.80941866,22.262,,yes,11,NA,F,,T,128020,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,,,,,,
Trichoptera,Macrostemum,FALSE,UN,,,CF,CN,UN,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Macronematinae,,,Macrostemum,,,,,
Hemiptera,Macrovelia,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Veliidae,,,,Macrovelia,,,,,
Hemiptera,Macrovelia hornii,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Veliidae,,,,Macrovelia,,,,,hornii
Hemiptera,Macroveliidae,TRUE,UN,,,PR,"CB,SP",UN,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Macroveliidae,,,,,,,,,
Plecoptera,Malenka,FALSE,4,3.776972294,,"SH,CG","SP,CN",uni,LOTI,,FALSE,cool,Cool,,18.30303736,21.438,,,1,1,F,,,102567,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Amphinemurinae,,,Malenka,,,,,
Polychaeta,Manayunkia,TRUE,UN,,,UN,,UN,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Annelida,,Polychaeta,Sedentaria,Sabellida,,,Fabriciidae,,,,Manayunkia,,,,,
Trichoptera,Manophylax,FALSE,1i,,,UN,UN,semi,LOTI,TRUE,TRUE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Apataniidae,,,,Manophylax,,,,,
Mollusca,Margaritifera falcata,FALSE,2,,,CF,"BU,SP",semi,LOTI,TRUE,TRUE,,,,,,,,,,,,,,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionida,,,Margaritiferidae,,,,Margaritifera,,,,,falcata
Trichoptera,Marilia,FALSE,UN,,,SH,"SP,BU",UN,LOTI,TRUE,FALSE,,,Less30,,,,,11,NA,F,,,116514,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Odontoceridae,Odontocerinae,,,Marilia,,,,,
Mollusca,Marisa cornuarietis,FALSE,6t,,,MH,CN,semi,UN,,TRUE,,,,,,,,,,,,,,Animalia,Mollusca,,Gastropoda,Prosobranchia,Architaenioglossa,,Ampullarioidea,Ampullariidae,,,,Marisa,,,,,cornuarietis
Diptera,Maruina,FALSE,3,3.131140471,,"SC,CG",CN,uni,LOTI,,FALSE,cowa,Cool-Warm,,19.51096521,23.215,,,11,1,T,,,125392,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,,,Maruina,,,,,
Ephemeroptera,Matriella teresa,FALSE,3,2.883938313,,CG,CN,uni,LOTI,,FALSE,cool,Cool,,19.06645627,21.67,,,11,2,F,5,,776924,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Matriella,,,,,teresa
Trichoptera,Mayatrichia,FALSE,UN,,,"PH,SC",CN,multi,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,,,,Mayatrichia,,,,,
Plecoptera,Megaleuctra,FALSE,1i,,,SH,"SP,CN",semi,LOTI,TRUE,FALSE,,,,,,,,11,0,F,,,102877,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Megaleuctrinae,,,Megaleuctra,,,,,
Megaloptera,Megaloptera,FALSE,NA,3.928924799,,PR,"CN,CB",semi,GENE,,TRUE,,Cool-Warm,,19.41566802,23.13,,yes,11,7,F,,,115000,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,,,,,,,,,,
Plecoptera,Megarcys,FALSE,2,2.084979296,,PR,"SP,CN",semi,LOTI,,TRUE,stenoc,Cold Stenotherm,,12.95348618,17.07,Cold Stenotherm,,1,1,F,20,,103110,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Megarcys,,,,,
Mollusca,Melanoides tuberculatus,FALSE,6t,,,"SC,CG","CN,SP",semi,GENE,,TRUE,,,,,,,,,,,,,,Animalia,Mollusca,,Gastropoda,,Neotaenioglossa,,Cerithioidea,Thiaridae,,,,Melanoides,,,,,tuberculatus
Mollusca,Menetus,FALSE,4,4.400328636,,SC,CN,multi,GENE,,FALSE,warm,Warm,,19.363361,24.215,,,11,6,F,,T,76626,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Menetus,,,,,
Acari,Meramecia,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Meramecia,,,,,
