"","Taxon","NonTarget","Habit","Hemoglobin","Air","TolVal2","TolVal","FSBI_2012","BSTI_WA.optima","BCG_attr","FFG","Life_Cycle","Habitat","Noteworthy","LONGLIVED","Thermal_indicator","ThermalPref_ALL","ThermTol_Less30","MTTI_WA.optima","MWMT_WAopt","MWMT_PCT90","Therm_TopIndicator","ThermVar","TSN","Kingdom","Phylum","SubPhylum","Class","SubClass","Order","SubOrder","SuperFamily","Family","SubFamily","Tribe","GenusGroup","Genus","SubGenus","SpeciesGroup","SpeciesSubGroup","SpeciesComplex","Species","Taxon_Group"
"805","Skwala",FALSE,"CN","","F",3,3,NA,9.3,"3","PR","uni","RHEO",NA,FALSE,"cowa","Cool-Warm","",18.9,18.65795699,22.518,"","",103102,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Perlodidae","Perlodinae","Arcynopterygini","","Skwala","","","","","","Plecoptera"
"806","Slavina",FALSE,"UN","","",NA,NA,NA,33.2,"","","","",NA,FALSE,"","","Less30",21.2,NA,NA,"","",68855,"Animalia","Annelida","","Clitellata","Oligochaeta","Tubificida","","","Naididae","Naidinae","","","Slavina","","","","","","Oligochaeta"
"807","Smittia",FALSE,"BU","","F",11,6,NA,NA,NA,"CG","multi","UNKN",NA,FALSE,"","","Less30",NA,NA,NA,"","",129110,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Smittia","","","","","","Chironomidae"
"808","Soliperla",FALSE,"CN","","",NA,2,NA,5.1,"2","SH","semi","HEAD",TRUE,FALSE,"cold","Cold","",16,16.09545455,19.77,"","",103142,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Peltoperlidae","","","","Soliperla","","","","","","Plecoptera"
"809","Soyedina",FALSE,"UN","","F",11,2,NA,17,"3","SH","uni","RHEO",NA,FALSE,"cool","Cool","",17.2,17.19387033,19.98,"","",102556,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Euholognatha","","Nemouridae","Nemourinae","","","Soyedina","","","","","","Plecoptera"
"810","Specaria",FALSE,"UN","","F",11,8,NA,33.2,"","","","",NA,FALSE,"","","Less30",21.2,NA,NA,"","",68984,"Animalia","Annelida","","Clitellata","Oligochaeta","Tubificida","","","Naididae","Naidinae","","","Specaria","","","","","","Oligochaeta"
"811","Sperchon",FALSE,"UN","","",11,NA,NA,23.3,"","PR","","",NA,FALSE,"eurythermal","Eurythermal","",18.3,18.16255385,22.982,"","",83006,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Sperchontidae","","","","Sperchon","","","","","","Other Non-Insect"
"812","Sperchonopsis",FALSE,"UN","U","U",11,NA,NA,28.4,"","PR","","",NA,FALSE,"cool","Cool","",17.8,17.65800651,21.492,"","",83029,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Sperchontidae","","","","Sperchonopsis","","","","","","Other Non-Insect"
"813","Sperchontidae",FALSE,"UN","","",11,NA,NA,NA,"","PR","","",NA,FALSE,"","Eurythermal","",NA,17.79357287,22.264,"","yes",895710,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Sperchontidae","","","","","","","","","","Other Non-Insect"
"814","Sphaeriidae",FALSE,"UN","","F",3,8,NA,50.7,"4","CF","semi","GENE",NA,TRUE,"eurythermal","Eurythermal","",20,19.73237414,23.466,"","",81389,"Animalia","Mollusca","","Bivalvia","Heterodonta","Veneroida","","","Sphaeriidae","","","","","","","","","","Other Non-Insect"
"815","Sphaerium",FALSE,"UN","","F",11,5,NA,50.7,"4","CF","semi","GENE",NA,TRUE,"","","Less30",20,NA,NA,"","",81391,"Animalia","Mollusca","","Bivalvia","Heterodonta","Veneroida","","","Sphaeriidae","","","","Sphaerium","","","","","","Other Non-Insect"
"816","Sphaeromatidae",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Isopoda","Flabellifera","","Sphaeomatidae","","","","","","","","","","Other Non-Insect"
"817","Spirosperma",FALSE,"UN","T","F",11,10,NA,46.5,"","","","",NA,FALSE,"eurythermal","Eurythermal","",21,17.5236485,23,"","",68780,"Animalia","Annelida","","Clitellata","Oligochaeta","Tubificida","","","Naididae","Tubificinae","","","Spirosperma","","","","","","Oligochaeta"
"818","Stactobiella",FALSE,"UN","","F",11,2,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",115817,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Hydroptiloidea","Hydroptilidae","Hydroptilinae","Stactobiini","","Stactobiella","","","","","","Trichoptera"
"819","Stegopterna",FALSE,"CN","","",NA,NA,NA,NA,"","CF","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",126761,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Simuliidae","Simuliinae","Prosimuliini","","Stegopterna","","","","","","Diptera"
"820","Stempellina",FALSE,"CN","","F",0,2,NA,29.4,"3","CG","multi","GENE",NA,FALSE,"eurythermal","Eurythermal","",17.6,17.59375641,22.999,"","",129962,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Chironominae","Tanytarsini","","Stempellina","","","","","","Chironomidae"
"821","Stempellinella",FALSE,"SP","","F",11,4,NA,16.7,"4","CG","multi","GENE",NA,FALSE,"eurythermal","Eurythermal","",17.1,17.08346328,22.542,"","",129969,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Chironominae","Tanytarsini","","Stempellinella","","","","","","Chironomidae"
"822","Stenacron",FALSE,"CN","","F",11,7,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",100713,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","","Heptageniidae","","","","Stenacron","","","","","","Ephemeroptera"
"823","Stenelmis",FALSE,"CN","","F",3,5,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",114095,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Polyphaga","","Elmidae","Elminae","Elmini","","Stenelmis","","","","","","Coleoptera"
"824","Stenochironomus",FALSE,"BU","T","F",11,5,NA,NA,"4","SH","multi","GENE",NA,FALSE,"","","Less30",22,NA,NA,"","",129746,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Chironominae","Chironomini","","Stenochironomus","","","","","","Chironomidae"
"825","Stictochironomus",FALSE,"BU","T","F",11,5,NA,60.2,"4","CG","multi","GENE",NA,FALSE,"cowa","Cool-Warm","",21.6,21.51513595,23.262,"","",129785,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Chironominae","Chironomini","","Stictochironomus","","","","","","Chironomidae"
"826","Stictocladius",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Stictocladius","","","","","","Chironomidae"
"827","Stilocladius",FALSE,"UN","","F",11,3,NA,NA,"3","CG","multi","RHEO",NA,FALSE,"cold","Cold","",14.5,15.78620287,19.624,"","",129152,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Stilocladius","","","","","","Chironomidae"
"828","Stratiomyidae",FALSE,"UN","","T",4,7,NA,NA,"4","CG","UNKN","RHEO",NA,FALSE,"warm","Warm","",21.8,22.0199699,24.963,"","",130150,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Brachycera","","Stratiomyidae","","","","","","","","","","Diptera"
"829","Stygobromus",FALSE,"UN","","F",11,NA,NA,NA,"1i","CG","multi","SPEC",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",93861,"Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Amphipoda","Gammaridea","","Crangonyctidae","","","","Stygobromus","","","","","","Other Non-Insect"
"830","Stygomomonia",FALSE,"UN","","",NA,NA,NA,NA,"","PR","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",83471,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Momoniidae","","","","Stygomomonia","","","","","","Other Non-Insect"
"831","Stygothrombiidae",FALSE,"UN","","",NA,NA,NA,NA,"","PR","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Stygothrombiidae","","","","","","","","","","Other Non-Insect"
"832","Stygothrombium",FALSE,"UN","","",NA,NA,NA,NA,"","PR","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Stygothrombiidae","","","","Stygothrombium","","","","","","Other Non-Insect"
"833","Stylaria",FALSE,"UN","","F",11,8,NA,33.2,"","","","",NA,FALSE,"","","Less30",21.2,NA,NA,"","",68871,"Animalia","Annelida","","Clitellata","Oligochaeta","Tubificida","","","Naididae","Naidinae","","","Stylaria","","","","","","Oligochaeta"
"834","Stylodrilus",FALSE,"UN","","F",11,4,NA,17,"","","","",NA,FALSE,"cool","Cool","",18.8,18.00330504,20.578,"","",68450,"Animalia","Annelida","","Clitellata","Oligochaeta","Lumbriculida","","","Lumbriculidae","","","","Stylodrilus","","","","","","Oligochaeta"
"835","Stylurus olivaceus",FALSE,"BU","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",593023,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Anisoptera","","Gomphidae","","","","Stylurus","","","","","olivaceus","Odonata"
"836","Sublettea",FALSE,"UN","","F",11,4,NA,NA,"3","UNKN","multi","DEPO",NA,FALSE,"warm","Warm","",20.5,20.36210754,23.526,"","",129975,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Chironominae","Tanytarsini","","Sublettea","","","","","","Chironomidae"
"837","Sweltsa",FALSE,"CN","U","F",11,0,NA,13.2,"4","PR","uni","RHEO",NA,TRUE,"cool","Cool","",17,16.98094665,20.845,"Cool","",103273,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Chloroperlidae","Chloroperlinae","","","Sweltsa","","","","","","Plecoptera"
"838","Symbiocladius",FALSE,"UN","","F",1,4,NA,NA,NA,"PA","multi","RHEO",NA,FALSE,"","","Less30",NA,NA,NA,"","",129156,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Symbiocladius","","","","","","Chironomidae"
"839","Sympotthastia",FALSE,"UN","","",NA,2,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",128426,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Diamesinae","Diamesini","","Sympotthastia","","","","","","Chironomidae"
"840","Synorthocladius",FALSE,"UN","","F",1,2,NA,8.6,"4","CG","multi","RHEO",NA,FALSE,"cowa","Cool-Warm","",19,18.71723024,22.497,"","",129161,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Synorthocladius","","","","","","Chironomidae"
"841","Syrphidae",FALSE,"UN","","T",11,10,NA,NA,NA,"CG","UNKN","GENE",NA,FALSE,"","","Less30",NA,NA,NA,"","",139621,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Brachycera","","Syrphidae","","","","","","","","","","Diptera"
"842","Tabanidae",FALSE,"SP","","T",3,6,NA,37.4,"4","PR","uni","GENE",NA,FALSE,"warm","Warm","",20,19.92268115,23.552,"","",130934,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Brachycera","","Tabanidae","","","","","","","","","","Diptera"
"843","Taeniopterygidae",FALSE,"CN","","F",1,2,NA,19.4,"2","SH","uni","RHEO",NA,FALSE,"cold","Cold","",12.8,12.96611078,17.512,"","",102788,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Euholognatha","","Taeniopterygidae","","","","","","","","","","Plecoptera"
"844","Taeniopteryx",FALSE,"CN","","F",11,2,NA,19.4,NA,"SH","uni","RHEO",NA,FALSE,"","","Less30",12.8,NA,NA,"","",102789,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Euholognatha","","Taeniopterygidae","Taeniopteryginae","","","Taeniopteryx","","","","","","Plecoptera"
"845","Tanyderidae",FALSE,"UN","","",NA,NA,NA,NA,"1i","UNKN","UNKN","SPEC",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",125799,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Tanyderidae","","","","","","","","","","Diptera"
"846","Tanypodinae",FALSE,"SP","","F",11,7,NA,NA,"4","PR","multi","GENE",NA,FALSE,"","Eurythermal","",NA,18.92233141,22.881,"","yes",127994,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Tanypodinae","","","","","","","","","Chironomidae"
"847","Tanypus",FALSE,"UN","T","F",11,10,NA,NA,NA,"PR","multi","GENE",NA,FALSE,"","","Less30",NA,NA,NA,"","",128324,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Tanypodinae","Tanypodini","","Tanypus","","","","","","Chironomidae"
"848","Tanytarsini",FALSE,"UN","U","F",11,6,NA,NA,"4","CF","multi","GENE",NA,FALSE,"","Eurythermal","",NA,18.47701528,23.148,"","yes",129872,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Chironominae","Tanytarsini","","","","","","","","Chironomidae"
"849","Tanytarsus",FALSE,"CN","","F",3,6,NA,23.8,"4","CF","multi","GENE",NA,FALSE,"warm","Warm","",19.8,19.80629934,24.225,"","",129978,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Chironominae","Tanytarsini","","Tanytarsus","","","","","","Chironomidae"
"850","Tartarothyas",FALSE,"UN","","",NA,NA,NA,NA,"","PR","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",895797,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Hydryphantidae","","","","Tartarothyas","","","","","","Other Non-Insect"
"851","Telmatodrilus vejdovskyi",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",68760,"Animalia","Annelida","","Clitellata","Oligochaeta","Tubificida","","","Naididae","Telmatodrilinae","","","Telmatodrilus","","","","","vejdovskyi","Oligochaeta"
"852","Testudacarus",FALSE,"UN","","",11,8,NA,11.2,"","PR","","",NA,FALSE,"cool","Cool","",14.5,14.27787952,20.26,"","",83250,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Torrenticolidae","","","","Testudacarus","","","","","","Other Non-Insect"
"853","Teutonia",FALSE,"UN","","",NA,NA,NA,NA,"","PR","","",NA,FALSE,"","","",NA,NA,NA,"","",83235,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Teutoniidae","","","","Teutonia","","","","","","Other Non-Insect"
"854","Thaumaleidae",FALSE,"CN","","F",11,NA,NA,7.8,"3","SC","UNKN","SPEC",NA,FALSE,"cold","Cold","",14.9,14.72874889,19.14,"","",126624,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Thaumaleidae","","","","","","","","","","Diptera"
"855","Thienemannia",FALSE,"NEEDS_REVIEW","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Thienemannia","","","","","","Chironomidae"
"856","Thienemanniella",FALSE,"SP","","F",4,6,NA,16.9,"3","CG","multi","GENE",NA,FALSE,"eurythermal","Eurythermal","",19.2,19.03870085,23.81,"","",129182,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Thienemanniella","","","","","","Chironomidae"
"857","Thienemannimyia Group",FALSE,"SP","","F",11,5,NA,32.3,"4","PR","multi","GENE",NA,FALSE,"warm","Warm","",20.1,19.97276826,23.662,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Tanypodinae","Pentaneurini","Thienemannimyia Gr.","","","","","","","Chironomidae"
"858","Thremmatidae",FALSE,"CN","F","F",11,NA,NA,NA,"3","SC","uni","RHEO",NA,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Thremmatidae","","","","","","","","","","Trichoptera"
"859","Thyas",FALSE,"UN","","",NA,NA,NA,NA,"","PR","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",83190,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Thyasidae","","","","Thyas","","","","","","Other Non-Insect"
"860","Thyasidae",FALSE,"UN","","",NA,NA,NA,NA,"","PR","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Thyasidae","","","","","","","","","","Other Non-Insect"
"861","Thyopsella",FALSE,"UN","","",NA,NA,NA,NA,"","PR","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",83202,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Hydryphantidae","","","","Thyopsella","","","","","","Other Non-Insect"
"862","Thyopsis",FALSE,"UN","","",NA,NA,NA,NA,"","PR","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",83205,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Hydryphantidae","","","","Thyopsis","","","","","","Other Non-Insect"
"863","Timpanoga hecuba",FALSE,"CN","","F",1,2,NA,8.8,"3","CG","uni","DEPO",TRUE,FALSE,"cowa","Cool-Warm","",18.8,18.68715662,22.008,"","",101317,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Ephemerellidae","","","","Timpanoga","","","","","hecuba","Ephemeroptera"
"864","Timpanoginae",FALSE,"CN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",101317,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Ephemerellidae","Timpanoginae","","","","","","","","","Ephemeroptera"
"865","Tinodes",FALSE,"UN","","F",11,2,NA,NA,"","PR","UNKN","RHEO",NA,FALSE,"","","Less30",NA,NA,NA,"","",115350,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Annulipalpia","Hydropsychoidea","Psychomyiidae","Psychomyiinae","","","Tinodes","","","","","","Trichoptera"
"866","Tipula",FALSE,"BU","","T",4,4,NA,29.8,"4","SH","semi","GENE",NA,TRUE,"eurythermal","Eurythermal","",18.7,18.39306345,22.339,"","",119037,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Tipulidae","Tipulinae","","","Tipula","","","","","","Diptera"
"867","Tipulidae",FALSE,"BU","","T",11,3,NA,NA,"4","UNKN","semi","GENE",NA,FALSE,"","Cool","",NA,18.13277925,21.999,"","yes",118840,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Tipulidae","","","","","","","","","","Diptera"
"868","Tokunagaia",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",129194,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Tokunagaia","","","","","","Chironomidae"
"869","Torrenticola",FALSE,"UN","","",11,8,NA,6.7,"","PR","","",NA,FALSE,"cool","Cool","",17.5,17.46574912,21.475,"","",83254,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Torrenticolidae","","","","Torrenticola","","","","","","Other Non-Insect"
"870","Torrenticolidae",FALSE,"UN","","",11,8,NA,NA,"","PR","","",NA,FALSE,"cool","Cool","",NA,17.32983446,21.419,"","",83249,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Torrenticolidae","","","","","","","","","","Other Non-Insect"
"871","Traverella",FALSE,"CN","","F",1,2,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",101096,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Leptophlebiidae","","","","Traverella","","","","","","Ephemeroptera"
"872","Trepaxonemata",FALSE,"UN","U","F",4,4,NA,19.4,"4","PR","multi","RHEO",NA,FALSE,"cool","Cool","",16.4,15.01033387,21.123,"","",914204,"Animalia","Platyhelminthes","Rhabditophora","Trepaxonemata","","","","","","","","","","","","","","","Other Non-Insect"
"873","Triaenodes",FALSE,"CN","","F",1,6,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",116565,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Leptoceroidea","Leptoceridae","Leptocerinae","Triaenodini","","Triaenodes","","","","","","Trichoptera"
"874","Tribelos",FALSE,"BU","T","F",11,10,NA,68.7,"4","CG","multi","GENE",NA,FALSE,"warm","Warm","",19.5,19.37124781,24.613,"","",129820,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Chironominae","Chironomini","","Tribelos","","","","","","Chironomidae"
"875","Trichoclinocera",FALSE,"UN","F","F",11,6,NA,49,"4","PR","uni","RHEO",NA,FALSE,"eurythermal","Eurythermal","",19.6,19.81949177,22.562,"","",135903,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Brachycera","","Empididae","Clinocerinae","","","Trichoclinocera","","","","","","Diptera"
"876","Trichoptera",FALSE,"UN","","F",11,NA,NA,NA,NA,"UNKN","UNKN","UNKN",NA,FALSE,"","Eurythermal","",NA,18.05778279,22.43,"","yes",115095,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","","","","","","","","","","","","","Trichoptera"
"877","Tricorythodes",FALSE,"SP","","F",4,4,NA,23.8,"4","CG","multi","DEPO",NA,FALSE,"stenow","Warm Stenotherm","",24.2,24.17969228,27.63,"Warm Stenotherm","",101405,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Leptohyphidae","","","","Tricorythodes","","","","","","Ephemeroptera"
"878","Trissopelopia",FALSE,"UN","","F",11,7,NA,NA,NA,"PR","multi","GENE",NA,FALSE,"","","",NA,NA,NA,"","",128251,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Tanypodinae","Pentaneurini","","Trissopelopia","","","","","","Chironomidae"
