Taxon_Group,Taxon_orig,Taxon_v2,OTU_MTTI_jan23,Changed,Rationale,NonTarget,OTU_BCG_MariNW,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Coleoptera,Liodessus obscurellus,Hydroporinae,Hydroporinae,yes,Genera within Hydroporinae in flux best to leave at subfamily,FALSE,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Nebrioporus,Hydroporinae,Hydroporinae,yes,Genera within Hydroporinae in flux best to leave at subfamily,FALSE,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Nebrioporus/Stictotarsus,Hydroporinae,Hydroporinae,yes,Genera within Hydroporinae in flux best to leave at subfamily,FALSE,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Stictotarsus,Hydroporinae,Hydroporinae,yes,Genera within Hydroporinae in flux best to leave at subfamily,FALSE,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Stictotarsus griseostriatus,Hydroporinae,Hydroporinae,ADDED 20221222,Genera within Hydroporinae in flux best to leave at subfamily,FALSE,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Stictotarsus striatellus,Hydroporinae,Hydroporinae,yes,Genera within Hydroporinae in flux best to leave at subfamily,FALSE,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Uvarus,Hydroporinae,Hydroporinae,yes,Genera within Hydroporinae in flux best to leave at subfamily,FALSE,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Uvarus subtilis,Hydroporinae,Hydroporinae,yes,Genera within Hydroporinae in flux best to leave at subfamily,FALSE,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Neoclypeodytes,Hydroporinae,Hydroporinae,ADDED 20221222,Regionally present??? Mostly SW MesoAmerica,,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Neoclypeodytes ornatellus,Hydroporinae,Hydroporinae,ADDED 20221222,Regionally present??? Mostly SW MesoAmerica,,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Laccophilus,Laccophilus,DNI,no,,FALSE,Laccophilus,112278,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Laccophilinae,Laccophilini,,Laccophilus,,,,,
Coleoptera,Laccophilus maculosus,Laccophilus,DNI,yes,,FALSE,Laccophilus,112278,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Laccophilinae,Laccophilini,,Laccophilus,,,,,
Coleoptera,Laccophilus maculosus decipiens,Laccophilus,DNI,yes,,FALSE,Laccophilus,112278,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Laccophilinae,Laccophilini,,Laccophilus,,,,,
Coleoptera,Dytiscidae,Dytiscidae,DNI,no,,FALSE,Dytiscidae,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,
Coleoptera,Dytiscidae - adult,Dytiscidae,DNI,yes,,FALSE,Dytiscidae,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,
Coleoptera,Dytiscidae - larvae,Dytiscidae,DNI,yes,,FALSE,Dytiscidae,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,
Coleoptera,Dytiscus,Dytiscidae,DNI,ADDED 20221222,,FALSE,Dytiscidae,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,
Coleoptera,Dytiscus cordieri,Dytiscidae,DNI,ADDED 20221222,,FALSE,Dytiscidae,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,
Coleoptera,Dytiscus dauricus,Dytiscidae,DNI,ADDED 20221222,,FALSE,Dytiscidae,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,
Coleoptera,Dytiscus fasciventrus,Dytiscidae,DNI,ADDED 20221222,,FALSE,Dytiscidae,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,
Coleoptera,Dytiscus marginicollis,Dytiscidae,DNI,ADDED 20221222,,FALSE,Dytiscidae,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,
Coleoptera,Thermonectus,Dytiscidae,DNI,yes,,FALSE,Dytiscidae,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,
Coleoptera,Graphoderus,Dytiscidae,DNI,ADDED 20221222,,FALSE,Dytiscidae,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,
Coleoptera,Graphoderus liberus,Dytiscidae,DNI,ADDED 20221222,,FALSE,Dytiscidae,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,
Coleoptera,Graphoderus perplexus,Dytiscidae,DNI,ADDED 20221222,,FALSE,Dytiscidae,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,
Coleoptera,Hydrotrupes palpalis,Dytiscidae,DNI,ADDED 20221222,,FALSE,Dytiscidae,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,
Coleoptera,Dineutus,Dineutus,DNI,ADDED 20221222,,FALSE,Gyrinidae,112653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Gyrinidae,,,,,,,,,
Coleoptera,Gyrinidae,Gyrinidae,DNI,no,,FALSE,Gyrinidae,112653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Gyrinidae,,,,,,,,,
Coleoptera,Gyrinus,Gyrinidae,DNI,yes,,FALSE,Gyrinidae,112653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Gyrinidae,,,,,,,,,
Coleoptera,Gyrinus affinis,Gyrinidae,DNI,yes,,FALSE,Gyrinidae,112653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Gyrinidae,,,,,,,,,
Coleoptera,Gyrinus bifarius,Gyrinidae,DNI,yes,,FALSE,Gyrinidae,112653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Gyrinidae,,,,,,,,,
Coleoptera,Gyrinus consobrinus,Gyrinidae,DNI,yes,,FALSE,Gyrinidae,112653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Gyrinidae,,,,,,,,,
Coleoptera,Gyrinus maculiventris,Gyrinidae,DNI,yes,,FALSE,Gyrinidae,112653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Gyrinidae,,,,,,,,,
Coleoptera,Gyrinus picipes,Gyrinidae,DNI,yes,,FALSE,Gyrinidae,112653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Gyrinidae,,,,,,,,,
Coleoptera,Gyrinus plicifer,Gyrinidae,DNI,yes,,FALSE,Gyrinidae,112653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Gyrinidae,,,,,,,,,
Coleoptera,Brychius,Brychius,Haliplidae,no,,FALSE,Brychius,111947,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,Brychius,,,,,
Coleoptera,Haliplus,Haliplus,Haliplidae,no,,FALSE,Haliplus,111858,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,Haliplus,,,,,
Coleoptera,Peltodytes,Peltodytes,Haliplidae,no,,FALSE,Peltodytes,111923,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,Peltodytes,,,,,
Coleoptera,Peltodytes callosus,Peltodytes,Haliplidae,yes,,FALSE,Peltodytes,111923,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,Peltodytes,,,,,
Coleoptera,Haliplidae,Haliplidae,Haliplidae,no,,FALSE,Haliplidae,111857,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,,,,,,
Terrestrial,Clinidium,Clinidium,DNI,no,Terrestrial,TRUE,Clinidium,109228,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Rhysodidae,,,,Clinidium,,,,,
Coleoptera,Babia,Babia,DNI,no,Terrestrial,TRUE,Babia,719777,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Chrysomelidae,,,,,,,,,
Terrestrial,Chrysomelidae,Chrysomelidae,DNI,no,Terrestrial,TRUE,Chrysomelidae,114509,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Chrysomelidae,,,,,,,,,
Terrestrial,Helesius,Helesius,DNI,no,Terrestrial,TRUE,Helesius,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Coccinellidae,,,,,,,,,
Coleoptera,Curculionidae,Curculionidae,DNI,no,Terrestrial,TRUE,Curculionidae,114666,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Curculionidae,,,,,,,,,
Coleoptera,Helichus,Helichus,DNI,no,,FALSE,Helichus,114006,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Dryopidae,,,,Helichus,,,,,
Coleoptera,Postelichus,Postelichus,DNI,no,,FALSE,Postelichus,193691,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Dryopidae,,,,Postelichus,,,,,
Coleoptera,Dryopidae,Dryopidae,DNI,no,,FALSE,Dryopidae,113999,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Dryopidae,,,,,,,,,
Coleoptera,Cylloepus,Elmidae,DNI,ADDED 20221222,OUT of RANGE,FALSE,DNI,114208,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Cylloepus,,,,,
Coleoptera,Dubiraphia,Dubiraphia,Dubiraphia,no,,FALSE,Dubiraphia,114126,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Dubiraphia,,,,,
Coleoptera,Dubiraphia giulianii,Dubiraphia,Dubiraphia,yes,,FALSE,Dubiraphia,114126,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Dubiraphia,,,,,
Coleoptera,Dubiraphia vittata,Dubiraphia,Dubiraphia,yes,,FALSE,Dubiraphia,114126,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Dubiraphia,,,,,
Coleoptera,Rhizelmis,Rhizelmis,DNI,no,,FALSE,Rhizelmis,114198,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Rhizelmis,,,,,
Coleoptera,Rhizelmis nigra,Rhizelmis,DNI,yes,,FALSE,Rhizelmis,114198,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Rhizelmis,,,,,
Coleoptera,Ampumixis,Ampumixis,Ampumixis dispar,no,only one species in Genus,FALSE,Ampumixis,114196,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Ampumixis,,,,,
Coleoptera,Ampumixis dispar,Ampumixis,Ampumixis dispar,yes,only one species in Genus,FALSE,Ampumixis,114196,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Ampumixis,,,,,
Coleoptera,Atractelmis,Atractelmis,DNI,no,only one species in Genus,FALSE,Atractelmis,114251,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Atractelmis,,,,,
Coleoptera,Atractelmis wawona,Atractelmis,DNI,yes,only one species in Genus,FALSE,Atractelmis,114251,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Atractelmis,,,,,
Coleoptera,Bryelmis,Bryelmis,Bryelmis,no,,FALSE,Bryelmis,945749,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Bryelmis,,,,,
Coleoptera,Bryelmis rivularis,Bryelmis,Bryelmis,yes,,FALSE,Bryelmis,945749,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Bryelmis,,,,,
Coleoptera,Bryelmis siskiyou,Bryelmis,Bryelmis,yes,,FALSE,Bryelmis,945749,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Bryelmis,,,,,
Coleoptera,C. Barr undescribed,Bryelmis,Bryelmis,yes,,FALSE,Bryelmis,945749,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Bryelmis,,,,,
Coleoptera,Cheryl Barr Undescribed,Bryelmis,Bryelmis,yes,,FALSE,Bryelmis,945749,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Bryelmis,,,,,
Coleoptera,Cleptelmis,Cleptelmis,Cleptelmis addenda,no,only one species in Genus,FALSE,Cleptelmis,114164,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Cleptelmis,,,,,
Coleoptera,Cleptelmis addenda,Cleptelmis,Cleptelmis addenda,yes,only one species in Genus,FALSE,Cleptelmis,114164,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Cleptelmis,,,,,
Coleoptera,Cleptelmis ornata,Cleptelmis,Cleptelmis addenda,yes,only one species in Genus,FALSE,Cleptelmis,114164,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Cleptelmis,,,,,
Coleoptera,Heterelmis,Heterelmis,DNI,no,"This is a valid taxon, but way out of distribution dubious ID or typo?",FALSE,Heterelmis,114237,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Heterelmis,,,,,
Coleoptera,Heterlimnius,Heterlimnius,Heterlimnius corpulentus,no,only one species in Genus,FALSE,Heterlimnius,114167,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Heterlimnius,,,,,
Coleoptera,Heterlimnius corpulentus,Heterlimnius,Heterlimnius corpulentus,yes,only one species in Genus,FALSE,Heterlimnius,114167,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Heterlimnius,,,,,
Coleoptera,Heterlimnius koebelei,Heterlimnius,Heterlimnius corpulentus,yes,only one species in Genus,FALSE,Heterlimnius,114167,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Heterlimnius,,,,,
Coleoptera,Lara,Lara,Lara,no,,FALSE,Lara,114137,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Lara,,,,,
Coleoptera,Lara avara,Lara,Lara,yes,,FALSE,Lara,114137,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Lara,,,,,
Coleoptera,Microcylloepus,Microcylloepus,Microcylloepus,no,,FALSE,Microcylloepus,114146,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Microcylloepus,,,,,
Coleoptera,Microcylloepus pusillus,Microcylloepus,Microcylloepus,yes,,FALSE,Microcylloepus,114146,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Microcylloepus,,,,,
Coleoptera,Microcylloepus similis,Microcylloepus,Microcylloepus,yes,,FALSE,Microcylloepus,114146,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Microcylloepus,,,,,
Coleoptera,Narpus,Narpus,Narpus,no,,FALSE,Narpus,114142,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Narpus,,,,,
Coleoptera,Narpus angustus,Narpus,Narpus,yes,,FALSE,Narpus,114142,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Narpus,,,,,
Coleoptera,Narpus concolor,Narpus,Narpus,yes,,FALSE,Narpus,114142,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Narpus,,,,,
Coleoptera,Optioservus,Optioservus,Optioservus,no,,FALSE,Optioservus,114177,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Optioservus,,,,,
Coleoptera,Optioservus castanipennis,Optioservus,Optioservus,yes,,FALSE,Optioservus,114177,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Optioservus,,,,,
Coleoptera,Optioservus divergens,Optioservus,Optioservus,yes,,FALSE,Optioservus,114177,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Optioservus,,,,,
Coleoptera,Optioservus divergens/pecosensis,Optioservus,Optioservus,yes,,FALSE,Optioservus,114177,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Optioservus,,,,,
Coleoptera,Optioservus pecosensis,Optioservus,Optioservus,yes,,FALSE,Optioservus,114177,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Optioservus,,,,,
Coleoptera,Optioservus quadrimaculatus,Optioservus,Optioservus,yes,,FALSE,Optioservus,114177,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Optioservus,,,,,
Coleoptera,Optioservus Quadrimaculatus Gr.,Optioservus,Optioservus,yes,,FALSE,Optioservus,114177,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Optioservus,,,,,
Coleoptera,Optioservus seriatus,Optioservus,Optioservus,yes,,FALSE,Optioservus,114177,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Optioservus,,,,,
Coleoptera,Ordobrevia,Ordobrevia,Ordobrevia nubifera,no,only one species in Genus,FALSE,Ordobrevia,114235,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Ordobrevia,,,,,
Coleoptera,Ordobrevia nubifera,Ordobrevia,Ordobrevia nubifera,yes,only one species in Genus,FALSE,Ordobrevia,114235,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Ordobrevia,,,,,
Coleoptera,Promoresia,Promoresia,DNI,no,"Dubious ID, known from Eastern half of country",TRUE,Promoresia,114229,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Promoresia,,,,,
Coleoptera,Stenelmis,Stenelmis,DNI,no,,FALSE,Stenelmis,114095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Stenelmis,,,,,
Coleoptera,Zaitzevia,Zaitzevia,Zaitzevia,no,,FALSE,Zaitzevia,114205,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Zaitzevia,,,,,
Coleoptera,Zaitzevia milleri,Zaitzevia,Zaitzevia,yes,,FALSE,Zaitzevia,114205,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Zaitzevia,,,,,
Coleoptera,Zaitzevia parvula,Zaitzevia,Zaitzevia,yes,,FALSE,Zaitzevia,114205,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Zaitzevia,,,,,
Coleoptera,Zaitzevia parvulus,Zaitzevia,Zaitzevia,yes,,FALSE,Zaitzevia,114205,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Zaitzevia,,,,,
Coleoptera,Zaitzevia posthonia,Zaitzevia,Zaitzevia,yes,,FALSE,Zaitzevia,114205,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Zaitzevia,,,,,
Coleoptera,Elmidae,Elmidae,DNI,no,,FALSE,Elmidae,114093,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,,,,,,
Coleoptera,Elmidae sp. AJF#01,Elmidae,DNI,yes,,FALSE,Elmidae,114093,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,,,,,,
Coleoptera,Elmidae sp. AJF#02,Elmidae,DNI,yes,,FALSE,Elmidae,114093,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,,,,,,
Coleoptera,Elminae,Elmidae,DNI,yes,,FALSE,Elmidae,114093,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,,,,,,
Coleoptera,Georyssus,Georyssus,DNI,no,,FALSE,Georyssus,112754,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Georyssidae,,,,Georyssus,,,,,
Coleoptera,Helophorus,Helophorus,DNI,no,,FALSE,Helophorus,113106,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Helophoridae,,,,Helophorus,,,,,
Coleoptera,Hydraena,Hydraenidae,Hydraenidae,yes,,FALSE,Hydraenidae,112756,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydraenidae,,,,,,,,,
Coleoptera,Hydraenidae,Hydraenidae,Hydraenidae,no,,FALSE,Hydraenidae,112756,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydraenidae,,,,,,,,,
Coleoptera,Hydreanidae,Hydraenidae,Hydraenidae,yes,,FALSE,Hydraenidae,112756,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydraenidae,,,,,,,,,
Coleoptera,Limnebius,Hydraenidae,Hydraenidae,yes,,FALSE,Hydraenidae,112756,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydraenidae,,,,,,,,,
Coleoptera,Ochthebius,Hydraenidae,Hydraenidae,yes,,FALSE,Hydraenidae,112756,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydraenidae,,,,,,,,,
Coleoptera,Hydrochus,Hydrochus,Hydrophilidae,no,,FALSE,Hydrochus,113166,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrochidae,,,,Hydrochus,,,,,
Coleoptera,Anacaena,Anacaena,Hydrophilidae,no,,FALSE,Anacaena,112878,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Anacaenini,,Anacaena,,,,,
Coleoptera,Crenitis,Crenitis,Hydrophilidae,no,,FALSE,Crenitis,113220,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Anacaenini,,Crenitis,,,,,
Coleoptera,Paracymus,Paracymus,Hydrophilidae,no,,FALSE,Paracymus,112909,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Anacaenini,,Paracymus,,,,,
Coleoptera,Berosus,Berosus,Hydrophilidae,no,,FALSE,Berosus,112812,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Berosini,,Berosus,,,,,
Coleoptera,Cymbiodyta,Cymbiodyta,Hydrophilidae,no,,FALSE,Cymbiodyta,113017,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Hydrophilini,,Cymbiodyta,,,,,
Coleoptera,Enochrus,Enochrus,Hydrophilidae,no,,FALSE,Enochrus,112973,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Hydrophilini,,Enochrus,,,,,
Coleoptera,Helochares,Helochares,Hydrophilidae,no,,FALSE,Helochares,113150,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Hydrophilini,,Helochares,,,,,
Coleoptera,Helochares normatus,Helochares,Hydrophilidae,yes,,FALSE,Helochares,113150,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Hydrophilini,,Helochares,,,,,
Coleoptera,Hydrobius,Hydrobius,Hydrophilidae,no,,FALSE,Hydrobius,113196,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Hydrophilini,,Hydrobius,,,,,
