Taxon_Group,Taxon_orig,Taxon_v2,OTU_MTTI_jan23,Changed,Rationale,NonTarget,OTU_BCG_MariNW,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Ephemeroptera,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia bicornuta group,yes,,FALSE,Paraleptophlebia bicornuta group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Paraleptophlebia,,Bicornuta Gr.,,,
Ephemeroptera,Paraleptophlebia bicornuta,Paraleptophlebia Bicornuta Group,Paraleptophlebia bicornuta group,yes,,FALSE,Paraleptophlebia bicornuta group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Paraleptophlebia,,Bicornuta Gr.,,,
Ephemeroptera,Paraleptophlebia bicornuta group,Paraleptophlebia Bicornuta Group,Paraleptophlebia bicornuta group,no,,FALSE,Paraleptophlebia bicornuta group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Paraleptophlebia,,Bicornuta Gr.,,,
Ephemeroptera,Paraleptophlebia with tusks,Paraleptophlebia Bicornuta Group,Paraleptophlebia bicornuta group,yes,,FALSE,Paraleptophlebia bicornuta group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Paraleptophlebia,,Bicornuta Gr.,,,
Ephemeroptera,Traverella,Traverella,DNI,no,,FALSE,Traverella,101096,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Traverella,,,,,
Ephemeroptera,Traverella albertana,Traverella,DNI,yes,,FALSE,Traverella,101096,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Traverella,,,,,
Ephemeroptera,Leptophlebia,Leptophlebiidae,DNI,yes,,FALSE,Leptophlebiidae,101095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,,,,,,
Ephemeroptera,Leptophlebiidae,Leptophlebiidae,DNI,no,,FALSE,Leptophlebiidae,101095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,,,,,,
Ephemeroptera,Ephoron,Ephoron,DNI,no,,FALSE,Ephoron,101570,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Polymitarcyidae,,,,Ephoron,,,,,
Ephemeroptera,Ephoron album,Ephoron,DNI,yes,,FALSE,Ephoron,101570,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Polymitarcyidae,,,,Ephoron,,,,,
Ephemeroptera,Ameletus,Ameletus,Ameletus,no,,FALSE,Ameletus,100996,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Ameletidae,,,,Ameletus,,,,,
Ephemeroptera,Ametropus,Ametropus,DNI,no,,FALSE,Ametropus,101074,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Ametropodidae,,,,Ametropus,,,,,
Ephemeroptera,Acentrella insignificans,Acentrella insignificans,Acentrella insignificans,no,,FALSE,Acentrella insignificans,568572,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,insignificans
Ephemeroptera,Acentrella insignificans complex,Acentrella insignificans,Acentrella insignificans,yes,,FALSE,Acentrella insignificans,568572,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,insignificans
Ephemeroptera,Acentrella turbida,Acentrella turbida,Acentrella turbida,no,,FALSE,Acentrella turbida,568574,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,turbida
Ephemeroptera,Acentrella,Acentrella,DNI,no,,FALSE,Acentrella,100801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,
Ephemeroptera,Acerpenna pygmaea,Acerpenna pygmaea,DNI,no,,FALSE,Acerpenna pygmaea,206620,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acerpenna,,,,,pygmaea
Ephemeroptera,Acerpenna,Acerpenna,DNI,no,,FALSE,Acerpenna,568546,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acerpenna,,,,,
Ephemeroptera,Anafroptilum,Anafroptilum/Procloeon,Anafroptilum/Procloeon,yes,,FALSE,Anafroptilum/Procloeon,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,
Ephemeroptera,Anafroptilum/Neocloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,yes,,FALSE,Anafroptilum/Procloeon,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,
Ephemeroptera,Anafroptilum/Neocloeon/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,yes,,FALSE,Anafroptilum/Procloeon,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,
Ephemeroptera,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,no,,FALSE,Anafroptilum/Procloeon,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,
Ephemeroptera,Centroptilum,Anafroptilum/Procloeon,Anafroptilum/Procloeon,yes,,FALSE,Anafroptilum/Procloeon,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,
Ephemeroptera,Centroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,yes,,FALSE,Anafroptilum/Procloeon,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,
Ephemeroptera,Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,yes,,FALSE,Anafroptilum/Procloeon,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,
Ephemeroptera,Apobaetis,Apobaetis,DNI,no,,FALSE,Apobaetis,100936,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Apobaetis,,,,,
Ephemeroptera,Baetis alius,Baetis alius,Baetis alius,no,,FALSE,Baetis alius,100803,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Alius Gr.,,,alius
Ephemeroptera,Baetis flavistriga,Baetis flavistriga complex,Baetis flavistriga complex,yes,,FALSE,Baetis flavistriga complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
Ephemeroptera,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,no,,FALSE,Baetis flavistriga complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
Ephemeroptera,Baetis Fuscatus Group,Baetis flavistriga complex,Baetis flavistriga complex,yes,,FALSE,Baetis flavistriga complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
Ephemeroptera,Baetis Fuscatus Gr.,Baetis flavistriga complex,Baetis flavistriga complex,yes,,FALSE,Baetis flavistriga complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
Ephemeroptera,Baetis notos,Baetis notos,Baetis notos,no,,FALSE,Baetis notos,568579,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,,notos
Ephemeroptera,Baetis bicaudatus,Baetis bicaudatus complex,Baetis bicaudatus complex,yes,,FALSE,Baetis bicaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,bicaudatus complex,
Ephemeroptera,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex,no,,FALSE,Baetis bicaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,bicaudatus complex,
Ephemeroptera,Baetis piscatoris,Baetis piscatoris complex,Baetis piscatoris complex,yes,,FALSE,Baetis piscatoris complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,piscatoris complex,
Ephemeroptera,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex,no,,FALSE,Baetis piscatoris complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,piscatoris complex,
Ephemeroptera,Baetis tricaudatus,Baetis tricaudatus complex,Baetis tricaudatus complex,yes,,FALSE,Baetis tricaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,tricaudatus complex,
Ephemeroptera,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,no,,FALSE,Baetis tricaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,tricaudatus complex,
Ephemeroptera,Baetis tricaudatus Group,Baetis tricaudatus complex,Baetis tricaudatus complex,yes,,FALSE,Baetis tricaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,tricaudatus complex,
Ephemeroptera,Baetis Rhodani Group,Baetis Rhodani Group,Baetis rhodani group,yes,,FALSE,Baetis rhodani group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,,
Ephemeroptera,Baetis Rhodani Gr.,Baetis Rhodani Group,Baetis rhodani group,yes,,FALSE,Baetis rhodani group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,,
Ephemeroptera,Baetis rhodani group,Baetis Rhodani Group,Baetis rhodani group,no,,FALSE,Baetis rhodani group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,,
Ephemeroptera,Baetis,Baetis,DNI,no,,FALSE,Baetis,100800,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,,,,
Ephemeroptera,Baetodes,Baetodes,DNI,no,,FALSE,Baetodes,100938,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetodes,,,,,
Ephemeroptera,Baetodes tritus,Baetodes,DNI,yes,,FALSE,Baetodes,100938,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetodes,,,,,
Ephemeroptera,Baetopus trishae,Baetopus trishae,DNI,no,Dubious ID eastern Taxon,TRUE,Baetopus trishae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetopus,,,,,
Ephemeroptera,Callibaetis,Callibaetis,Callibaetis,no,,FALSE,Callibaetis,100903,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Callibaetis,,,,,
Ephemeroptera,Callibaetis fluctuans,Callibaetis,Callibaetis,ADDED 20221222,,FALSE,Callibaetis,100904,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Callibaetis,,,,,
Ephemeroptera,Camelobaetidius,Camelobaetidius,DNI,no,,FALSE,Camelobaetidius,568548,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Camelobaetidius,,,,,
Ephemeroptera,Camelobaetidius warreni,Camelobaetidius,DNI,yes,,FALSE,Camelobaetidius,568548,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Camelobaetidius,,,,,
Ephemeroptera,Diphetor,Diphetor,Diphetor hageni,no,Single species in genus,FALSE,Diphetor,568550,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Diphetor,,,,,
Ephemeroptera,Diphetor hageni,Diphetor,Diphetor hageni,yes,Single species in genus,FALSE,Diphetor,568550,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Diphetor,,,,,
Ephemeroptera,Fallceon,Fallceon,Fallceon,no,,FALSE,Fallceon,568551,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Fallceon,,,,,
Ephemeroptera,Fallceon quilleri,Fallceon,Fallceon,yes,,FALSE,Fallceon,568551,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Fallceon,,,,,
Ephemeroptera,Heterocloeon,Heterocloeon,DNI,no,,FALSE,Heterocloeon,100794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Heterocloeon,,,,,
Ephemeroptera,Iswaeon,Iswaeon,DNI,no,,FALSE,Iswaeon,776928,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Iswaeon,,,,,
Ephemeroptera,Iswaeon anoka,Iswaeon,DNI,yes,,FALSE,Iswaeon,776928,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Iswaeon,,,,,
Ephemeroptera,Plauditus punctiventris,Iswaeon,DNI,yes,,FALSE,Iswaeon,776928,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Iswaeon,,,,,
Ephemeroptera,Labiobaetis,Labiobaetis,Labiobaetis,no,Current Nomenclature,FALSE,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Labiobaetis propinquus,Labiobaetis,Labiobaetis,yes,Current Nomenclature,FALSE,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Labiobaetis sonajuventus,Labiobaetis,Labiobaetis,yes,Current Nomenclature,FALSE,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Pseudocloeon,Labiobaetis,Labiobaetis,yes,Current Nomenclature,FALSE,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Pseudocloeon propinquum,Labiobaetis,Labiobaetis,yes,Current Nomenclature,FALSE,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Paracloeodes,Paracloeodes,DNI,no,,FALSE,Paracloeodes,100899,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Paracloeodes,,,,,
Ephemeroptera,Paracloeodes minutus,Paracloeodes,DNI,yes,,FALSE,Paracloeodes,100899,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Paracloeodes,,,,,
Ephemeroptera,Plauditus,Plauditus,DNI,no,,FALSE,Plauditus,568553,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Plauditus,,,,,
Ephemeroptera,Baetidae,Baetidae,DNI,no,,FALSE,Baetidae,100755,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,,,,,,
Ephemeroptera,Diphetor/Fallceon,Baetidae,DNI,yes,,FALSE,Baetidae,100755,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,,,,,,
Ephemeroptera,Afghanurus criddlei,Afghanurus criddlei,Afghanurus,no,,FALSE,Afghanurus criddlei,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,criddlei
Ephemeroptera,Ecdyonurus criddlei,Afghanurus criddlei,Afghanurus,yes,,FALSE,Afghanurus criddlei,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,criddlei
Ephemeroptera,Afghanurus,Afghanurus,Afghanurus,no,,FALSE,Afghanurus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,
Ephemeroptera,Ecdyonurus,Afghanurus,Afghanurus,yes,,FALSE,Afghanurus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,
Ephemeroptera,Ecdyonurus/Nixe,Afghanurus,Afghanurus,yes,,FALSE,Afghanurus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,
Ephemeroptera,Nixe,Afghanurus,Afghanurus,yes,most PNW Nixe are Afghanurus,FALSE,Afghanurus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,
Ephemeroptera,Cinygma,Cinygma,Cinygma,no,,FALSE,Cinygma,100598,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Cinygma,,,,,
Ephemeroptera,Cinygmula,Cinygmula,Cinygmula,no,,FALSE,Cinygmula,100557,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Cinygmula,,,,,
Ephemeroptera,Cinygmula par,Cinygmula,Cinygmula,yes,,FALSE,Cinygmula,100557,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Cinygmula,,,,,
Ephemeroptera,Epeorus albertae,Epeorus Albertae Group,Epeorus albertae group,yes,Formatting,FALSE,Epeorus albertae group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Albertae Gr.,,,
Ephemeroptera,Epeorus Albertae Group,Epeorus Albertae Group,Epeorus albertae group,yes,Formatting,FALSE,Epeorus albertae group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Albertae Gr.,,,
Ephemeroptera,Epeorus albertae group,Epeorus Albertae Group,Epeorus albertae group,no,Formatting,FALSE,Epeorus albertae group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Albertae Gr.,,,
Ephemeroptera,Epeorus Grandis Group,Epeorus Grandis Group,Epeorus grandis group,no,Formatting,FALSE,Epeorus grandis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Grandis Gr.,,,
Ephemeroptera,Epeorus grandis,Epeorus Grandis Group,Epeorus grandis group,yes,Formatting,FALSE,Epeorus grandis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Grandis Gr.,,,
Ephemeroptera,Epeorus grandis group,Epeorus Grandis Group,Epeorus grandis group,no,Formatting,FALSE,Epeorus grandis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Grandis Gr.,,,
Ephemeroptera,Epeorus grandis/permagnus,Epeorus Grandis Group,Epeorus grandis group,yes,Formatting,FALSE,Epeorus grandis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Grandis Gr.,,,
Ephemeroptera,Epeorus grandis/permagnus gr.,Epeorus Grandis Group,Epeorus grandis group,yes,Formatting,FALSE,Epeorus grandis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Grandis Gr.,,,
Ephemeroptera,Epeorus longimanus,Epeorus longimanus,Epeorus longimanus,no,Formatting,FALSE,Epeorus longimanus,100637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Pleuralis Gr.,,,longimanus
Ephemeroptera,Epeorus longimanus group,Epeorus longimanus,Epeorus longimanus,yes,Formatting,FALSE,Epeorus longimanus,100637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Pleuralis Gr.,,,longimanus
Ephemeroptera,Epeorus Longimanus Group,Epeorus longimanus,Epeorus longimanus,yes,Formatting,FALSE,Epeorus longimanus,100637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Pleuralis Gr.,,,longimanus
Ephemeroptera,Epeorus deceptivus,Epeorus deceptivus,Epeorus deceptivus,no,Formatting,FALSE,Epeorus deceptivus,100632,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,,,,deceptivus
Ephemeroptera,Epeorus,Epeorus,DNI,no,,FALSE,Epeorus,100626,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,,,,
Ephemeroptera,Ironodes,Ironodes,Ironodes,no,,FALSE,Ironodes,100666,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Ironodes,,,,,
Ephemeroptera,Leucrocuta,Leucrocuta,DNI,no,,FALSE,Leucrocuta,100676,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Leucrocuta,,,,,
Ephemeroptera,Maccaffertium,Maccaffertium,DNI,no,,FALSE,Maccaffertium,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Ephemeroptera,Maccaffertium terminatum,Maccaffertium,DNI,yes,,FALSE,Maccaffertium,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Ephemeroptera,Maccaffertium vicarium,Maccaffertium,DNI,yes,,FALSE,Maccaffertium,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Ephemeroptera,Maccaffertium/Stenonema,Maccaffertium,DNI,yes,,FALSE,Maccaffertium,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Ephemeroptera,Stenonema,Maccaffertium,DNI,yes,,FALSE,Maccaffertium,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Ephemeroptera,Rhithrogena,Rhithrogena,Rhithrogena,no,,FALSE,Rhithrogena,100572,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Rhithrogena,,,,,
Ephemeroptera,Rhithrogena robusta,Rhithrogena,Rhithrogena,yes,,FALSE,Rhithrogena,100572,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Rhithrogena,,,,,
Ephemeroptera,Stenacron,Stenacron,DNI,no,,FALSE,Stenacron,100713,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Stenacron,,,,,
Ephemeroptera,Epeorus/Ironodes,Heptageniidae,DNI,yes,,FALSE,Heptageniidae,100504,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,
Ephemeroptera,Heptagenia,Heptageniidae,DNI,yes,,FALSE,Heptageniidae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,
Ephemeroptera,Heptagenia group,Heptageniidae,DNI,no,,FALSE,Heptageniidae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,
Ephemeroptera,Heptagenia/Ecdyonurus,Heptageniidae,DNI,yes,,FALSE,Heptageniidae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,
Ephemeroptera,Heptagenia/Nixe,Heptageniidae,DNI,yes,,FALSE,Heptageniidae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,
Ephemeroptera,Heptageniidae,Heptageniidae,DNI,yes,,FALSE,Heptageniidae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,
