TaxaID,RANK,NONTARGET,BCG_ATTR,FFG,FFGSource_BCG,Habit,HabitSource_BCG,TolVal,TolValSource_BCG,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,GENUS,AUTHOR,TSN,PARTSN,BENTAXAID,TOLVAL_NM,TOLVALSOURCE_NM,TOLVAL_ED,TOLVALSOURCE_ED,TOLVALWI,TOLVALKANOD,TOLVALKAAP,TOLVALKAHM,TOLVALKAPOC,TOLVALKASA,TOLVALKASSS,TOLVALKASOURCE,TOLVALIDSS,TOLVALIDSSSOURCE,FFG_NM,FFGSOURCE_NM,FFG_ED,FFGSECONDARY,FFGTERTIARY,FFGSOURCE_ED,HABIT_NM,HABITSECONDARY,HABITTERTIARY,HABITSOURCE,HABITATPRIMARY,HABITATSECONDARY,HABITATTERTIARY,HABITATSOURCE,LIFECYCLE_NM,LIFECYCLESOURCE,LIFECYCLE1,LIFECYCLE1SOURCE,LIFECYCLE2,LIFECYCLE2SOURCE,TEMPTOLERANCE,TEMPTOLERANCESOURCE,COMMENTS_NM,JACOBI_ID,NM_TAXON_ID
Camelobaetidius warreni,Species,FALSE,4,,,,,,,Arthropoda,,Insecta,,Ephemeroptera,,Baetidae,,,Camelobaetidius,"(Traver & Edmunds, 1968)",568592,568548,430,,,0,Pers. Exp.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,,29667
Camptocladius,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Camptocladius,,128507,128457,1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,29133
Camptocladius stercorarius,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Camptocladius,"(De Geer, 1776)",128508,128507,1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999776
Capnia,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Capniidae,,,Capnia,"Pictet, 1841",102688,609848,779,1,Jacobi,1,EPA 841-B-99-002,1,,,,,,,,,,Shredder,Jacobi,Shredder,,,EPA 841-B-99-002,Sprawler,,,CA F&G,,,,,,,univoltine,USGS BenTraits Table,,,Stenothermal: cold,IdahoDEQ-WBAG-2002,No Comments,109,22235
Capnia californica,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Capniidae,,,Capnia,"Claassen, 1924",102692,102688,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stenothermal: cold,inferred,No Comments,,999462
Capnia coloradensis,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Capniidae,,,Capnia,"Claassen, 1937",102701,102688,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stenothermal: cold,inferred,No Comments,,999463
Capnia confusa,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Capniidae,,,Capnia,"Claassen, 1936",102702,102688,782,1,Jacobi,,,,,,,,,,,,,Shredder,Jacobi,,,,,,,,,,,,,,,,,,,Stenothermal: cold,inferred,No Comments,109.1,999464
Capnia decepta,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Capniidae,,,Capnia,"(Banks, 1897)",102704,102688,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stenothermal: cold,inferred,Capnia barbata no longer valid name - changed to Capnia decepta,,999465
Capnia gracilaria,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Capniidae,,,Capnia,"Claassen, 1924",102712,102688,784,1,Jacobi,,,,,,,,,,,,,Shredder,Jacobi,,,,,,,,,,,,,,,,,,,Stenothermal: cold,inferred,No Comments,108.1,999466
Capnia vernalis,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Capniidae,,,Capnia,"(Newport, 1848)",102696,102688,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stenothermal: cold,inferred,No Comments,,999467
Capniidae,Family,FALSE,3,SH,Jacobi,SP,EPA 841-B-99-002,1,Jacobi,Arthropoda,,Insecta,,Plecoptera,,Capniidae,,,,,102643,102467,777,1,Jacobi,1,EPA 841-B-99-002,,1,1,1,0,1,1,,,,Shredder,Jacobi,Shredder,,,EPA 841-B-99-002,Sprawler,cn,,EPA 841-B-99-002,LT-er,LT-dp,,M&C 95-80182,,,univoltine,USGS BenTraits Table,,,Stenothermal: cold,inferred,No Comments,108,22233
Capniinae,SubFamily,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Capniidae,,,,,609848,102643,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stenothermal: cold,inferred,No Comments,,999200
Capnura,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Capniidae,,,Capnura,"Banks, 1900",102690,609848,786,,,,,,,,,,,,,,,Shredder,M&C 95-80182,Shredder,,,M&C 95-80182,,,,,,,,,,,,,,,,,No Comments,,999379
Capnura fibula,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Capniidae,,,Capnura,"(Claassen, 1924)",568713,102690,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capnia fibula no longer valid - changed to Capnura fibula,,999302
Capnura wanica,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Capniidae,,,Capnura,"(Frison, 1944)",568717,102690,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capnia wanica no longer valid - changed to Capnura wanica,,999301
Carabidae,Family,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,,Carabidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardiocladius,Genus,FALSE,3,PR,Jacobi,CN,EPA 841-B-99-002,5,EPA 841-B-99-002,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Cardiocladius,"Kieffer, 1912",128511,128457,1468,5,EPA 841-B-99-002,5,EPA 841-B-99-002,5,3,3,1,3,3,4,,,,Predator,Jacobi,Predator,,,EPA 841-B-99-002,Clinger,bu,,EPA 841-B-99-002,LT-er,,,M&C 95-80182,,,multivoltine,USGS BenTraits Table,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,444.8,24886
Cardiocladius platypus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Cardiocladius,"(Coquillett, 1902)",128517,128511,1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999777
Caudatella,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Ephemeroptera,Ephemerelloidea,Ephemerellidae,,,Caudatella,"Edmunds, 1959",101347,101232,512,1,EPA 841-B-99-002,1,EPA 841-B-99-002,,,,,,,,,,,,,,SC,,EPA 841-B-99-002/M&C 95-80182,Clinger,,,EPA 841-B-99-002,LT-er,LT-dp,,M&C 95-80182,,,,,,,Stenothermal: cold,IdahoDEQ-WBAG-2002,No Comments,,23567
Caudatella heterocaudata,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Ephemeroptera,Ephemerelloidea,Ephemerellidae,,,Caudatella,"(McDunnough, 1929)",101351,101347,2021,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Eurythermal: cool summer,IdahoDEQ-WBAG-2002,No Comments,,23568
Caudatella heterocaudata heterocaudata,SubSpecies,FALSE,,,,,,,,Arthropoda,,Insecta,,Ephemeroptera,Ephemerelloidea,Ephemerellidae,,,Caudatella,"(McDunnough, 1929)",101354,101351,2020,1,Jacobi,,,,0,0,0,0,0,0,0,0,,Scraper,Jacobi,,,,,,,,,,,,,,,,,,,Eurythermal: cool summer,inferred,No Comments,239.5,
Caudatella hystrix,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Ephemeroptera,Ephemerelloidea,Ephemerellidae,,,Caudatella,"(Traver, 1934)",101348,101347,513,,,,,,,,,,,,,,,Scraper,EPA 841-B-99-002,Scraper,,,EPA 841-B-99-002,,,,,,,,,,,,,,,Stenothermal: cold,IdahoDEQ-WBAG-2002,No Comments,,23570
Celithemis,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Odonata,,Libellulidae,,,Celithemis,"Hagen, 1861",101840,101797,603,,,,,,,,,,,,,,,Predator,M&C 95-80182,Predator,,,M&C 95-80182,Climber,,,M&C 95-80182,LN-vh,,,M&C 95-80182,,,univoltine,USGS BenTraits Table,,,,,No Comments,,27266
Celithemis eponina,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Odonata,,Libellulidae,,,Celithemis,"(Drury, 1773)",101844,101840,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999536
Celithemis fasciata,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Odonata,,Libellulidae,,,Celithemis,"Kirby, 1889",101845,101840,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999537
Centroptilum,Genus,FALSE,,CG,Jacobi,CN,WY DEQ,2,Jacobi,Arthropoda,,Insecta,,Ephemeroptera,,Baetidae,,,Centroptilum,"Eaton, 1869",100873,100755,2022,2,Jacobi,,,,0,0,0,0,0,0,0,0,,Gatherer,Jacobi,,,,,Clinger,,,WY DEQ,,,,,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,209,23230
Ceraclea,Genus,FALSE,3,SH,Jacobi,SP,M&C 95-80182,4,Jacobi,Arthropoda,,Insecta,,Trichoptera,Leptoceroidea,Leptoceridae,,,Ceraclea,"Stephens, 1829",116684,598230,1132,4,Jacobi,5,EPA 841-B-99-002,,2,2,1,1,1,4,,,,Shredder,Jacobi,,SH,PR,M&C 95-80182,Sprawler,cb,,M&C 95-80182,LT,LN,,M&C 95-80182,,,univoltine,USGS BenTraits Table,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,363.1,26457
Ceratopogonidae,Family,FALSE,4,PR,Jacobi,SP,M&C 95-80182,6,Jacobi,Arthropoda,,Insecta,,Diptera,,Ceratopogonidae,,,,,127076,125808,1376,6,Jacobi,6,EPA 841-B-99-002,,3,3,3,3,3,4,,,,Predator,Jacobi,Predator,GC,,EPA 841-B-99-002,Sprawler,bu,sw,M&C 95-80182,LN-li,LT-dp,,M&C 95-80182,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,445,24371
Ceratopogoninae,SubFamily,FALSE,4,PR,03_WSA,BU,03_WSA,6,03_WSA,Arthropoda,,Insecta,,Diptera,,Ceratopogonidae,,,,,127338,127076,2086,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,22383
Ceratopsyche,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Trichoptera,Hydropsychoidea,Hydropsychidae,,,Ceratopsyche,"Ross & Unzicker, 1977",115570,598191,1044,,,,,,,,,,,,,,,,,,,,EPA 841-B-99-002,Clinger,,,EPA 841-B-99-002,LT-er,LN-er,,M&C 95-80182,,,univoltine,USGS BenTraits Table,,,,,No Comments,,26093
Ceratopsyche cockerelli,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Trichoptera,Hydropsychoidea,Hydropsychidae,,,Ceratopsyche,"(Banks, 1905)",115602,115570,1045,5,Jacobi,,,,,,,,,,,,,Filterer,Jacobi,,,,,,,,,,,,,,,univoltine,USGS BenTraits Table,,,,,Hydropsyche cockerelli not valid - changed to Ceratopsyche cockerelli,322.4,999435
Ceratopsyche oslari,Species,FALSE,3,CF,Jacobi,,,4,EPA 841-B-99-002,Arthropoda,,Insecta,,Trichoptera,Hydropsychoidea,Hydropsychidae,,,Ceratopsyche,"(Banks, 1905)",599457,115570,1046,4,EPA 841-B-99-002,4,EPA 841-B-99-002,,,,,,,,,,,Filterer,Jacobi,,,,EPA 841-B-99-002,,,,,,,,,,,,,,,,,Hydropsyche oslari not valid - changed to Ceratopsyche oslari,322.5,999436
Ceratopsyche venada,Species,FALSE,2,CF,Jacobi,,,5,Jacobi,Arthropoda,,Insecta,,Trichoptera,Hydropsychoidea,Hydropsychidae,,,Ceratopsyche,"(Ross, 1941)",599479,115570,1047,5,Jacobi,,,,,,,,,,,,,Filterer,Jacobi,,,,,,,,,,,,,,,,,,,,,Hydropsyche venada not valid - changed to Ceratopsyche venada,322.3,999437
Cercobrachys,Genus,FALSE,4,,,,,,,Arthropoda,,Insecta,,Ephemeroptera,,Caenidae,,,Cercobrachys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cercyon,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,Hydrophiloidea,Hydrophilidae,,,Cercyon,"Leach, 1817",113039,112811,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,24301
Cercyon analis,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,Hydrophiloidea,Hydrophilidae,,,Cercyon,Paykull 1798,113069,113039,1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999897
Cercyon assecla,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,Hydrophiloidea,Hydrophilidae,,,Cercyon,Smetana 1978,193668,113039,1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999891
Cercyon impressum,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,Hydrophiloidea,Hydrophilidae,,,Cercyon,Sturm 1807,,113039,1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not in ITIS db,,999890
Cercyon lateralis,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,Hydrophiloidea,Hydrophilidae,,,Cercyon,Marsham 1802,113058,113039,1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999892
Cercyon praetextatus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,Hydrophiloidea,Hydrophilidae,,,Cercyon,Say 1825,113044,113039,1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999893
Cercyon pygmaeus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,Hydrophiloidea,Hydrophilidae,,,Cercyon,Illiger 1801,193672,113039,1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999894
Cercyon quisquilius,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,Hydrophiloidea,Hydrophilidae,,,Cercyon,Linnaeus 1761,113043,113039,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999895
Cercyon terminatus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,Hydrophiloidea,Hydrophilidae,,,Cercyon,Marsham 1802,113063,113039,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999896
Chaetarthria,Genus,FALSE,,,NRSA,,NRSA,,NRSA,Arthropoda,,Insecta,,Coleoptera,Hydrophiloidea,Hydrophilidae,,,Chaetarthria,Stephens 1835,112845,112811,1274,5,EPA 841-B-99-002,5,EPA 841-B-99-002,,,,,,,,,,,,,,,,,Climber,,,M&C 95-80182,LN-li,LT-dp,,M&C 95-80182,,,univoltine,USGS BenTraits Table,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,,24302
Chaetarthria nigrella,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,Hydrophiloidea,Hydrophilidae,,,Chaetarthria,"Leconte, 1861",112848,112845,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999900
Chaetarthria pallida,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,Hydrophiloidea,Hydrophilidae,,,Chaetarthria,"Leconte, 1861",112849,112845,1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999901
Chaetarthriinae,SubFamily,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,Hydrophiloidea,Hydrophilidae,,,,,,,1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999220
Chaetocladius,Genus,FALSE,4,CG,Jacobi,SP,WY DEQ,8,Jacobi,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Chaetocladius,Kieffer,128520,128457,2046,8,Jacobi,,,,0,0,0,0,0,0,0,0,,Gatherer,Jacobi,,,,,Sprawler,,,WY DEQ,,,,,,,,,,,,,No Comments,436.05,24888
Chaoboridae,Family,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chaoboridae,,,,,125886,125808,1379,,,,,,4,4,4,3,3,4,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,Sprawler,sw,,M&C 95-80182,LN-li,LT-dp,,M&C 95-80182,,,univoltine,USGS BenTraits Table,,,,,No Comments,,24580
Chaoborus,Genus,FALSE,,,NRSA,,NRSA,8,NRSA,Arthropoda,,Insecta,,Diptera,,Chaoboridae,,,Chaoborus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chauliodinae,SubFamily,FALSE,,,,,,,,Arthropoda,,Insecta,,Megaloptera,,Corydalidae,,,,,666126,115023,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999240
Chelifera,Genus,FALSE,4,PR,Jacobi,SP,M&C 95-80182,6,Jacobi,Arthropoda,,Insecta,,Diptera,,Empididae,,,Chelifera,,136305,136304,1826,6,Jacobi,6,EPA 841-B-99-002,,,,,,,,,2,Minshall,Predator,Jacobi,,,,EPA 841-B-99-002,Sprawler,bu,,M&C 95-80182,LT-dp,LN-li,,M&C 95-80182,,,,,,,,,No Comments,453.1,24330
Chelifera/Metachela,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Empididae,,,Chelifera/Metachela,,,,2166,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999408
Chernovskiia,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Chernovskiia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheumatopsyche,Genus,FALSE,4,CF,Jacobi,CN,M&C 95-80182,5,Jacobi,Arthropoda,,Insecta,,Trichoptera,Hydropsychoidea,Hydropsychidae,,,Cheumatopsyche,"Wallengren, 1891",115408,598191,1048,5,Jacobi,5,EPA 841-B-99-002,5,3,3,3,2,3,3,,2,Minshall,Filterer,Jacobi,,,,EPA 841-B-99-002,Clinger,,,M&C 95-80182,LT-er,,,M&C 95-80182,,,univoltine,USGS BenTraits Table,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,323,26111
Chiloxanthinae,SubFamily,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,,,721732,104063,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999266
Chimarra,Genus,FALSE,4,CF,Jacobi,CN,EPA 841-B-99-002,4,Jacobi,Arthropoda,,Insecta,,Trichoptera,Philopotamoidea,Philopotamidae,,,Chimarra,"Stephens, 1829",115273,598201,1023,4,Jacobi,,EPA 841-B-99-002,4,2,2,1,1,2,4,,,,Filterer,Jacobi,,,,EPA 841-B-99-002,Clinger,,,EPA 841-B-99-002,LT-er,,,M&C 95-80182,,,univoltine,USGS BenTraits Table,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,314,26808
Chimarrinae,SubFamily,FALSE,,,,,,,,Arthropoda,,Insecta,,Trichoptera,Philopotamoidea,Philopotamidae,,,,"Rambur, 1842",598201,115257,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999251
Chironomidae,Family,FALSE,4,CG,Jacobi,BU,EPA 841-B-99-002,6,EPA 841-B-99-002,Arthropoda,,Insecta,,Diptera,,Chironomidae,,,,,127917,125808,1380,6,EPA 841-B-99-002,6,EPA 841-B-99-002,,3,3,2,3,3,4,,,,Gatherer,Jacobi,,,,EPA 841-B-99-002,Burrower,,,EPA 841-B-99-002,,,,,,,,,,,,,No Comments,430,24583
Chironominae,SubFamily,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,,,,129228,127917,1574,6,EPA 841-B-99-002,6,EPA 841-B-99-002,,,,,,,,,,,Gatherer,Jacobi,,,,EPA 841-B-99-002,,,,,,,,,,,,,,,,,No Comments,443.9,22385
Chironomini,Tribe,FALSE,5,CG,03_WSA,BU,03_WSA,6,EPA 841-B-99-002,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Phaenopsectra/Tribelos,,129229,129228,1575,6,EPA 841-B-99-002,6,EPA 841-B-99-002,,,,,,,,,,,,,,,,EPA 841-B-99-002,,,,,,,,,,,,,,,,,No Comments,,22386
Chironomus,Genus,FALSE,5,CG,Jacobi,BU,EPA 841-B-99-002,10,EPA 841-B-99-002,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Chironomus,"Meigen, 1803",129254,129229,1581,10,EPA 841-B-99-002,10,EPA 841-B-99-002,10,5,5,4,3,4,5,,,,Gatherer,Jacobi,,SH,,EPA 841-B-99-002,Burrower,,,EPA 841-B-99-002,LN-li,LT-dp,,M&C 95-80182,,,univoltine,USGS BenTraits Table,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,441,24897
Chironomus atrella,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Chironomus,"(Townes, 1945)",129262,129254,1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999847
Chironomus crassicaudatus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Chironomus,"Malloch, 1915",129278,129254,1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999848
Chironomus decorus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Chironomus,"Johannsen, 1905",129280,129254,1586,,,,,,,,,,,,,,,,,,,,EPA 841-B-99-002,Burrower,,,EPA 841-B-99-002,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999849
Chironomus frommeri,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Chironomus,"Atchley and Martin, 1971",129288,129254,1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999850
Chironomus maturus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Chironomus,"Johannsen, 1908",129293,129254,1588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999851
Chironomus plumosus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Chironomus,"(Linnaeus, 1758)",129303,129254,1582,8,Jacobi,,,,,,,,,,,,,Gatherer,Jacobi,,,,,,,,,,,,,,,multivoltine,USGS BenTraits Table,,,Eurythermal: warm summer,inferred,No Comments,430.1,24901
Chironomus staegeri,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Chironomus,"Lundbeck, 1898",129320,129254,1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999852
Chironomus stigmaterus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Chironomus,"Say, 1823",129322,129254,1590,,,,,,,,,,,,,,,,,,,,EPA 841-B-99-002,Sprawler,bu,,EPA 841-B-99-002,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999853
Chironomus tentans,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Chironomus,"Fabricius, 1805",129325,129254,1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999846
Chironomus utahensis,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Chironomus,"Malloch, 1915",129330,129254,1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999854
Chironomus whitseli,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Chironomus,"Sublette and Sublette, 1974",129333,129254,1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999855
Chloroperlidae,Family,FALSE,3,PR,Jacobi,CN,EPA 841-B-99-002,1,Jacobi,Arthropoda,,Insecta,,Plecoptera,,Chloroperlidae,,,,,103202,102467,858,1,Jacobi,1,EPA 841-B-99-002,,0,1,0,0,0,1,,,,Predator,Jacobi,Predator,,,EPA 841-B-99-002,Clinger,,,EPA 841-B-99-002,,,,,,,univoltine,USGS BenTraits Table,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,140,22287
Chloroperlinae,SubFamily,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Chloroperlidae,,,,,609855,103202,859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,29292
Choroterpes,Genus,FALSE,4,CG;PR,03_WSA,CN,EPA 841-B-99-002,2,03_WSA,Arthropoda,,Insecta,,Ephemeroptera,,Leptophlebiidae,,,Choroterpes,"Eaton, 1881",101108,101095,483,,,,,,,,,,,,,,,,,,SC,,EPA 841-B-99-002/M&C 95-80182,Clinger,sp,,EPA 841-B-99-002,LT-er,LT-dp,LN-lt,M&C 95-80182,,,univoltine,USGS BenTraits Table,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,,23599
Choroterpes inornata,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Ephemeroptera,,Leptophlebiidae,,,Choroterpes,"Eaton, 1892",101115,101108,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,29614
Chromagrion,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Odonata,,Coenagrionidae,,,Chromagrion,"Needham, 1903",102133,102077,716,6,EPA 841-B-99-002,6,EPA 841-B-99-002,,,,,,,,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,Climber,,,EPA 841-B-99-002,LT-er,LT-dp,,M&C 95-80182,,,,,,,Eurythermal: hot summer,IdahoDEQ-WBAG-2002,No Comments,,22630
Chromagrion conditum,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Odonata,,Coenagrionidae,,,Chromagrion,"(Selys, 1876)",102134,102133,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,22631
