TaxaID,RANK,NONTARGET,BCG_ATTR,FFG,FFGSource_BCG,Habit,HabitSource_BCG,TolVal,TolValSource_BCG,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,GENUS,AUTHOR,TSN,PARTSN,BENTAXAID,TOLVAL_NM,TOLVALSOURCE_NM,TOLVAL_ED,TOLVALSOURCE_ED,TOLVALWI,TOLVALKANOD,TOLVALKAAP,TOLVALKAHM,TOLVALKAPOC,TOLVALKASA,TOLVALKASSS,TOLVALKASOURCE,TOLVALIDSS,TOLVALIDSSSOURCE,FFG_NM,FFGSOURCE_NM,FFG_ED,FFGSECONDARY,FFGTERTIARY,FFGSOURCE_ED,HABIT_NM,HABITSECONDARY,HABITTERTIARY,HABITSOURCE,HABITATPRIMARY,HABITATSECONDARY,HABITATTERTIARY,HABITATSOURCE,LIFECYCLE_NM,LIFECYCLESOURCE,LIFECYCLE1,LIFECYCLE1SOURCE,LIFECYCLE2,LIFECYCLE2SOURCE,TEMPTOLERANCE,TEMPTOLERANCESOURCE,COMMENTS_NM,JACOBI_ID,NM_TAXON_ID
Pteronarcyinae,SubFamily,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Pteronarcyidae,,,,,609860,102470,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999204
Pteronarcyini,Tribe,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Pteronarcyidae,,,Pteronarcys,,609869,609860,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999154
Pteronarcys,Genus,FALSE,3,SH,EPA 841-B-99-002,CN,M&C 95-80182,,EPA 841-B-99-002,Arthropoda,,Insecta,,Plecoptera,,Pteronarcyidae,,,Pteronarcys,"Newman, 1838",102471,102470,815,0,EPA 841-B-99-002,0,EPA 841-B-99-002,,1,3,3,2,3,3,,6,Minshall,Shredder,EPA 841-B-99-002,Shredder,PR,,EPA 841-B-99-002,Clinger,sp,,M&C 95-80182,LT-er,LT-dp,,M&C 95-80182,,,semivoltine,USGS BenTraits Table,,,Eurythermal: cool summer,IdahoDEQ-WBAG-2002,No Comments,,22275
Pteronarcys californica,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Pteronarcyidae,,,Pteronarcys,"Newport, 1848",102473,102471,816,0,Jacobi,0,EPA 841-B-99-002,,,,,,,,,,,Shredder,Jacobi,Shredder,,,EPA 841-B-99-002,Clinger,,,WY DEQ,,,,,,,semivoltine,USGS BenTraits Table,merovoltine,USGS BenTraits Table,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,123,22277
Ptychoptera,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,Pterygota,Diptera,,Ptychopteridae,,,Ptychoptera,,,,2428,7,EPA 841-B-99-002,,,,,,,,,,,,,Gatherer,EPA 841-B-99-002,,,,,,,,,,,,,,,,,,,,,,,25717
Ptychopteridae,Family,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Ptychopteridae,,,,,125763,125762,1779,7,EPA 841-B-99-002,7,EPA 841-B-99-002,,3,2,3,2,3,3,,,,Gatherer,Jacobi,,,,EPA 841-B-99-002,Burrower,,,,LT-dp,LN-li,,M&C 95-80182,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,463,25716
Ptychopteromorpha,InfraOrder,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,,,,,,125762,118832,1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999198
Pycnopsyche,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Trichoptera,Limnephiloidea,Limnephilidae,,,Pycnopsyche,"Banks, 1905",116409,568769,2075,4,Jacobi,,,,0,0,0,0,0,0,0,0,,Shredder,Jacobi,,,,,Sprawler,,,CA F&G,,,,,,,univoltine,USGS BenTraits Table,,,Eurythermal: cool summer,IdahoDEQ-WBAG-2002,No Comments,351.1,26515
Pyralidae,Family,FALSE,,,,,,,,Arthropoda,,Insecta,,Lepidoptera,,Pyralidae,,,,,117641,117232,1140,5,Jacobi,5,EPA 841-B-99-002,,2,2,1,2,2,3,,,,Shredder,Jacobi,Shredder,,,EPA 841-B-99-002,Climber,sw,mi,EPA 841-B-99-002,LN-vh,,,M&C 95-80182,,,multivoltine,USGS BenTraits Table,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,811,26043
Radotanypus,Genus,FALSE,4,PR,Jacobi,,,1,AZ DEQ,Arthropoda,,Insecta,,Diptera,,Chironomidae,Tanypodinae,Macropelopiini,Radotanypus,"Fittkau & Murray, 1985",,128020,1389,1,AZ DEQ,,,,,,,,,,,,,Predator,Jacobi,,,,,,,,,LT,,,M&C 95-80182,,,,,,,Eurythermal: cool summer,IdahoDEQ-WBAG-2002,Not in ITIS db,437.41,999395
Ranatra,Genus,FALSE,,PR,EPA 841-B-99-002,CB,M&C 95-80182,,,Arthropoda,,Insecta,,Hemiptera,,Nepidae,,,Ranatra,"Fabricius, 1790",103748,103747,937,,,,,,,,,,,,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,Climber,,,M&C 95-80182,LT-dp,LT-vh,LN-lt,M&C 95-80182,,,univoltine,USGS BenTraits Table,multivoltine,USGS BenTraits Table,,,No Comments,,27196
Ranatra fusca,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Nepidae,,,Ranatra,"Palisot, 1820",103755,103748,938,,,,,,,,,,,,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,,,,,,,,,,,,,,,,,No Comments,,27197
Ranatra quadridentata,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Nepidae,,,Ranatra,"Stal, 1862",103763,103748,939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999608
Ranatrinae,SubFamily,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Nepidae,,,,,717622,103747,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999262
Raphium,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Dolichopodidae,,,Raphium,,137497,137496,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999409
Rhabdomastix,Genus,FALSE,3,PR,Jacobi,SP,EPA 841-B-99-002,3,Jacobi,Arthropoda,,Insecta,,Diptera,,Tipulidae,,,Rhabdomastix,,120968,120397,1794,3,Jacobi,8,EPA 841-B-99-002,,,,,,,,,,,Predator,Jacobi,Predator,,,EPA 841-B-99-002,Sprawler,bu,,EPA 841-B-99-002,LT-dp,,,M&C 95-80182,,,,,,,Stenothermal: cold,IdahoDEQ-WBAG-2002,No Comments,405.5,23457
Rhagodotarsinae,SubFamily,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Gerridae,,,,,717534,103801,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999257
Rhagovelia,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Veliidae,,,Rhagovelia,"Mayr, 1865",103886,103885,895,6,CO DPHEQ,,,,,,,,,,,,,Predator,Jacobi,Predator,,,EPA 841-B-99-002,Skater,,,M&C 95-80182,LT-er,,,M&C 95-80182,,,univoltine,USGS BenTraits Table,,,,,No Comments,626,27216
Rhagovelia choreutes,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Veliidae,,,Rhagovelia,"Hussey, 1925",103894,103886,896,,,,,,,,,,,,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,,,,,,,,,,,,,,,,,No Comments,,999577
Rhagovelia distincta,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Veliidae,,,Rhagovelia,"Champion, 1898",103895,103886,897,,,,,,,,,,,,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,Skater,,,EPA 841-B-99-002,,,,,,,,,,,,,No Comments,,999578
Rhagovelia varipes,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Veliidae,,,Rhagovelia,"Champion, 1898",103899,103886,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999579
Rhagoveliinae,SubFamily,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Veliidae,,,,,721742,103885,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999268
Rhantus,Genus,FALSE,4,PR,M&C 95-80182,SW,M&C 95-80182,5,03_WSA,Arthropoda,,Insecta,,Coleoptera,,Dytiscidae,,,Rhantus,"Lacordaire, 1835",112086,111963,1209,,,,,,,,,,,,,,,Predator,M&C 95-80182,Predator,,,M&C 95-80182,Swimmer,dv,,M&C 95-80182,LN-vh,LT-dp,,M&C 95-80182,,,univoltine,USGS BenTraits Table,multivoltine,USGS BenTraits Table,,,No Comments,,23524
Rhantus atricolor,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,,Dytiscidae,,,Rhantus,(Aub? 1838),112088,112086,1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999931
Rhantus binotatus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,,Dytiscidae,,,Rhantus,(Harris 1828),112089,112086,1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multivoltine,USGS BenTraits Table,,,,,No Comments,,999932
Rhantus gutticollis,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,,Dytiscidae,,,Rhantus,"Say, 1834",112091,112086,1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999933
Rhaphiinae,SubFamily,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Dolichopodidae,,,,,137496,136824,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999224
Rheocricotopus,Genus,FALSE,4,CG,Jacobi,SP,M&C 95-80182,6,EPA 841-B-99-002,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Rheocricotopus,Thienemann and Harnisch,129086,128457,1561,6,EPA 841-B-99-002,6,EPA 841-B-99-002,,3,3,1,3,2,3,,,,Gatherer,Jacobi,,SH,PR,EPA 841-B-99-002,Sprawler,,,M&C 95-80182,LT-er,,,M&C 95-80182,,,,,,,Eurythermal: warm summer,inferred,No Comments,437.3,25678
Rheocricotopus robacki,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Rheocricotopus,"(Beck and Beck, 1964)",129102,129086,1562,6,EPA 841-B-99-002,,EPA 841-B-99-002,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,,999724
Rheopelopia,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Tanypodinae,Pentaneurini,Rheopelopia,,128226,128078,1415,,,,,,,,,,,,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,Sprawler,,,EPA 841-B-99-002,LT-er,,,M&C 95-80182,,,,,,,Eurythermal: cool summer,IdahoDEQ-WBAG-2002,No Comments,,24646
Rheopelopia acra,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Tanypodinae,Pentaneurini,Rheopelopia,"(Roback, 1971)",128227,128226,1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: cool summer,inferred,No Comments,,999696
Rheosmittia,Genus,FALSE,,,NRSA,,NRSA,6.8,NRSA,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Rheosmittia,,129107,128457,2211,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,25682
Rheotanytarsus,Genus,FALSE,4,CG,Jacobi,CN,M&C 95-80182,6,Jacobi,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,"Bause and Thienemann, 1913",129952,129872,1694,6,Jacobi,6,EPA 841-B-99-002,6,3,2,1,2,3,3,,,,Gatherer,Jacobi,,,,EPA 841-B-99-002,Clinger,bu,,M&C 95-80182,LT-er,,,M&C 95-80182,,,multivoltine,USGS BenTraits Table,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,443.6,25287
Rheotanytarsus exiguus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,"(Johannsen, 1905)",129957,129952,1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,,25290
Rheumatobates,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Gerridae,,,Rheumatobates,"Bergroth, 1892",103802,103801,912,,,,,,,,,,,,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,Skater,,,M&C 95-80182,LT,LN,,M&C 95-80182,,,univoltine,USGS BenTraits Table,,,,,No Comments,,26884
Rheumatobates hungerfordi,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Gerridae,,,Rheumatobates,"Wiley, 1923",103806,103802,913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999615
Rhithrogena,Genus,FALSE,3,SC,EPA 841-B-99-002,CN,EPA 841-B-99-002,,Jacobi,Arthropoda,,Insecta,,Ephemeroptera,,Heptageniidae,,,Rhithrogena,"Eaton, 1881",100572,100504,472,0,Jacobi,0,EPA 841-B-99-002,0,,,,,,,,6,Minshall,Scraper,EPA 841-B-99-002,Scraper,GC,,EPA 841-B-99-002/M&C 95-80182,Clinger,,,EPA 841-B-99-002,LT-er,,,M&C 95-80182,,,univoltine,USGS BenTraits Table,,,Eurythermal: cool summer,IdahoDEQ-WBAG-2002,No Comments,219,23261
Rhithrogena hageni,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Ephemeroptera,,Heptageniidae,,,Rhithrogena,"Eaton, 1885",100583,100572,473,0,Jacobi,,,,,,,,,,,6,Minshall,Gatherer,Jacobi,,,,EPA 841-B-99-002,,,,,,,,,,,,,,,,,No Comments,219.2,23262
Rhithrogena morrisoni,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Ephemeroptera,,Heptageniidae,,,Rhithrogena,"(Banks, 1924)",100575,100572,474,,,,,,,,,,,,,,,Scraper,EPA 841-B-99-002,Scraper,,,EPA 841-B-99-002,,,,,,,,,,,univoltine,USGS BenTraits Table,,,Eurythermal: cool summer,IdahoDEQ-WBAG-2002,No Comments,,999618
Rhithrogena plana,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Ephemeroptera,,Heptageniidae,,,Rhithrogena,"Allen & Chao, 1978",568648,100572,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: cool summer,inferred,No Comments,,999619
Rhithrogena robusta,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Ephemeroptera,,Heptageniidae,,,Rhithrogena,"Dodds, 1923",100589,100572,476,0,Jacobi,,,,,,,,,,,6,Minshall,Gatherer,Jacobi,,,,EPA 841-B-99-002,,,,,,,,,,,,,,,Eurythermal: cool summer,IdahoDEQ-WBAG-2002,No Comments,219.1,23263
Rhithrogena undulata,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Ephemeroptera,,Heptageniidae,,,Rhithrogena,"(Banks, 1924)",100591,100572,477,0,Jacobi,,,,,,,,,,,6,Minshall,Gatherer,Jacobi,,,,,,,,,,,,,,,univoltine,USGS BenTraits Table,,,Eurythermal: cool summer,inferred,No Comments,219.3,999620
Rhithrogena vitta,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Ephemeroptera,,Heptageniidae,,,Rhithrogena,"Allen & Chao, 1978",609617,100572,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: cool summer,inferred,No Comments,,999621
Rhyacophila,Genus,FALSE,,,NRSA,,NRSA,1.5,NRSA,Arthropoda,,Insecta,,Trichoptera,Rhyacophiloidea,Rhyacophilidae,,,Rhyacophila,"Pictet, 1834",115097,115096,1055,0,Jacobi,0,EPA 841-B-99-002,,0,3,1,2,2,2,,5,Minshall,Predator,Jacobi,Predator,SC,GC,EPA 841-B-99-002,Clinger,,,WY DEQ,LT-er,,,M&C 95-80182,,,univoltine,USGS BenTraits Table,,,,,No Comments,301.5,26838
Rhyacophila Brunnea Group,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Trichoptera,Rhyacophiloidea,Rhyacophilidae,,,Rhyacophila,"Banks, 1911",115151,115097,1056,0,Jacobi,,,,,,,,,,,5,Minshall,Predator,Jacobi,Predator,,,EPA 841-B-99-002,,,,,,,,,,,,,,,Eurythermal: cool summer,IdahoDEQ-WBAG-2002,Rhyacophila acropedes not valid - changed to Rhyacophila brunnea,301.1,24515
Rhyacophila Coloradensis Group,Species,FALSE,2,PR,,CN,,,,Arthropoda,,Insecta,,Trichoptera,Rhyacophiloidea,Rhyacophilidae,,,Rhyacophila,"Banks, 1904",115156,115097,1057,0,Jacobi,,,,,,,,,,,4,Minshall,Predator,Jacobi,Predator,,,EPA 841-B-99-002,Clinger,,,CO DPHEQ,,,,,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,304,26844
Rhyacophila Hyalinata Group,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Trichoptera,Rhyacophiloidea,Rhyacophilidae,,,Rhyacophila,"Banks, 1905",115159,115097,1058,0,Jacobi,,,,,,,,,,,7,Minshall,Predator,Jacobi,Predator,,,EPA 841-B-99-002,Clinger,,,CO DPHEQ,,,,,,,,,,,Eurythermal: cool summer,IdahoDEQ-WBAG-2002,No Comments,305,26846
Rhyacophila iranda,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Trichoptera,Rhyacophiloidea,Rhyacophilidae,,,Rhyacophila,"Ross, 1938",115177,115097,1059,0,EPA 841-B-99-002,0,EPA 841-B-99-002,,,,,,,,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,,,,,,,,,,,,,,,,,No Comments,,24516
Rhyacophila narvae,Species,FALSE,,,,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Rhyacophiloidea,Rhyacophilidae,,,Rhyacophila,,,,2417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26847
Rhyacophila pellisa/valuma,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Trichoptera,Rhyacophiloidea,Rhyacophilidae,,,Rhyacophila,,,,2173,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999961
Rhyacophila Sibirica Group,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Trichoptera,Rhyacophiloidea,Rhyacophilidae,,,Rhyacophila,"McLachlan, 1879",568811,115097,1060,0,Jacobi,0,EPA 841-B-99-002,,,,,,,,,3,Minshall,Predator,Jacobi,Predator,,,EPA 841-B-99-002,,,,,,,,,,,,,,,Eurythermal: cool summer,IdahoDEQ-WBAG-2002,No Comments,304.5,24518
Rhyacophila tucula,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Trichoptera,Rhyacophiloidea,Rhyacophilidae,,,Rhyacophila,"Ross, 1950",115189,115097,1061,0,Jacobi,,,,,,,,,,,,,Predator,Jacobi,,,,EPA 841-B-99-002,,,,,,,,,,,,,,,Stenothermal: cold,IdahoDEQ-WBAG-2002,No Comments,302,26849
Rhyacophila valuma,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Trichoptera,Rhyacophiloidea,Rhyacophilidae,,,Rhyacophila,"Milne, 1936",115121,115097,1062,0,Jacobi,1,EPA 841-B-99-002,,,,,,,,,,,Predator,Jacobi,Predator,,,EPA 841-B-99-002,,,,,,,,,,,,,,,,,No Comments,303,26851
Rhyacophila Verrula Group,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Trichoptera,Rhyacophiloidea,Rhyacophilidae,,,Rhyacophila,"Milne, 1936",115125,115097,1063,0,Jacobi,,,,,,,,,,,,,Predator,Jacobi,,,,,Clinger,,,WY DEQ,,,,,,,univoltine,USGS BenTraits Table,,,Stenothermal: cold,IdahoDEQ-WBAG-2002,No Comments,305.5,26853
Rhyacophilidae,Family,FALSE,,,,,,,,Arthropoda,,Insecta,,Trichoptera,Rhyacophiloidea,Rhyacophilidae,,,,"Stephens, 1836",115096,598165,1054,0,Jacobi,0,EPA 841-B-99-002,,0,3,1,2,2,2,,,,Predator,Jacobi,Predator,,,EPA 841-B-99-002,Clinger,,,EPA 841-B-99-002,LT-er,,,M&C 95-80182,,,univoltine,USGS BenTraits Table,,,,,No Comments,301,26834
Rhyacophiloidea,SuperFamily,FALSE,,,,,,,,Arthropoda,,Insecta,,Trichoptera,Rhyacophiloidea,,,,,"Stephens, 1836",598165,115095,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,
Robackia,Genus,FALSE,4,CG,03_WSA,BU,M&C 95-80182,2,03_WSA,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Robackia,"S?ther, 1977",129730,129229,1665,,,,,,,,,,,,,,,,,,,,EPA 841-B-99-002,Burrower,,,M&C 95-80182,LN,LT,,M&C 95-80182,,,,,,,Eurythermal: warm summer,inferred,No Comments,,25261
Robackia claviger,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Robackia,"(Townes, 1945)",129731,129730,1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,25262
Robackia demeijerei,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Robackia,,129733,129730,2163,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,25263
Saetheria,Genus,FALSE,4,CG,Jacobi,BU,CA F&G,8,Jacobi,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Saetheria,,129735,129229,2076,8,Jacobi,,,,0,0,0,0,0,0,0,0,,Gatherer,Jacobi,,,,,Burrower,,,CA F&G,,,,,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,441.1,25264
Saetheria tylus,Species,FALSE,4,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Saetheria,"(Townes, 1945)",129737,129735,2130,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,25265
Salda,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Salda,"Fabricius, 1803",104080,104063,986,,,,,,,,,,,,,,,Predator,M&C 95-80182,Predator,,,M&C 95-80182,Climber,,,M&C 95-80182,LN,,,M&C 95-80182,,,multivoltine,USGS BenTraits Table,,,,,No Comments,,27211
Salda buenoi,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Salda,"(McDunnough, 1925)",104081,104080,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999592
Salda lugubris,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Salda,"(Say, 1832)",104084,104080,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999593
Salda provancheri,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Salda,"Kelton and Lattin, 1968",104082,104080,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999594
Saldidae,Family,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,,"Amyot and Serville, 1843",104063,103358,973,10,EPA 841-B-99-002,10,EPA 841-B-99-002,,,,,,,,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,Climber,,,M&C 95-80182,LN-lt,LN-vh,LT-dp,M&C 95-80182,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,,27208
Saldinae,SubFamily,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,,,721733,104063,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999265
Saldula,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Saldula,"Van Duzee, 1914",104140,104063,990,10,EPA 841-B-99-002,10,EPA 841-B-99-002,,,,,,,,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,Climber,,,M&C 95-80182,LN-lt,B,,M&C 95-80182,,,multivoltine,USGS BenTraits Table,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,,27212
Saldula andrei,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Saldula,"Drake, 1949",104142,104140,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999560
Saldula balli,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Saldula,"Drake, 1950",104145,104140,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999561
Saldula bouchervillei,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Saldula,"(Provancher, 1872)",104147,104140,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999562
Saldula comatula,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Saldula,"Parshley, 1923",104169,104140,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999563
Saldula nigrita,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Saldula,"Parshley, 1921",104155,104140,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999564
Saldula pallipes,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Saldula,"(Fabricius, 1794)",104160,104140,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999565
Saldula palustris,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Saldula,"(Douglas, 1874)",104163,104140,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999566
Saldula pexa,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Saldula,"Drake, 1950",104167,104140,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999567
Saldula severini,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Saldula,"Harris, 1943",104164,104140,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999568
