Taxon_Group,Taxon_orig,NonTarget,Rationale,BenTaxaID,FinalID,OTU_BCG,OTU_IBI,OTU_Final,OTU_Lowest,OTU_Genus,OTU_Family,TSN,ParTSN,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,Variety,Rank
,,,,38,Chaetogaster,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68934,68854,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Chaetogaster,,,,Genus
,,,,39,Dero,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68898,68854,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Dero,,,,Genus
,,,,40,Nais,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,198375,68854,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Nais,,,,Genus
,,,,41,Ophidonais serpentina,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68996,68995,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Ophidonais,,Ophidonais serpentina,,Species
,,,,42,Pristina,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68876,68854,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Pristina,,,,Genus
,,,,43,Pristinella,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,69024,68854,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Pristinella,,,,Genus
,,,,44,Slavina appendiculata,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68856,68855,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Slavina,,Slavina appendiculata,,Species
,,,,45,Specaria josinae,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68985,68984,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Specaria,,Specaria josinae,,Species
,,,,46,Stylaria lacustris,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68872,68871,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Stylaria,,lacustris,,Species
,,,,47,Uncinais,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68989,68854,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Uncinais,,,,Genus
,,,,49,Tubificidae,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68585,68509,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,,,,,Family
,,,,50,Aulodrilus,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68679,68585,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Aulodrilus,,,,Genus
,,,,51,Aulodrilus limnobius,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68682,68679,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Aulodrilus,,Aulodrilus limnobius,,Species
,,,,52,Aulodrilus pigueti,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68680,68679,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Aulodrilus,,Aulodrilus pigueti,,Species
,,,,53,Aulodrilus pluriseta,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68684,68679,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Aulodrilus,,Aulodrilus pluriseta,,Species
,,,,54,Bothrioneurum vejdovskyanum,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68779,68778,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Bothrioneurum,,Bothrioneurum vejdovskyanum,,Species
,,,,55,Branchiura,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,89404,83677,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Branchiura,,,,Genus
,,,,56,Branchiura sowerbyi,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68621,68619,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Branchiura,,Branchiura sowerbyi,,Species
,,,,57,Ilyodrilus,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68660,68585,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Ilyodrilus,,,,Genus
,,,,58,Ilyodrilus templetoni,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68662,68660,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Ilyodrilus,,Ilyodrilus templetoni,,Species
,,,,59,Isochaetides curvisetosus,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68809,68808,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Isochaetides,,Isochaetides curvisetosus,,Species
,,,,60,Limnodrilus,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68638,68585,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Limnodrilus,,,,Genus
,,,,61,Limnodrilus hoffmeisteri,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68639,68638,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Limnodrilus,,Limnodrilus hoffmeisteri,,Species
,,,,62,Peloscolex,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68588,68585,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Peloscolex,,,,Genus
,,,,63,Quistradrilus,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68793,68585,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Quistradrilus,,,,Genus
,,,,64,Spirosperma,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68780,68585,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Spirosperma,,,,Genus
,,,,65,Spirosperma ferox,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68610,68780,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Spirosperma,,Spirosperma ferox,,Species
,,,,66,Tubifex,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68622,68585,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Tubifex,,,,Genus
,,,,67,Tubifex tubifex,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68623,68622,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Tubifex,,tubifex,,Species
,,,,68,Lumbriculida,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68439,68422,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,,,,,,,Order
,,,,69,Lumbriculidae,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,68440,68439,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,Lumbriculidae,,,,,,,Family
,,,,70,Lumbriculidae/Lumbricidae,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,,,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,Lumbriculidae/Lumbricidae,,,,,,,Family
,,,,71,Megadrile,Oligochaeta,Oligochaeta,Oligochaeta,NA,NA,NA,,,Annelida,,Clitellata,Oligochaeta,,Lumbricina,,,,,,,,SubClass
,,,,72,Crustacea,Pisidiidae,Pisidiidae,Pisidiidae,NA,NA,NA,83677,82696,Mollusca,Crustacea,Bivalvia,Heterodonta,Veneroida,,Pisidiidae,,,,,,,Class
,,,,73,Acari,Acari,Acari,Acari,Acari,Acari,Acari,,,Arthropoda,,Arachnida,Acarina,,,,,,,,,,SubClass
,,,,75,Acariformes,Acari,Acari,Acari,NA,NA,NA,690740,82754,Arthropoda,,Arachnida,Acarina,Acariformes,,,,,,,,,Order
,,,,76,Hydryphantoidea,Acari,Acari,Acari,NA,NA,NA,,,Arthropoda,,Arachnida,Acarina,Acariformes,Hydryphantoidea,,,,,,,,SubOrder
,,,,77,Oribatida,Acari,Acari,Acari,NA,NA,NA,,,Arthropoda,,Arachnida,Acarina,Acariformes,Oribatida,,,,,,,,SubOrder
,,,,78,Hydrozetidae,Acari,Acari,Acari,NA,NA,NA,553091,83544,Arthropoda,,Arachnida,Acarina,Sarcoptiformes,Oribatei,Hydrozetidae,,,,,,,Family
,,,,79,Trombidiformes,Acari,Acari,Acari,NA,NA,NA,82769,82754,Arthropoda,,Arachnida,Acarina,Trombidiformes,,,,,,,,,Order
,,,,80,Anisitsiellidae,Acari,Acari,Acari,NA,NA,NA,83531,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Anisitsiellidae,,,,,,,Family
,,,,81,Arrenuridae,Acari,Acari,Acari,NA,NA,NA,82862,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Arrenuridae,,,,,,,Family
,,,,82,Arrenurus,Acari,Acari,Acari,NA,NA,NA,82864,82862,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Arrenuridae,,,Arrenurus,,,,Genus
,,,,83,Arrenurus problecornis,Acari,Acari,Acari,NA,NA,NA,205791,82864,Arthropoda,,Arachnida,Acarina,Trombidiformes,,Arrenuridae,,,Arrenurus,,Arrenurus problecornis,,Species
,,,,84,Hydrobatidae,Acari,Acari,Acari,NA,NA,NA,174619,174770,Arthropoda,,Arachnida,Acarina,Trombidiformes,,Hydrobatidae,,,,,,,Family
,,,,85,Hygrobatidae,Acari,Acari,Acari,NA,NA,NA,83281,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Hygrobatidae,,,,,,,Family
,,,,86,Pionidae,Acari,Acari,Acari,NA,NA,NA,83330,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Pionidae,,,,,,,Family
,,,,87,Rhynchohydracaridae,Acari,Acari,Acari,NA,NA,NA,,,Arthropoda,,Arachnida,Acarina,Trombidiformes,,Rhynchohydracaridae,,,,,,,Family
,,,,88,Sperchontidae,Acari,Acari,Acari,NA,NA,NA,83005,,Arthropoda,,Arachnida,Acarina,Trombidiformes,,Sperchontidae,,,,,,,Family
,,,,89,Torrenticolidae,Acari,Acari,Acari,NA,NA,NA,83249,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Torrenticolidae,,,,,,,Family
,,,,90,Unionicolidae,Acari,Acari,Acari,NA,NA,NA,83072,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Unionicolidae,,,,,,,Family
,,,,91,Hydracarina,Acari,Acari,Acari,NA,NA,NA,,,Arthropoda,,Arachnida,Acarina,Trombidiformes,Hydracarina,,,,,,,,SubOrder
,,,,92,Aturidae,Acari,Acari,Acari,NA,NA,NA,82973,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Aturidae,,,,,,,Family
,,,,93,Axonopsidae,Acari,Acari,Acari,NA,NA,NA,83434,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Axonopsidae,,,,,,,Family
,,,,94,Clathrosperchon,Acari,Acari,Acari,NA,NA,NA,83177,83176,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Clathrosperchonidae,,,Clathrosperchon,,,,Genus
,,,,95,Feltriidae,Acari,Acari,Acari,NA,NA,NA,83313,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Feltriidae,,,,,,,Family
,,,,96,Hydrachnidae,Acari,Acari,Acari,NA,NA,NA,83122,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Hydrachnidae,,,,,,,Family
,,,,97,Hydrachna,Acari,Acari,Acari,NA,NA,NA,83123,83122,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Hydrachnidae,,,Hydrachna,,,,Genus
,,,,98,Hydrodromidae,Acari,Acari,Acari,NA,NA,NA,83224,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Hydrodromidae,,,,,,,Family
,,,,99,Hydrodroma,Acari,Acari,Acari,NA,NA,NA,83225,83224,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Hydrodromidae,,,Hydrodroma,,,,Genus
,,,,100,Hydryphantidae,Acari,Acari,Acari,NA,NA,NA,83212,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Hydryphantidae,,,,,,,Family
,,,,101,Atractides,Acari,Acari,Acari,NA,NA,NA,83282,83281,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Hygrobatidae,,,Atractides,,,,Genus
,,,,102,Hygrobates,Acari,Acari,Acari,NA,NA,NA,83297,83281,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Hygrobatidae,,,Hygrobates,,,,Genus
,,,,103,Krendowskiidae,Acari,Acari,Acari,NA,NA,NA,83499,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Krendowskiidae,,,,,,,Family
,,,,104,Lebertiidae,Acari,Acari,Acari,NA,NA,NA,83033,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Lebertiidae,,,,,,,Family
,,,,105,Lebertia,Acari,Acari,Acari,NA,NA,NA,83034,83033,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Lebertiidae,,,Lebertia,,,,Genus
,,,,106,Limnesiidae,Acari,Acari,Acari,NA,NA,NA,83050,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Limnesiidae,,,,,,,Family
,,,,107,Limnesia,Acari,Acari,Acari,NA,NA,NA,83051,83050,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Limnesiidae,,,Limnesia,,,,Genus
,,,,108,Limnocharidae,Acari,Acari,Acari,NA,NA,NA,83145,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Limnocharidae,,,,,,,Family
,,,,109,Limnochares,Acari,Acari,Acari,NA,NA,NA,83146,83145,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Limnocharidae,,,Limnochares,,,,Genus
,,,,110,Mideopsidae,Acari,Acari,Acari,NA,NA,NA,83476,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Mideopsidae,,,,,,,Family
,,,,111,Mideopsis,Acari,Acari,Acari,NA,NA,NA,83479,83476,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Mideopsidae,,,Mideopsis,,,,Genus
,,,,112,Momoniidae,Acari,Acari,Acari,NA,NA,NA,83470,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Momoniidae,,,,,,,Family
,,,,113,Neoacaridae,Acari,Acari,Acari,NA,NA,NA,82858,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Neoacaridae,,,,,,,Family
,,,,114,Oxidae,Acari,Acari,Acari,NA,NA,NA,83239,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Oxidae,,,,,,,Family
,,,,115,Forelia,Acari,Acari,Acari,NA,NA,NA,83331,83330,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Pionidae,,,Forelia,,,,Genus
,,,,116,Wettina,Acari,Acari,Acari,NA,NA,NA,83430,83330,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Pionidae,,,Wettina,,,,Genus
,,,,117,Protziidae,Acari,Acari,Acari,NA,NA,NA,83164,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Protziidae,,,,,,,Family
,,,,118,Calonyx,Acari,Acari,Acari,NA,NA,NA,83165,83164,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Protziidae,,,Calonyx,,,,Genus
,,,,119,Sperchon,Acari,Acari,Acari,NA,NA,NA,83006,83005,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Sperchontidae,,,Sperchon,,,,Genus
,,,,120,Sperchonida,Acari,Acari,Acari,NA,NA,NA,,,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Sperchontidae,,,,,,,Family
,,,,121,Sperchonopsis,Acari,Acari,Acari,NA,NA,NA,83029,83005,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Sperchontidae,,,Sperchonopsis,,,,Genus
,,,,122,Torrenticola,Acari,Acari,Acari,NA,NA,NA,83254,83249,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Torrenticolidae,,,Torrenticola,,,,Genus
,,,,123,Koenikea,Acari,Acari,Acari,NA,NA,NA,83093,83072,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Unionicolidae,,,Koenikea,,,,Genus
,,,,124,Neumania,Acari,Acari,Acari,NA,NA,NA,83103,83072,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Unionicolidae,,,Neumania,,,,Genus
,,,,125,Unionicola,Acari,Acari,Acari,NA,NA,NA,83073,83072,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Unionicolidae,,,Unionicola,,,,Genus
,,,,126,Collembola,Collembola,Collembola,Collembola,Collembola,Collembola,Collembola,99237,563886,Arthropoda,Hexapoda,Entognatha,,Collembola,,,,,,,,,Order
,,,,127,Coleoptera,,,,NA,NA,NA,109216,563890,Arthropoda,,Insecta,Pterygota,Coleoptera,,Coleoptera,,,,,,,Order
,,,,128,Listronotus,,,Curculionidae,Curculionidae,Curculionidae,Curculionidae,114690,114666,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Curculionidae,,,Listronotus,,,,Genus
,,,,129,Postelichus,,,Dryopidae,NA,NA,NA,193691,113999,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Dryopidae,,,Postelichus,,,,Genus
,,,,130,Heterosternuta,,,Heterosternuta,Heterosternuta,Heterosternuta,Dytiscidae,728249,728229,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Heterosternuta,,,,Genus
,,,,131,Acilius,,,Acilius,Acilius,Acilius,Dytiscidae,112074,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Acyliini,Acilius,,,,Genus
,,,,132,Bidessonotus,,,Bidessonotus,NA,NA,NA,112319,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Bidessini,Bidessonotus,,,,Genus
,,,,133,Celina,,,Celina,NA,NA,NA,112136,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Methlini,Celina,,,,Genus
,,,,134,Copelatus,,,Copelatus,NA,NA,NA,112561,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Copelatinae,Copelatini,Copelatus,,,,Genus
,,,,135,Coptotomus,,,Coptotomus,Coptotomus,Coptotomus,Dytiscidae,112371,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Coptotiminae,Coptotimini,Coptotomus,,,,Genus
