Taxon_Group,Taxon_orig,NonTarget,Rationale,BenTaxaID,FinalID,OTU_BCG,OTU_IBI,OTU_Final,OTU_Lowest,OTU_Genus,OTU_Family,TSN,ParTSN,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,Variety,Rank
,,,,484,Cricotopus infuscatus,,,Cricotopus,NA,NA,NA,128610,568521,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Cricotopus,Cricotopus (Cricotopus),infuscatus,,Species
,,,,485,Cricotopus patens,,,Cricotopus,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Cricotopus,,patens,,Species
,,,,486,Cricotopus sylvestris,,,Cricotopus,NA,NA,NA,128645,568515,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Cricotopus,Cricotopus (Isocladius),sylvestris,,Species
,,,,487,Cricotopus trifascia,,,Cricotopus,NA,NA,NA,128659,568521,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Cricotopus,Cricotopus (Cricotopus),trifascia,,Species
,,,,488,Cricotopus (Isocladius),,,Cricotopus,NA,NA,NA,568515,128575,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Cricotopus,Isocladius,,,Genus
,,,,489,Cricotopus/Orthocladius,,,Cricotopus/Orthocladius,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Cricotopus/Orthocladius,Cricotopus (Cricotopus),,,Genus
,,,,490,Diplocladius,,,Diplocladius,Diplocladius,Diplocladius,Chironomidae,128670,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Diplocladius,,,,Genus
,,,,491,Diplocladius cultriger,,,Diplocladius,NA,NA,NA,128671,128670,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Diplocladius,,Diplocladius cultriger,,Species
,,,,492,Epoicocladius,,,Epoicocladius,Epoicocladius,Epoicocladius,Chironomidae,128682,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Epoicocladius,,,,Genus
,,,,493,Eukiefferiella,,,Eukiefferiella,Eukiefferiella,Eukiefferiella,Chironomidae,128689,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Eukiefferiella,,,,Genus
,,,,494,Eukiefferiella brevicalcar,,,Eukiefferiella,NA,NA,NA,128703,128689,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Eukiefferiella,,brevicalcar,,Species
,,,,495,Eukiefferiella claripennis,,,Eukiefferiella,NA,NA,NA,128693,128689,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Eukiefferiella,,claripennis,,Species
,,,,496,Eukiefferiella devonica,,,Eukiefferiella,NA,NA,NA,128695,128689,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Eukiefferiella,,devonica,,Species
,,,,497,Eukiefferiella gracei,,,Eukiefferiella,NA,NA,NA,128705,128689,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Eukiefferiella,,gracei,,Species
,,,,498,Eukiefferiella pseudomontana,,,Eukiefferiella,NA,NA,NA,128706,128689,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Eukiefferiella,,pseudomontana,,Species
,,,,499,Eukiefferiella/Tvetenia,,,Eukiefferiella/Tvetenia,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Eukiefferiella/Tvetenia,,,,Genus
,,,,500,Georthocladius,,,Georthocladius,NA,NA,NA,128712,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Georthocladius,,,,Genus
,,,,501,Gymnometriocnemus,,,Gymnometriocnemus,NA,NA,NA,128718,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Gymnometriocnemus,,,,Genus
,,,,502,Heleniella,,,Heleniella,Heleniella,Heleniella,Chironomidae,128730,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Heleniella,,,,Genus
,,,,503,Heterotrissocladius,,,Heterotrissocladius,Heterotrissocladius,Heterotrissocladius,Chironomidae,128737,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Heterotrissocladius,,,,Genus
,,,,504,Hydrobaenus,,,Hydrobaenus,Hydrobaenus,Hydrobaenus,Chironomidae,128750,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Hydrobaenus,,,,Genus
,,,,505,Krenosmittia,,,Krenosmittia,Krenosmittia,Krenosmittia,Chironomidae,128771,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Krenosmittia,,,,Genus
,,,,506,Limnophyes,,,Limnophyes,Limnophyes,Limnophyes,Chironomidae,128776,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Limnophyes,,,,Genus
,,,,507,Lopescladius,,,Lopescladius,Lopescladius,Lopescladius,Chironomidae,128811,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Lopescladius,,,,Genus
,,,,508,Lopescladius/Rheosmittia,,,Lopescladius/Rheosmittia,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Lopescladius/Rheosmittia,,,,Genus
,,,,509,Mesosmittia,,,Mesosmittia,NA,NA,NA,128818,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Mesosmittia,,,,Genus
,,,,510,Metriocnemus,,,Metriocnemus,Metriocnemus,Metriocnemus,Chironomidae,128821,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Metriocnemus,,,,Genus
,,,,511,Nanocladius,,,Nanocladius,Nanocladius,Nanocladius,Chironomidae,128844,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Nanocladius,,,,Genus
,,,,512,Nanocladius distinctus,,,Nanocladius,NA,NA,NA,128853,128844,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Nanocladius,,Nanocladius distinctus,,Species
,,,,513,Nanocladius downesi,,,Nanocladius,NA,NA,NA,128855,128844,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Nanocladius,,Nanocladius downesi,,Species
,,,,514,Parachaetocladius,,,Parachaetocladius,Parachaetocladius,Parachaetocladius,Chironomidae,128951,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Parachaetocladius,,,,Genus
,,,,515,Paracladius,,,Paracladius,NA,NA,NA,128956,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Paracladius,,,,Genus
,,,,516,Paracricotopus,,,Paracricotopus,Paracricotopus,Paracricotopus,Chironomidae,128962,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Paracricotopus,,,,Genus
,,,,517,Parakiefferiella,,,Parakiefferiella,Parakiefferiella,Parakiefferiella,Chironomidae,128968,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Parakiefferiella,,,,Genus
,,,,518,Parakiefferiella bathyphila,,,Parakiefferiella,NA,NA,NA,128975,128968,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Parakiefferiella,,Parakiefferiella bathyphila,,Species
,,,,519,Parametriocnemus,,,Parametriocnemus,Parametriocnemus,Parametriocnemus,Chironomidae,128978,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Parametriocnemus,,,,Genus
,,,,520,Parametriocnemus lundbecki,,,Parametriocnemus,NA,NA,NA,128982,128978,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Parametriocnemus,,Parametriocnemus lundbecki,,Species
,,,,521,Paraphaenocladius,,,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius,Chironomidae,128989,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Paraphaenocladius,,,,Genus
,,,,522,Parasmittia,,,Parasmittia,NA,NA,NA,129003,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Parasmittia,,,,Genus
,,,,523,Paratrichocladius,,,Paratrichocladius,NA,NA,NA,129005,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Paratrichocladius,,,,Genus
,,,,524,Platysmittia,,,Platysmittia,NA,NA,NA,129013,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Platysmittia,,,,Genus
,,,,525,Psectrocladius,,,Psectrocladius,Psectrocladius,Psectrocladius,Chironomidae,129018,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Psectrocladius,,,,Genus
,,,,526,Pseudorthocladius,,,Pseudorthocladius,Pseudorthocladius,Pseudorthocladius,Chironomidae,129052,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Pseudorthocladius,,,,Genus
,,,,527,Pseudorthocladius/Parachaetocladius,,,Pseudorthocladius/Parachaetocladius,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Pseudorthocladius/Parachaetocladius,,,,Genus
,,,,528,Pseudosmittia,,,Pseudosmittia,Pseudosmittia,Pseudosmittia,Chironomidae,129071,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Pseudosmittia,,,,Genus
,,,,529,Rheocricotopus,,,Rheocricotopus,Rheocricotopus,Rheocricotopus,Chironomidae,129086,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Rheocricotopus,,,,Genus
,,,,530,Rheocricotopus robacki,,,Rheocricotopus,NA,NA,NA,129102,129086,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Rheocricotopus,,Rheocricotopus robacki,,Species
,,,,531,Rheosmittia,,,Rheosmittia,Rheosmittia,Rheosmittia,Chironomidae,129107,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Rheosmittia,,,,Genus
,,,,532,Smittia,,,Smittia,NA,NA,NA,129110,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Smittia,,,,Genus
,,,,533,Stilocladius,,,Stilocladius,Stilocladius,Stilocladius,Chironomidae,129152,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Stilocladius,,,,Genus
,,,,534,Stilocladius clinopecten,,,Stilocladius,NA,NA,NA,129153,129152,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Stilocladius,,clinopecten,,Species
,,,,535,Synorthocladius,,,Synorthocladius,Synorthocladius,Synorthocladius,Chironomidae,129161,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Synorthocladius,,,,Genus
,,,,536,Thienemannia,,,Thienemannia,NA,NA,NA,129179,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Thienemannia,,,,Genus
,,,,537,Unniella,,,Unniella,Unniella,Unniella,Chironomidae,129206,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Unniella,,,,Genus
,,,,538,Unniella multivirga,,,Unniella,NA,NA,NA,129207,129206,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Unniella,,multivirga,,Species
,,,,539,Xylotopus,,,Xylotopus,Xylotopus,Xylotopus,Chironomidae,129208,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Xylotopus,,,,Genus
,,,,540,Xylotopus par,,,Xylotopus,Xylotopus,Xylotopus,Chironomidae,129209,129208,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Xylotopus,,par,,Species
,,,,541,Zalutschia,,,Zalutschia,Zalutschia,Zalutschia,Chironomidae,129213,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Zalutschia,,,,Genus
,,,,542,Micropsectra,,,Micropsectra,Micropsectra,Micropsectra,Chironomidae,129890,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Micropsectra,,,,Genus
,,,,543,Micropsectra/Tanytarsus,,,Micropsectra/Tanytarsus,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Micropsectra/Tanytarsus,,,,Genus
,,,,544,Paraboreochlus,,,Paraboreochlus,NA,NA,NA,127977,127953,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Podonominae,Boreochlini,Paraboreochlus,,,,Genus
,,,,545,Monodiamesa,,,Monodiamesa,NA,NA,NA,128440,128437,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Prodiamesinae,,Monodiamesa,,,,Genus
,,,,546,Odontomesa,,,Odontomesa,Odontomesa,Odontomesa,Chironomidae,128446,128437,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Prodiamesinae,,Odontomesa,,,,Genus
,,,,547,Odontomesa fulva,,,Odontomesa,NA,NA,NA,128447,128446,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Prodiamesinae,,Odontomesa,,Odontomesa fulva,,Species
,,,,548,Prodiamesa,,,Prodiamesa,Prodiamesa,Prodiamesa,Chironomidae,128452,128437,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Prodiamesinae,,Prodiamesa,,,,Genus
,,,,549,Prodiamesa olivacea,,,Prodiamesa,NA,NA,NA,128454,128452,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Prodiamesinae,,Prodiamesa,,Prodiamesa olivacea,,Species
,,,,550,Tanypodinae,,,,NA,NA,Chironomidae,127994,127917,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,,,,,,Subfamily
,,,,551,Clinotanypus,,,Clinotanypus,Clinotanypus,Clinotanypus,Chironomidae,127996,127995,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Coelotanypodini,Clinotanypus,,,,Genus
,,,,552,Clinotanypus pinguis,,,Clinotanypus,NA,NA,NA,127998,127996,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Coelotanypodini,Clinotanypus,,Clinotanypus pinguis,,Species
,,,,553,Coelotanypus,,,Coelotanypus,NA,NA,NA,128010,127995,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Coelotanypodini,Coelotanypus,,,,Genus
,,,,554,Macropelopiini,,,,NA,NA,NA,128020,127994,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,,,,,Tribe
,,,,555,Alotanypus,,,Alotanypus,NA,NA,NA,206646,127995,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,Alotanypus,,,,Genus
,,,,556,Apsectrotanypus,,,Apsectrotanypus,Apsectrotanypus,Apsectrotanypus,Chironomidae,128021,128020,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,Apsectrotanypus,,,,Genus
,,,,557,Brundiniella,,,Brundiniella,NA,NA,NA,128026,128020,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,Brundiniella,,,,Genus
,,,,558,Fittkauimyia,,,Fittkauimyia,NA,NA,NA,206647,127995,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,Fittkauimyia,,,,Genus
,,,,559,Macropelopia,,,Macropelopia,Macropelopia,Macropelopia,Chironomidae,128034,128020,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,Macropelopia,,,,Genus
,,,,560,Psectrotanypus,,,Psectrotanypus,NA,NA,NA,128048,128020,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,Psectrotanypus,,,,Genus
,,,,561,Radotanypus,,,Radotanypus,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,Radotanypus,,,,Genus
,,,,562,Natarsia,,,Natarsia,Natarsia,Natarsia,Chironomidae,128070,128069,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Natarsiini,Natarsia,,,,Genus
,,,,563,Cantopelopia,,,Cantopelopia,NA,NA,NA,128126,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Cantopelopia,,,,Genus
,,,,564,Pentaneurini,,,,NA,NA,NA,128078,127994,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,,,,,Tribe
,,,,565,Ablabesmyia,,,Ablabesmyia,Ablabesmyia,Ablabesmyia,Chironomidae,128079,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Ablabesmyia,,,,Genus
,,,,566,Ablabesmyia annulata,,,Ablabesmyia,NA,NA,NA,128081,128079,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Ablabesmyia,,Ablabesmyia annulata,,Species
,,,,567,Ablabesmyia janta,,,Ablabesmyia,NA,NA,NA,128093,128079,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Ablabesmyia,,Ablabesmyia janta,,Species
,,,,568,Ablabesmyia mallochi,,,Ablabesmyia,NA,NA,NA,128097,128079,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Ablabesmyia,,Ablabesmyia mallochi,,Species
,,,,569,Arctopelopia,,,Arctopelopia,NA,NA,NA,128124,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Arctopelopia,,,,Genus
,,,,570,Conchapelopia,,,Conchapelopia,Conchapelopia,Conchapelopia,Chironomidae,128130,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Conchapelopia,,,,Genus
,,,,571,Conchapelopia pallens,,,Conchapelopia,NA,NA,NA,128151,128130,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Conchapelopia,,Conchapelopia pallens,,Species
,,,,572,Conchapelopia genus group,,,Conchapelopia,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Conchapelopia genus group,,,,Genus
,,,,573,Guttipelopia,,,Guttipelopia,Guttipelopia,Guttipelopia,Chironomidae,128161,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Guttipelopia,,,,Genus
,,,,574,Hudsonimyia,,,Hudsonimyia,NA,NA,NA,128167,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Hudsonimyia,,,,Genus
,,,,575,Krenopelopia,,,Krenopelopia,NA,NA,NA,128170,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Krenopelopia,,,,Genus
,,,,576,Labrundinia,,,Labrundinia,Labrundinia,Labrundinia,Chironomidae,128173,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Labrundinia,,,,Genus
,,,,577,Labrundinia/Nilotanypus,,,Labrundinia/Nilotanypus,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Labrundinia/Nilotanypus,,,,Genus
,,,,578,Larsia,,,Larsia,Larsia,Larsia,Chironomidae,128183,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Larsia,,,,Genus
,,,,579,Monopelopia,,,Monopelopia,NA,NA,NA,128199,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Monopelopia,,,,Genus
,,,,580,Nilotanypus,,,Nilotanypus,Nilotanypus,Nilotanypus,Chironomidae,128202,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Nilotanypus,,,,Genus
,,,,581,Nilotanypus fimbriatus,,,Nilotanypus,NA,NA,NA,128203,128202,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Nilotanypus,,Nilotanypus fimbriatus,,Species
,,,,582,Paramerina,,,Paramerina,Paramerina,Paramerina,Chironomidae,128207,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Paramerina,,,,Genus
,,,,583,Pentaneura,,,Pentaneura,Pentaneura,Pentaneura,Chironomidae,128215,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Pentaneura,,,,Genus
,,,,584,Pentaneura inconspicua,,,Pentaneura,NA,NA,NA,128216,128215,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Pentaneura,,Pentaneura inconspicua,,Species
,,,,585,Reomyia,,,Reomyia,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Reomyia,,,,Genus
,,,,586,Rheopelopia,,,Rheopelopia,NA,NA,NA,128226,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Rheopelopia,,,,Genus
,,,,587,Rheopelopia perda,,,Rheopelopia,NA,NA,NA,128231,128226,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Rheopelopia,,Rheopelopia perda,,Species
,,,,588,Telopelopia,,,Telopelopia,NA,NA,NA,128233,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Telopelopia,,,,Genus
,,,,589,Thienemannimyia,,,Thienemannimyia,NA,NA,NA,128236,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia,,,,Genus
,,,,590,Thienemannimyia senata,,,Thienemannimyia,NA,NA,NA,128245,128236,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia,,senata,,Species
,,,,591,Trissopelopia,,,Trissopelopia,Trissopelopia,Trissopelopia,Chironomidae,128251,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Trissopelopia,,,,Genus
,,,,592,Trissopelopia ogemawi,,,Trissopelopia,NA,NA,NA,128252,128251,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Trissopelopia,,ogemawi,,Species
,,,,593,Zavrelimyia,,,Zavrelimyia,Zavrelimyia,Zavrelimyia,Chironomidae,128259,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Zavrelimyia,,,,Genus
,,,,594,Djalmabatista,,,Djalmabatista,Djalmabatista,Djalmabatista,Chironomidae,128271,128270,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Procladiini,Djalmabatista,,,,Genus
,,,,595,Procladius,,,Procladius,Procladius,Procladius,Chironomidae,128277,128270,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Procladiini,Procladius,,,,Genus
,,,,596,Tanypus,,,Tanypus,Tanypus,Tanypus,Chironomidae,128324,128323,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Tanypodini,Tanypus,,,,Genus
,,,,597,Culicidae,,,,NA,NA,Culicidae,125930,125808,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Culicidae,,,,,,,Family
,,,,598,Anopheles,,,Anopheles,Anopheles,Anopheles,Culicidae,125956,125955,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Culicidae,Anophelinae,,Anopheles,,,,Genus
,,,,599,Aedes,,,Aedes,Aedes,Aedes,Culicidae,126234,126233,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Culicidae,Culicinae,Culicini,Aedes,,,,Genus
,,,,600,Culex,,,Culex,Culex,Culex,Culicidae,126455,126233,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Culicidae,Culicinae,Culicini,Culex,,,,Genus
,,,,601,Orthopodomyia,,,Orthopodomyia,NA,NA,NA,126532,126233,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Culicidae,Culicinae,Culicini,Orthopodomyia,,,,Genus
,,,,602,Dixidae,,,,NA,NA,Dixidae,125809,125808,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Dixidae,,,,,,,Family
,,,,603,Dixa,,,Dixa,Dixa,Dixa,Dixidae,125810,125809,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Dixidae,,,Dixa,,,,Genus
