Taxon_Group,Taxon_orig,NonTarget,Rationale,BenTaxaID,FinalID,OTU_BCG,OTU_IBI,OTU_Final,OTU_Lowest,OTU_Genus,OTU_Family,TSN,ParTSN,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,Variety,Rank
,,,MN Access db,322,Ceratopogoninae,,,Ceratopogonidae,NA,NA,Ceratopogonidae,127338,127076,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,,,,,,Subfamily
,,,MN Access db,323,Alluaudomyia,,,Alluaudomyia,Alluaudomyia,Alluaudomyia,Ceratopogonidae,127533,127526,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Ceratopogonini,Alluaudomyia,,,,Genus
,,,MN Access db,324,Ceratopogon,,,Ceratopogon,Ceratopogon,Ceratopogon,Ceratopogonidae,127564,127526,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Ceratopogonini,Ceratopogon,,,,Genus
,,,MN Access db,325,Monohelea,,,Monohelea,Monohelea,Monohelea,Ceratopogonidae,127575,127526,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Ceratopogonini,Monohelea,,,,Genus
,,,MN Access db,326,Serromyia,,,Serromyia,Serromyia,Serromyia,Ceratopogonidae,127614,127526,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Ceratopogonini,Serromyia,,,,Genus
,,,MN Access db,327,Stilobezzia,,,Stilobezzia,Stilobezzia,Stilobezzia,Ceratopogonidae,127619,127526,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Ceratopogonini,Stilobezzia,,,,Genus
,,,MN Access db,328,Stilobezzia uncinata,,,Stilobezzia,NA,NA,NA,127605,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Ceratopogonini,Stilobezzia,,uncinata,,Species
,,,MN Access db,329,Culicoides,,,Culicoides,Culicoides,Culicoides,Ceratopogonidae,127340,127339,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Culicoidini,Culicoides,,,,Genus
,,,MN Access db,330,Bezzia,,,Bezzia,Bezzia,Bezzia,Ceratopogonidae,127778,127774,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Palpomyiini,Bezzia,,,,Genus
,,,MN Access db,331,Bezzia/Palpomyia,,,Bezzia/Palpomyia,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Palpomyiini,Bezzia/Palpomyia,,,,Genus
,,,MN Access db,332,Palpomyia,,,Palpomyia,Palpomyia,Palpomyia,Ceratopogonidae,127859,127774,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Palpomyiini,Palpomyia,,,,Genus
,,,MN Access db,333,Mallochohelea,,,Mallochohelea,Mallochohelea,Mallochohelea,Ceratopogonidae,127702,127683,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Mallochohelea,,,,Genus
,,,MN Access db,334,Mallochohelea/Probezzia,,,Mallochohelea/Probezzia,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Mallochohelea/Probezzia,,,,Genus
,,,MN Access db,335,Nilobezzia,,,Nilobezzia,Nilobezzia,Nilobezzia,Ceratopogonidae,127720,127683,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Nilobezzia,,,,Genus
,,,MN Access db,336,Probezzia,,,Probezzia,Probezzia,Probezzia,Ceratopogonidae,127729,127683,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Probezzia,,,,Genus
,,,MN Access db,337,Sphaeromias,,,Sphaeromias,Sphaeromias,Sphaeromias,Ceratopogonidae,127761,127683,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Sphaeromias,,,,Genus
,,,MN Access db,338,Dasyhelea,,,Dasyhelea,Dasyhelea,Dasyhelea,Ceratopogonidae,127278,127277,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Dasyheleinae,,Dasyhelea,,,,Genus
,,,MN Access db,339,Forcipomyiinae,,,Ceratopogonidae,NA,NA,Ceratopogonidae,127112,127076,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,,,,,,Subfamily
,,,MN Access db,340,Atrichopogon,,,Atrichopogon,Atrichopogon,Atrichopogon,Ceratopogonidae,127113,127112,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,,Atrichopogon,,,,Genus
,,,MN Access db,341,Forcipomyia,,,Forcipomyia,Forcipomyia,Forcipomyia,Ceratopogonidae,127152,127112,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,,Forcipomyia,,,,Genus
,,,MN Access db,342,Chaoboridae,,,Chaoboridae,NA,NA,Chaoboridae,125886,125808,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chaoboridae,,,,,,,Family
,,,MN Access db,343,Chaoborus,,,Chaoboridae,Chaoborus,Chaoborus,Chaoboridae,125904,125892,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chaoboridae,Chaoborinae,,Chaoborus,,,,Genus
,,,MN Access db,344,Mochlonyx,,,Chaoboridae,Mochlonyx,Mochlonyx,Chaoboridae,125893,125892,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chaoboridae,Chaoborinae,,Mochlonyx,,,,Genus
,,,MN Access db,345,Chironomidae,,,,NA,NA,Chironomidae,127917,125808,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,,,,,,,Family
,,,MN Access db,346,Chironominae,,,,NA,NA,Chironomidae,129228,127917,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,,,,,,Subfamily
,,,MN Access db,347,Kloosia,,,Kloosia,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Kloosia,,,,Genus
,,,MN Access db,348,Apedilum,,,Apedilum,NA,NA,NA,206655,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Apedilum,,,,Genus
,,,MN Access db,349,Axarus,,,Axarus,Axarus,Axarus,Chironomidae,129236,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Axarus,,,,Genus
,,,MN Access db,350,Beardius,,,Beardius,NA,NA,NA,206657,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Beardius,,,,Genus
,,,MN Access db,351,Chernovskiia,,,Chernovskiia,Chernovskiia,Chernovskiia,Chironomidae,129249,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Chernovskiia,,,,Genus
,,,MN Access db,352,Chironomus,,,Chironomus,Chironomus,Chironomus,Chironomidae,129254,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Chironomus,,,,Genus
,,,MN Access db,353,Cladopelma,,,Cladopelma,Cladopelma,Cladopelma,Chironomidae,129350,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Cladopelma,,,,Genus
,,,MN Access db,354,Cryptochironomus,,,Cryptochironomus,Cryptochironomus,Cryptochironomus,Chironomidae,129368,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Cryptochironomus,,,,Genus
,,,MN Access db,355,Cryptochironomus sorex,,,Cryptochironomus,NA,NA,NA,129391,129368,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Cryptochironomus,,Cryptochironomus sorex,,Species
,,,MN Access db,356,Cryptotendipes,,,Cryptotendipes,Cryptotendipes,Cryptotendipes,Chironomidae,129394,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Cryptotendipes,,,,Genus
,,,MN Access db,357,Cryptotendipes/Cladopelma,,,Cryptotendipes/Cladopelma,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Cryptotendipes/Cladopelma,,,,Genus
,,,MN Access db,358,Demicryptochironomus,,,Demicryptochironomus,Demicryptochironomus,Demicryptochironomus,Chironomidae,129421,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Demicryptochironomus,,,,Genus
,,,MN Access db,359,Dicrotendipes,,,Dicrotendipes,Dicrotendipes,Dicrotendipes,Chironomidae,129428,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Dicrotendipes,,,,Genus
,,,MN Access db,360,Dicrotendipes neomodestus,,,Dicrotendipes,NA,NA,NA,129450,129428,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Dicrotendipes,,Dicrotendipes neomodestus,,Species
,,,MN Access db,361,Einfeldia,,,Einfeldia,NA,NA,NA,129459,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Einfeldia,,,,Genus
,,,MN Access db,362,Endochironomus,,,Endochironomus,Endochironomus,Endochironomus,Chironomidae,129470,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Endochironomus,,,,Genus
,,,MN Access db,363,Endotribelos,,,Endotribelos,Endotribelos,Endotribelos,Chironomidae,130046,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Endotribelos,,,,Genus
,,,MN Access db,364,Fissimentum,,,Fissimentum,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Fissimentum,,,,Genus
,,,MN Access db,365,Glyptotendipes,,,Glyptotendipes,Glyptotendipes,Glyptotendipes,Chironomidae,129483,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Glyptotendipes,,,,Genus
,,,MN Access db,366,Goeldichironomus,,,Goeldichironomus,NA,NA,NA,129506,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Goeldichironomus,,,,Genus
,,,MN Access db,367,Harnischia,,,Harnischia,NA,NA,NA,129516,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Harnischia,,,,Genus
,,,MN Access db,368,Hyporhygma,,,Hyporhygma,Hyporhygma,Hyporhygma,Chironomidae,129520,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Hyporhygma,,,,Genus
,,,MN Access db,369,Kiefferulus,,,Kiefferulus,Kiefferulus,Kiefferulus,Chironomidae,129522,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Kiefferulus,,,,Genus
,,,MN Access db,370,Lauterborniella,,,Lauterborniella,Lauterborniella,Lauterborniella,Chironomidae,129525,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Lauterborniella,,,,Genus
,,,MN Access db,371,Lauterborniella agrayloides,,,Lauterborniella,NA,NA,NA,129526,129525,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Lauterborniella,,Lauterborniella agrayloides,,Species
,,,MN Access db,372,Microchironomus,,,Microchironomus,Microchironomus,Microchironomus,Chironomidae,129532,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Microchironomus,,,,Genus
,,,MN Access db,373,Microtendipes,,,Microtendipes,Microtendipes,Microtendipes,Chironomidae,129535,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Microtendipes,,,,Genus
,,,MN Access db,374,Microtendipes pedellus,,,Microtendipes,NA,NA,NA,129541,129535,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Microtendipes,,Microtendipes pedellus,,Species
,,,MN Access db,375,Microtendipes rydalensis,,,Microtendipes,NA,NA,NA,129547,129535,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Microtendipes,,Microtendipes rydalensis,,Species
,,,MN Access db,376,Nilothauma,,,Nilothauma,Nilothauma,Nilothauma,Chironomidae,129548,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Nilothauma,,,,Genus
,,,MN Access db,377,Omisus,,,Omisus,NA,NA,NA,129556,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Omisus,,,,Genus
,,,MN Access db,378,Pagastiella,,,Pagastiella,Pagastiella,Pagastiella,Chironomidae,129561,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Pagastiella,,,,Genus
,,,MN Access db,379,Pagastiella ostansa,,,Pagastiella,NA,NA,NA,129562,129561,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Pagastiella,,Pagastiella ostansa,,Species
,,,MN Access db,380,Parachironomus,,,Parachironomus,Parachironomus,Parachironomus,Chironomidae,129564,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Parachironomus,,,,Genus
,,,MN Access db,381,Paracladopelma,,,Paracladopelma,Paracladopelma,Paracladopelma,Chironomidae,129597,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paracladopelma,,,,Genus
,,,MN Access db,382,Paralauterborniella,,,Paralauterborniella,Paralauterborniella,Paralauterborniella,Chironomidae,129616,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paralauterborniella,,,,Genus
,,,MN Access db,383,Paralauterborniella nigrohalterale,,,Paralauterborniella,NA,NA,NA,129619,129616,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paralauterborniella,,Paralauterborniella nigrohalterale,,Species
,,,MN Access db,384,Paralauterborniella nigrohalteralis,,,Paralauterborniella,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paralauterborniella,,Paralauterborniella nigrohalteralis,,Species
,,,MN Access db,385,Paratendipes,,,Paratendipes,Paratendipes,Paratendipes,Chironomidae,129623,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paratendipes,,,,Genus
,,,MN Access db,386,Paratendipes basidens,,,Paratendipes,NA,NA,NA,129627,129623,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paratendipes,,Paratendipes basidens,,Species
,,,MN Access db,387,Phaenopsectra,,,Phaenopsectra,Phaenopsectra,Phaenopsectra,Chironomidae,129637,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Phaenopsectra,,,,Genus
,,,MN Access db,388,Phaenopsectra obediens,,,Phaenopsectra,NA,NA,NA,129647,129637,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Phaenopsectra,,Phaenopsectra obediens,,Species
,,,MN Access db,389,Phaenopsectra punctipes,,,Phaenopsectra,NA,NA,NA,129652,129637,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Phaenopsectra,,Phaenopsectra punctipes,,Species
,,,MN Access db,390,Chironomini,,,Phaenopsectra/Tribelos,NA,NA,Chironomidae,129229,129228,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Phaenopsectra/Tribelos,,,,Tribe
,,,MN Access db,391,Phaenopsectra/Tribelos,,,Phaenopsectra/Tribelos,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Phaenopsectra/Tribelos,,,,Genus
,,,MN Access db,392,Polypedilum,,,Polypedilum,Polypedilum,Polypedilum,Chironomidae,129657,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,,,Genus
,,,MN Access db,393,Polypedilum aviceps,,,Polypedilum,NA,NA,NA,129666,129657,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum aviceps,,Species
,,,MN Access db,394,Polypedilum convictum,,,Polypedilum,NA,NA,NA,129671,129657,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum convictum,,Species
,,,MN Access db,395,Polypedilum fallax,,,Polypedilum,NA,NA,NA,129676,129657,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum fallax,,Species
,,,MN Access db,396,Polypedilum flavum,,,Polypedilum,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum flavum,,Species
,,,MN Access db,397,Polypedilum halterale,,,Polypedilum,NA,NA,NA,129684,129657,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum halterale,,Species
,,,MN Access db,398,Polypedilum halterale/scalaenum,,,Polypedilum,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum halterale/scalaenum,,Species
,,,MN Access db,399,Polypedilum illinoense,,,Polypedilum,NA,NA,NA,129686,129657,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum illinoense,,Species
,,,MN Access db,400,Polypedilum laetum,,,Polypedilum,NA,NA,NA,129692,129657,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum laetum,,Species
,,,MN Access db,401,Polypedilum ontario,,,Polypedilum,NA,NA,NA,129698,129657,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum ontario,,Species
,,,MN Access db,402,Polypedilum scalaenum,,,Polypedilum,NA,NA,NA,129708,129657,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum scalaenum,,Species
,,,MN Access db,403,Robackia,,,Robackia,Robackia,Robackia,Chironomidae,129730,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Robackia,,,,Genus
,,,MN Access db,404,Robackia claviger,,,Robackia,NA,NA,NA,129731,129730,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Robackia,,Robackia claviger,,Species
,,,MN Access db,405,Robackia demeijerei,,,Robackia,NA,NA,NA,129733,129730,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Robackia,,Robackia demeijerei,,Species
,,,MN Access db,406,Saetheria,,,Saetheria,Saetheria,Saetheria,Chironomidae,129735,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Saetheria,,,,Genus
,,,MN Access db,407,Saetheria tylus,,,Saetheria,NA,NA,NA,129737,129735,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Saetheria,,Saetheria tylus,,Species
,,,MN Access db,408,Stelechomyia,,,Stelechomyia,Stelechomyia,Stelechomyia,Chironomidae,129743,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stelechomyia,,,,Genus
,,,MN Access db,409,Stelechomyia perpulchra,,,Stelechomyia,NA,NA,NA,129744,129743,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stelechomyia,,Stelechomyia perpulchra,,Species
,,,MN Access db,410,Stenochironomus,,,Stenochironomus,Stenochironomus,Stenochironomus,Chironomidae,129746,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stenochironomus,,,,Genus
,,,MN Access db,411,Stenochironomus hilaris,,,Stenochironomus,NA,NA,NA,129760,129746,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stenochironomus,,hilaris,,Species
,,,MN Access db,412,Stenochironomus poecilopterus,,,Stenochironomus,NA,NA,NA,129774,129746,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stenochironomus,,poecilopterus,,Species
,,,MN Access db,413,Stictochironomus,,,Stictochironomus,Stictochironomus,Stictochironomus,Chironomidae,129785,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stictochironomus,,,,Genus
,,,MN Access db,414,Tribelos,,,Tribelos,Tribelos,Tribelos,Chironomidae,129820,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Tribelos,,,,Genus
,,,MN Access db,415,Xenochironomus,,,Xenochironomus,Xenochironomus,Xenochironomus,Chironomidae,129837,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Xenochironomus,,,,Genus
,,,MN Access db,416,Xenochironomus xenolabis,,,Xenochironomus,NA,NA,NA,129838,129837,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Xenochironomus,,xenolabis,,Species
,,,MN Access db,417,Xestochironomus,,,Xestochironomus,NA,NA,NA,129842,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Xestochironomus,,,,Genus
,,,MN Access db,418,Zavreliella,,,Zavreliella,Zavreliella,Zavreliella,Chironomidae,130040,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Zavreliella,,,,Genus
,,,MN Access db,419,Pseudochironomus,,,Pseudochironomus,Pseudochironomus,Pseudochironomus,Chironomidae,129851,129850,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Pseudochironomini,Pseudochironomus,,Pseudochironomus,,Genus
,,,MN Access db,420,Neostempellina,,,Neostempellina,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,,,,,Tribe
,,,MN Access db,421,Cladotanytarsus,,,Cladotanytarsus,Cladotanytarsus,Cladotanytarsus,Chironomidae,129873,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Cladotanytarsus,,,,Genus
,,,MN Access db,422,Cladotanytarsus mancus,,,Cladotanytarsus,NA,NA,NA,129881,129873,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Cladotanytarsus,,Cladotanytarsus mancus,,Species
,,,MN Access db,423,Cladotanytarsus vanderwulpi,,,Cladotanytarsus,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Cladotanytarsus,,Cladotanytarsus vanderwulpi,,Species
,,,MN Access db,424,Cladotanytarsus/Tanytarsus,,,Cladotanytarsus/Tanytarsus,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Cladotanytarsus/Tanytarsus,,,,Genus
,,,MN Access db,425,Constempellina,,,Constempellina,Constempellina,Constempellina,Chironomidae,129884,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Constempellina,,,,Genus
,,,MN Access db,426,Constempellina brevicosta,,,Constempellina,NA,NA,NA,129885,129884,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Constempellina,,Constempellina brevicosta,,Species
,,,MN Access db,427,Krenopsectra/Micropsectra,,,Krenopsectra/Micropsectra,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Krenopsectra/Micropsectra,,,,Genus
,,,MN Access db,428,Neozavrelia,,,Neozavrelia,NA,NA,NA,130042,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Neozavrelia,,,,Genus
,,,MN Access db,429,Nimbocera,,,Nimbocera,NA,NA,NA,129932,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Nimbocera,,,,Genus
,,,MN Access db,430,Paratanytarsus,,,Paratanytarsus,Paratanytarsus,Paratanytarsus,Chironomidae,129935,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Paratanytarsus,,,,Genus
,,,MN Access db,431,Paratanytarsus/Rheotanytarsus,,,Paratanytarsus/Rheotanytarsus,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Paratanytarsus/Rheotanytarsus,,,,Genus
,,,MN Access db,432,Rheotanytarsus,,,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Chironomidae,129952,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,,,,Genus
,,,MN Access db,433,Rheotanytarsus pentapoda,,,Rheotanytarsus,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,,Rheotanytarsus pentapoda,,Species
,,,MN Access db,434,Stempellina,,,Stempellina,Stempellina,Stempellina,Chironomidae,129962,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Stempellina,,,,Genus
,,,MN Access db,435,Stempellinella,,,Stempellinella,Stempellinella,Stempellinella,Chironomidae,129969,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Stempellinella,,,,Genus
,,,MN Access db,436,Stempellinella/Zavrelia,,,Stempellinella/Zavrelia,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Stempellinella/Zavrelia,,,,Genus
