Taxon_Group,Taxon_orig,NonTarget,Rationale,BenTaxaID,FinalID,OTU_BCG,OTU_IBI,OTU_Final,OTU_Lowest,OTU_Genus,OTU_Family,TSN,ParTSN,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,Variety,Rank
,,,MN Access db,1049,Pteronarcys biloba,,,Pteronarcys,NA,NA,NA,102474,102471,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,Pteronarcys,,Pteronarcys biloba,,Species
,,,MN Access db,1050,Pteronarcys proteus,,,Pteronarcys,NA,NA,NA,102480,102471,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,Pteronarcys,,Pteronarcys proteus,,Species
,,,MN Access db,1051,Trichoptera,,,,NA,NA,NA,115095,563890,Arthropoda,,Insecta,Pterygota,Trichoptera,,,,,,,,,Order
,,,MN Access db,1052,Phylocentropus,,,Phylocentropus,Phylocentropus,Phylocentropus,Dipseudopsidae,115361,115334,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Dipseudopsidae,Hyalopsychinae,,Phylocentropus,,,,Genus
,,,MN Access db,1053,Hydropsychidae,,,Hydropsychidae,NA,NA,Hydropsychidae,115398,115095,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,,,,,,,Family
,,,MN Access db,1054,Macronema,,,Macronema,NA,NA,NA,115605,555648,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Macronematinae,Macronematini,Macronema,,,,Genus
,,,MN Access db,1055,Parapsyche,,,Parapsyche,Parapsyche,Parapsyche,Hydropsychidae,115556,568763,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Arctopsychinae,,Parapsyche,,,,Genus
,,,MN Access db,1056,Parapsyche cardis,,,Parapsyche,NA,NA,NA,115559,115556,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Arctopsychinae,,Parapsyche,,Parapsyche cardis,,Species
,,,MN Access db,1057,Smicridea,,,Smicridea,NA,NA,NA,115544,115398,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Smicrideinae,,Smicridea,,,,Genus
,,,MN Access db,1058,Arctopsyche,,,Arctopsyche,NA,NA,NA,115529,568763,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Arctopsychinae,,Arctopsyche,,,,Genus
,,,MN Access db,1059,Arctopsyche irrorata,,,Arctopsyche,NA,NA,NA,115533,115529,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Arctopsychinae,,Arctopsyche,,Arctopsyche irrorata,,Species
,,,MN Access db,1060,Diplectrona,,,Diplectrona,Diplectrona,Diplectrona,Hydropsychidae,115399,115398,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Diplectroninae,,Diplectrona,,,,Genus
,,,MN Access db,1061,Diplectrona modesta,,,Diplectrona,Diplectrona,Diplectrona,Hydropsychidae,115402,115399,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Diplectroninae,,Diplectrona,,Diplectrona modesta,,Species
,,,MN Access db,1062,Hydropsychinae,,,Hydropsychidae,NA,NA,NA,598191,115398,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,,,,,Subfamily
,,,MN Access db,1063,Ceratopsyche,,,Ceratopsyche,Ceratopsyche,Ceratopsyche,Hydropsychidae,115570,115398,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Ceratopsyche,,,,Genus
,,,MN Access db,1064,Ceratopsyche aenigma,,,Ceratopsyche,NA,NA,NA,599421,115570,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Ceratopsyche,,aenigma,,Species
,,,MN Access db,1065,Ceratopsyche alhedra,,,Ceratopsyche,NA,NA,NA,115596,115570,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Ceratopsyche,,alhedra,,Species
,,,MN Access db,1066,Ceratopsyche alhedra/sparna,,,Ceratopsyche,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Ceratopsyche,,alhedra/sparna,,Species
,,,MN Access db,1067,Ceratopsyche alternans,,,Ceratopsyche,NA,NA,NA,115571,115570,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Ceratopsyche,,alternans,,Species
,,,MN Access db,1068,Ceratopsyche bifida,,,Ceratopsyche,NA,NA,NA,568782,115570,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Ceratopsyche,,bifida,,Species
,,,MN Access db,1069,Ceratopsyche bronta,,,Ceratopsyche,Ceratopsyche,Ceratopsyche,Hydropsychidae,115577,115570,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Ceratopsyche,,bronta,,Species
,,,MN Access db,1070,Ceratopsyche cheilonis,,,Ceratopsyche,NA,NA,NA,115599,115570,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Ceratopsyche,,cheilonis,,Species
,,,MN Access db,1071,Ceratopsyche macleodi,,,Ceratopsyche,NA,NA,NA,568816,115570,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Ceratopsyche,,macleodi,,Species
,,,MN Access db,1072,Ceratopsyche morosa,,,Ceratopsyche,NA,NA,NA,115580,115570,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Ceratopsyche,,morosa,,Species
,,,MN Access db,1073,Ceratopsyche piatrix,,,Ceratopsyche,NA,NA,NA,599460,115570,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Ceratopsyche,,piatrix,,Species
,,,MN Access db,1074,Ceratopsyche slossonae,,,Ceratopsyche,NA,NA,NA,115586,115570,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Ceratopsyche,,slossonae,,Species
,,,MN Access db,1075,Ceratopsyche sparna,,,Ceratopsyche,NA,NA,NA,115589,115570,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Ceratopsyche,,sparna,,Species
,,,MN Access db,1076,Ceratopsyche ventura,,,Ceratopsyche,NA,NA,NA,568817,115570,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Ceratopsyche,,ventura,,Species
,,,MN Access db,1077,Ceratopsyche walkeri,,,Ceratopsyche,NA,NA,NA,115592,115570,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Ceratopsyche,,walkeri,,Species
,,,MN Access db,1078,Ceratopsyche/Hydropsyche,,,Ceratopsyche/Hydropsyche,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Ceratopsyche/Hydropsyche,,,,Genus
,,,MN Access db,1079,Cheumatopsyche,,,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Hydropsychidae,115408,115398,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Cheumatopsyche,,,,Genus
,,,MN Access db,1080,Cheumatopsyche campyla,,,Cheumatopsyche,NA,NA,NA,115409,115408,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Cheumatopsyche,Cheumatopsyche (Cheumatopsyche),Cheumatopsyche campyla,,Species
,,,MN Access db,1081,Cheumatopsyche ela,,,Cheumatopsyche,NA,NA,NA,115415,115408,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Cheumatopsyche,Cheumatopsyche (Cheumatopsyche),Cheumatopsyche ela,,Species
,,,MN Access db,1082,Cheumatopsyche etrona,,,Cheumatopsyche,NA,NA,NA,115416,115408,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Cheumatopsyche,Cheumatopsyche (Cheumatopsyche),Cheumatopsyche etrona,,Species
,,,MN Access db,1083,Cheumatopsyche oxa,,,Cheumatopsyche,NA,NA,NA,115424,115408,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Cheumatopsyche,Cheumatopsyche (Cheumatopsyche),Cheumatopsyche oxa,,Species
,,,MN Access db,1084,Cheumatopsyche pasella,,,Cheumatopsyche,NA,NA,NA,115425,115408,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Cheumatopsyche,Cheumatopsyche (Cheumatopsyche),Cheumatopsyche pasella,,Species
,,,MN Access db,1085,Cheumatopsyche pettiti,,,Cheumatopsyche,NA,NA,NA,115426,115408,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Cheumatopsyche,Cheumatopsyche (Cheumatopsyche),Cheumatopsyche pettiti,,Species
,,,MN Access db,1086,Cheumatopsyche wrighti,,,Cheumatopsyche,NA,NA,NA,115432,115408,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Cheumatopsyche,Cheumatopsyche (Cheumatopsyche),Cheumatopsyche wrighti,,Species
,,,MN Access db,1087,Hydropsyche,,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsychidae,115453,115398,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,,,,Genus
,,,MN Access db,1088,Hydropsyche aerata,,,Hydropsyche,NA,NA,NA,115456,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),Hydropsyche aerata,,Species
,,,MN Access db,1089,Hydropsyche betteni,,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsychidae,115454,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),Hydropsyche betteni,,Species
,,,MN Access db,1090,Hydropsyche betteni/depravata,,,Hydropsyche,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,,Hydropsyche betteni/depravata,,Species
,,,MN Access db,1091,Hydropsyche bidens,,,Hydropsyche,NA,NA,NA,115458,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),Hydropsyche bidens,,Species
,,,MN Access db,1092,Hydropsyche bidens/orris,,,Hydropsyche,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,,Hydropsyche bidens/orris,,Species
,,,MN Access db,1093,Hydropsyche decalda,,,Hydropsyche,NA,NA,NA,115462,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),Hydropsyche decalda,,Species
,,,MN Access db,1094,Hydropsyche depravata,,,Hydropsyche,NA,NA,NA,115464,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),depravata,,Species
,,,MN Access db,1095,Hydropsyche dicantha,,,Hydropsyche,NA,NA,NA,115465,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),dicantha,,Species
,,,MN Access db,1096,Hydropsyche elissoma,,,Hydropsyche,NA,NA,NA,115488,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),elissoma,,Species
,,,MN Access db,1097,Hydropsyche frisoni,,,Hydropsyche,NA,NA,NA,115468,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),frisoni,,Species
,,,MN Access db,1098,Hydropsyche hageni,,,Hydropsyche,NA,NA,NA,115469,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),hageni,,Species
,,,MN Access db,1099,Hydropsyche hoffmani,,,Hydropsyche,NA,NA,NA,115470,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),hoffmani,,Species
,,,MN Access db,1100,Hydropsyche leonardi,,,Hydropsyche,NA,NA,NA,115472,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),leonardi,,Species
,,,MN Access db,1101,Hydropsyche mississippiensis,,,Hydropsyche,NA,NA,NA,115474,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),mississippiensis,,Species
,,,MN Access db,1102,Hydropsyche occipitalis,,,Hydropsyche,NA,NA,NA,115272,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,,occipitalis,,Species
,,,MN Access db,1103,Hydropsyche orris,,,Hydropsyche,NA,NA,NA,115485,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),orris,,Species
,,,MN Access db,1104,Hydropsyche phalerata,,,Hydropsyche,NA,NA,NA,115477,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),phalerata,,Species
,,,MN Access db,1105,Hydropsyche rossi,,,Hydropsyche,NA,NA,NA,206641,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),rossi,,Species
,,,MN Access db,1106,Hydropsyche rossi/simulans,,,Hydropsyche,NA,NA,NA,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,,rossi/simulans,,Species
,,,MN Access db,1107,Hydropsyche scalaris,,,Hydropsyche,NA,NA,NA,115480,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),scalaris,,Species
,,,MN Access db,1108,Hydropsyche simulans,,,Hydropsyche,NA,NA,NA,115481,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),simulans,,Species
,,,MN Access db,1109,Hydropsyche venularis,,,Hydropsyche,NA,NA,NA,115484,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),venularis,,Species
,,,MN Access db,1110,Potamyia,,,Potamyia,Potamyia,Potamyia,Hydropsychidae,115551,115398,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Potamyia,,,,Genus
,,,MN Access db,1111,Potamyia flava,,,Potamyia,NA,NA,NA,115552,115551,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Potamyia,,Potamyia flava,,Species
,,,MN Access db,1112,Macrostemum,,,Macrostemum,Macrostemum,Macrostemum,Hydropsychidae,115603,555648,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Macronematinae,Macronematini,Macrostemum,,,,Genus
,,,MN Access db,1113,Macrostemum carolina,,,Macrostemum,NA,NA,NA,115608,115603,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Macronematinae,Macronematini,Macrostemum,,Macrostemum carolina,,Species
,,,MN Access db,1114,Macrostemum zebratum,,,Macrostemum,Macrostemum,Macrostemum,Hydropsychidae,115606,115603,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Macronematinae,Macronematini,Macrostemum,,Macrostemum zebratum,,Species
,,,MN Access db,1115,Philopotamidae,,,Philopotamidae,NA,NA,Philopotamidae,115257,115095,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamidae,,,,,,,Family
,,,MN Access db,1116,Chimarra,,,Chimarra,Chimarra,Chimarra,Philopotamidae,115273,115257,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamidae,Chimarrinae,,Chimarra,,,,Genus
,,,MN Access db,1117,Chimarra aterrima,,,Chimarra,Chimarra,Chimarra,Philopotamidae,115278,115273,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamidae,Chimarrinae,,Chimarra,Chimarra (Chimarra),Chimarra aterrima,,Species
,,,MN Access db,1118,Chimarra obscura,,,Chimarra,Chimarra,Chimarra,Philopotamidae,115276,115273,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamidae,Chimarrinae,,Chimarra,Chimarra (Chimarra),Chimarra obscura,,Species
,,,MN Access db,1119,Chimarra socia,,,Chimarra,Chimarra,Chimarra,Philopotamidae,115279,115273,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamidae,Chimarrinae,,Chimarra,Chimarra (Chimarra),Chimarra socia,,Species
,,,MN Access db,1120,Dolophilodes,,,Dolophilodes,Dolophilodes,Dolophilodes,Philopotamidae,115319,115257,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamidae,Philopotaminae,,Dolophilodes,,,,Genus
,,,MN Access db,1121,Dolophilodes distinctus,,,Dolophilodes,Dolophilodes,Dolophilodes,Philopotamidae,115322,115319,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamidae,Philopotaminae,,Dolophilodes,Dolophilodes (Dolophilodes),Dolophilodes distinctus,,Species
,,,MN Access db,1122,Wormaldia,,,Wormaldia,NA,NA,NA,115258,115257,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamidae,Philopotaminae,,Wormaldia,,,,Genus
,,,MN Access db,1123,Polycentropodidae,,,Polycentropodidae,NA,NA,Polycentropodidae,117043,115095,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,,,,,,,Family
,,,MN Access db,1124,Cernotina,,,Cernotina,Cernotina,Cernotina,Polycentropodidae,115373,115334,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Cernotina,,,,Genus
,,,MN Access db,1125,Nyctiophylax,,,Nyctiophylax,Nyctiophylax,Nyctiophylax,Polycentropodidae,117104,117043,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Nyctiophylax,,,,Genus
,,,MN Access db,1126,Nyctiophylax celta,,,Nyctiophylax,NA,NA,NA,117107,117104,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Nyctiophylax,Nyctiophylax (Paranyctiophylax),celta,,Species
,,,MN Access db,1127,Cyrnellus,,,Cyrnellus,Cyrnellus,Cyrnellus,Polycentropodidae,117091,117043,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Cyrnellus,,,,Genus
,,,MN Access db,1128,Cyrnellus fraternus,,,Cyrnellus,NA,NA,NA,117092,117091,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Cyrnellus,,Cyrnellus fraternus,,Species
,,,MN Access db,1129,Neureclipsis,,,Neureclipsis,Neureclipsis,Neureclipsis,Polycentropodidae,117095,117043,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Neureclipsis,,,,Genus
,,,MN Access db,1130,Polycentropus,,,Polycentropus,Polycentropus,Polycentropus,Polycentropodidae,117044,117043,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Polycentropus,,,,Genus
,,,MN Access db,1131,Psychomyiidae,,,Psychomyiidae,NA,NA,Psychomyiidae,115334,115095,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Psychomyiidae,,,,,,,Family
,,,MN Access db,1132,Lype,,,Lype,Lype,Lype,Psychomyiidae,115391,115334,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Psychomyiidae,Psychomyiinae,,Lype,,,,Genus
,,,MN Access db,1133,Lype diversa,,,Lype,Lype,Lype,Psychomyiidae,115392,115391,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Psychomyiidae,Psychomyiinae,,Lype,,Lype diversa,,Species
,,,MN Access db,1134,Psychomyia,,,Psychomyia,Psychomyia,Psychomyia,Psychomyiidae,115335,115334,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Psychomyiidae,Psychomyiinae,,Psychomyia,,,,Genus
,,,MN Access db,1135,Psychomyia flavida,,,Psychomyia,Psychomyia,Psychomyia,Psychomyiidae,115341,115335,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Psychomyiidae,Psychomyiinae,,Psychomyia,,Psychomyia flavida,,Species
,,,MN Access db,1136,Limnephiloidea,,,,NA,NA,NA,598162,115095,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,,,,,,,,SubOrder
,,,MN Access db,1137,Apatania,,,Apatania,Apatania,Apatania,Apataniidae,115935,568765,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Apataniidae,Apataniinae,Apataniini,Apatania,,,,Genus
,,,MN Access db,1138,Apatania incerta,,,Apatania,NA,NA,NA,115938,115935,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Apataniidae,,Apataniini,Apatania,,Apatania incerta,,Species
,,,MN Access db,1139,Brachycentridae,,,Brachycentridae,NA,NA,Brachycentridae,116905,115095,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,,,,,Family
,,,MN Access db,1140,Brachycentrus,,,Brachycentrus,Brachycentrus,Brachycentrus,Brachycentridae,116906,116905,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Brachycentrus,,,,Genus
,,,MN Access db,1141,Brachycentrus americanus,,,Brachycentrus,NA,NA,NA,116912,116906,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Brachycentrus,Brachycentrus (Oligoplectrodes),Brachycentrus americanus,,Species
,,,MN Access db,1142,Brachycentrus appalachia,,,Brachycentrus,NA,NA,NA,116921,116906,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Brachycentrus,Brachycentrus (Sphinctogaster),Brachycentrus appalachia,,Species
,,,MN Access db,1143,Brachycentrus incanus,,,Brachycentrus,NA,NA,NA,116919,116906,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Brachycentrus,Brachycentrus (Sphinctogaster),Brachycentrus incanus,,Species
,,,MN Access db,1144,Brachycentrus lateralis,,,Brachycentrus,NA,NA,NA,116914,116906,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Brachycentrus,Brachycentrus (Sphinctogaster),Brachycentrus lateralis,,Species
,,,MN Access db,1145,Brachycentrus nigrosoma,,,Brachycentrus,NA,NA,NA,116916,116906,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Brachycentrus,Brachycentrus (Brachycentrus),Brachycentrus nigrosoma,,Species
,,,MN Access db,1146,Brachycentrus numerosus,,,Brachycentrus,Brachycentrus,Brachycentrus,Brachycentridae,116910,116906,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Brachycentrus,Brachycentrus (Sphinctogaster),Brachycentrus numerosus,,Species
,,,MN Access db,1147,Brachycentrus solomoni,,,Brachycentrus,NA,NA,NA,604655,598770,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Brachycentrus,Brachycentrus (Sphinctogaster),Brachycentrus solomoni,,Species
,,,MN Access db,1148,Micrasema,,,Micrasema,Micrasema,Micrasema,Brachycentridae,116958,116905,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Micrasema,,,,Genus
,,,MN Access db,1149,Micrasema burksi,,,Micrasema,NA,NA,NA,116966,116958,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Micrasema,,Micrasema burksi,,Species
,,,MN Access db,1150,Micrasema rusticum,,,Micrasema,NA,NA,NA,116961,116958,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Micrasema,,Micrasema rusticum,,Species
,,,MN Access db,1151,Micrasema wataga,,,Micrasema,NA,NA,NA,116960,116958,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Micrasema,,Micrasema wataga,,Species
,,,MN Access db,1152,Anisocentropus,,,Anisocentropus,NA,NA,NA,116530,116529,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Calamoceratidae,Anisocentropodinae,,Anisocentropus,,,,Genus
,,,MN Access db,1153,Anisocentropus pyraloides,,,Anisocentropus,NA,NA,NA,116531,116530,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Calamoceratidae,,,Anisocentropus,Anisocentropus (Anisocentropus),Anisocentropus pyraloides,,Species
,,,MN Access db,1154,Heteroplectron,,,Heteroplectron,NA,NA,NA,116537,116529,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Calamoceratidae,Calamoceratinae,,Heteroplectron,,,,Genus
,,,MN Access db,1155,Heteroplectron americanum,,,Heteroplectron,NA,NA,NA,553090,116537,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Calamoceratidae,Calamoceratinae,,Heteroplectron,,Heteroplectron americanum,,Species
,,,MN Access db,1156,Phylloicus,,,Phylloicus,NA,NA,NA,116540,116529,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Calamoceratidae,Calamoceratinae,,Phylloicus,,,,Genus
,,,MN Access db,1157,Goeridae,,,Goeridae,NA,NA,Goeridae,115934,115095,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Goeridae,,,,,,,Family
