Taxon_Group,BenTaxaID,FinalID,TSN,ParTSN,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,Variety,Rank,TolVal,TolValSource,FFG,FFGSource,Habit,HabitSource,InBenthics,AdminCheck,DateNameRevised,EnterDate,Comments,Terrestrial,BCG_Attr,data_MN,BCG_Attr_NLF,BCG_Attr_Driftless,BCG_Attr_MN,BCG_Attr_GP,BCG_Attr_RR,BCG_Cool_8,BCG_Cold_9
,1487,Nais communis,68950,68946,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Nais,,communis,,Species,8,USEPA 1990 Draft,CG,USEPA 1990 Draft,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,4,FALSE,4,,,,,x,x
,1488,Nais pardalis,68954,68946,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Nais,,pardalis,,Species,8,USEPA 1990 Draft,CG,USEPA 1990 Draft,,,,FALSE,,2007-05-11,NEIWPCC data,FALSE,4,FALSE,4,,,,,x,x
,1489,Nemotaulius hostilis,116434,116432,Arthropoda,,Insecta,Pterygota,Trichoptera,,Limnephilidae,,,Nemotaulius,Nemotaulius (Macrotaulius),hostilis,,Species,3,USEPA 1990 Draft,,,,,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,TRUE,,,,,,,
,1490,Orconectes virilis,97425,97421,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Cambaridae,Cambarinae,,Orconectes,Orconectes (Gremicambarus),Orconectes virilis,,Species,6,NEIWPCC,Collector,NEIWPCC,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,TRUE,,,,4,4,4,4
,1491,Oreogeton,136377,136361,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,Oreogetoninae,,Oreogeton,,,,Genus,,RBP2 1999 (ID),PA,RBP2 1999,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,TRUE,,,,x,x,,
,1492,Oribatei,83544,83538,Arthropoda,,Arachnida,Acarina,Sarcoptiformes,Oribatei,,,,,,,,SubOrder,,NEIWPCC,,NEIWPCC,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1493,Palaeagapetus celsus,115851,115849,Arthropoda,,Insecta,Pterygota,Trichoptera,,Hydroptilidae,Ptilocolepinae,,Palaeagapetus,,Palaeagapetus celsus,,Species,,NEIWPCC,,NEIWPCC,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1494,Parapsyche apicalis,115557,115556,Arthropoda,,Insecta,Pterygota,Trichoptera,,Hydropsychidae,Arctopsychinae,,Parapsyche,,apicalis,,Species,0,USEPA 1990 Draft,,NEIWPCC,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,2,2
,1495,Polypedilum tritum,129719,129657,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,tritum,,Species,6,NEIWPCC,Shredder,NEIWPCC,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,4,4
,1496,Pristina aequiseta,68879,68876,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Pristina,,aequiseta,,Species,8,USEPA 1990 Draft,CG,USEPA 1990 Draft,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1497,Pristina leidyi,68894,68876,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Pristina,,leidyi,,Species,8,USEPA 1990 Draft,CG,USEPA 1990 Draft,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1498,Pristina osborni,68887,68876,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Pristina,,osborni,,Species,8,NEIWPCC,CG,RBP2 1999,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1499,Pristina sima,68878,68876,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Pristina,,sima,,Species,,,CG,RBP2 1999,,,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1500,Rheocricotopus tuberculatus,129105,129086,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Rheocricotopus,,Rheocricotopus tuberculatus,,Species,,RBP2 1999 (NC),,NEIWPCC,bu,RBP2 1999,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1501,Rhyacophila fenestra,115132,115097,Arthropoda,,Insecta,Pterygota,Trichoptera,,Rhyacophilidae,,,Rhyacophila,,fenestra,,Species,,,,,,,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1502,Rhyacophila manistee,115149,115097,Arthropoda,,Insecta,Pterygota,Trichoptera,,Rhyacophilidae,,,Rhyacophila,,manistee,,Species,,NEIWPCC,,NEIWPCC,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1503,Rhyncholimnochares,83149,83145,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Limnocharidae,,,Rhyncholimnochares,,,,Genus,,NEIWPCC,,NEIWPCC,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1504,Ripistes parasita,68964,68963,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Ripistes,,parasita,,Species,8,USEPA 1990 Draft,CF,USEPA 1990 Draft,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1505,Simulium tuberosum,126883,126774,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Simuliini,Simulium,,tuberosum,,Species,4,USEPA 1990 Draft,CF,USEPA 1990 Draft,cn,RBP2 1999,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,x,x
,1506,Sisyridae,115085,115078,Arthropoda,,Insecta,Pterygota,Neuroptera,Hemerobiiformia,Sisyridae,,,,,,,Family,1,USEPA 1990 Draft,,,,,,FALSE,,2007-05-11,NEIWPCC data,FALSE,4,TRUE,,4,3,3,3,,
,1507,Stegopterna,126761,126648,Arthropoda,,Insecta,Pterygota,Diptera,,Simuliidae,Simuliinae,Prosimuliini,Stegopterna,,,,Genus,,,CF,USEPA 1990 Draft,,,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,x,x
,1508,Taenionema atlanticum,102819,102816,Arthropoda,,Insecta,Pterygota,Plecoptera,,Taeniopterygidae,Brachypteryinae,,Taenionema,,Taenionema atlanticum,,Species,,NEIWPCC,,NEIWPCC,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1509,Testudacarus,83250,83249,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Torrenticolidae,,,Testudacarus,,,,Genus,,NEIWPCC,Predator,NEIWPCC,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1510,Tetragoneuria,101994,101797,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,,,Tetragoneuria,,,,Genus,,RBP2 1999 (NC),PR,USEPA 1990 Draft,,,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1511,Tokunagaia,129194,128457,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,Tokunagaia,,,,Genus,,,,,,,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1512,Vejdovskyella,69009,68854,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Vejdovskyella,,,,Genus,4,USEPA 1990 Draft,CG,USEPA 1990 Draft,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1513,Wandesia,83172,83164,Arthropoda,Chelicerata,Arachnida,Acarina,Acariformes,Prostigmata,Protziidae,,,Wandesia,,,,Genus,,,,,,,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1514,Bethbilbeckia,128020,127994,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,Bethbilbeckia,,,,Genus,,,,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,,FALSE,,,,,,,
,1515,Ancyronyx variegata,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Ancyronyx,,,,Genus,6,,Collector,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,,FALSE,,,,,,,
,1516,Eukiefferiella brevicalcar Gr.,,128689,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Eukiefferiella,,brevicalcar Gr.,,Species,5,,CG,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,,FALSE,,,,,,3,x
,1517,Eukiefferiella tirolensis,,128689,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Eukiefferiella,,tirolensis,,Species,,,,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,,FALSE,,,,,,,
,1518,Heterotrissocladius marcidus Gr.,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Heterotrissocladius,,,,Genus,,,,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,3,FALSE,3,,,,,,
,1519,Microtendipes pedellus Gr.,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Microtendipes,,,,Genus,,,,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,5,FALSE,5,,,,,3,4
,1520,Microtendipes rydalensis Gr.,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Microtendipes,,,,Genus,,,,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,5,FALSE,5,,,,,3,3
,1521,Orthocladius (Euortho.) rivulorum,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Orthocladius,,,,Genus,,,,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,,FALSE,,,,,,4,4
,1522,Orthocladius (Symp.) lignicola,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Orthocladius,,,,Genus,,,,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,,FALSE,,,,,,,
,1523,Polypedilum fallax Gr.,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,,,Genus,,,,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,,FALSE,,,,,,4,4
,1524,Polypedilum halterale Gr.,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,,,Genus,,,,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,,FALSE,,,,,,,
,1525,Polypedilum illinoense Gr.,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,,,Genus,,,,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,,FALSE,,,,,,5,5
,1526,Polypedilum scalaenum Gr.,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,,,Genus,,,,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,4,FALSE,4,,,,,4,4
,1527,Potthastia longimana Gr.,,128408,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,Diamesini,Potthastia,,longimana Gr.,,Species,4,,CG,,SP,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,,FALSE,,,,,,3,x
,1528,Pristina jenkinae,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Pristina,,,,Genus,,,,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,,FALSE,,,,,,,
,1529,Rheotanytarsus exiguus Gr.,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,,,,Genus,,,,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,,FALSE,,,,,,4,x
,1530,Rheotanytarsus pellucidus Gr.,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,,,,Genus,,,,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,,FALSE,,,,,,4,x
,1531,Rhyacophila minora,,,Arthropoda,,Insecta,Pterygota,Trichoptera,,Rhyacophilidae,,,Rhyacophila,,,,Genus,1,,Predator,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,,FALSE,,,,,,,
,1532,Tvetenia discoloripes Gr.,,129197,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Tvetenia,,discoloripes Gr.,,Species,,,,,,,,FALSE,,2007-05-14,"NEIWPCC, non-ITIS",FALSE,3,FALSE,3,,,,,,
,1534,Protoptila/Culoptila,,598220,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,Glossosomatidae,Protoptilinae,,Protoptila/Culoptila,,,,Genus,,,PR,,CN,,,FALSE,,2007-05-15,NEIWPCC,FALSE,,FALSE,,,,,,,
,1535,Simulium venustum Gr.,,126774,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Simuliini,Simulium,,venustum gr.,,Species,,,,,,,,FALSE,,2007-05-15,NEIWPCC,FALSE,,FALSE,,,,,,,
,1536,Simulium vittatum Gr.,,126774,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Simuliini,Simulium,,vittatum gr.,,Species,6,WSA,CF,WSA,CN,WSA,,FALSE,,2007-05-15,NEIWPCC,FALSE,4,FALSE,4,,,,,,
,1537,Thienemannimyia Gr.,,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia,,Gr.,,Genus,,,,,,,,FALSE,,2007-05-15,NEIWPCC,FALSE,4,TRUE,,4,,4,4,4,4
,1538,Cricotopus nostocicola,128628,568516,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Cricotopus,Nostocladius,nostocicola,,Species,,,,,,,,FALSE,,2007-05-15,NEIWPCC,FALSE,,FALSE,,,,,,,
,1539,Orthocladiinae Sp. C,,127917,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,,,Sp. C,,Subfamily,5,,CG,,BU,,,FALSE,,2007-05-15,NEIWPCC,FALSE,,FALSE,,,,,,,
,1540,Planorbella trivolvis Gr.,,76654,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Planorbella,,trivolvis Gr.,,Species,,,,,,,,FALSE,,2007-05-15,NEIWPCC,FALSE,,FALSE,,,,,,,
,1542,Ceratopsyche morosa Gr.,,115570,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Ceratopsyche,,morosa Gr.,,Species,2,,,,CN,,,FALSE,,2007-05-15,NEIWPCC,FALSE,,FALSE,,,,,,,
,1543,Physa/Physella,,76677,Mollusca,,Gastropoda,,Basommatophora,,Physidae,,,Physa/Physella,,,,Genus,,,,,,,,FALSE,,2007-05-15,NEIWPCC,FALSE,,FALSE,,,,,,,
,1544,Nyctiophylax (Paranyctiophylax),568780,117104,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Nyctiophylax,Paranyctiophylax,,,SubGenus,,,PR,,CN,,,FALSE,,2007-05-15,NEIWPCC,FALSE,,FALSE,,,,3,3,4,4
,1545,Stygothrombium,,,Arthropoda,,Arachnida,Acarina,,,Stygothrombiidae,Stygothrombiinae,,Stygothrombium,,,,Genus,,,,,,,,FALSE,,2007-05-15,NEIWPCC,FALSE,,FALSE,,,,,,,
,1546,Anax junius,101598,101597,Arthropoda,,Insecta,Pterygota,Odonata,,Aeshnidae,,,Anax,,junius,,Species,8,USEPA 1990 Draft,PR,RBP2 1999,cb,RBP2 1999,,FALSE,,2007-05-15,NEIWPCC,FALSE,,TRUE,,,,,,,
,1547,Glossiphonia complanata,69381,69380,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,Glossiphoniidae,Glossiphoniinae,,Glossiphonia,,complanata,,Species,,,PR,RBP2 1999,,,,FALSE,,2007-05-15,NEIWPCC,FALSE,,TRUE,,,,5,5,,
,1549,Stictotarsus,568826,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Stictotarsus,,,,Genus,,,,,,,,FALSE,,2007-05-15,NEIWPCC,FALSE,4,TRUE,,4,4,4,4,,
,1550,Ostracoda,84195,83677,Arthropoda,Crustacea,Ostracoda,,,,,,,,,,,Class,,RBP2 1999 (ID),CG,RBP2 1999,,,,FALSE,,2007-05-15,NEIWPCC,FALSE,,TRUE,,,,x,x,x,x
,1551,Lumbricina,69069,68498,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Lumbricina,,,,,,,,SubOrder,,RBP2 1999 (ID),CG,RBP2 1999,,,,FALSE,,2007-05-15,NEIWPCC,FALSE,,FALSE,,,,,,,
,1552,Nais behningi,68949,68946,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Nais,,behningi,,Species,6,USEPA 1990 Draft,CG,RBP2 1999,,,,FALSE,,2007-05-15,NEIWPCC,FALSE,4,FALSE,4,,,,,x,x
,1553,Nais bretscheri,68961,68946,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Nais,,bretscheri,,Species,6,USEPA 1990 Draft,CG,USEPA 1990 Draft,,,,FALSE,,2007-05-15,NEIWPCC,FALSE,4,FALSE,4,,,,,x,x
,1554,Nais simplex,68957,68946,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Nais,,simplex,,Species,6,USEPA 1990 Draft,CG,RBP2 1999,,,,FALSE,,2007-05-15,NEIWPCC,FALSE,,FALSE,,,,,,x,x
,1555,Nais variabilis,68959,68946,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Nais,,variabilis,,Species,10,USEPA 1990 Draft,CG,RBP2 1999,,,,FALSE,,2007-05-15,NEIWPCC,FALSE,4,FALSE,4,,,,,,
,1556,Orthocladius annectens,128878,568522,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,,Orthocladiini,Orthocladius,Orthocladius (Orthocladius),annectens,,Species,6,USEPA 1990 Draft,CG,RBP2 1999,SP,RBP2 1999,,FALSE,,2007-05-15,,FALSE,,TRUE,,,,4,4,,
,1557,Cricotopus bicinctus Gr.,,568521,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Cricotopus,,bicinctus Gr.,,Species,7,,CG,,BU,,,FALSE,,2007-05-15,NEIWPCC,FALSE,,FALSE,,,,,,x,5
,1558,Cricotopus trifascia Gr.,,568521,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Cricotopus,,trifascia Gr.,,Species,6,,CG,,"BU, SP",,,FALSE,,2007-05-15,NEIWPCC,FALSE,,FALSE,,,,,,x,5
,1559,Eukiefferiella brehmi Gr.,,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Eukiefferiella,,brehmi Gr.,,Species,,,,,,,,FALSE,,2007-05-15,,FALSE,4,FALSE,4,,,,,3,x
,1560,Eukiefferiella claripennis Gr.,,128689,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Eukiefferiella,,claripennis Gr.,,Species,8,,CG,,SP,,,FALSE,,2007-05-15,,FALSE,4,FALSE,4,,,,,3,x
,1561,Eukiefferiella devonica Gr.,,128689,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Eukiefferiella,,devonica Gr.,,Species,7,,CG,,SP,,,FALSE,,2007-05-15,,FALSE,4,TRUE,4,,,3,3,3,3
,1562,Eukiefferiella gracei Gr.,,128689,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Eukiefferiella,,gracei Gr.,,Species,4,,CG,,SP,,,FALSE,,2007-05-15,,FALSE,,FALSE,,,,,,3,x
,1563,Eukiefferiella pseudomontana Gr.,,128689,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Eukiefferiella,,pseudomontana Gr.,,Species,8,,CG,,sp,,,FALSE,,2007-05-15,,FALSE,,FALSE,,,,,,,
,1564,Potthastia gaedii Gr.,,128408,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,Diamesini,Potthastia,,gaedii Gr.,,Species,4,,CG,,SP,,,FALSE,,2007-05-15,,FALSE,,FALSE,,,,,,,
,1565,Tvetenia bavarica Gr.,,129197,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Tvetenia,,bavarica Gr.,,Species,6,,CG,,SP,,,FALSE,,2007-05-15,,FALSE,3,FALSE,3,,,,,3,3
,1566,Tribelos jucundus,129827,129820,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Tribelos,,jucundus,,Species,5,USEPA 1990 Draft,CG,RBP2 1999,,,,FALSE,,2007-05-15,NEIWPCC,FALSE,,FALSE,,,,,,,
,1568,Actinobdella inequiannulata,69386,69384,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,Glossiphoniidae,Haementeriinae,,Actinobdella,,inequiannulata,,Species,,,,,,,,FALSE,,2007-09-10,,FALSE,,FALSE,,,,,,,
,1569,Anacaena lutescens,722306,112878,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,,Anacaenini,Anacaena,,lutescens,,Species,,,,,,,,FALSE,,2007-09-10,,FALSE,,FALSE,,,,,,4,4
,1570,Belostoma flumineum,103689,103684,Arthropoda,,Insecta,Pterygota,Hemiptera,,Belostomatidae,Belostomatinae,,Belostoma,,flumineum,,Species,,,PR,RBP2 1999,,,,FALSE,,2007-09-10,,FALSE,,TRUE,,,,4,4,4,4
,1571,Brillia parva,128481,128477,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Brillia,,Brillia parva,,Species,5,USEPA 1990 Draft,SH,USEPA 1990 Draft,,,,FALSE,,2007-09-10,,FALSE,,FALSE,,,,,,3,3
,1572,Caecidotea brevicauda,92687,92686,Arthropoda,Crustacea,Malacostraca,,Isopoda,Asellota,Asellidae,,,Caecidotea,,brevicauda,,Species,,,,,,,,FALSE,,2007-09-10,,FALSE,4,FALSE,4,,,,,,
,1573,Caecidotea intermedia,92711,92686,Arthropoda,,Crustacea,,Isopoda,,Asellidae,,,Caecidotea,,Caecidotea intermedia,,Species,6,USEPA 1990 Draft,,,,,,FALSE,,2007-09-10,,FALSE,,FALSE,,,,,,5,5
,1574,Cardiocladius obscurus,128515,128511,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Cardiocladius,,Cardiocladius obscurus,,Species,5,USEPA 1990 Draft,PR,USEPA 1990 Draft,,,,FALSE,,2007-09-10,,FALSE,,FALSE,,,,,,,
,1575,Chaetogaster limnaei,68943,68934,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Chaetogaster,,Chaetogaster limnaei,,Species,6,USEPA 1990 Draft,PR,USEPA 1990 Draft,,,,FALSE,,2007-09-10,,FALSE,,FALSE,,,,,,,
,1576,Enochrus ochraceus,112990,112973,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,,,Enochrus,Enochrus (Methydrus),ochraceus,,Species,,,,,,,,FALSE,,2007-09-10,,FALSE,,FALSE,,,,,,,
,1577,Erpobdella parva,568900,,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,,Erpobdellidae,,,Erpobdella,,parva,,Species,,,,,,,,FALSE,,2007-09-10,,FALSE,5,FALSE,5,,,,,,
,1578,Erpobdella punctata,69445,69444,Annelida,,Clitellata,Hirudinea,Pharyngodellida,,Erpobdellidae,Erpobdellinae,,Erpobdella,,Erpobdella punctata,,Species,,,PR,USEPA 1990 Draft,,,,FALSE,,2007-09-10,,FALSE,,TRUE,,,,5,5,,
,1579,Gyraulus circumstriatus,76593,76592,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Gyraulus,,Gyraulus circumstriatus,,Species,7,RBP2 1999 (MACS),SC,RBP2 1999,,,,FALSE,,2007-09-10,,FALSE,,FALSE,,,,,,,
,1580,Haliplus borealis,111878,111858,Arthropoda,,Insecta,Pterygota,Coleoptera,,Haliplidae,,,Haliplus,,borealis,,Species,,,,,,,,FALSE,,2007-09-10,,FALSE,4,FALSE,4,,,,,,
,1581,Hesperophylax designatus,116008,116001,Arthropoda,,Insecta,Pterygota,Trichoptera,,Limnephilidae,,Limnephilini,Hesperophylax,,Hesperophylax designatus,,Species,3,USEPA 1990 Draft,SH,USEPA 1990 Draft,,,,FALSE,,2007-09-10,,FALSE,3,FALSE,3,,,,,2,x
,1582,Isoperla signata,103034,102995,Arthropoda,,Insecta,Pterygota,Plecoptera,,Perlodidae,Isoperlinae,,Isoperla,,Isoperla signata,,Species,2,USEPA 1990 Draft,,,,,,FALSE,,2007-09-10,,FALSE,3,FALSE,3,,,,,3,3
,1583,Isoperla slossonae,103035,102995,Arthropoda,,Insecta,Pterygota,Plecoptera,,Perlodidae,Isoperlinae,,Isoperla,,Isoperla slossonae,,Species,2,USEPA 1990 Draft,,,,,,FALSE,,2007-09-10,,FALSE,3,FALSE,3,,,,,3,3
,1584,Isoperla transmarina,103036,102995,Arthropoda,,Insecta,Pterygota,Plecoptera,,Perlodidae,Isoperlinae,,Isoperla,,Isoperla transmarina,,Species,0,USEPA 1990 Draft,,,,,,FALSE,,2007-09-10,,FALSE,3,FALSE,3,,,,,3,3
,1585,Lethocerus,103701,103683,Arthropoda,,Insecta,Pterygota,Hemiptera,,Belostomatidae,,,Lethocerus,,,,Genus,,,PR,RBP2 1999,sw,RBP2 1999,,FALSE,,2007-09-10,,FALSE,4,TRUE,,4,4,4,4,4,4
