Taxon_Group,BenTaxaID,FinalID,TSN,ParTSN,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,Variety,Rank,TolVal,TolValSource,FFG,FFGSource,Habit,HabitSource,InBenthics,AdminCheck,DateNameRevised,EnterDate,Comments,Terrestrial,BCG_Attr,data_MN,BCG_Attr_NLF,BCG_Attr_Driftless,BCG_Attr_MN,BCG_Attr_GP,BCG_Attr_RR,BCG_Cool_8,BCG_Cold_9
,365,Glyptotendipes,129483,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Glyptotendipes,,,,Genus,10,WSA,"CF,SH",WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,5,TRUE,5,5,5,5,5,5,5
,366,Goeldichironomus,129506,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Goeldichironomus,,,,Genus,10,WSA,CG,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,367,Harnischia,129516,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Harnischia,,,,Genus,8,WSA,CG,WSA,"BU, CB",WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,368,Hyporhygma,129520,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Hyporhygma,,,,Genus,,WSA,,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,,x,x,,
,369,Kiefferulus,129522,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Kiefferulus,,,,Genus,4,WSA,CG,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,5,TRUE,,5,5,5,5,5,5
,370,Lauterborniella,129525,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Lauterborniella,,,,Genus,6,WSA,CG,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,x,,4,x,4,4
,371,Lauterborniella agrayloides,129526,129525,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Lauterborniella,,Lauterborniella agrayloides,,Species,5,WSA,CG,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,4,x
,372,Microchironomus,129532,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Microchironomus,,,,Genus,8,USEPA 1990 Draft,CG,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,x,,x,x,4,4
,373,Microtendipes,129535,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Microtendipes,,,,Genus,6,WSA,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,3,TRUE,5,3,3,4,3,3,3
,374,Microtendipes pedellus,129541,129535,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Microtendipes,,Microtendipes pedellus,,Species,6,USEPA 1990 Draft,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,3,4
,375,Microtendipes rydalensis,129547,129535,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Microtendipes,,Microtendipes rydalensis,,Species,6,USEPA 1990 Draft,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,376,Nilothauma,129548,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Nilothauma,,,,Genus,2,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,3,TRUE,,3,2,2,2,2,2
,377,Omisus,129556,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Omisus,,,,Genus,4,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,x,x
,378,Pagastiella,129561,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Pagastiella,,,,Genus,2,WSA,CG,WSA,SP,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,x,,3,3,3,3
,379,Pagastiella ostansa,129562,129561,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Pagastiella,,Pagastiella ostansa,,Species,,RBP2 1999 (NC),,WSA,SP,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,380,Parachironomus,129564,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Parachironomus,,,,Genus,3,WSA,PR,WSA,SP,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,4,4
,381,Paracladopelma,129597,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paracladopelma,,,,Genus,6,WSA,CG,WSA,SP,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,4,4
,382,Paralauterborniella,129616,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paralauterborniella,,,,Genus,5,WSA,CG,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,x,4,4,4,4,4
,383,Paralauterborniella nigrohalterale,129619,129616,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paralauterborniella,,Paralauterborniella nigrohalterale,,Species,6,WSA,CG,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,384,Paralauterborniella nigrohalteralis,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paralauterborniella,,Paralauterborniella nigrohalteralis,,Species,8,USEPA 1990 Draft,CG,USEPA 1990 Draft,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,385,Paratendipes,129623,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paratendipes,,,,Genus,6,WSA,CG,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,5,TRUE,5,5,3,4,3,4,4
,386,Paratendipes basidens,129627,129623,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paratendipes,,Paratendipes basidens,,Species,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,387,Phaenopsectra,129637,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Phaenopsectra,,,,Genus,6,WSA,"CG,SC",WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,3,TRUE,4,3,3,3,3,4,4
,388,Phaenopsectra obediens,129647,129637,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Phaenopsectra,,Phaenopsectra obediens,,Species,,WSA,OM,RBP2 1999,cb,RBP2 1999,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,4,x
,389,Phaenopsectra punctipes,129652,129637,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Phaenopsectra,,Phaenopsectra punctipes,,Species,,RBP2 1999 (OH),SC,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,390,Chironomini,129229,129228,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Phaenopsectra/Tribelos,,,,Tribe,6,WSA,CG,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,,x,x,x,x
,391,Phaenopsectra/Tribelos,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Phaenopsectra/Tribelos,,,,Genus,6,WSA,SC,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,4,,,,
,392,Polypedilum,129657,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,,,Genus,4,WSA,SH,WSA,"CB, CN",WSA,,FALSE,,2006-01-17,WSA,FALSE,3,TRUE,4,3,4,5,4,4,4
,393,Polypedilum aviceps,129666,129657,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum aviceps,,Species,5,WSA,SH,WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,FALSE,4,,,,,3,3
,394,Polypedilum convictum,129671,129657,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum convictum,,Species,6,WSA,SH,WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,395,Polypedilum fallax,129676,129657,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum fallax,,Species,5,WSA,SH,WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,396,Polypedilum flavum,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum flavum,,Species,6,WSA,SH,WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,FALSE,4,,,,,4,4
,397,Polypedilum halterale,129684,129657,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum halterale,,Species,7,WSA,SH,WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,398,Polypedilum halterale/scalaenum,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum halterale/scalaenum,,Species,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,399,Polypedilum illinoense,129686,129657,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum illinoense,,Species,7,WSA,SH,WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,400,Polypedilum laetum,129692,129657,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum laetum,,Species,4,WSA,SH,WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,FALSE,4,,,,,4,3
,401,Polypedilum ontario,129698,129657,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum ontario,,Species,3,WSA,SH,WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,402,Polypedilum scalaenum,129708,129657,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,Polypedilum scalaenum,,Species,6,USEPA 1990 Draft,SH,WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,403,Robackia,129730,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Robackia,,,,Genus,,WSA,CG,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,x,,x,x,3,3
,404,Robackia claviger,129731,129730,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Robackia,,Robackia claviger,,Species,2,WSA,CG,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,405,Robackia demeijerei,129733,129730,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Robackia,,Robackia demeijerei,,Species,2,WSA,CG,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,406,Saetheria,129735,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Saetheria,,,,Genus,4,WSA,CG,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,x,4,4,4,4,4
,407,Saetheria tylus,129737,129735,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Saetheria,,Saetheria tylus,,Species,6,WSA,,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,408,Stelechomyia,129743,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stelechomyia,,,,Genus,4,WSA,CG,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,x,,4,x,,
,409,Stelechomyia perpulchra,129744,129743,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stelechomyia,,Stelechomyia perpulchra,,Species,5,WSA,CG,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,410,Stenochironomus,129746,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stenochironomus,,,,Genus,5,WSA,"CG,SH",WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,4,4,4,3,4,4,4
,411,Stenochironomus hilaris,129760,129746,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stenochironomus,,hilaris,,Species,5,USEPA 1990 Draft,CG,USEPA 1990 Draft,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,412,Stenochironomus poecilopterus,129774,129746,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stenochironomus,,poecilopterus,,Species,5,USEPA 1990 Draft,CG,USEPA 1990 Draft,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,413,Stictochironomus,129785,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stictochironomus,,,,Genus,5,WSA,CG,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,5,TRUE,5,5,4,4,4,4,4
,414,Tribelos,129820,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Tribelos,,,,Genus,6,WSA,CG,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,2,2,2,4,4
,415,Xenochironomus,129837,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Xenochironomus,,,,Genus,6,WSA,PR,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,3,TRUE,,3,3,3,3,3,3
,416,Xenochironomus xenolabis,129838,129837,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Xenochironomus,,xenolabis,,Species,4,WSA,PR,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,417,Xestochironomus,129842,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Xestochironomus,,,,Genus,2,WSA,PR,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,418,Zavreliella,130040,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Zavreliella,,,,Genus,,WSA,CG,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,x,,x,x,,
,419,Pseudochironomus,129851,129850,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Pseudochironomini,Pseudochironomus,,Pseudochironomus,,Genus,5,WSA,CG,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,4,4
,420,Neostempellina,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,,,,,Tribe,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,x,x
,421,Cladotanytarsus,129873,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Cladotanytarsus,,,,Genus,6,WSA,"CF,CG",WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,4,4,4,4,4,4,4
,422,Cladotanytarsus mancus,129881,129873,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Cladotanytarsus,,Cladotanytarsus mancus,,Species,7,USEPA 1990 Draft,CF,USEPA 1990 Draft,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,423,Cladotanytarsus vanderwulpi,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Cladotanytarsus,,Cladotanytarsus vanderwulpi,,Species,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,424,Cladotanytarsus/Tanytarsus,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Cladotanytarsus/Tanytarsus,,,,Genus,,WSA,,WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,425,Constempellina,129884,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Constempellina,,,,Genus,7,WSA,CG,WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,3,TRUE,,3,3,3,3,3,3
,426,Constempellina brevicosta,129885,129884,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Constempellina,,Constempellina brevicosta,,Species,8,WSA,,WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,427,Krenopsectra/Micropsectra,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Krenopsectra/Micropsectra,,,,Genus,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,428,Neozavrelia,130042,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Neozavrelia,,,,Genus,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,429,Nimbocera,129932,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Nimbocera,,,,Genus,7,WSA,CF,RBP2 1999,sp,RBP2 1999,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,430,Paratanytarsus,129935,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Paratanytarsus,,,,Genus,7,WSA,CG,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,5,TRUE,5,5,4,4,4,5,5
,431,Paratanytarsus/Rheotanytarsus,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Paratanytarsus/Rheotanytarsus,,,,Genus,,WSA,,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,432,Rheotanytarsus,129952,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,,,,Genus,6,WSA,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,3,TRUE,4,3,3,4,4,4,4
,433,Rheotanytarsus pentapoda,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,,Rheotanytarsus pentapoda,,Species,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,434,Stempellina,129962,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Stempellina,,,,Genus,0,WSA,CG,WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,3,TRUE,,3,2,2,2,2,2
,435,Stempellinella,129969,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Stempellinella,,,,Genus,2,WSA,CG,WSA,"CB, CN",WSA,,FALSE,,2006-01-17,WSA,FALSE,3,TRUE,3,3,3,2,3,3,3
,436,Stempellinella/Zavrelia,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Stempellinella/Zavrelia,,,,Genus,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,437,Sublettea,129975,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Sublettea,,,,Genus,4,WSA,"CF,CG",WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,3,TRUE,3,3,4,4,4,3,3
,438,Sublettea coffmani,129976,129975,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Sublettea,,coffmani,,Species,3,WSA,CF,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,439,Tanytarsini,129872,129228,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,,,,,Tribe,6,WSA,CF,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,4,,4,4,4,4,4
,440,Tanytarsus,129978,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Tanytarsus,,,,Genus,2,WSA,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,4,4,4,4,4,4,4
,441,Tanytarsus curticornis,129985,129978,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Tanytarsus,,curticornis,,Species,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,442,Tanytarsus mendax,130003,129978,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Tanytarsus,,mendax,,Species,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,443,Zavrelia,130038,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Zavrelia,,,,Genus,6,WSA,CG,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,,x,x,,
,444,Diamesinae,128341,127917,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,,,,,,Subfamily,5,WSA,CG,WSA,SP,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,,x,x,,
,445,Diamesa,128355,128351,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,Diamesini,Diamesa,,,,Genus,2,WSA,CG,WSA,SP,WSA,,FALSE,,2006-01-17,WSA,FALSE,3,TRUE,4,3,3,3,3,3,3
,446,Pagastia,128401,128351,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,Diamesini,Pagastia,,,,Genus,8,WSA,CG,WSA,SP,WSA,,FALSE,,2006-01-17,WSA,FALSE,2,TRUE,3,2,4,4,4,3,3
,447,Potthastia,128408,128351,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,Diamesini,Potthastia,,,,Genus,1,WSA,CG,WSA,SP,WSA,,FALSE,,2006-01-17,WSA,FALSE,3,TRUE,,3,3,3,3,3,3
,448,Potthastia gaedii,128409,128408,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,Diamesini,Potthastia,,gaedii,,Species,4,WSA,CG,WSA,SP,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,449,Potthastia longimana,128412,128408,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,Diamesini,Potthastia,,longimana,,Species,4,WSA,CG,WSA,SP,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,450,Potthastia/Sympotthastia,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,Diamesini,Potthastia/Sympotthastia,,,,Genus,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,451,Sympotthastia,128426,128351,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,Diamesini,Sympotthastia,,,,Genus,6,WSA,CG,WSA,SP,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,x,x
,452,Orthocladiinae,128457,127917,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,,,,,Subfamily,5,WSA,CG,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,,x,x,x,x
,453,Doncricotopus,128680,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,Doncricotopus,,,,Genus,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,454,Orthocladius,128874,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Orthocladius,,,,Genus,6,WSA,CG,WSA,SP,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,4,4,4,4,4,4,4
,455,Orthocladius curtiseta,128889,568522,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Orthocladius,Orthocladius (Orthocladius),Orthocladius curtiseta,,Species,,WSA,,WSA,SP,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,456,Orthocladius lignicola,128913,568523,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Orthocladius,Orthocladius (Symposiocladius),Orthocladius lignicola,,Species,7,WSA,CG,WSA,SP,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,FALSE,4,,,,,,
,457,Orthocladius mallochi,128916,568522,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Orthocladius,Orthocladius (Orthocladius),Orthocladius mallochi,,Species,5,WSA,CG,WSA,SP,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
