TaxaID_orig,OTU_BCG,Modified,Rationale,Notes_ORWA,NM_FINALID,RANK,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,SUBORDER,INFRAORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,GENUS,SUBGENUS,SPECIES,SUBSPECIES
Argia agrioides,Argia agrioides,FALSE,,,Argia agrioides,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,agrioides,
Argia alberta,Argia alberta,FALSE,,,Argia alberta,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,alberta,
Argia apicalis,Argia apicalis,FALSE,,,Argia apicalis,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,apicalis,
Argia fumipennis,Argia fumipennis,FALSE,,,Argia fumipennis,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,fumipennis,
Argia fumipennis violacea,Argia fumipennis violacea,FALSE,,,Argia fumipennis violacea,SubSpecies,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,fumipennis,violacea
Argia hinei,Argia hinei,FALSE,,,Argia hinei,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,hinei,
Argia immunda,Argia immunda,FALSE,,,Argia immunda,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,immunda,
Argia lugens,Argia lugens,FALSE,,,Argia lugens,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,lugens,
Argia moesta,Argia moesta,FALSE,,,Argia moesta,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,moesta,
Argia munda,Argia munda,FALSE,,,Argia munda,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,munda,
Argia nahuana,Argia nahuana,FALSE,,,Argia nahuana,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,nahuana,
Argia oenea,Argia oenea,FALSE,,,Argia oenea,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,oenea,
Argia pallens,Argia pallens,FALSE,,,Argia pallens,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,pallens,
Argia plana,Argia plana,FALSE,,,Argia plana,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,plana,
Argia sedula,Argia sedula,FALSE,,,Argia sedula,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,sedula,
Argia tezpi,Argia tezpi,FALSE,,,Argia tezpi,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,tezpi,
Argia tonto,Argia tonto,FALSE,,,Argia tonto,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,tonto,
Argia translata,Argia translata,FALSE,,,Argia translata,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,translata,
Argia vivida,Argia vivida,FALSE,,,Argia vivida,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Argia,,vivida,
Argulus,Argulus,FALSE,,,,Genus,Arthropoda,Crustacea,Maxillopoda,,Arguloida,,,,Argulidae,,,,,,
Arhynchobdellida,Arhynchobdellida,FALSE,,,Arhynchobdellida,Order,Annelida,,Clitellata,Oligochaeta,Arhynchobdellida,,,,,,,,,,
Arigomphus,Arigomphus,FALSE,,,,Genus,Arthropoda,,Insecta,,Trichoptera,,,,Gomphidae,,,,,,
Armiger,Armiger,FALSE,,,Armiger,Genus,Mollusca,,Gastropoda,,Basommatophora,,,,Planorbidae,,,Armiger,,,
Armiger crista,Armiger crista,FALSE,,,Armiger crista,Species,Mollusca,,Gastropoda,,Basommatophora,,,,Planorbidae,,,Armiger,,crista,
Arrenuridae,Arrenuridae,FALSE,,,Arrenuridae,Family,Arthropoda,,Arachnida,Acari,Trombidiformes,Prostigmata,,,Arrenuridae,,,,,,
Arrenurus,Arrenurus,FALSE,,,Arrenurus,Genus,Arthropoda,,Arachnida,Acari,Trombidiformes,Prostigmata,,,Arrenuridae,,,Arrenurus,,,
Artemia,Artemia,FALSE,,,Artemia,Genus,Arthropoda,Crustacea,Branchiopoda,,Anostraca,Artemiina,,,Artemiidae,,,Artemia,,,
Artemiidae,Artemiidae,FALSE,,,Artemiidae,Family,Arthropoda,Crustacea,Branchiopoda,,Anostraca,Artemiina,,,Artemiidae,,,,,,
Arthropleona,Arthropleona,FALSE,,,Arthropleona,SubOrder,Arthropoda,,Insecta,,Collembola,Arthropleona,,,,,,,,,
Asellidae,Asellidae,FALSE,,,Asellidae,Family,Arthropoda,Crustacea,Malacostraca,,Isopoda,Asellota,,,Asellidae,,,,,,
Asellota,Asellota,FALSE,,,Asellota,SubOrder,Arthropoda,Crustacea,Malacostraca,,Isopoda,Asellota,,,,,,,,,
Asheum,Asheum,FALSE,,,,Genus,Arthropoda,,Insecta,,Diptera,,,,Chironomidae,,,,,,
Asioplax,Asioplax,FALSE,,,Asioplax,Genus,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Pannota,Ephemerelloidea,Leptohyphidae,,,Asioplax,,,
Asioplax corpulenta,Asioplax corpulenta,FALSE,,,Asioplax corpulenta,Species,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Pannota,Ephemerelloidea,Leptohyphidae,,,Asioplax,,corpulenta,
Asioplax edmundsi,Asioplax edmundsi,FALSE,,,Asioplax edmundsi,Species,Arthropoda,Uniramia,Insecta,Pterygota,Ephemeroptera,,,,Leptohyphidae,,,Asioplax,,edmundsi,
Astacidae,Astacidae,FALSE,,,Astacidae,Family,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Stenopodidea,Astacoidea,Astacidae,,,,,,
Astacoidea,Astacoidea,FALSE,,,Astacoidea,SuperFamily,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Stenopodidea,Astacoidea,,,,,,,
Athericidae,Athericidae,FALSE,,,Athericidae,Family,Arthropoda,,Insecta,,Diptera,Brachycera,Tabanomorpha,,Athericidae,,,,,,
Atherix,Atherix,FALSE,,,Atherix,Genus,Arthropoda,,Insecta,,Diptera,Brachycera,Tabanomorpha,,Athericidae,,,Atherix,,,
Atherix pachypus,Atherix pachypus,FALSE,,,Atherix pachypus,Species,Arthropoda,,Insecta,,Diptera,Brachycera,Tabanomorpha,,Athericidae,,,Atherix,,pachypus,
Athripsodini,Athripsodini,FALSE,,,Athripsodini,Tribe,Arthropoda,,Insecta,,Trichoptera,,,Leptoceroidea,Leptoceridae,Leptocerinae,Athripsodini,,,,
Atopsyche,Atopsyche,FALSE,,,Atopsyche,Genus,Arthropoda,,Insecta,,Trichoptera,,,Rhyacophiloidea,Hydrobiosidae,Hydrobiosinae,Hydrobiosini,Atopsyche,,,
Atractides,Atractides,FALSE,,,Atractides,Genus,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Prostigmata,,,Hygrobatidae,,,Atractides,,,
ATRICHOPOGON,Atrichopogon,TRUE,formatting - CAPS,,Atrichopogon,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Ceratopogonidae,Forcipomyiinae,,Atrichopogon,,,
Attenella,Attenella,FALSE,,,Attenella,Genus,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Pannota,Ephemerelloidea,Ephemerellidae,,,Attenella,,,
Attenella margarita,Attenella margarita,FALSE,,,Attenella margarita,Species,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Pannota,Ephemerelloidea,Ephemerellidae,,,Attenella,,margarita,
Atylotus/Tabanus,Atylotus/Tabanus,FALSE,,,Atylotus/Tabanus,Genus,Arthropoda,,Insecta,,Diptera,Brachycera,Tabanomorpha,,Tabanidae,Tabaninae,Tabanini,Atylotus/Tabanus,,,
Aulodrilus,Aulodrilus,FALSE,,,Aulodrilus,Genus,Annelida,,Clitellata,Oligochaeta,Tubificida,Tubificina,,,Naididae,Tubificinae,,Aulodrilus,,,
AXARUS,Axarus,TRUE,formatting - CAPS,,,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,,Axarus,,,
Baetidae,Baetidae,FALSE,,,Baetidae,Family,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,,,,
Baetis,Baetis,FALSE,,,Baetis,Genus,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Baetis,,,
Baetis adonis,Baetis adonis,FALSE,,,Baetis adonis,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Baetis,,adonis,
Baetis bicaudatus,Baetis bicaudatus,FALSE,,,Baetis bicaudatus,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Baetis,,bicaudatus,
Baetis celestis,Baetis celestis,FALSE,,,Baetis celestis,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Baetis,,celestis,
Baetis flavistriga,Baetis flavistriga,FALSE,,,Baetis flavistriga,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Baetis,,flavistriga,
Baetis magnus,Baetis magnus,FALSE,,,Baetis magnus,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Baetis,,magnus,
Baetis notos,Baetis notos,FALSE,,,Baetis notos,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Baetis,,notos,
Baetis tricaudatus,Baetis tricaudatus,FALSE,,,Baetis tricaudatus,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Baetis,,tricaudatus,
Baetodes,Baetodes,FALSE,,,Baetodes,Genus,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Baetodes,,,
Baetodes deficiens,Baetodes deficiens,FALSE,,,Baetodes deficiens,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Baetodes,,deficiens,
Baetodes edmundsi,Baetodes edmundsi,FALSE,,,Baetodes edmundsi,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Baetodes,,edmundsi,
Basommatophora,Basommatophora,FALSE,,TOO COARSE,Basommatophora,Order,Mollusca,,Gastropoda,,Basommatophora,,,,,,,,,,
Beckidia,Beckidia,FALSE,,,Beckidia,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Beckidia,,,
Beckidia tethys,Beckidia tethys,FALSE,,,Beckidia tethys,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Beckidia,,tethys,
Belostoma,Belostoma,FALSE,,Excluded as water column or surface dwellers,Belostoma,Genus,Arthropoda,,Insecta,,Hemiptera,,,,Belostomatidae,Belostomatinae,,Belostoma,,,
Belostoma bakeri,Belostoma bakeri,FALSE,,,Belostoma bakeri,Species,Arthropoda,,Insecta,,Hemiptera,,,,Belostomatidae,Belostomatinae,,Belostoma,,bakeri,
Belostoma flumineum,Belostoma flumineum,FALSE,,Excluded as water column or surface dwellers,Belostoma flumineum,Species,Arthropoda,,Insecta,,Hemiptera,,,,Belostomatidae,Belostomatinae,,Belostoma,,flumineum,
BELOSTOMATIDAE,Belostomatidae,TRUE,formatting - CAPS,Excluded as water column or surface dwellers,Belostomatidae,Family,Arthropoda,,Insecta,,Hemiptera,,,,Belostomatidae,,,,,,
Belostomatinae,Belostomatinae,FALSE,,,Belostomatinae,SubFamily,Arthropoda,,Insecta,,Hemiptera,,,,Belostomatidae,Belostomatinae,,,,,
Berosinae,Berosinae,FALSE,,,Berosinae,SubFamily,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Berosinae,,,,,
Berosus,Berosus,FALSE,,,Berosus,Genus,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Berosinae,Berosini,Berosus,,,
Berosus infuscatus,Berosus infuscatus,FALSE,,,Berosus infuscatus,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Berosinae,,Berosus,Berosus (Berosus),infuscatus,
Berosus peregrinus,Berosus peregrinus,FALSE,,,Berosus peregrinus,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Berosinae,,Berosus,Berosus (Berosus),peregrinus,
Berosus sayi,Berosus sayi,FALSE,,,Berosus sayi,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Berosinae,,Berosus,,striatus,
Berosus styliferus,Berosus styliferus,FALSE,,,Berosus styliferus,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Berosinae,,Berosus,,styliferus,
Bezzia,Bezzia,FALSE,,Too Many unknown Genera,Bezzia,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Ceratopogonidae,Ceratopogoninae,Palpomyiini,Bezzia,,,
Bezzia/Palpomyia,Bezzia/Palpomyia,FALSE,,Too Many unknown Genera,Bezzia/Palpomyia,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Ceratopogonidae,Ceratopogoninae,Palpomyiini,Bezzia/Palpomyia,,,
Bibiocephala,Bibiocephala,FALSE,,,Bibiocephala,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Blephariceromorpha,,Blephariceridae,Blepharicerinae,Blepharicerini,Bibiocephala,,,
Bibiocephala grandis,Bibiocephala grandis,FALSE,,,Bibiocephala grandis,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Blephariceromorpha,,Blephariceridae,,Blepharicerini,Bibiocephala,,grandis,
Bioamphalaria,Bioamphalaria,FALSE,,,Bioamphalaria,Genus,Mollusca,,Gastropoda,,Basommatophora,,,,Planorbidae,,,Bioamphalaria,,,
Bioamphalaria obstructa,Bioamphalaria obstructa,FALSE,,,Bioamphalaria obstructa,Species,Mollusca,,Gastropoda,,Basommatophora,,,,Planorbidae,,,Bioamphalaria,,obstructa,
Bivalvia,Bivalvia,FALSE,,TOO COARSE,Bivalvia,Class,Mollusca,,Bivalvia,,,,,,,,,,,,
Blephariceridae,Blephariceridae,FALSE,,,Blephariceridae,Family,Arthropoda,,Insecta,,Diptera,Nematocera,Blephariceromorpha,,Blephariceridae,,,,,,
Blepharicerinae,Blepharicerinae,FALSE,,,Blepharicerinae,SubFamily,Arthropoda,,Insecta,,Diptera,Nematocera,Blephariceromorpha,,Blephariceridae,Blepharicerinae,,,,,
Blepharicerini,Blepharicerini,FALSE,,,Blepharicerini,Tribe,Arthropoda,,Insecta,,Diptera,Nematocera,Blephariceromorpha,,Blephariceridae,Blepharicerinae,Blepharicerini,,,,
Blephariceromorpha,Blephariceromorpha,FALSE,,,Blephariceromorpha,InfraOrder,Arthropoda,,Insecta,,Diptera,Nematocera,Blephariceromorpha,,,,,,,,
Bothrioneurum,Bothrioneurum,FALSE,,,,Genus,Annelida,,Clitellata,Oligochaeta,Tubificida,,,,Naididae,Rhyacodrilinae,,Bothrioneurum,,,
Boyeria,Boyeria,FALSE,,,Boyeria,Genus,Arthropoda,,Insecta,,Odonata,Anisoptera,,,Aeshnidae,,,Boyeria,,,
Brachycentridae,Brachycentridae,FALSE,,,Brachycentridae,Family,Arthropoda,,Insecta,,Trichoptera,Integripalpia,,Limnephiloidea,Brachycentridae,,,,,,
Brachycentrus,Brachycentrus,FALSE,,,Brachycentrus,Genus,Arthropoda,,Insecta,,Trichoptera,Integripalpia,,Limnephiloidea,Brachycentridae,,,Brachycentrus,,,
Brachycentrus (Oligoplectrodes),Brachycentrus (Oligoplectrodes),FALSE,,,Brachycentrus (Oligoplectrodes),SubGenus,Arthropoda,,Insecta,,Trichoptera,,,Limnephiloidea,Brachycentridae,,,Brachycentrus,Oligoplectrodes,,
Brachycentrus (Oligoplectrodes) americanus,Brachycentrus americanus,TRUE,formatting - removed subgenus,,Brachycentrus (Oligoplectrodes) americanus,Species,Arthropoda,,Insecta,,Trichoptera,,,Limnephiloidea,Brachycentridae,,,Brachycentrus,Oligoplectrodes,americanus,
Brachycentrus (Sphinctogaster),Brachycentrus (Sphinctogaster),FALSE,,,Brachycentrus (Sphinctogaster),SubGenus,Arthropoda,,Insecta,,Trichoptera,,,Limnephiloidea,Brachycentridae,,,Brachycentrus,Sphinctogaster,,
Brachycentrus (Sphinctogaster) occidentalis,Brachycentrus occidentalis,TRUE,formatting - removed subgenus,,Brachycentrus (Sphinctogaster) occidentalis,Species,Arthropoda,,Insecta,,Trichoptera,,,Limnephiloidea,Brachycentridae,,,Brachycentrus,Sphinctogaster,occidentalis,
Brachycentrus americanus,Brachycentrus americanus,FALSE,,,Brachycentrus (Oligoplectrodes) americanus,Species,Arthropoda,,Insecta,,Trichoptera,,,Limnephiloidea,Brachycentridae,,,Brachycentrus,Oligoplectrodes,americanus,
BRACHYCENTRUS OCCIDENTALIS,Brachycentrus occidentalis,TRUE,formatting - CAPS,,,Species,Arthropoda,,Insecta,,Trichoptera,,,Limnephiloidea,Brachycentridae,,,Brachycentrus,Sphinctogaster,occidentalis,
Brachycera,Brachycera,FALSE,,,Brachycera,SubOrder,Arthropoda,,Insecta,,Diptera,Brachycera,Tipulomorpha,,,,,,,,
Brachycercus,Brachycercus,FALSE,,,,Genus,Arthropoda,,Insecta,,Ephemeroptera,,,,Caenidae,,,,,,
Brachymesia,Brachymesia,FALSE,,,Brachymesia,Genus,Arthropoda,,Insecta,,Odonata,Anisoptera,,,Libellulidae,,,Brachymesia,,,
Brachymesia ?gravida,Brachymesia gravida,TRUE,formatting - removed ?,,Brachymesia ?gravida,Species,Arthropoda,,Insecta,,Odonata,Anisoptera,,,Libellulidae,,,Brachymesia,,?gravida,
Brachymesia gravida,Brachymesia gravida,FALSE,,,Brachymesia ?gravida,Species,Arthropoda,,Insecta,,Odonata,Anisoptera,,,Libellulidae,,,Brachymesia,,?gravida,
Brachypteryinae,Brachypteryinae,FALSE,,,Brachypteryinae,SubFamily,Arthropoda,,Insecta,,Plecoptera,Euholognatha,,,Taeniopterygidae,Brachypterinae,,,,,
Branchiobdellida,Branchiobdellida,FALSE,,,Branchiobdellida,Order,Annelida,,Clitellata,Oligochaeta,Branchiobdellida,,,,Cambarincolidae,,,,,,
Branchiopoda,Branchiopoda,FALSE,,,Branchiopoda,Class,Arthropoda,Crustacea,Branchiopoda,,,,,,,,,,,,
BRANCHIURA,Branchiura,TRUE,formatting - CAPS,,,Genus,Annelida,,Clitellata,Oligochaeta,Tubificida,,,,Naididae,Rhyacodrilinae,,Branchiura,,,
Bratislavia,Bratislavia,FALSE,,,,Genus,Annelida,,Clitellata,Oligochaeta,Tubificida,,,,Naididae,,,Bratislavia,,,
Brechmorhoga,Brechmorhoga,FALSE,,,Brechmorhoga,Genus,Arthropoda,,Insecta,,Odonata,Anisoptera,,,Libellulidae,,,Brechmorhoga,,,
Brechmorhoga mendax,Brechmorhoga mendax,FALSE,,,Brechmorhoga mendax,Species,Arthropoda,,Insecta,,Odonata,Anisoptera,,,Libellulidae,,,Brechmorhoga,,mendax,
Brillia,Brillia,FALSE,,,Brillia,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Orthocladiinae,Orthocladiini/Metriocnemini,Brillia,,,
Brillia flavifrons,Brillia flavifrons,FALSE,,,Brillia flavifrons,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Orthocladiinae,Orthocladiini/Metriocnemini,Brillia,,flavifrons,
Brillia parva,Brillia parva,FALSE,,,Brillia parva,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Orthocladiinae,Orthocladiini/Metriocnemini,Brillia,,parva,
Brundiniella,Brundiniella,FALSE,,,Brundiniella,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicamorpha,,Chironomidae,Taypodinae,Macropelopiini,Brundiniella,,,
Buenoa,Buenoa,FALSE,,excluded from BMI samples,Buenoa,Genus,Arthropoda,,Insecta,,Hemiptera,,,,Notonectidae,Anisopinae,,Buenoa,,,
Buenoa margaritacea,Buenoa margaritacea,FALSE,,excluded from BMI samples,Buenoa margaritacea,Species,Arthropoda,,Insecta,,Hemiptera,,,,Notonectidae,Anisopinae,,Buenoa,,margaritacea,
Buenoa scimitra,Buenoa scimitra,FALSE,,excluded from BMI samples,Buenoa scimitra,Species,Arthropoda,,Insecta,,Hemiptera,,,,Notonectidae,Anisopinae,,Buenoa,,scimitra,
Caecidotea,Caecidotea,FALSE,,,Caecidotea,Genus,Arthropoda,Crustacea,Malacostraca,,Isopoda,Asellota,,,Asellidae,,,Caecidotea,,,
Caenestheriidae,Caenestheriidae,FALSE,,,Caenestheriidae,Family,Arthropoda,Crustacea,Branchiopoda,,Notostraca,,,,Caenestheriidae,,,,,,
CAENIDAE,Caenidae,TRUE,formatting - CAPS,,Caenidae,Family,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,,,,,,
Caenis,Caenis,FALSE,,,Caenis,Genus,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,,,Caenis,,,
Caenis bajaensis,Caenis bajaensis,FALSE,,,Caenis bajaensis,Species,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,,,Caenis,,bajaensis,
Caenis latipennis,Caenis latipennis,FALSE,,,Caenis latipennis,Species,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,,,Caenis,,latipennis,
Caenoidea,Caenoidea,FALSE,,,Caenoidea,SuperFamily,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Pannota,Caenoidea,,,,,,,
Calamoceratidae,Calamoceratidae,FALSE,,,Calamoceratidae,Family,Arthropoda,,Insecta,,Trichoptera,,,Leptoceroidea,Calamoceratidae,,,,,,
Calamoceratinae,Calamoceratinae,FALSE,,,Calamoceratinae,SubFamily,Arthropoda,,Insecta,,Trichoptera,,,Leptoceroidea,Calamoceratidae,Calamoceratinae,,,,,
Callibaetis,Callibaetis,FALSE,,,Callibaetis,Genus,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Callibaetis,,,
Callibaetis ferrugineus,Callibaetis ferrugineus,FALSE,,,Callibaetis ferrugineus,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Callibaetis,,ferrugineus,
Callibaetis ferrugineus hageni,Callibaetis ferrugineus hageni,FALSE,,,Callibaetis ferrugineus hageni,SubSpecies,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Callibaetis,,ferrugineus,hageni
Callibaetis fluctuans,Callibaetis fluctuans,FALSE,,,Callibaetis fluctuans,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Callibaetis,,fluctuans,
Callibaetis montanus,Callibaetis montanus,FALSE,,,Callibaetis montanus,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Callibaetis,,montanus,
Callibaetis pictus,Callibaetis pictus,FALSE,,,Callibaetis pictus,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Callibaetis,,pictus,
Caloparyphus,Caloparyphus,FALSE,,,Caloparyphus,Genus,Arthropoda,,Insecta,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Oxycerini,Caloparyphus,,,
Calopterygidae,Calopterygidae,FALSE,,,Calopterygidae,Family,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Calopterygidae,,,,,,
Calopteryx,Calopteryx,FALSE,,,Calopteryx,Genus,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Calopterygidae,,,Calopteryx,,,
Calopteryx maculata,Calopteryx maculata,FALSE,,,Calopteryx maculata,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Calopterygidae,,,Calopteryx,,maculata,
Cambaridae,Cambaridae,FALSE,,,Cambaridae,Family,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Stenopodidea,Astacoidea,Cambaridae,,,,,,
CAMBARINCOLIDAE,Cambarincolidae,TRUE,formatting - CAPS,,Cambarincolidae,Family,Annelida,,Clitellata,Oligochaeta,Branchiobdellida,,,,Cambarincolidae,,,,,,
Camelobaetidius,Camelobaetidius,FALSE,,,Camelobaetidius,Genus,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Camelobaetidius,,,
Camelobaetidius musseri,Camelobaetidius musseri,FALSE,,,Camelobaetidius musseri,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Camelobaetidius,,musseri,
Camelobaetidius warreni,Camelobaetidius warreni,FALSE,,,Camelobaetidius warreni,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Camelobaetidius,,warreni,
Camptocladius,Camptocladius,FALSE,,,Camptocladius,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Orthocladiinae,Orthocladiini/Metriocnemini,Camptocladius,,,
Camptocladius stercorarius,Camptocladius stercorarius,FALSE,,,Camptocladius stercorarius,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Orthocladiinae,Orthocladiini/Metriocnemini,Camptocladius,,stercorarius,
Capnia,Capnia,FALSE,,,Capnia,Genus,Arthropoda,,Insecta,,Plecoptera,Euholognatha,,,Capniidae,Capniinae,,Capnia,,,
Capnia californica,Capnia californica,FALSE,,,Capnia californica,Species,Arthropoda,,Insecta,,Plecoptera,Euholognatha,,,Capniidae,Capniinae,,Capnia,,californica,
Capnia coloradensis,Capnia coloradensis,FALSE,,,Capnia coloradensis,Species,Arthropoda,,Insecta,,Plecoptera,Euholognatha,,,Capniidae,Capniinae,,Capnia,,coloradensis,
Capnia confusa,Capnia confusa,FALSE,,,Capnia confusa,Species,Arthropoda,,Insecta,,Plecoptera,Euholognatha,,,Capniidae,Capniinae,,Capnia,,confusa,
Capnia decepta,Capnia decepta,FALSE,,,Capnia decepta,Species,Arthropoda,,Insecta,,Plecoptera,Euholognatha,,,Capniidae,Capniinae,,Capnia,,decepta,
Capnia gracilaria,Capnia gracilaria,FALSE,,,Capnia gracilaria,Species,Arthropoda,,Insecta,,Plecoptera,Euholognatha,,,Capniidae,Capniinae,,Capnia,,gracilaria,
Capnia vernalis,Capnia vernalis,FALSE,,,Capnia vernalis,Species,Arthropoda,,Insecta,,Plecoptera,Euholognatha,,,Capniidae,Capniinae,,Capnia,,vernalis,
Capniidae,Capniidae,FALSE,,,Capniidae,Family,Arthropoda,,Insecta,,Plecoptera,Euholognatha,,,Capniidae,,,,,,
Capniinae,Capniinae,FALSE,,,Capniinae,SubFamily,Arthropoda,,Insecta,,Plecoptera,Euholognatha,,,Capniidae,Capniinae,,,,,
Capnura,Capnura,FALSE,,,Capnura,Genus,Arthropoda,,Insecta,,Plecoptera,Euholognatha,,,Capniidae,Capniinae,,Capnura,,,
