Taxon_Group,Taxon,NonTarget,LBR_NumSamp,LBR_SumAbund,BCG_attr,BCG_attr2,BCG_attr_Roman,BURP_TOL,FFG,BURP_FFG,Habit,BURP_HABIT,Life_Cycle,BURP_VOLT,LONGLIVED,Thermal_indicator,ThermPref_ORWA,BURP_THERM,ThermVar_ORWA,Habitat,FSBI_2012,BSTI_v2_opt,BSTI_v2_tol,Hemoglobin,LargeRiver,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Comments
Chironomidae,Microtendipes Rydalensis Group,FALSE,1,8,3,,III,,"CF,CG",,CN,,multi,,FALSE,,cowa,,,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Rydalensis Gr.,,,,
Acari,Mideopsidae,FALSE,,,NA,,NA,,"PR,PA",,UN,,uni,,FALSE,,eurythermal,,,GENE,,,,,,83476,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,,,,,,,
Acari,Mideopsis,FALSE,,,3,,III,,"PR,PA",Predator,UN,,uni,,FALSE,,eurythermal,,,GENE,,,,,,83479,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,Mideopsis,,,,,,
Diptera,Molophilus,FALSE,,,NA,,NA,,UN,,BU,Burrower,uni,Univoltine,FALSE,,,Eurythermal: cool summer,,GENE,,,,,,120758,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Molophilus,,,,,,
Chironomidae,Monodiamesa,FALSE,,,3,,III,7,CG,Gatherer,SP,Sprawler,multi,Univoltine,FALSE,,cool,Eurythermal: cool summer,,GENE,,28.0946219,23.92461081,,,128440,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,Monodiamesa,,,,,,
Trichoptera,Monophylax mono,FALSE,,,1i,,I i,,MH,,"CB,SP",,UN,,FALSE,,,,,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Chilostigmini,,Monophylax,,,,,mono,
Plecoptera,Moselia,FALSE,,,2,,II,,SH,,"SP,CN",,semi,,TRUE,,cold,,,LOTI,,15.41984235,14.03518757,,,102909,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Leuctrinae,,,Moselia,,,,,,
Diptera,Muscidae,FALSE,2,23.712,4,4_worse,IV_worse,8,PR,Predator,SP,Sprawler,uni,Facultative Multivoltine,FALSE,,eurythermal,Eurythermal: warm summer,,GENE,,22.17592131,20.12379508,,,150025,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Muscidae,,,,,,,,,,
Mollusca,Musculium/Sphaerium,FALSE,,,4,4_middle,IV_middle,,CF,,"BU,SP",,semi,,FALSE,,,,,GENE,,,,,,,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Sphaeriidae,,,Musculium/Sphaerium,,,,,,,
Trichoptera,Mystacides,FALSE,7,332.98,4,4_middle,IV_middle,6,"CG,MH",Gatherer/Shredder,"CB,SP",Sprawler,uni,Facultative Multivoltine,FALSE,,warm,Eurythermal: warm summer,,GENE,,,,,,116598,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,Leptocerinae,Mystacidini,,Mystacides,,,,,,
Oligochaeta,Naididae,FALSE,,,4,4_middle,IV_middle,8,CG,Gatherer,"BU,SP",Sprawler,uni,,FALSE,,,,yes,GENE,,,,,,68854,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,,,,,,,,,,
Oligochaeta,Naidinae,FALSE,,,4,4_middle,IV_middle,,CG,,"BU,SP",,uni,,FALSE,,warm,,,GENE,,,,,,974284,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,,,,,,,
Chironomidae,Nanocladius,FALSE,6,66.992,4,4_worse,IV_worse,7,"CG,PA",Gatherer,"SP,CN",Sprawler,multi,Univo/Bivo/Multivo,FALSE,,warm,Eurythermal: warm summer,,GENE,,11.38040166,18.84201373,,,128844,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Nanocladius,,,,,,
Coleoptera,Narpus,FALSE,,,4,4_middle,IV_middle,4,"CG,SC",Scraper/Gatherer,"CN,CB",Clinger,semi,Facultative Semivoltine,TRUE,,cool,Eurythermal: cool summer,,LOTI,5,12.8943168,12.60574542,U,,114142,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Narpus,,,,,,
Chironomidae,Natarsia,FALSE,,,4,4_middle,IV_middle,8,PR,Predator,SP,Sprawler,multi,Bivo/Multivo,FALSE,,cool,Eurythermal: warm summer,,GENE,,31.2431542,21.54870665,T,,128070,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Natarsiini,,Natarsia,,,,,,
Plecoptera,Neaviperla/Suwallia,FALSE,,,3,,III,5,"PR,SC,CG",,"CN,BU",,uni,,FALSE,,cool,,,LOTI,10,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,Suwalliini,,Neaviperla/Suwallia,,,,,,
Trichoptera,Nectopsyche,FALSE,36,2346.124,4,4_worse,IV_worse,9,"MH,CG,PR",Shredder,"CB,SW",Climber/Sprawler/Clinger,uni,Facultative Multivoltine,FALSE,,,Eurythermal: warm summer,,GENE,,,,,TRUE,116651,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,Leptocerinae,Nectopsychini,,Nectopsyche,,,,,,
Misc. Phyla,Nemata,FALSE,82,1883.524,4,4_middle,IV_middle,,PA,,BU,,multi,,FALSE,,eurythermal,,,GENE,,25.38817189,26.57419607,,,563956,Animalia,Nemata,,,,,,,,,,,,,,,,,
Misc. Phyla,Nematomorpha,FALSE,,,NA,,NA,8,PA,Parasite,SP,Sprawler,semi,Facultative Multivoltine,TRUE,,,Eurythermal: warm summer,,GENE,,,,,,64183,Animalia,Nematomorpha,,,,,,,,,,,,,,,,,
Diptera,Nemotelus,FALSE,,,4,4_middle,IV_middle,7,CG,Gatherer,SP,Swimmer,multi,Univoltine,FALSE,,,Eurythermal: warm summer,,GENE,,,,,,130694,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Nemotelinae,,,Nemotelus,,,,,,
Plecoptera,Nemouridae,FALSE,,,NA,,NA,5,"SH,CG",Shredder,"SP,CN",Clinger,UN,Univoltine,FALSE,,,Eurythermal: warm summer,yes,LOTI,,,,,,102517,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,,,,,,,,,,
Ephemeroptera,Neoleptophlebia/Paraleptophlebia,FALSE,2,17,3,,III,,"CG,SH",,"CN,SP,SW",,uni,,FALSE,,eurythermal,,,LOTI,,15.32977768,17.93447539,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Neoleptophlebia/Paraleptophlebia,,,,,,
Trichoptera,Neophylax,FALSE,,,3,,III,4,SC,Scraper,CN,Clinger,uni,Univoltine,FALSE,,,Eurythermal: cool summer,yes,LOTI,10,,,,,116046,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Thremmatidae,,,,Neophylax,,,,,,
Trichoptera,Neophylax occidentis,FALSE,,,2,,II,3,SC,Scraper,CN,Clinger,uni,Univoltine,FALSE,,,Eurythermal: cool summer,,LOTI,,,,,,116065,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Thremmatidae,,,,Neophylax,,,,,occidentis,
Trichoptera,Neophylax rickeri,FALSE,1,4,3,,III,6,SC,Scraper,CN,Clinger,uni,Univoltine,FALSE,,cowa,Eurythermal: warm summer,,LOTI,,8.013068103,12.16611745,,,116054,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Thremmatidae,,,,Neophylax,,,,,rickeri,
Trichoptera,Neophylax splendens,FALSE,2,13,3,,III,4,SC,Scraper,CN,Clinger,uni,Univoltine,FALSE,,cool,Eurythermal: cool summer,,LOTI,,7.609160499,10.08446995,,,116063,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Thremmatidae,,,,Neophylax,,,,,splendens,
Diptera,Neoplasta,FALSE,3,33.05,4,4_middle,IV_middle,6,PR,,CN,Sprawler,uni,,FALSE,,cool,,,LOTI,,27.42065385,29.65418272,,,136352,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Hemerodromiinae,Hemerodromiini,,Neoplasta,,,,,,
Trichoptera,Neothremma,FALSE,,,2,,II,2,SC,Scraper/Gatherer,CN,Clinger,semi,Obligate Semivoltine,TRUE,,stenoc,Stenothermal: cold,,LOTI,10,9.428479134,8.776780909,U,,116388,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Uenoidae,Uenoinae,,,Neothremma,,,,,,
Trichoptera,Neotrichia,FALSE,1,3,4,4_middle,IV_middle,8,"PH,SC",Scraper,CN,Clinger,multi,,FALSE,,,Eurythermal: warm summer,,LOTI,,,,,,115833,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Neotrichiini,,Neotrichia,,,,,,
Chironomidae,Neozavrelia,FALSE,,,,,NA,5.3,,,,,,,FALSE,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Neozavrelia,,,,,,
Acari,Neumania,FALSE,,,2,,II,5,"PR,PA",Predator,UN,,uni,,FALSE,,,,,GENE,,,,,,83103,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Neumania,,,,,,
Trichoptera,Neureclipsis,FALSE,,,4,4_middle,IV_middle,7,"CF,PR,MH",Predator/Filterer,CN,Clinger/Attached,uni,Facultative Multivoltine,FALSE,,,Eurythermal: warm summer,,LOTI,,,,,TRUE,117095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Polycentropodidae,Polycentropodinae,,,Neureclipsis,,,,,,
Chironomidae,Nilotanypus,FALSE,1,1,4,4_middle,IV_middle,6,PR,Predator,SP,Sprawler,multi,Univoltine,FALSE,,warm,Eurythermal: warm summer,,LOTI,,15.29766473,16.74612139,U,,128202,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Nilotanypus,,,,,,
Chironomidae,Nilothauma,FALSE,,,NA,,NA,,UN,Gatherer,UN,Clinger,multi,,FALSE,,,,,GENE,,,,T,,129548,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Nilothauma,,,,,,
Trichoptera,Ochrotrichia,FALSE,1,1.6,3,,III,6,PH,Gatherer/Piercer,CN,Clinger,multi,Facultative Multivoltine,FALSE,,warm,Eurythermal: warm summer,,LOTI,,12.15842659,28.38557442,,,115714,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Ochrotrichiini,,Ochrotrichia,,,,,,
Odonata,Octogomphus specularis,FALSE,,,2,,II,,PR,,BU,,semi,,TRUE,,cowa,,,LOTI,,7.81405507,11.28563145,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Octogomphus,,,,,specularis,
Odonata,Odonata,FALSE,,,NA,,NA,7,PR,Predator,UN,,UN,,FALSE,,,,yes,GENE,,,,,,101593,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,,,,,,,,,,,,,
Chironomidae,Odontomesa,FALSE,,,4,4_middle,IV_middle,7,CG,Filterer,SP,Sprawler,multi,Multivoltine,FALSE,,cowa,Eurythermal: cool summer,,GENE,,50.60630026,29.25764804,,,128446,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,Odontomesa,,,,,,
Diptera,Odontomyia,FALSE,,,4,4_middle,IV_middle,6.1,"CG,SC",,SP,,multi,,FALSE,,,,,LENT,,,,,,130573,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Stratiomyini,,Odontomyia,,,,,,
Trichoptera,Oecetis,FALSE,45,1180.42,4,4_worse,IV_worse,8,"PR,MH",Predator,"CN,SP",Clinger,uni,Facultative Multivoltine,FALSE,,stenow,Eurythermal: warm summer,,GENE,,,,,TRUE,116607,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,Leptocerinae,Oecetini,,Oecetis,,,,,,
Oligochaeta,Oligochaeta,FALSE,130,38641.286,4,4_middle,NA,6,CG,Gatherer,"BU,SP",Sprawler,uni,,FALSE,,,,yes,GENE,,46.47324527,31.79846408,U,,68422,Animalia,Annelida,,Clitellata,Oligochaeta,,,,,,,,,,,,,,
Trichoptera,Oligophlebodes,FALSE,,,2,,II,3,"SC,CG",Scraper/Gatherer,CN,Clinger,uni,Univoltine,FALSE,,cold,Stenothermal: cold,,LOTI,20,3.24456682,5.03988371,,,116039,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Thremmatidae,,,,Oligophlebodes,,,,,,
Trichoptera,Onocosmoecus,FALSE,2,14.712,4,4_middle,IV_middle,5,"SH,PR",Shredder,"SP,CN",Sprawler/Clinger,uni,Univoltine,FALSE,,cowa,Eurythermal: cool summer,,LOTI,,26.24794067,25.75144921,,,116315,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Onocosmoecus,,,,,,
Odonata,Ophiogomphus,FALSE,4,30.144,4,4_better,IV_better,7,PR,Predator,BU,Burrower,semi,,TRUE,,stenow,Eurythermal: warm summer,,LOTI,,21.53672306,21.44851267,,TRUE,101738,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Ophiogomphus,,,,,,
Coleoptera,Optioservus,FALSE,3,110.4,4,4_middle,IV_middle,7,"CG,SC",Scraper/Gatherer,"CN,CB",Clinger,semi,Facultative Semivoltine,TRUE,,warm,Eurythermal: warm summer,,LOTI,,18.49977744,16.70270509,F,,114177,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Optioservus,,,,,,
Coleoptera,Ordobrevia nubifera,FALSE,,,3,,III,6,"CG,SC",Scraper/Gatherer,"CN,CB",Clinger,semi,Facultative Semivoltine,TRUE,,warm,Eurythermal: warm summer,,LOTI,10,2.185836153,4.942954137,,,114235,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Ordobrevia,,,,,nubifera,
Diptera,Oreogeton,FALSE,,,2,,II,2,PR,Predator,CN,Sprawler,semi,Univoltine,TRUE,,stenoc,Stenothermal: cold,,LOTI,10,6.45044505,10.43710978,,,136377,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Oreogetoninae,,,Oreogeton,,,,,,
Diptera,Oreoleptis torrenticola,FALSE,,,1i,,I i,,PR,,CN,,semi,,FALSE,,,,,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Oreoleptidae,,,,Oreoleptis,,,,,torrenticola,
Acari,Oribatida,FALSE,,,NA,,NA,,"PR,PA",,UN,,uni,,FALSE,,,,yes,NA,,,,,,733326,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Sarcoptiformes,Oribatida,,,,,,,,,,,,
Diptera,Ormosia,FALSE,,,NA,,NA,4,CG,Gatherer,BU,Burrower,uni,Facultative Multivoltine,FALSE,,,Eurythermal: warm summer,,GENE,,,,,,120830,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Ormosia,,,,,,
Chironomidae,Oropuella,FALSE,,,3,,III,,CG,,SP,,multi,,FALSE,,stenoc,,,LOTI,,9.967561869,11.00555023,U,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Oropuella,,,,,,
Chironomidae,Orthocladiinae,FALSE,5,63.296,NA,,NA,5,UN,Gatherer,UN,Sprawler,multi,Univo/Bivo/Multivo,FALSE,,,Eurythermal: warm summer,yes,GENE,,,,U,,128457,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,,,,,,,
Chironomidae,Orthocladius,FALSE,61,3939.146,4,4_middle,IV_middle,6,CG,Gatherer,"SP,BU",Sprawler,multi,Univoltine,FALSE,,eurythermal,Eurythermal: warm summer,,GENE,,13.42302817,23.47139533,,,128874,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Orthocladius,,,,,,
Trichoptera,Orthotrichia,FALSE,,,NA,,NA,,PH,Macrophyte Piercer,CN,Clinger,multi,,FALSE,,,,,LENT,,,,F,,115828,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Orthotrichiini,,Orthotrichia,,,,,,
Crustacea,Ostracoda,FALSE,22,587.786,4,4_middle,NA,6,CG,Gatherer,SW,Swimmer/Sprawler/Burrower,multi,Facultative Multivoltine,FALSE,,eurythermal,Eurythermal: warm summer,,GENE,,38.48125309,29.66646859,,,84195,Animalia,Arthropoda,Crustacea,Ostracoda,,,,,,,,,,,,,,,
Acari,Oxus,FALSE,,,3,,III,,"PR,PA",,UN,,uni,,FALSE,,cool,,,GENE,,,,,,83244,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Oxidae,,,,Oxus,,,,,,
Trichoptera,Oxyethira,FALSE,,,4,4_worse,IV_worse,9,"PH,CG,SC",Macrophyte Piercer,"CN,CB",Climber,multi,Facultative Multivoltine,FALSE,,warm,Eurythermal: warm summer,,GENE,,,,,,115779,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Hydroptilini,,Oxyethira,,,,,,
Crustacea,Pacifastacus,FALSE,14,118.17,4,4_middle,IV_middle,6,OM,Omnivore,SP,Burrower/Sprawler,semi,Semivoltine,TRUE,,warm,Eurythermal: warm summer,,GENE,,19.51861232,21.95882274,,,97325,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Astacidae,,,,Pacifastacus,,,,,,
Chironomidae,Pagastia,FALSE,16,442.264,3,,III,6,"CG,SC",Gatherer/Scraper,SP,Sprawler,multi,Univoltine,FALSE,,eurythermal,Eurythermal: cool summer,,LOTI,,19.5418103,27.02668266,,,128401,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Pagastia,,,,,,
Chironomidae,Pagastiella,FALSE,,,NA,,NA,8,UN,Gatherer,UN,Burrower,multi,Univoltine,FALSE,,,Eurythermal: warm summer,,LENT,,,,T,,129561,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Pagastiella,,,,,,
Chironomidae,Parachaetocladius,FALSE,,,3,,III,2,CG,Gatherer,SP,Sprawler,multi,Bivo/Multivo,FALSE,,cool,Stenothermal: cold,,LOTI,,,,,,128951,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Parachaetocladius,,,,,,
Chironomidae,Parachironomus,FALSE,,,NA,,NA,10,"PR,CG,PA",Predator/Gatherer/Parasite,"SP,BU",Sprawler,multi,,FALSE,,,Eurythermal: warm summer,,GENE,,,,T,,129564,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Parachironomus,,,,,,
Chironomidae,Paracladius,FALSE,,,NA,,NA,8,CG,Gatherer,SP,Sprawler,multi,Univoltine,FALSE,,,Eurythermal: warm summer,,GENE,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Paracladius,,,,,,
Chironomidae,Paracladopelma,FALSE,1,10,4,4_middle,IV_middle,7,UN,Predator/Gatherer,SP,Sprawler,multi,,FALSE,,cowa,Eurythermal: warm summer,,GENE,,33.42652014,28.37488144,T,,129597,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paracladopelma,,,,,,
Chironomidae,Paracricotopus,FALSE,,,3,,III,6,CG,Gatherer,SP,Sprawler,multi,,FALSE,,,,,LOTI,,,,,,128962,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Paracricotopus,,,,,,
Chironomidae,Parakiefferiella,FALSE,15,146,4,4_middle,IV_middle,6,CG,Gatherer,SP,Sprawler,multi,Univo/Bivo,FALSE,,eurythermal,Eurythermal: warm summer,,GENE,,35.5410912,30.35146273,,,128968,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Parakiefferiella,,,,,,
Chironomidae,Paralauterborniella,FALSE,,,5,,V,8,CG,Gatherer,CN,Clinger,multi,Obligate Multivoltine,FALSE,,,Eurythermal: warm summer,,GENE,,,,T,,129616,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paralauterborniella,,,,,,
Ephemeroptera,Paraleptophlebia Bicornuta Group,FALSE,5,69.688,3,,III,,"CG,SH",,"CN,SP,BU",,uni,,FALSE,,warm,,,LOTI,10,6.568527431,8.035069396,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Paraleptophlebia,,Bicornuta Gr.,,,,
Chironomidae,Parametriocnemus,FALSE,5,20,4,4_middle,IV_middle,5,CG,Gatherer,SP,Sprawler,multi,Multivoltine,FALSE,,eurythermal,Eurythermal: cool summer,,LOTI,,22.45100056,22.19151604,,,128978,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Parametriocnemus,,,,,,
Plecoptera,Paraperla,FALSE,,,3,,III,3,"PR,SC,CG",,"CN,BU",,semi,,TRUE,,cold,,,LOTI,10,6.570158078,7.605193572,,,103233,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Paraperlinae,,,Paraperla,,,,,,
Chironomidae,Paraphaenocladius,FALSE,,,4,4_middle,IV_middle,4,CG,Gatherer,SP,Sprawler,multi,Univoltine,FALSE,,cool,Eurythermal: warm summer,,GENE,,33.08245319,31.47457882,T,,128989,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Paraphaenocladius,,,,,,
Trichoptera,Parapsyche,FALSE,1,2,NA,,NA,4,CF,Filterer/Predator,CN,Clinger,semi,Facultative Semivoltine,TRUE,,,Eurythermal: cool summer,yes,LOTI,5,,,,,115556,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,,
Trichoptera,Parapsyche almota,FALSE,1,6,5,,V,5,CF,Filterer/Predator,CN,Clinger,semi,Facultative Semivoltine,TRUE,,cowa,Eurythermal: cool summer,,LOTI,,21.60744792,25.61175211,,,115563,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,almota,
Trichoptera,Parapsyche elsis,FALSE,,,2,,II,2,CF,Filterer/Predator,CN,Clinger,semi,Obligate Semivoltine,TRUE,,stenoc,Stenothermal: cold,,LOTI,,5.683833455,8.622255663,,,115560,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,elsis,
Chironomidae,Paratanytarsus,FALSE,21,2498.204,4,4_worse,IV_worse,6,"CF,CG",Gatherer/Filterer,SP,Sprawler,multi,Obligate Multivoltine,FALSE,,warm,Eurythermal: warm summer,,GENE,,40.79385776,35.44670641,,,129935,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Paratanytarsus,,,,,,
Chironomidae,Paratendipes,FALSE,,,4,4_middle,IV_middle,6,CG,Gatherer,BU,Burrower,multi,Bivo/Multivo,FALSE,,warm,Eurythermal: warm summer,,GENE,,61.0931847,39.26274993,T,,129623,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paratendipes,,,,,,
Acari,Parathyas,FALSE,,,2,,II,,"PR,PA",,UN,,uni,,FALSE,,,,,GENE,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Parathyas,,,,,,
Chironomidae,Parochlus,FALSE,,,NA,,NA,2,UN,Gatherer,UN,Sprawler,multi,,FALSE,,,Stenothermal: cold,,GENE,,,,,,127987,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Podonominae,Podonomini,,Parochlus,,,,,,
Chironomidae,Parorthocladius,FALSE,,,3,,III,4,CG,Gatherer,SP,Sprawler,multi,Univoltine,FALSE,,cold,Eurythermal: warm summer,,LOTI,,7.907789722,8.859245034,,,129011,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Parorthocladius,,,,,,
Diptera,Pedicia,FALSE,,,3,,III,3,PR,Predator,BU,Burrower,semi,,TRUE,,cold,Eurythermal: cool summer,,GENE,,25.40144329,18.13815895,,,121118,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Pediciidae,Pediciinae,,,Pedicia,,,,,,
