orig_FinalID_IA,OTU_BCG_IA,modified_BCG,Notes,OTU_TaxaTolAnal
Optioservus fastiditus,OPTIOSERVUS FASTIDITUS,FALSE,,OPTIOSERVUS FASTIDITUS
Orconectes,ORCONECTES,FALSE,,ORCONECTES
Orconectes immunis,ORCONECTES IMMUNIS,FALSE,,ORCONECTES IMMUNIS
Orconectes propinquus,ORCONECTES PROPINQUUS,FALSE,,ORCONECTES PROPINQUUS
Orconectes rusticus,ORCONECTES RUSTICUS,FALSE,,ORCONECTES RUSTICUS
Orconectes virilis,ORCONECTES VIRILIS,FALSE,,ORCONECTES VIRILIS
Oreodytes,OREODYTES,FALSE,,OREODYTES
Ormosia,ORMOSIA,FALSE,,ORMOSIA
Orthotrichia,ORTHOTRICHIA,FALSE,,ORTHOTRICHIA
Oxycera,OXYCERA,FALSE,,OXYCERA
Oxyethira,OXYETHIRA,FALSE,,OXYETHIRA
Pachydiplax longipennis,PACHYDIPLAX LONGIPENNIS,FALSE,,PACHYDIPLAX LONGIPENNIS
Palmacorixa,PALMACORIXA,FALSE,,PALMACORIXA
Palmacorixa buenoi,PALMACORIXA BUENOI,FALSE,,PALMACORIXA BUENOI
Palmacorixa gillettei,PALMACORIXA GILLETTEI,FALSE,,PALMACORIXA GILLETTEI
Palmacorixa nana,PALMACORIXA NANA,FALSE,,PALMACORIXA NANA
Palpomyia,PALPOMYIA,FALSE,,PALPOMYIA
Pantala,PANTALA,FALSE,,PANTALA
Pantala flavescens,PANTALA FLAVESCENS,FALSE,,PANTALA FLAVESCENS
Pantala hymenaea,PANTALA HYMENAEA,FALSE,,PANTALA HYMENAEA
Paracloeodes,PARACLOEODES,FALSE,,PARACLOEODES
Paracloeodes minutus,PARACLOEODES MINUTUS,FALSE,,PARACLOEODES MINUTUS
Paracymus,PARACYMUS,FALSE,,PARACYMUS
Paracymus despectus,PARACYMUS DESPECTUS,FALSE,,PARACYMUS DESPECTUS
Paracymus subcupreus,PARACYMUS SUBCUPREUS,FALSE,,PARACYMUS SUBCUPREUS
Paragnetina,PARAGNETINA,FALSE,,PARAGNETINA
Paragnetina media,PARAGNETINA MEDIA,FALSE,,PARAGNETINA MEDIA
Paragordius,PARAGORDIUS,FALSE,,PARAGORDIUS
Paraleptophlebia,PARALEPTOPHLEBIA,FALSE,,PARALEPTOPHLEBIA
Paraleptophlebia praepedita,PARALEPTOPHLEBIA PRAEPEDITA,FALSE,,PARALEPTOPHLEBIA PRAEPEDITA
Paraplea,PARAPLEA,FALSE,,PARAPLEA
Parapsyche apicalis,PARAPSYCHE APICALIS,FALSE,,PARAPSYCHE APICALIS
Parydra,PARYDRA,FALSE,,PARYDRA
Pedicia,PEDICIA,FALSE,,PEDICIA
Pelocoris,PELOCORIS,FALSE,,PELOCORIS
Pelocoris femoratus,PELOCORIS FEMORATUS,FALSE,,PELOCORIS FEMORATUS
Peltodytes,PELTODYTES,FALSE,,PELTODYTES
Peltodytes dunavani/pedunculatus,PELTODYTES DUNAVANI/PEDUNCULATUS,FALSE,,PELTODYTES DUNAVANI/PEDUNCULATUS
Peltodytes duodecimpuntatus,PELTODYTES DUODECIMPUNTATUS,FALSE,,PELTODYTES DUODECIMPUNTATUS
Peltodytes edentulus,PELTODYTES EDENTULUS,FALSE,,PELTODYTES EDENTULUS
Peltodytes sexmaculatus,PELTODYTES SEXMACULATUS,FALSE,,PELTODYTES SEXMACULATUS
Peltodytes tortulosus,PELTODYTES TORTULOSUS,FALSE,,PELTODYTES TORTULOSUS
Pentagenia,PENTAGENIA VITTIGERA,TRUE,VITTIGERA per Todd Hubbard email (11/27/23),PENTAGENIA
Pentagenia vittigera,PENTAGENIA VITTIGERA,FALSE,,PENTAGENIA VITTIGERA
Pericoma,PERICOMA,FALSE,,PERICOMA
Pericoma/Telmatoscopus,PERICOMA/TELMATOSCOPUS,FALSE,,PERICOMA/TELMATOSCOPUS
Perithemis,PERITHEMIS,FALSE,,PERITHEMIS
Perlesta,PERLESTA,FALSE,,PERLESTA
Perlesta ephelida,PERLESTA EPHELIDA,FALSE,,PERLESTA EPHELIDA
Perlidae,PERLIDAE,FALSE,,PERLIDAE
Perlinella,PERLINELLA,FALSE,,PERLINELLA
Perlinella drymo,PERLINELLA DRYMO,FALSE,,PERLINELLA DRYMO
Perlinella ephyre,PERLINELLA EPHYRE,FALSE,,PERLINELLA EPHYRE
Perlodidae,PERLODIDAE,FALSE,,PERLODIDAE
Petrophila,PETROPHILA,FALSE,,PETROPHILA
Philopotamidae,PHILOPOTAMIDAE,FALSE,,PHILOPOTAMIDAE
Phoridae,PHORIDAE,FALSE,,PHORIDAE
Phryganeidae,PHRYGANEIDAE,FALSE,,PHRYGANEIDAE
Physa,PHYSA,FALSE,,PHYSA
Physa acuta,PHYSA ACUTA,FALSE,,PHYSA ACUTA
Physa gyrina,PHYSA GYRINA,FALSE,,PHYSA GYRINA
Physidae,PHYSIDAE,FALSE,,PHYSIDAE
Pilaria,PILARIA,FALSE,,PILARIA
Pisidium,PISIDIUM,FALSE,,PISIDIUM
Placobdella,PLACOBDELLA,FALSE,,PLACOBDELLA
Placobdella montifera,PLACOBDELLA MONTIFERA,FALSE,,PLACOBDELLA MONTIFERA
Placobdella multilineata,PLACOBDELLA MULTILINEATA,FALSE,,PLACOBDELLA MULTILINEATA
Placobdella multilineata/papillifera,PLACOBDELLA MULTILINEATA/PAPILLIFERA,FALSE,,PLACOBDELLA MULTILINEATA/PAPILLIFERA
Placobdella nuchalis,PLACOBDELLA NUCHALIS,FALSE,,PLACOBDELLA NUCHALIS
Placobdella ornata,PLACOBDELLA ORNATA,FALSE,,PLACOBDELLA ORNATA
Placobdella papillifera,PLACOBDELLA PAPILLIFERA,FALSE,,PLACOBDELLA PAPILLIFERA
Placobdella parasitica,PLACOBDELLA PARASITICA,FALSE,,PLACOBDELLA PARASITICA
Placobdella phalera,PLACOBDELLA PHALERA,FALSE,,PLACOBDELLA PHALERA
Placobdella picta,PLACOBDELLA PICTA,FALSE,,PLACOBDELLA PICTA
Planorbella,PLANORBELLA,FALSE,,PLANORBELLA
Planorbella trivolvis,PLANORBELLA TRIVOLVIS,FALSE,,PLANORBELLA TRIVOLVIS
Planorbidae,PLANORBIDAE,FALSE,,PLANORBIDAE
Platambus,PLATAMBUS,FALSE,,PLATAMBUS
Platambus semivittatus,PLATAMBUS SEMIVITTATUS,FALSE,,PLATAMBUS SEMIVITTATUS
Plathemis,PLATHEMIS,FALSE,,PLATHEMIS
Plathemis lydia,PLATHEMIS LYDIA,FALSE,,PLATHEMIS LYDIA
Platycentropus,PLATYCENTROPUS,FALSE,,PLATYCENTROPUS
Platycentropus radiatus,PLATYCENTROPUS RADIATUS,FALSE,,PLATYCENTROPUS RADIATUS
Platyhelminthes,PLATYHELMINTHES,FALSE,,PLATYHELMINTHES
Plauditus,PLAUDITUS,FALSE,,PLAUDITUS
Plauditus cestus,PLAUDITUS CESTUS,FALSE,,PLAUDITUS CESTUS
Plauditus cingulatus,PLAUDITUS CINGULATUS,FALSE,,PLAUDITUS CINGULATUS
Plauditus dubius,PLAUDITUS DUBIUS,FALSE,,PLAUDITUS DUBIUS
Plauditus dubius/punctiventris,PLAUDITUS DUBIUS/PUNCTIVENTRIS,FALSE,,PLAUDITUS DUBIUS/PUNCTIVENTRIS
Plauditus dubius/virilis,PLAUDITUS DUBIUS/VIRILIS,FALSE,,PLAUDITUS DUBIUS/VIRILIS
Plauditus punctiventris,PLAUDITUS PUNCTIVENTRIS,FALSE,,PLAUDITUS PUNCTIVENTRIS
Plauditus punctiventris/virilis,PLAUDITUS PUNCTIVENTRIS/VIRILIS,FALSE,,PLAUDITUS PUNCTIVENTRIS/VIRILIS
Plauditus virilis,PLAUDITUS VIRILIS,FALSE,,PLAUDITUS VIRILIS
Plecoptera,PLECOPTERA,FALSE,,PLECOPTERA
Pleidae,PLEIDAE,FALSE,,PLEIDAE
Pleurocera,PLEUROCERA,FALSE,,PLEUROCERA
Pleurocera acuta,PLEUROCERA ACUTA,FALSE,,PLEUROCERA ACUTA
Pleuroceridae,PLEUROCERIDAE,FALSE,,PLEUROCERIDAE
Polycentropodidae,POLYCENTROPODIDAE,FALSE,,POLYCENTROPODIDAE
Polycentropus,POLYCENTROPUS,FALSE,,POLYCENTROPUS
Polymitarcyidae,POLYMITARCYIDAE,FALSE,,POLYMITARCYIDAE
Potamanthidae,POTAMANTHIDAE,FALSE,,POTAMANTHIDAE
Potamilus,POTAMILUS,FALSE,,POTAMILUS
Potamilus ohiensis,POTAMILUS OHIENSIS,FALSE,,POTAMILUS OHIENSIS
Potamyia,POTAMYIA,FALSE,,POTAMYIA
Potamyia flava,POTAMYIA FLAVA,FALSE,,POTAMYIA FLAVA
Probezzia,PROBEZZIA,FALSE,,PROBEZZIA
Procambarus acutus,PROCAMBARUS ACUTUS,FALSE,,PROCAMBARUS ACUTUS
Procloeon,PROCLOEON,FALSE,,PROCLOEON
Procloeon fragile,PROCLOEON FRAGILE,FALSE,,PROCLOEON FRAGILE
Procloeon rivulare,PROCLOEON RIVULARE,FALSE,,PROCLOEON RIVULARE
Procloeon rubropictum,PROCLOEON RUBROPICTUM,FALSE,,PROCLOEON RUBROPICTUM
Procloeon rufostrigatum,PROCLOEON RUFOSTRIGATUM,FALSE,,PROCLOEON RUFOSTRIGATUM
Procloeon viridoculare,PROCLOEON VIRIDOCULARE,FALSE,,PROCLOEON VIRIDOCULARE
Prodiamesa olivacea,PRODIAMESA OLIVACEA,FALSE,,PRODIAMESA OLIVACEA
Progomphus,PROGOMPHUS,FALSE,,PROGOMPHUS
Progomphus obscurus,PROGOMPHUS OBSCURUS,FALSE,,PROGOMPHUS OBSCURUS
Promenetus,PROMENETUS,FALSE,,PROMENETUS
Promenetus exacuous,PROMENETUS EXACUOUS,FALSE,,PROMENETUS EXACUOUS
Prosimulium,PROSIMULIUM,FALSE,,PROSIMULIUM
Protoptila,PROTOPTILA,FALSE,,PROTOPTILA
Pseudocentroptiloides,PSEUDOCENTROPTILOIDES,FALSE,,PSEUDOCENTROPTILOIDES
Pseudostenophylax,PSEUDOSTENOPHYLAX,FALSE,,PSEUDOSTENOPHYLAX
Pseudostenophylax uniformis,PSEUDOSTENOPHYLAX UNIFORMIS,FALSE,,PSEUDOSTENOPHYLAX UNIFORMIS
Pseudosuccinea,PSEUDOSUCCINEA,FALSE,,PSEUDOSUCCINEA
Pseudosuccinea columella,PSEUDOSUCCINEA COLUMELLA,FALSE,,PSEUDOSUCCINEA COLUMELLA
Psychodidae,PSYCHODIDAE,FALSE,,PSYCHODIDAE
Psychomyia,PSYCHOMYIA,FALSE,,PSYCHOMYIA
Psychomyia flavida,PSYCHOMYIA FLAVIDA,FALSE,,PSYCHOMYIA FLAVIDA
Psychomyiidae,PSYCHOMYIIDAE,FALSE,,PSYCHOMYIIDAE
Pteronarcyidae,PTERONARCYIDAE,FALSE,,PTERONARCYIDAE
Pteronarcys,PTERONARCYS,FALSE,,PTERONARCYS
Pteronarcys pictetii,PTERONARCYS PICTETII,FALSE,,PTERONARCYS PICTETII
Pteronarcys pictetti,PTERONARCYS PICTETII,TRUE,misspelling,PTERONARCYS PICTETII
Ptilodactylidae,PTILODACTYLIDAE,FALSE,,PTILODACTYLIDAE
Ptilostomis,PTILOSTOMIS,FALSE,,PTILOSTOMIS
Ptychoptera,PTYCHOPTERA,FALSE,,PTYCHOPTERA
Pycnopsyche,PYCNOPSYCHE,FALSE,,PYCNOPSYCHE
Pyralidae,PYRALIDAE,FALSE,,PYRALIDAE
Pyroderces,PYRODERCES,FALSE,,PYRODERCES
Quadrula pustulosa,QUADRULA PUSTULOSA,FALSE,,QUADRULA PUSTULOSA
Ranatra,RANATRA,FALSE,,RANATRA
Ranatra fusca,RANATRA FUSCA,FALSE,,RANATRA FUSCA
Ranatra nigra,RANATRA NIGRA,FALSE,,RANATRA NIGRA
Raptoheptagenia cruentata,RAPTOHEPTAGENIA CRUENTATA,FALSE,,RAPTOHEPTAGENIA CRUENTATA
Rhagovelia,RHAGOVELIA,FALSE,,RHAGOVELIA
Rhagovelia obesa,RHAGOVELIA OBESA,FALSE,,RHAGOVELIA OBESA
Rhagovelia oriander,RHAGOVELIA ORIANDER,FALSE,,RHAGOVELIA ORIANDER
Rhantus gutticollis,RHANTUS GUTTICOLLIS,FALSE,,RHANTUS GUTTICOLLIS
Rheumatobates,RHEUMATOBATES,FALSE,,RHEUMATOBATES
Rheumatobates palosi,RHEUMATOBATES PALOSI,FALSE,,RHEUMATOBATES PALOSI
Rheumatobates tenuipes,RHEUMATOBATES TENUIPES,FALSE,,RHEUMATOBATES TENUIPES
Rhithrogena,RHITHROGENA,FALSE,,RHITHROGENA
Rhithrogena jejuna,RHITHROGENA JEJUNA,FALSE,,RHITHROGENA JEJUNA
Rhithrogena manifesta,RHITHROGENA MANIFESTA,FALSE,,RHITHROGENA MANIFESTA
Rhyacophila,RHYACOPHILA,FALSE,,RHYACOPHILA
Robackia demeijerei,ROBACKIA DEMEIJEREI,FALSE,,ROBACKIA DEMEIJEREI
Saldidae,SALDIDAE,FALSE,,SALDIDAE
Sanfilippodytes pseudovilis,SANFILIPPODYTES PSEUDOVILIS,FALSE,,SANFILIPPODYTES PSEUDOVILIS
Sciomyzidae,SCIOMYZIDAE,FALSE,,SCIOMYZIDAE
Scirtes,SCIRTES,FALSE,,SCIRTIDAE
Scirtidae,SCIRTIDAE,FALSE,,SCIRTIDAE
Sepedon,SEPEDON,FALSE,,SEPEDON
Serratella,SERRATELLA,FALSE,,SERRATELLA
Sialis,SIALIS,FALSE,,SIALIS
Sigara,SIGARA,FALSE,,SIGARA
Sigara alternata,SIGARA ALTERNATA,FALSE,,SIGARA ALTERNATA
Sigara bicoloripennis,SIGARA BICOLORIPENNIS,FALSE,,SIGARA BICOLORIPENNIS
Sigara grossolineata,SIGARA GROSSOLINEATA,FALSE,,SIGARA GROSSOLINEATA
Sigara lineata,SIGARA LINEATA,FALSE,,SIGARA LINEATA
Sigara mathesoni,SIGARA MATHESONI,FALSE,,SIGARA MATHESONI
Sigara trilineata,SIGARA TRILINEATA,FALSE,,SIGARA TRILINEATA
Silvius,SILVIUS,FALSE,,SILVIUS
Simuliidae,SIMULIIDAE,FALSE,,SIMULIIDAE
Simulium,SIMULIUM,FALSE,,SIMULIUM
Simulium aureum,SIMULIUM AUREUM,FALSE,,SIMULIUM AUREUM
Simulium decorum,SIMULIUM DECORUM,FALSE,,SIMULIUM DECORUM
Simulium jenningsi/luggeri,SIMULIUM JENNINGSI/LUGGERI,FALSE,,SIMULIUM JENNINGSI/LUGGERI
Simulium meridionale,SIMULIUM MERIDIONALE,FALSE,,SIMULIUM MERIDIONALE
Simulium tuberosum,SIMULIUM TUBEROSUM,FALSE,,SIMULIUM TUBEROSUM
Simulium vittatum,SIMULIUM VITTATUM,FALSE,,SIMULIUM VITTATUM
Siphlonurus marshalli,SIPHLONURUS MARSHALLI,FALSE,,SIPHLONURUS MARSHALLI
Siphloplecton interlineatum,SIPHLOPLECTON INTERLINEATUM,FALSE,,SIPHLOPLECTON INTERLINEATUM
Sisyra,SISYRA,FALSE,,SISYRA
Sisyridae,SISYRIDAE,FALSE,,SISYRIDAE
Somatochlora,SOMATOCHLORA,FALSE,,SOMATOCHLORA
Somatochlora ensigera,SOMATOCHLORA ENSIGERA,FALSE,,SOMATOCHLORA ENSIGERA
Somatochlora linearis,SOMATOCHLORA LINEARIS,FALSE,,SOMATOCHLORA LINEARIS
Somatogyrus depressus,SOMATOGYRUS DEPRESSUS,FALSE,,SOMATOGYRUS DEPRESSUS
Sparbarus,SPARBARUS,FALSE,,SPARBARUS
Sparbarus lacustris,SPARBARUS LACUSTRIS,FALSE,,SPARBARUS LACUSTRIS
Sparbarus nasutus,SPARBARUS NASUTUS,FALSE,,SPARBARUS NASUTUS
Sperchopsis,SPERCHOPSIS,FALSE,,SPERCHOPSIS
Sperchopsis tessellata,SPERCHOPSIS TESSELLATA,FALSE,,SPERCHOPSIS TESSELLATA
Sphaeriidae,SPHAERIIDAE,FALSE,,SPHAERIIDAE
Stactobiella,STACTOBIELLA,FALSE,,STACTOBIELLA
Stagnicola,STAGNICOLA,FALSE,,STAGNICOLA
Staphylinidae,STAPHYLINIDAE,FALSE,,EXCLUDE
Stenacron,STENACRON,FALSE,,STENACRON
Stenacron interpunctatum,STENACRON INTERPUNCTATUM,FALSE,,STENACRON INTERPUNCTATUM
Stenelmis,STENELMIS,FALSE,,STENELMIS
Stenelmis cheryl,STENELMIS CHERYL,FALSE,,STENELMIS CHERYL
Stenelmis crenata,STENELMIS CRENATA,FALSE,,STENELMIS CRENATA
Stenelmis decorata,STENELMIS DECORATA,FALSE,,STENELMIS DECORATA
Stenelmis grossa,STENELMIS GROSSA,FALSE,,STENELMIS GROSSA
Stenelmis musgravei,STENELMIS MUSGRAVEI,FALSE,,STENELMIS MUSGRAVEI
Stenelmis sexlineata,STENELMIS SEXLINEATA,FALSE,,STENELMIS SEXLINEATA
Stenonema,STENONEMA FEMORATUM,TRUE,should all be STENONEMA FEMORATUM from 2005 onward; pre 2005 were likely immature MACCAFFERTIUM,MACCAFFERTIUM
Stenonema femoratum,STENONEMA FEMORATUM,FALSE,,STENONEMA FEMORATUM
Stictotarsus griseostriatus,STICTOTARSUS GRISEOSTRIATUS,FALSE,,BOREONECTES GRISEOSTRIATUS
Stratiomyidae,STRATIOMYIDAE,FALSE,,STRATIOMYIDAE
Stratiomys,STRATIOMYS,FALSE,,STRATIOMYS
Stygobromus,STYGOBROMUS,FALSE,,STYGOBROMUS
Stylogomphus,STYLOGOMPHUS,FALSE,,STYLOGOMPHUS
Stylurus,STYLURUS,FALSE,,STYLURUS
Stylurus amnicola,STYLURUS AMNICOLA,FALSE,,STYLURUS AMNICOLA
Stylurus notatus,STYLURUS NOTATUS,FALSE,,STYLURUS NOTATUS
Stylurus plagiatus,STYLURUS PLAGIATUS,FALSE,,STYLURUS PLAGIATUS
Stylurus spiniceps,STYLURUS SPINICEPS,FALSE,,STYLURUS SPINICEPS
Succinea,SUCCINEA,FALSE,,SUCCINEA
Sympetrum,SYMPETRUM,FALSE,,SYMPETRUM
Sympetrum internum,SYMPETRUM INTERNUM,FALSE,,SYMPETRUM INTERNUM
Sympetrum vicinum,SYMPETRUM VICINUM,FALSE,,SYMPETRUM VICINUM
Syrphidae,SYRPHIDAE,FALSE,,SYRPHIDAE
Tabanidae,TABANIDAE,FALSE,,TABANIDAE
Tabanus,TABANUS,FALSE,,TABANUS
Tabanus/Atylotus,TABANUS/ATYLOTUS,FALSE,,TABANUS/ATYLOTUS
Tabanus/Whitneyomia/Atylotus,TABANUS/WHITNEYOMIA/ATYLOTUS,FALSE,,TABANUS/WHITNEYOMIA/ATYLOTUS
Taeniopterygidae,TAENIOPTERYGIDAE,FALSE,,TAENIOPTERYGIDAE
Taeniopteryx,TAENIOPTERYX,FALSE,,TAENIOPTERYX
Teloganopsis deficiens,TELOGANOPSIS DEFICIENS,FALSE,,TELOGANOPSIS DEFICIENS
Thermonectus basilaris,THERMONECTUS BASILARIS,FALSE,,THERMONECTUS BASILARIS
Thermonectus nigrofasciatus,THERMONECTUS NIGROFASCIATUS,FALSE,,THERMONECTUS NIGROFASCIATUS
Theromyzon,THEROMYZON,FALSE,,THEROMYZON
Tipula,TIPULA,FALSE,,TIPULA
Tipulidae,TIPULIDAE,FALSE,,TIPULIDAE
Tortopus primus,TORTOPUS PRIMUS,FALSE,,TORTOPUS PRIMUS
Toxolasma,TOXOLASMA,FALSE,,TOXOLASMA
Toxolasma parvum,TOXOLASMA PARVUM,FALSE,,TOXOLASMA PARVUM
Tramea,TRAMEA,FALSE,,TRAMEA
Trepobates,TREPOBATES,FALSE,,TREPOBATES
Trepobates pictus,TREPOBATES PICTUS,FALSE,,TREPOBATES PICTUS
Trepobates subnitidus,TREPOBATES SUBNITIDUS,FALSE,,TREPOBATES SUBNITIDUS
Triaenodes,TRIAENODES,FALSE,,TRIAENODES
Triaenodes marginatus,TRIAENODES MARGINATUS,FALSE,,TRIAENODES MARGINATUS
Triaenodes melaca,TRIAENODES MELACA,FALSE,,TRIAENODES MELACA
Trichoclinocera/Clinocera,TRICHOCLINOCERA/CLINOCERA,FALSE,,TRICHOCLINOCERA/CLINOCERA
Trichocorixa,TRICHOCORIXA,FALSE,,TRICHOCORIXA
Trichocorixa borealis,TRICHOCORIXA BOREALIS,FALSE,,TRICHOCORIXA BOREALIS
Trichocorixa calva,TRICHOCORIXA CALVA,FALSE,,TRICHOCORIXA CALVA
Trichocorixa kanza,TRICHOCORIXA KANZA,FALSE,,TRICHOCORIXA KANZA
Trichocorixa sexcincta,TRICHOCORIXA SEXCINCTA,FALSE,,TRICHOCORIXA SEXCINCTA
Trichoptera,TRICHOPTERA,FALSE,,TRICHOPTERA
Tricladida,TRICLADIDA,FALSE,,TRICLADIDA
Tricorythodes,TRICORYTHODES,FALSE,,TRICORYTHODES
Trombidiformes,TROMBIDIFORMES,FALSE,,TROMBIDIFORMES
Tropisternus,TROPISTERNUS,FALSE,,TROPISTERNUS
Tropisternus affinis,TROPISTERNUS AFFINIS,FALSE,,TROPISTERNUS AFFINIS
Tropisternus blatchleyi,TROPISTERNUS BLATCHLEYI,FALSE,,TROPISTERNUS BLATCHLEYI
Tropisternus collaris,TROPISTERNUS COLLARIS,FALSE,,TROPISTERNUS COLLARIS
Tropisternus columbianus,TROPISTERNUS COLUMBIANUS,FALSE,,TROPISTERNUS COLUMBIANUS
Tropisternus glaber,TROPISTERNUS GLABER,FALSE,,TROPISTERNUS GLABER
Tropisternus lateralis,TROPISTERNUS LATERALIS,FALSE,,TROPISTERNUS LATERALIS
Tropisternus mixtus,TROPISTERNUS MIXTUS,FALSE,,TROPISTERNUS MIXTUS
Tropisternus natator,TROPISTERNUS NATATOR,FALSE,,TROPISTERNUS NATATOR
Truncilla donaciformis,TRUNCILLA DONACIFORMIS,FALSE,,TRUNCILLA DONACIFORMIS
Tubificidae,TUBIFICIDAE,FALSE,,TUBIFICIDAE
Turbellaria,TURBELLARIA,FALSE,,TURBELLARIA
Unionidae,UNIONIDAE,FALSE,,UNIONIDAE
Uvarus,UVARUS,FALSE,,UVARUS
Uvarus granarius,UVARUS GRANARIUS,FALSE,,UVARUS GRANARIUS
Uvarus lacustris,UVARUS LACUSTRIS,FALSE,,UVARUS LACUSTRIS
Valvata,VALVATA,FALSE,,VALVATA
Valvata tricarinata,VALVATA TRICARINATA,FALSE,,VALVATA TRICARINATA
Veliidae,VELIIDAE,FALSE,,VELIIDAE
Veneroida,VENEROIDA,FALSE,,VENEROIDA
Viviparidae,VIVIPARIDAE,FALSE,,VIVIPARIDAE
Wormaldia moesta,WORMALDIA MOESTA,FALSE,,WORMALDIA MOESTA
